"Hijos","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Edad.Jefe","Edad.Conyuge","Region","Estrato.vivienda","Trabajo.Jefe","Trabajo.conyuge","Ingresos.totales","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge","Edu.Jefe","Edu.Conyuge"
1,2,NA,4,57,NA,4,1,1,NA,475000,0,NA,1,NA
2,2,NA,4,58,NA,4,1,1,NA,2175000,2,NA,1,NA
3,2,NA,4,36,NA,4,1,4,NA,0,2,NA,1,NA
2,2,NA,5,24,NA,4,1,3,NA,0,2,NA,3,NA
0,1,2,2,70,64,4,1,1,6,0,0,0,0,0
4,1,2,2,35,32,4,1,1,4,400000,0,0,0,1
4,2,NA,2,43,NA,4,1,1,NA,1500000,2,NA,3,NA
0,1,NA,5,40,NA,4,1,1,NA,2600000,2,NA,3,NA
2,2,NA,3,73,NA,4,1,1,NA,833000,0,NA,0,NA
0,2,NA,4,58,NA,4,1,1,NA,13166666,2,NA,3,NA
3,1,2,6,34,37,4,1,1,1,1475098,2,2,3,3
0,2,NA,4,64,NA,4,1,5,NA,0,0,NA,0,NA
0,2,NA,6,64,NA,4,1,1,NA,2250008,2,NA,3,NA
1,2,1,2,38,51,4,1,4,1,200098,0,0,1,1
3,2,1,2,39,43,4,1,4,1,1574016,2,2,3,3
0,1,2,6,43,43,4,1,1,4,1800000,2,0,3,1
0,1,NA,4,61,NA,4,1,4,NA,0,0,NA,0,NA
1,2,1,2,61,81,4,1,4,6,0,0,0,0,1
1,1,2,6,56,50,4,1,1,4,400000,0,0,1,1
1,2,1,2,51,53,4,1,4,1,130000,0,0,1,1
2,1,2,2,35,25,4,1,1,4,600000,2,0,1,1
3,2,NA,3,30,NA,4,1,4,NA,200000,0,NA,1,NA
1,1,2,2,60,47,4,1,1,4,400000,0,2,1,1
3,2,1,2,34,32,4,1,4,1,930000,2,2,1,1
2,1,2,2,37,32,4,1,1,4,700000,2,2,1,1
0,2,NA,5,37,NA,4,1,1,NA,2040000,2,NA,3,NA
0,2,NA,3,80,NA,4,1,4,NA,0,0,NA,0,NA
2,1,2,6,48,43,4,1,1,4,58333,2,2,3,3
5,2,NA,4,28,NA,4,1,4,NA,0,0,NA,1,NA
3,2,NA,2,35,NA,4,1,4,NA,33333,0,NA,1,NA
1,2,NA,5,21,NA,4,1,4,NA,0,0,NA,1,NA
2,1,2,2,26,22,4,1,1,4,250000,2,2,1,3
2,1,2,2,26,39,4,1,2,4,600000,2,2,3,3
4,1,2,6,28,36,4,1,1,4,400000,2,2,1,1
5,2,NA,2,52,NA,4,1,1,NA,600000,2,NA,1,NA
0,2,NA,3,79,NA,4,1,4,NA,60000,0,NA,0,NA
4,2,NA,3,40,NA,4,1,1,NA,100000,0,NA,1,NA
1,2,NA,3,76,NA,4,1,4,NA,0,0,NA,0,NA
4,2,NA,2,37,NA,4,1,4,NA,50000,0,NA,1,NA
2,2,1,2,24,35,4,1,4,1,791666,2,2,3,3
3,2,NA,4,24,NA,4,1,4,NA,0,2,NA,1,NA
0,2,NA,5,30,NA,4,1,4,NA,0,2,NA,3,NA
1,2,NA,3,75,NA,9,1,4,NA,0,0,NA,1,NA
0,2,NA,4,72,NA,9,2,5,NA,16666,0,NA,1,NA
1,1,2,2,30,31,9,2,1,4,2025000,2,2,1,3
0,2,NA,4,69,NA,9,2,1,NA,825000,0,NA,1,NA
1,1,2,6,64,60,9,2,1,4,2000000,2,2,3,1
0,1,NA,4,66,NA,9,2,1,NA,616666,2,NA,1,NA
1,2,1,2,31,45,9,1,4,1,1500000,2,0,1,1
1,2,1,2,47,20,9,1,1,2,800000,2,2,1,1
1,2,1,2,44,47,9,1,1,1,1800000,2,2,1,1
2,2,NA,3,61,NA,9,1,4,NA,0,0,NA,1,NA
2,2,1,2,36,37,9,1,4,1,2500000,2,2,1,3
0,2,NA,4,65,NA,9,1,1,NA,533333,0,NA,1,NA
1,2,1,2,41,42,9,1,4,1,7000000,2,2,1,1
1,1,2,2,63,18,9,1,1,2,700000,2,2,3,1
1,2,NA,4,37,NA,9,1,1,NA,900000,2,NA,1,NA
1,1,2,2,45,43,9,1,1,4,900000,2,2,1,1
3,1,2,2,38,34,9,1,1,4,4541666,2,2,3,2
3,1,2,2,37,44,9,2,1,1,1228000,0,0,1,1
2,1,2,6,33,33,9,2,1,1,4300000,2,2,3,3
2,2,NA,4,30,NA,9,1,1,NA,516666,2,NA,1,NA
0,2,NA,5,35,NA,9,2,1,NA,3500000,2,NA,3,NA
1,2,1,2,45,58,9,2,4,2,0,0,0,1,1
1,1,2,2,31,24,9,1,1,4,700000,2,2,1,1
2,1,2,6,32,31,9,1,2,4,0,2,2,1,1
2,2,NA,4,32,NA,9,1,1,NA,525000,2,NA,1,NA
2,2,NA,4,35,NA,9,1,1,NA,925000,2,NA,1,NA
0,2,NA,4,58,NA,9,1,5,NA,291666,0,NA,0,NA
0,1,NA,5,44,NA,9,2,1,NA,828000,0,NA,1,NA
1,2,1,2,43,46,9,1,4,1,500000,2,0,1,1
2,1,NA,4,75,NA,9,1,6,NA,0,0,NA,1,NA
0,2,NA,3,74,NA,9,1,1,NA,560000,0,NA,0,NA
1,1,2,2,48,27,9,1,1,4,828200,0,0,1,1
1,1,2,6,55,53,9,1,6,4,0,2,0,1,1
0,2,NA,5,23,NA,9,1,1,NA,600000,0,NA,1,NA
0,2,NA,4,23,NA,9,1,1,NA,350000,0,NA,1,NA
0,2,NA,4,57,NA,9,1,1,NA,500000,0,NA,1,NA
2,1,2,6,71,65,9,2,5,4,0,0,0,1,1
1,2,NA,4,54,NA,9,2,4,NA,0,0,NA,1,NA
1,1,2,2,50,22,9,2,1,1,2850000,2,2,1,1
0,1,NA,4,59,NA,9,2,2,NA,0,0,NA,0,NA
0,2,NA,4,66,NA,9,2,1,NA,300000,0,NA,1,NA
0,1,2,6,74,60,9,2,4,4,300000,0,0,1,1
2,2,NA,4,24,NA,9,2,2,NA,0,0,NA,1,NA
1,2,NA,4,43,NA,9,2,1,NA,600000,0,NA,1,NA
1,1,NA,4,46,NA,9,2,1,NA,600000,0,NA,1,NA
2,2,NA,4,38,NA,9,2,4,NA,0,0,NA,1,NA
0,1,2,2,69,57,9,2,1,2,800000,0,0,1,1
1,2,NA,3,71,NA,9,2,4,NA,0,0,NA,1,NA
2,1,2,2,39,28,9,2,2,4,0,2,2,1,1
1,1,2,2,46,51,9,1,1,4,828000,0,0,1,1
0,1,NA,3,63,NA,9,1,1,NA,600000,0,NA,0,NA
1,1,2,1,36,30,9,1,1,4,2000000,2,2,3,1
0,1,NA,6,43,NA,9,1,1,NA,700000,2,NA,1,NA
1,1,2,2,23,21,9,1,1,1,1000000,2,2,1,1
0,1,2,6,65,63,9,1,6,4,2158332,0,0,1,1
0,1,2,6,54,48,9,1,1,4,1080000,2,2,1,1
0,1,NA,4,45,NA,9,1,1,NA,623000,0,NA,1,NA
1,1,2,2,27,40,9,1,1,4,900000,2,2,1,3
1,1,2,2,22,19,9,1,2,4,1165000,0,0,1,1
1,1,2,2,31,28,9,1,1,4,400000,0,0,1,1
0,1,NA,5,33,NA,9,1,1,NA,800000,2,NA,1,NA
1,1,2,2,30,29,9,1,1,4,1000000,0,0,1,1
0,2,NA,3,67,NA,9,1,4,NA,200000,0,NA,1,NA
0,2,NA,3,85,NA,9,1,6,NA,217500,0,NA,1,NA
1,2,1,6,30,35,9,1,1,1,1280000,2,2,3,1
0,2,NA,3,70,NA,9,1,6,NA,114,2,NA,3,NA
0,2,NA,3,73,NA,9,3,6,NA,600000,0,NA,1,NA
1,2,NA,4,47,NA,9,1,4,NA,450000,0,NA,1,NA
2,1,2,2,35,33,9,3,1,4,850000,2,2,1,1
1,1,2,2,30,29,9,1,1,4,450000,0,2,1,3
0,1,2,1,56,51,9,1,1,4,612500,0,0,1,1
1,2,NA,3,53,NA,9,1,1,NA,825000,2,NA,3,NA
2,2,NA,4,28,NA,9,1,1,NA,600000,2,NA,1,NA
1,2,NA,4,47,NA,9,1,1,NA,1699666,2,NA,3,NA
2,1,2,2,33,28,9,1,1,1,650000,0,2,1,1
0,2,1,2,61,70,9,2,1,5,790000,0,0,1,0
0,2,NA,5,24,NA,9,1,3,NA,6066666,2,NA,1,NA
2,1,2,2,52,41,9,2,1,4,1200000,2,2,1,1
0,2,1,6,60,70,9,1,4,5,850000,0,0,1,1
1,1,2,2,36,35,9,1,1,4,900000,2,2,1,1
0,1,2,6,52,58,9,1,1,1,4000000,2,2,1,3
0,1,NA,5,25,NA,9,1,1,NA,50000,0,NA,1,NA
1,2,NA,3,71,NA,9,1,6,NA,33333,0,NA,1,NA
0,2,1,2,21,38,9,1,4,1,900000,2,2,1,1
0,1,2,2,57,53,9,1,1,4,650000,0,0,1,1
1,2,NA,1,48,NA,9,1,1,NA,100000,0,NA,1,NA
2,2,NA,4,35,NA,9,1,1,NA,180000,2,NA,1,NA
0,1,NA,5,21,NA,9,1,1,NA,450000,2,NA,1,NA
2,2,1,1,29,32,9,1,4,1,620833,2,2,1,1
1,2,NA,3,50,NA,9,1,4,NA,600000,0,NA,1,NA
0,1,2,2,28,23,9,1,1,4,1200000,2,2,1,1
0,2,NA,5,18,NA,9,1,1,NA,150000,0,NA,1,NA
0,2,1,6,82,83,9,1,6,6,566666,0,0,1,0
0,1,NA,4,50,NA,9,1,1,NA,900000,0,NA,1,NA
0,2,NA,5,23,NA,9,1,1,NA,500000,2,NA,1,NA
2,1,2,2,42,34,9,2,1,4,700000,2,2,1,1
0,2,NA,4,34,NA,9,1,4,NA,420833,2,NA,1,NA
1,2,NA,4,18,NA,9,1,2,NA,262500,2,NA,1,NA
0,2,NA,5,18,NA,9,1,1,NA,430000,0,NA,1,NA
2,2,NA,4,28,NA,9,2,4,NA,370833,2,NA,1,NA
1,1,NA,4,48,NA,9,1,1,NA,450000,2,NA,1,NA
1,1,2,2,64,61,9,1,1,4,800000,0,0,1,0
0,1,2,6,68,64,9,2,1,4,483333,0,0,1,0
0,1,2,2,53,49,9,1,1,1,1580000,2,0,1,0
0,2,NA,3,48,NA,9,1,1,NA,1850000,2,NA,1,NA
1,2,NA,1,48,NA,9,1,1,NA,350000,0,NA,1,NA
0,2,NA,3,89,NA,9,1,6,NA,37500,0,NA,0,NA
0,2,NA,5,36,NA,9,2,1,NA,450000,2,NA,3,NA
0,2,NA,3,51,NA,9,1,5,NA,1516666,2,NA,1,NA
1,2,NA,3,56,NA,9,1,4,NA,396666,0,NA,1,NA
1,2,NA,4,42,NA,9,1,4,NA,41666,0,NA,1,NA
2,1,2,2,42,41,9,1,1,1,1370000,2,2,1,1
0,2,1,1,44,50,9,1,4,1,700000,0,0,1,1
1,2,1,2,36,35,9,1,4,1,600000,0,0,1,1
1,1,2,2,21,21,9,1,1,4,450000,2,2,1,1
2,2,1,6,41,44,9,1,4,1,2150000,2,2,1,1
0,1,NA,3,53,NA,9,1,1,NA,98,0,NA,1,NA
0,1,NA,5,22,NA,9,1,1,NA,650000,2,NA,1,NA
0,1,NA,4,39,NA,9,1,1,NA,1200000,2,NA,3,NA
2,2,NA,4,28,NA,9,1,1,NA,730000,2,NA,1,NA
1,1,2,2,21,27,9,1,1,1,1275000,2,2,3,2
0,1,NA,4,61,NA,9,1,1,NA,875000,0,NA,1,NA
1,1,2,1,26,24,9,1,1,4,680000,0,0,1,1
1,1,2,6,51,42,9,1,1,4,800000,2,2,1,1
0,2,1,2,36,31,9,1,4,1,700000,0,0,1,1
1,1,2,1,26,19,9,1,1,4,500000,0,0,1,1
0,1,NA,5,37,NA,9,1,1,NA,600000,0,NA,1,NA
0,1,NA,5,20,NA,9,1,1,NA,366666,0,NA,1,NA
0,2,NA,3,71,NA,9,1,4,NA,625833,0,NA,0,NA
4,2,NA,4,43,NA,9,1,4,NA,458333,0,NA,1,NA
0,1,NA,4,65,NA,9,1,4,NA,733333,0,NA,1,NA
0,1,NA,4,56,NA,9,1,1,NA,900000,0,NA,0,NA
0,1,NA,5,38,NA,9,1,1,NA,750000,0,NA,1,NA
0,1,NA,4,44,NA,9,1,1,NA,900000,2,NA,1,NA
0,1,2,2,51,51,9,1,1,4,1500000,0,0,1,1
0,1,NA,4,33,NA,9,2,1,NA,2733333,2,NA,1,NA
0,1,2,2,66,51,9,2,1,4,1300000,2,2,3,3
0,2,NA,5,18,NA,9,2,1,NA,900000,2,NA,1,NA
0,2,NA,4,43,NA,9,2,1,NA,3679000,2,NA,3,NA
0,1,NA,4,35,NA,9,2,1,NA,2350000,2,NA,3,NA
1,2,NA,4,32,NA,9,2,1,NA,850000,2,NA,1,NA
1,2,NA,4,38,NA,9,2,1,NA,700000,2,NA,1,NA
0,2,NA,5,21,NA,9,2,1,NA,750000,2,NA,1,NA
0,2,NA,5,24,NA,9,2,1,NA,650000,0,NA,1,NA
0,1,NA,5,18,NA,9,2,1,NA,850000,2,NA,1,NA
0,1,NA,4,43,NA,9,2,1,NA,3650000,2,NA,3,NA
0,1,NA,4,34,NA,9,2,1,NA,1000000,2,NA,3,NA
0,1,NA,3,67,NA,9,2,1,NA,1000000,0,NA,0,NA
0,2,NA,5,18,NA,9,2,1,NA,672500,2,NA,1,NA
4,2,1,2,47,35,9,2,1,1,3181666,2,2,2,3
1,2,NA,4,26,NA,9,2,1,NA,1800000,2,NA,3,NA
1,1,2,2,52,50,9,2,1,1,8837500,2,2,3,3
0,2,NA,4,60,NA,9,2,1,NA,670000,0,NA,1,NA
0,2,1,6,30,34,9,2,1,1,2900000,2,2,3,3
0,1,NA,4,58,NA,9,3,1,NA,2600000,0,NA,3,NA
0,1,NA,5,24,NA,9,3,2,NA,25000,2,NA,3,NA
0,2,NA,5,30,NA,9,3,1,NA,1600000,2,NA,3,NA
0,2,NA,5,27,NA,9,2,1,NA,400000,2,NA,3,NA
0,1,NA,5,36,NA,9,2,1,NA,830000,0,NA,1,NA
0,1,NA,5,28,NA,9,3,1,NA,2000000,2,NA,1,NA
2,1,2,2,35,35,9,1,1,4,600000,0,0,3,1
0,1,NA,4,54,NA,9,1,1,NA,700000,0,NA,1,NA
1,1,2,6,39,39,9,2,1,4,2000000,0,2,3,1
0,1,NA,5,58,NA,9,2,1,NA,1200000,2,NA,3,NA
1,1,2,2,45,42,9,1,1,4,942500,0,0,3,1
1,1,2,2,63,63,9,1,6,4,0,0,0,1,1
4,1,2,2,34,29,9,1,1,4,2800000,0,0,1,1
2,1,2,6,59,56,9,1,6,4,0,0,0,1,1
0,1,NA,3,89,NA,9,1,5,NA,75000,0,NA,0,NA
4,1,2,2,41,38,9,1,6,6,0,0,0,1,1
2,1,2,6,77,77,9,1,5,5,0,0,0,0,0
2,1,2,2,45,44,9,1,1,4,1163333,0,0,1,0
3,1,2,6,58,53,9,1,6,4,0,0,0,1,1
1,1,2,6,68,66,9,1,6,6,1986000,0,0,3,1
2,1,2,2,54,51,9,1,6,6,0,0,0,1,1
0,1,NA,3,81,NA,9,1,6,NA,0,0,NA,0,NA
0,2,1,6,54,56,9,1,6,6,0,0,0,1,1
5,1,2,2,33,28,9,1,6,6,0,0,0,1,1
3,1,2,2,30,31,9,1,6,4,0,1,0,3,1
5,1,2,2,37,27,9,1,6,4,0,0,0,1,1
3,1,2,2,32,33,9,1,6,4,0,0,0,1,1
2,1,2,6,69,63,9,1,6,4,65000,0,0,1,0
3,1,2,2,25,24,9,1,6,6,0,0,0,1,1
3,1,2,6,37,37,9,1,1,4,930000,0,0,3,1
0,1,2,2,42,52,9,1,6,6,0,0,0,0,0
1,1,2,6,65,62,9,1,6,4,75000,0,0,1,1
3,1,2,2,48,39,9,1,1,6,1433333,0,0,1,1
1,1,2,1,26,59,9,1,6,5,0,0,0,1,1
3,1,2,2,51,40,9,1,6,6,0,0,0,1,1
2,1,2,2,59,30,9,1,6,4,0,0,0,1,1
3,1,2,2,34,28,9,1,6,6,0,0,0,3,1
0,1,2,2,67,70,9,1,1,4,933333,0,0,1,0
1,1,2,2,60,54,9,1,6,6,0,0,0,1,1
0,1,2,6,56,52,9,1,6,4,0,0,0,1,1
2,1,2,2,72,69,9,1,6,6,0,0,0,1,1
2,1,2,2,30,26,9,1,6,6,0,0,0,1,1
0,2,NA,3,70,NA,9,1,6,NA,0,0,NA,0,NA
2,1,2,2,36,36,9,1,1,6,400008,0,0,1,1
2,2,NA,2,24,NA,9,1,4,NA,0,0,NA,1,NA
2,1,2,2,31,34,9,1,6,1,1141850,0,0,1,1
0,1,NA,6,54,NA,9,1,1,NA,2249000,0,NA,3,NA
2,1,2,6,44,44,9,1,6,4,0,0,0,1,1
2,2,NA,4,18,NA,9,1,6,NA,0,0,NA,0,NA
1,1,2,2,51,45,9,1,6,6,0,0,0,1,1
1,2,1,2,48,49,9,1,6,6,0,0,0,1,1
0,1,2,2,39,37,9,1,6,4,0,0,0,1,1
0,1,2,2,68,67,9,1,6,4,0,0,0,1,1
2,1,2,2,43,37,9,1,6,1,400000,0,0,1,1
1,2,NA,3,60,NA,9,1,4,NA,33333,0,NA,1,NA
1,2,NA,4,38,NA,9,1,4,NA,800000,0,NA,1,NA
2,2,NA,4,39,NA,9,1,4,NA,0,0,NA,1,NA
2,1,2,2,45,39,9,1,6,1,1640000,0,0,1,1
3,1,2,2,60,34,9,1,1,4,700000,0,0,1,1
0,1,2,2,31,47,9,1,1,4,1600000,0,0,3,1
0,1,NA,5,18,NA,9,1,6,NA,0,0,NA,1,NA
3,1,2,2,52,40,9,1,6,4,0,0,0,1,1
0,2,NA,2,43,NA,9,1,6,NA,1566666,0,NA,1,NA
5,1,2,2,41,35,9,1,6,4,0,0,0,1,0
3,1,2,2,39,38,9,1,6,4,0,0,0,1,1
1,1,2,2,38,52,9,1,6,4,250008,0,0,1,1
0,2,NA,4,65,NA,9,1,1,NA,300000,0,NA,1,NA
4,1,2,2,51,49,9,1,6,4,0,0,0,0,0
4,1,2,2,44,46,9,1,1,4,900000,0,0,1,0
2,1,2,2,58,49,9,1,1,6,783333,0,0,1,1
4,1,2,2,66,52,9,1,6,4,312500,0,0,0,0
3,1,2,2,34,25,9,1,6,4,0,0,0,1,1
2,1,2,2,31,27,9,1,1,4,866666,0,0,1,1
2,1,2,2,30,35,9,1,6,4,0,0,0,1,1
2,1,2,2,38,37,9,1,1,4,1236674,0,0,1,1
1,1,2,2,62,59,9,1,1,4,400000,0,0,1,1
2,1,2,2,30,31,9,1,6,4,0,0,0,1,1
3,1,2,2,43,43,9,1,6,6,0,0,0,1,1
1,1,2,2,70,50,9,1,6,6,0,0,0,0,1
4,1,2,2,59,50,9,1,6,6,0,0,0,1,1
3,1,2,2,38,36,9,1,4,1,2113349,0,2,3,3
2,1,NA,3,57,NA,9,1,6,NA,0,0,NA,1,NA
2,2,NA,4,44,NA,9,1,6,NA,0,0,NA,0,NA
3,1,2,2,45,45,9,1,6,6,0,0,0,1,1
1,2,NA,5,26,NA,9,1,4,NA,0,0,NA,3,NA
1,1,2,2,56,49,9,1,6,6,0,0,0,1,1
4,1,2,2,40,37,9,1,6,3,0,0,0,1,3
3,2,NA,4,29,NA,9,1,6,NA,0,0,NA,1,NA
1,1,2,6,68,61,9,1,6,6,0,0,0,1,0
2,1,2,6,39,44,9,8,1,4,500008,0,0,1,1
2,1,2,2,34,26,9,8,6,4,0,0,0,1,1
0,1,2,6,49,45,9,8,1,6,1550000,0,0,1,1
3,2,NA,4,31,NA,9,1,4,NA,0,0,NA,3,NA
2,1,2,2,62,44,9,1,6,6,0,0,0,1,1
2,1,2,6,48,44,9,1,1,4,5020833,2,0,3,1
2,1,2,2,58,45,9,1,5,1,600000,0,0,1,1
2,1,2,2,43,40,9,1,1,4,107,0,0,1,1
4,1,2,2,43,44,9,1,1,4,828000,0,0,1,1
2,1,2,2,43,48,9,1,6,4,120000,0,0,1,1
2,2,NA,4,23,NA,9,1,4,NA,425000,0,NA,1,NA
3,1,2,2,45,43,9,1,1,4,1068833,0,0,1,1
4,1,2,2,32,33,9,1,1,4,916666,0,0,1,1
2,1,2,2,18,19,9,1,3,3,0,2,0,3,3
2,1,2,2,53,49,9,1,6,4,0,0,0,1,1
2,1,2,2,63,58,9,1,6,4,0,0,0,1,1
0,1,NA,3,73,NA,9,1,4,NA,600000,0,NA,1,NA
0,1,NA,5,18,NA,9,1,2,NA,0,2,NA,1,NA
1,2,1,2,26,32,9,1,1,1,2150000,2,0,3,1
1,1,2,2,44,36,9,1,1,1,4000000,2,2,1,1
1,1,2,6,48,50,9,1,1,4,1800000,0,0,1,1
2,1,2,2,45,34,9,1,1,4,1000000,0,1,1,1
0,1,NA,5,31,NA,9,1,1,NA,1750000,2,NA,3,NA
2,1,2,2,28,35,9,1,4,1,1600000,2,2,3,3
2,1,2,2,36,36,9,1,1,1,4025000,2,2,3,3
2,1,2,2,51,42,9,1,1,1,3200000,2,2,3,1
2,2,1,2,39,39,9,1,4,1,1200000,2,2,3,1
1,1,2,2,52,37,9,1,1,4,3150000,2,2,3,1
2,2,NA,5,48,NA,9,1,4,NA,0,0,NA,1,NA
1,2,NA,4,30,NA,9,1,4,NA,0,2,NA,1,NA
2,1,2,2,34,30,9,1,1,4,1266666,2,0,3,1
1,2,NA,5,27,NA,9,1,1,NA,900000,2,NA,1,NA
1,2,NA,4,54,NA,9,1,1,NA,4376666,2,NA,3,NA
3,2,NA,2,35,NA,9,1,1,NA,600000,0,NA,1,NA
0,2,1,2,61,58,9,1,4,4,200000,0,0,0,1
0,1,2,2,48,43,9,1,2,2,0,0,0,1,1
1,1,2,2,25,24,9,1,1,1,1620000,2,0,3,1
0,1,2,6,56,58,9,1,1,1,2035833,0,0,1,1
3,1,2,2,39,30,9,1,4,1,1500000,2,2,3,3
1,2,NA,5,51,NA,9,1,1,NA,1441666,0,NA,1,NA
1,1,2,2,30,27,9,1,1,4,800000,2,2,3,3
3,2,NA,4,51,NA,9,1,4,NA,0,0,NA,1,NA
0,1,NA,5,26,NA,9,1,1,NA,1500000,2,NA,1,NA
3,1,2,2,37,31,9,1,1,1,3525000,2,2,1,1
0,2,NA,2,47,NA,9,1,4,NA,0,0,NA,1,NA
4,2,NA,2,36,NA,9,1,1,NA,1200000,0,NA,1,NA
0,2,NA,5,16,NA,9,1,3,NA,0,2,NA,3,NA
4,2,1,2,57,61,9,1,1,4,120000,0,0,1,1
2,2,NA,4,57,NA,9,1,1,NA,400000,0,NA,1,NA
0,1,NA,4,40,NA,9,1,1,NA,1700000,2,NA,1,NA
0,2,NA,3,74,NA,9,1,5,NA,100000,0,NA,1,NA
1,2,NA,4,35,NA,9,1,6,NA,0,2,NA,1,NA
0,1,NA,4,17,NA,9,1,1,NA,900000,1,NA,1,NA
3,1,2,6,33,36,9,1,1,1,1400000,2,2,1,3
2,2,NA,4,37,NA,9,1,2,NA,150000,2,NA,1,NA
2,2,1,2,44,47,9,1,1,1,221,2,2,3,1
3,2,NA,3,37,NA,9,1,2,NA,0,0,NA,3,NA
1,2,NA,4,50,NA,9,1,1,NA,99,0,NA,1,NA
3,2,NA,4,44,NA,9,1,1,NA,300000,0,NA,1,NA
0,2,NA,4,55,NA,9,1,4,NA,33333,0,NA,1,NA
6,2,1,2,40,38,9,1,4,1,600000,2,0,1,1
2,2,1,6,53,57,9,1,1,5,450000,0,0,1,0
0,1,2,2,53,52,9,1,2,4,8333,0,0,1,1
3,2,1,2,37,67,9,1,1,4,99,0,0,1,0
0,1,2,6,48,49,9,1,1,4,99,0,0,1,1
4,1,2,2,39,38,9,1,1,1,2300000,0,0,1,1
2,2,NA,4,42,NA,9,1,1,NA,99,0,NA,1,NA
2,1,2,2,27,32,9,1,1,4,820000,2,2,1,1
0,1,NA,5,47,NA,9,1,1,NA,450000,0,NA,1,NA
0,2,NA,3,73,NA,9,1,4,NA,16666,0,NA,1,NA
1,1,2,6,63,48,9,1,2,4,0,0,0,1,1
0,1,2,2,24,24,9,1,1,4,115,2,2,1,1
4,2,NA,4,32,NA,9,1,1,NA,900000,0,NA,1,NA
2,1,2,2,39,36,9,1,1,4,99,2,0,3,1
3,1,2,2,31,30,9,1,2,2,0,1,0,1,1
2,1,2,6,40,34,9,1,2,4,0,1,1,1,1
1,1,2,2,35,33,9,1,1,1,1400000,0,0,1,1
0,2,NA,4,23,NA,9,1,2,NA,0,2,NA,1,NA
0,2,NA,5,24,NA,9,1,1,NA,800000,2,NA,1,NA
2,2,NA,2,26,NA,9,1,2,NA,33333,2,NA,1,NA
2,2,NA,2,23,NA,9,1,4,NA,33333,0,NA,1,NA
0,1,2,6,54,53,9,1,1,4,600000,0,0,1,1
0,2,1,2,62,73,9,1,4,1,450000,0,0,0,1
1,1,2,2,28,25,9,1,1,4,1000000,0,0,1,3
0,1,NA,5,52,NA,9,1,1,NA,400000,0,NA,1,NA
2,2,NA,4,31,NA,9,1,4,NA,250000,0,NA,1,NA
2,1,2,2,54,44,9,1,1,4,400000,0,0,1,1
2,2,NA,5,45,NA,9,1,1,NA,400000,0,NA,1,NA
0,1,2,2,36,54,9,1,1,4,352500,0,0,1,1
1,2,NA,5,20,NA,9,1,1,NA,450000,2,NA,3,NA
0,1,2,6,70,64,9,1,1,4,200000,0,0,1,1
3,2,NA,4,45,NA,9,1,4,NA,236666,0,NA,1,NA
0,2,NA,5,33,NA,9,2,1,NA,1500000,2,NA,3,NA
2,1,2,2,28,27,9,1,1,4,1100000,0,0,1,1
0,1,2,2,49,48,9,1,1,4,790000,0,0,1,1
0,2,NA,3,46,NA,9,1,4,NA,1250000,0,NA,1,NA
2,1,2,2,38,38,9,1,1,4,800000,2,0,1,1
1,1,2,2,35,31,9,1,2,4,0,0,2,1,1
2,2,NA,5,29,NA,9,1,2,NA,400000,0,NA,1,NA
1,1,NA,4,43,NA,9,1,1,NA,250000,0,NA,1,NA
0,2,NA,5,18,NA,9,1,1,NA,104166,2,NA,3,NA
2,2,NA,4,33,NA,9,1,1,NA,500000,2,NA,1,NA
2,1,2,2,30,26,9,1,1,4,360000,0,0,1,1
0,1,NA,5,39,NA,9,1,1,NA,500000,0,NA,1,NA
0,1,NA,5,53,NA,9,1,2,NA,0,0,NA,0,NA
0,2,NA,4,73,NA,9,1,4,NA,0,0,NA,1,NA
0,1,NA,6,34,NA,9,1,1,NA,890000,2,NA,1,NA
2,2,NA,4,31,NA,9,1,1,NA,400000,2,NA,1,NA
0,2,NA,4,77,NA,9,1,4,NA,180000,0,NA,0,NA
0,2,NA,3,57,NA,9,1,1,NA,380000,0,NA,1,NA
0,2,NA,3,73,NA,9,1,4,NA,280000,0,NA,0,NA
1,1,NA,4,38,NA,9,1,1,NA,1400000,2,NA,1,NA
1,1,2,2,49,30,9,1,2,4,580000,2,2,1,1
4,2,NA,4,49,NA,9,1,1,NA,600000,0,NA,1,NA
0,1,NA,5,21,NA,9,1,1,NA,500000,2,NA,1,NA
0,2,NA,2,24,NA,9,1,2,NA,0,2,NA,3,NA
1,2,1,2,36,44,9,2,4,1,1128116,1,2,1,2
0,1,NA,4,43,NA,9,3,1,NA,990000,2,NA,1,NA
2,1,2,2,51,35,9,2,1,4,4550000,2,2,3,1
0,1,2,6,56,48,9,0,4,1,480000,0,0,1,1
2,2,NA,4,61,NA,9,1,1,NA,733333,0,NA,1,NA
2,1,2,6,38,33,9,2,1,1,5038000,2,2,3,3
0,1,NA,6,58,NA,9,3,1,NA,1200000,2,NA,1,NA
0,1,NA,4,52,NA,9,3,2,NA,200000,0,NA,1,NA
1,2,1,2,42,42,9,1,4,1,3800000,2,2,3,3
2,2,NA,5,41,NA,9,1,1,NA,2806865,2,NA,3,NA
0,1,NA,5,19,NA,9,1,1,NA,98,2,NA,1,NA
0,1,NA,5,21,NA,9,2,1,NA,250000,2,NA,2,NA
3,1,2,2,28,28,9,2,1,1,1895000,0,0,1,1
