"Hijos","Edad.Jefe","Edad.Conyuge","Ingresos.totales","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Region","Trabajo.Jefe","Trabajo.conyuge","Edu.Jefe","Edu.Conyuge","Estrato.vivienda","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge"
"T",48,44,2955000,"1","2","2","4","1","4","3","1","1","2","0"
"T",60,62,500000,"1","2","2","4","1","4","1","0","1","0","0"
"T",49,43,300000,"1","2","2","4","1","4","1","1","1","0","0"
"T",74,47,700000,"1","2","2","4","1","1","1","1","1","0","0"
"N",27,21,828116,"1","2","2","4","1","4","1","1","1","2","2"
"T",51,48,350098,"1","2","2","4","1","1","1","1","1","2","1"
"T",82,54,350000,"1","2","2","4","6","1","0","1","1","0","0"
"T",27,26,2000000,"1","2","2","4","1","4","1","1","1","2","2"
"N",38,41,660000,"2","1","2","4","4","1","1","1","1","0","0"
"N",70,61,166765,"1","2","6","4","1","4","1","1","1","0","0"
"T",34,45,1400000,"2","1","2","4","1","1","1","1","1","0","0"
"N",59,63,400000,"1","2","6","4","1","4","1","1","1","0","0"
"T",36,29,875000,"1","2","2","4","1","4","1","1","1","2","0"
"T",43,39,700008,"1","2","6","4","1","4","1","1","1","0","0"
"N",46,48,1532459,"2","1","2","4","1","1","1","1","1","2","0"
"N",74,74,220000,"1","2","6","4","1","4","1","1","1","0","0"
"T",44,38,450000,"1","2","2","4","1","4","1","1","1","0","0"
"T",36,28,1133333,"1","2","6","4","1","4","1","1","1","0","0"
"T",31,30,800000,"1","2","2","4","1","4","1","1","1","0","0"
"T",38,27,800000,"1","2","6","4","1","4","1","1","1","0","0"
"T",62,57,300000,"1","2","6","4","1","4","0","0","1","0","0"
"T",29,19,3900000,"2","1","2","4","1","1","1","1","1","2","0"
"T",44,41,400000,"1","2","2","4","1","4","1","1","0","0","0"
"T",62,48,400000,"1","2","6","4","1","4","1","1","1","0","0"
"N",75,74,100000,"1","2","6","4","4","4","0","0","1","0","0"
"T",51,57,400000,"2","1","2","4","4","1","1","1","1","0","0"
"N",56,48,433333,"1","2","2","4","1","4","0","1","1","0","0"
"N",63,57,820000,"1","2","6","4","1","4","1","1","1","0","0"
"T",57,35,3500000,"1","2","6","4","1","1","1","3","1","2","2"
"T",35,27,600000,"1","2","2","4","1","4","1","1","1","2","2"
"T",56,57,99,"1","2","6","4","1","4","1","1","1","0","0"
"N",54,57,1230000,"2","1","2","4","1","1","1","1","1","0","0"
"T",21,20,900000,"1","2","2","4","1","4","1","1","1","2","2"
"N",33,29,500000,"1","2","2","4","1","4","1","1","1","2","2"
"T",37,35,240000,"1","2","2","4","1","4","1","1","1","0","0"
"N",62,76,716666,"2","1","2","4","4","1","1","1","1","0","0"
"N",57,71,484999,"1","2","2","4","1","4","1","0","1","0","0"
"N",46,41,983333,"2","1","2","4","4","1","1","1","1","0","0"
"N",82,71,83333,"1","2","2","4","4","4","0","0","1","0","0"
"N",80,84,41666,"2","1","6","4","4","5","0","1","1","0","0"
"T",48,28,1000000,"1","2","1","4","1","4","1","1","1","0","0"
"T",26,27,900000,"1","2","2","4","1","4","1","1","1","0","0"
"T",23,28,1100000,"1","2","2","4","1","4","1","1","1","0","2"
"T",26,21,316666,"1","2","2","4","1","4","1","1","1","2","0"
"T",50,55,0,"1","2","6","4","6","4","1","1","1","0","0"
"T",44,40,526666,"1","2","6","4","1","4","1","1","1","0","2"
"T",83,71,124999,"1","2","6","4","4","4","1","0","1","0","0"
"T",48,50,1384532,"2","1","2","4","4","1","1","1","1","0","0"
"N",50,50,6040000,"1","2","6","4","1","1","3","3","2","2","2"
"T",25,23,1066666,"1","2","2","4","1","4","1","1","1","2","2"
"T",58,42,400000,"1","2","6","4","1","4","1","1","1","0","2"
"T",80,82,2654166,"1","2","6","4","4","4","1","1","1","0","0"
"N",83,80,1200000,"1","2","6","4","6","4","1","1","2","0","0"
"N",55,35,2800000,"2","1","2","4","1","1","3","1","1","2","2"
"T",47,48,8819499,"1","2","6","4","1","1","3","3","2","2","2"
"T",68,67,1900000,"1","2","6","4","4","4","1","1","2","0","0"
"T",49,42,858000,"1","2","6","4","1","4","1","1","1","2","2"
"T",51,36,800000,"1","2","6","4","1","4","1","1","1","0","0"
"T",38,40,800000,"1","2","2","4","1","4","1","1","2","2","2"
"N",81,70,2500000,"1","2","6","4","4","1","1","1","1","0","0"
"T",22,21,300000,"1","2","2","4","1","4","1","2","1","2","2"
"T",32,28,1041666,"1","2","2","4","1","4","1","3","1","2","2"
"T",37,44,1583333,"2","1","2","4","4","1","1","1","1","2","2"
"T",75,75,250008,"1","2","6","4","1","4","1","1","1","0","0"
"T",48,38,600000,"1","2","2","4","1","4","1","1","1","0","0"
"N",46,48,633333,"1","2","2","4","1","4","1","1","1","0","0"
"T",35,26,800000,"1","2","2","4","1","4","1","1","1","0","2"
"N",68,65,150000,"1","2","6","4","1","4","1","1","1","0","0"
"N",61,58,491666,"1","2","6","4","1","4","1","1","1","0","0"
"T",40,37,300008,"1","2","2","4","1","4","1","1","1","0","0"
"N",35,33,591666,"1","2","2","4","1","1","1","1","1","0","0"
"T",54,43,470000,"1","2","6","4","1","4","0","1","1","0","0"
"T",47,44,150000,"1","2","2","4","4","4","1","1","1","0","0"
"T",42,30,674999,"1","2","6","4","1","4","1","1","1","0","0"
"T",83,81,0,"1","2","6","4","5","4","0","1","1","0","0"
"N",48,44,520000,"1","2","6","4","1","4","1","1","1","0","0"
"N",69,74,466666,"1","2","6","4","1","4","0","0","1","0","0"
"T",38,27,1236500,"1","2","2","4","1","4","3","1","1","2","1"
"T",54,47,341666,"1","2","2","4","1","4","1","3","1","0","2"
"N",70,71,508333,"1","2","6","4","5","1","1","1","1","0","0"
"N",59,57,150000,"2","1","2","4","1","4","1","1","1","0","0"
"T",41,44,780000,"2","1","6","4","4","6","3","3","1","2","2"
"T",33,31,980000,"2","1","2","4","4","1","0","1","1","0","1"
"T",42,41,1400000,"1","2","2","4","4","1","3","3","1","2","2"
"N",66,60,600000,"1","2","6","4","1","4","1","1","1","0","0"
"T",39,34,1183333,"2","1","6","4","1","1","1","1","1","2","0"
"T",63,66,900000,"1","2","6","4","1","1","1","1","1","0","2"
"T",37,38,400000,"1","2","6","4","1","4","1","1","1","1","2"
"T",38,35,300000,"1","2","2","4","1","4","1","0","1","0","0"
"T",31,26,900000,"1","2","2","4","1","4","1","1","1","2","0"
"T",33,25,900000,"1","2","6","4","1","4","1","1","1","2","2"
"T",41,34,200000,"1","2","2","4","1","4","1","1","0","0","0"
"T",45,42,420000,"1","2","6","4","1","1","1","1","1","0","0"
"T",49,41,1300000,"1","2","6","4","4","4","1","3","1","2","2"
"N",46,44,3400000,"1","2","6","4","1","1","3","3","1","2","2"
"N",71,64,525000,"1","2","6","4","5","4","1","1","1","0","0"
"N",58,69,183333,"2","1","6","4","4","1","1","1","1","0","0"
"N",51,52,2000000,"1","2","2","4","2","1","1","1","1","2","2"
"N",62,67,1516666,"2","1","2","4","4","6","1","1","1","0","0"
"T",31,27,4837000,"1","2","2","4","1","4","3","3","1","2","2"
"T",37,38,863333,"2","1","2","4","1","1","1","1","1","1","0"
"T",59,50,500008,"1","2","2","4","1","4","1","1","1","0","0"
"T",48,43,783333,"1","2","2","4","1","4","1","1","1","0","0"
"T",70,63,366666,"1","2","6","4","1","4","1","0","1","0","0"
"T",52,44,120000,"1","2","2","4","1","4","1","1","1","0","0"
"T",22,23,458332,"1","2","2","4","1","4","1","1","1","2","2"
"N",43,43,300016,"2","1","2","4","4","1","1","1","1","0","0"
"T",30,37,150008,"1","2","2","4","1","4","1","1","1","0","0"
"T",43,39,483333,"1","2","2","4","1","4","1","1","1","0","0"
"N",43,44,252499,"1","2","2","4","1","4","1","0","1","2","0"
"T",46,43,350016,"1","2","6","4","1","1","1","1","1","0","0"
"N",57,51,400000,"1","2","6","4","1","1","0","1","1","0","0"
"N",48,53,433332,"2","1","6","4","4","1","1","1","1","0","0"
"T",45,51,299999,"2","1","2","4","1","1","1","1","1","0","0"
"N",54,48,200008,"1","2","6","4","1","4","1","1","1","0","0"
"T",31,31,100008,"1","2","2","4","1","4","1","1","1","0","0"
"N",52,55,83333,"1","2","6","4","5","4","1","1","1","0","0"
"T",53,55,2528116,"1","2","6","4","1","4","1","1","3","2","0"
"T",47,43,5975000,"1","2","6","4","1","1","3","3","5","2","2"
"T",34,33,1725232,"1","2","2","4","1","1","3","3","1","2","2"
"T",33,36,2200000,"1","2","2","4","1","1","3","3","3","2","2"
"T",36,36,897116,"1","2","2","4","1","4","1","1","1","0","2"
"T",53,49,828116,"1","2","6","4","1","4","1","1","1","0","0"
"T",42,40,900000,"1","2","6","4","1","4","1","1","1","2","2"
"T",51,56,1000000,"2","1","2","4","1","1","1","1","1","0","0"
"T",63,67,34500,"1","2","6","4","4","4","1","1","1","2","0"
"T",28,22,800000,"1","2","2","4","1","4","1","1","1","2","0"
"T",40,39,1841666,"1","2","6","4","2","1","3","3","2","2","2"
"T",71,69,700000,"1","2","6","4","1","1","1","1","1","0","0"
"T",36,45,1020000,"1","2","2","4","1","1","1","1","1","2","2"
"N",63,60,4000000,"1","2","6","4","1","1","1","1","2","0","2"
"T",58,44,500000,"1","2","2","4","1","4","1","1","1","0","0"
"N",57,57,480000,"1","2","6","4","1","4","1","1","1","0","0"
"T",43,38,400000,"1","2","2","4","1","4","1","1","1","0","0"
"T",28,32,828116,"1","2","2","4","1","4","1","3","1","2","0"
"T",41,44,920000,"1","2","6","4","1","1","1","1","1","0","0"
"T",47,46,1250000,"1","2","2","4","1","1","1","1","2","2","0"
"T",51,48,700000,"1","2","6","4","1","4","1","1","1","0","0"
"T",27,20,828116,"1","2","2","4","1","4","3","3","1","0","0"
"T",48,40,800000,"1","2","6","4","1","4","1","1","1","0","2"
"T",53,54,1686416,"1","2","6","4","1","4","1","1","2","2","2"
"T",33,42,4625000,"1","2","6","4","1","1","3","3","2","2","2"
"T",31,40,1750000,"1","2","2","4","1","4","1","1","2","2","2"
"T",56,49,2083333,"1","2","2","4","1","1","3","3","2","2","2"
"T",39,43,1652500,"1","2","2","4","1","1","1","1","2","2","2"
"T",48,41,2141666,"1","2","6","4","1","1","1","1","2","2","2"
"T",38,38,1528008,"1","2","2","4","1","1","1","1","1","0","0"
"N",55,45,416666,"1","2","6","4","1","4","1","1","1","0","0"
"T",45,34,766666,"1","2","2","4","1","4","1","1","1","0","2"
"T",30,41,993333,"2","1","2","4","1","1","1","0","1","2","0"
"T",55,55,470000,"1","2","2","4","1","4","1","0","1","0","0"
"T",44,43,1160000,"1","2","6","4","1","1","1","1","1","0","0"
"T",30,26,1121292,"1","2","6","4","1","4","1","1","1","2","2"
"T",43,32,1991583,"1","2","2","4","1","4","3","3","1","2","2"
"T",28,36,1583333,"1","2","2","4","1","3","3","3","2","2","2"
"T",47,51,1728111,"1","2","6","4","1","1","1","1","1","2","2"
"T",55,50,1456666,"1","2","2","4","1","4","1","1","1","2","2"
"T",62,57,6997624,"1","2","6","4","1","1","3","3","1","2","2"
"T",60,56,320000,"1","2","6","4","1","4","3","3","1","0","0"
"T",72,68,283333,"1","2","6","4","1","4","1","1","2","0","2"
"N",75,68,2166666,"1","2","6","4","4","4","1","1","2","0","0"
"N",65,60,896449,"1","2","6","4","4","5","1","1","1","0","0"
"T",42,40,198,"1","2","2","4","1","1","1","1","2","0","0"
"T",57,56,500000,"1","2","6","4","1","4","1","1","2","0","1"
"N",40,41,306666,"1","2","2","4","1","4","1","1","1","0","0"
"T",47,39,1246449,"1","2","2","4","1","1","1","1","1","0","2"
"T",44,37,346666,"1","2","6","4","1","4","1","1","1","0","0"
"N",43,36,771666,"1","2","2","4","1","4","1","1","1","2","2"
"N",60,57,31666,"1","2","6","4","4","4","1","1","1","0","0"
"T",23,15,420000,"1","2","1","4","1","4","1","1","1","2","2"
"T",32,41,140098,"2","1","2","4","1","1","1","1","1","0","0"
"T",70,65,1500000,"1","2","6","3","6","4","1","1","2","0","2"
"T",35,30,2869009,"1","2","2","3","1","1","1","3","3","0","0"
"T",36,35,920000,"1","2","2","3","2","2","1","1","3","0","0"
"T",38,31,1066000,"1","2","6","3","1","4","1","1","3","2","2"
"N",57,60,800000,"1","2","2","3","1","4","1","1","3","2","2"
"T",38,32,2056000,"1","2","6","3","1","1","1","1","3","2","2"
"N",53,44,800000,"1","2","2","3","1","4","1","0","1","0","0"
"T",43,33,560000,"1","2","2","3","1","4","1","1","1","0","0"
"T",44,33,520000,"1","2","2","3","1","4","1","1","1","0","0"
"N",62,50,1633333,"1","2","6","3","1","4","1","1","2","0","0"
"N",56,62,458333,"1","2","2","3","1","4","1","1","1","0","0"
"T",47,47,733333,"1","2","6","3","1","4","1","1","1","0","0"
"N",56,56,650000,"1","2","2","3","1","1","1","0","3","0","0"
"N",30,19,700000,"1","2","2","3","1","2","1","3","2","0","2"
"T",40,59,1228000,"2","1","2","3","1","1","1","1","2","2","2"
"N",38,38,828000,"1","2","2","3","1","4","1","1","2","2","2"
"T",49,31,850000,"1","2","2","3","1","4","1","3","1","2","2"
"T",68,53,400000,"1","2","6","3","1","4","1","0","1","0","0"
"N",51,31,1600000,"1","2","2","3","1","1","1","1","1","2","1"
"T",48,47,650000,"1","2","6","3","1","4","1","1","1","0","0"
"N",59,47,1005000,"1","2","2","3","1","4","1","1","1","0","0"
"N",82,68,828116,"1","2","6","3","4","4","1","1","3","0","0"
"N",72,65,1200000,"1","2","6","3","4","4","3","1","4","2","2"
"N",60,39,400000,"2","1","2","3","4","1","1","1","2","0","0"
"T",61,53,934666,"1","2","2","3","1","4","1","0","2","0","0"
"N",68,67,5333333,"1","2","6","3","6","4","3","3","4","2","2"
"T",70,63,600000,"1","2","6","3","1","4","1","1","2","0","0"
"N",24,33,3425000,"2","1","2","3","1","1","3","3","3","2","2"
"T",53,54,450000,"2","1","2","3","4","1","1","1","1","0","0"
"T",60,60,1028662,"1","2","6","3","1","4","1","1","2","2","2"
"T",59,44,1666666,"1","2","2","3","1","1","1","1","2","0","2"
"T",62,58,1092282,"1","2","6","3","1","4","1","1","3","0","0"
"N",52,53,35000,"1","2","6","3","1","4","1","1","3","0","0"
"T",55,59,5722032,"1","2","2","3","1","4","3","3","3","2","2"
"N",69,46,13625000,"1","2","6","3","4","1","3","3","3","2","2"
"N",53,50,1449999,"1","2","2","3","1","1","1","1","2","0","2"
"N",34,30,1656232,"1","2","6","3","1","1","3","3","3","2","2"
"T",71,62,106,"1","2","6","3","4","4","3","3","4","2","2"
"T",56,49,17833333,"1","2","6","3","1","1","3","3","4","2","2"
"N",61,58,1541772,"1","2","6","3","1","4","3","3","4","2","2"
"N",26,25,1050000,"2","1","2","3","4","1","3","1","2","2","2"
"N",73,78,6133333,"2","1","6","3","4","4","1","3","5","2","2"
"N",82,74,7000000,"1","2","6","3","6","4","3","1","5","2","2"
"N",57,78,9083333,"2","1","2","3","6","6","3","3","5","2","2"
"N",61,60,6800000,"1","2","6","3","1","4","1","1","5","2","2"
"N",57,74,9750000,"2","1","2","3","1","6","3","3","5","2","2"
"T",41,48,12183333,"2","1","6","3","1","1","3","1","5","2","2"
"T",49,65,1297000,"2","1","2","3","4","4","3","1","3","2","2"
"N",61,52,1409666,"2","1","6","3","4","1","1","3","2","0","2"
"T",23,26,2378114,"2","1","2","3","4","1","3","1","2","2","0"
"T",32,35,1877000,"2","1","2","3","1","1","3","1","1","2","0"
"T",45,60,1038000,"1","2","2","3","1","5","1","1","3","2","0"
"T",62,65,645000,"2","1","6","3","4","1","1","1","2","0","0"
"N",81,73,995832,"1","2","6","3","1","4","1","1","1","0","0"
"T",38,44,1055733,"1","2","2","3","1","4","1","1","2","0","0"
"T",60,55,33333,"1","2","6","3","5","4","1","1","2","0","2"
"T",30,26,2290200,"1","2","6","3","1","1","3","3","2","2","2"
"T",52,47,1308000,"1","2","2","3","1","1","1","1","2","0","0"
"T",32,31,2680666,"1","2","2","3","1","1","1","1","2","0","0"
"N",75,58,974999,"1","2","6","3","4","1","1","1","2","0","0"
"T",41,47,1186666,"1","2","2","3","1","4","1","1","2","2","2"
"T",27,22,1047999,"1","2","2","3","1","4","1","1","1","0","2"
"N",68,68,866666,"1","2","6","3","1","4","0","1","2","0","0"
"N",66,62,908332,"1","2","6","3","1","4","1","1","1","0","0"
"T",43,33,620000,"1","2","6","3","1","4","1","3","1","0","0"
"T",50,49,912000,"1","2","2","3","1","4","1","1","1","0","0"
"N",68,61,1261333,"1","2","6","3","1","1","1","1","1","0","0"
"N",58,45,600000,"1","2","2","3","1","4","1","1","2","0","0"
"N",54,47,1420000,"2","1","2","3","1","1","1","1","1","2","0"
"T",39,36,1000000,"1","2","6","3","1","4","1","1","1","0","0"
"T",56,32,861000,"1","2","2","3","1","4","1","1","1","0","0"
"N",38,47,1200000,"1","2","2","3","1","4","1","1","1","0","2"
"T",40,31,1566666,"1","2","2","3","1","1","1","1","1","0","0"
"N",22,27,1480000,"1","2","1","3","1","1","1","1","2","2","2"
"T",25,25,2358333,"1","2","2","3","1","4","2","2","1","2","2"
"N",51,53,1023458,"1","2","2","3","1","4","1","1","1","0","0"
"N",55,54,1040000,"1","2","6","3","1","1","1","1","1","0","0"
"T",26,29,980000,"1","2","1","3","1","4","1","1","1","0","0"
"N",64,52,2069999,"1","2","6","3","1","1","1","1","1","0","0"
"T",33,31,1091000,"1","2","2","3","1","4","1","3","1","2","2"
"T",52,48,1232000,"1","2","2","3","1","4","1","1","1","2","2"
"T",31,36,908333,"1","2","6","3","1","4","1","1","1","2","2"
"T",46,38,861333,"1","2","2","3","1","4","1","1","1","0","0"
"T",42,29,2023450,"1","2","6","3","1","3","1","3","1","2","2"
"T",29,18,1133333,"1","2","2","3","1","4","1","3","1","2","2"
"N",61,51,1958333,"1","2","6","3","1","1","1","1","1","0","0"
"N",56,57,913333,"1","2","2","3","1","4","1","1","1","0","0"
"T",29,26,700000,"1","2","2","3","1","4","1","1","1","0","0"
"T",39,39,894666,"1","2","2","3","1","4","1","1","1","0","0"
"T",47,37,800000,"2","1","2","3","4","1","0","1","1","0","0"
"T",32,24,878000,"1","2","2","3","1","4","1","1","1","0","0"
"T",23,22,450000,"1","2","2","3","1","4","1","1","1","2","1"
"T",42,44,1833333,"1","2","2","3","1","4","1","1","2","2","1"
"T",79,69,608333,"1","2","6","3","1","4","1","0","2","0","0"
"T",41,26,983336,"1","2","6","3","1","4","1","1","2","2","2"
"T",35,32,2719125,"1","2","2","3","1","1","3","1","1","2","2"
"N",64,53,733333,"1","2","2","3","1","4","1","1","1","0","2"
"T",47,44,840000,"2","1","6","3","5","1","1","1","2","0","0"
"T",30,22,1056166,"1","2","2","3","1","4","3","3","2","2","2"
"T",56,48,1374959,"1","2","6","3","1","4","1","1","2","2","2"
"T",48,47,2591666,"1","2","2","3","6","4","1","1","2","2","2"
"T",55,46,931116,"1","2","2","3","1","4","1","1","1","0","0"
"T",61,59,774999,"1","2","6","3","1","4","1","1","1","0","0"
"T",47,39,950000,"1","2","2","3","1","4","1","1","2","2","2"
"N",72,68,2924999,"1","2","6","3","1","4","1","1","2","0","0"
"N",68,71,720000,"1","2","2","3","1","4","0","1","2","0","0"
"T",54,52,1029166,"1","2","2","3","1","4","1","1","2","2","0"
"T",32,25,750000,"1","2","2","3","1","4","0","3","2","0","0"
"N",46,49,1421666,"1","2","6","3","1","1","1","1","2","0","2"
"T",66,49,740000,"1","2","2","3","1","4","1","1","2","0","0"
"N",55,40,886666,"1","2","6","3","1","4","1","1","2","0","2"
"T",46,42,900000,"1","2","2","3","1","4","1","1","2","0","2"
"T",41,38,7567499,"1","2","6","3","1","1","3","3","3","2","2"
"T",27,25,1722898,"1","2","2","3","1","1","3","3","2","2","2"
"T",75,70,4350000,"1","2","6","3","5","4","1","1","3","0","0"
"T",73,66,4166,"1","2","6","3","5","4","1","1","1","0","0"
"T",53,52,3500000,"1","2","6","3","2","1","2","1","4","2","2"
"N",32,28,1419198,"1","2","2","3","2","1","3","3","2","2","2"
"T",39,42,828116,"1","2","2","3","1","4","1","1","2","2","2"
"T",33,29,2013314,"1","2","2","3","1","1","1","1","1","2","2"
"T",42,41,800000,"2","1","6","3","4","1","1","1","1","2","0"
"N",71,85,260000,"2","1","2","3","6","6","1","1","2","0","0"
"T",38,31,1114116,"1","2","2","3","1","4","3","1","1","2","2"
"T",42,47,4150000,"2","1","2","3","1","1","3","2","3","2","2"
"T",43,37,4500000,"1","2","2","3","1","1","1","3","2","2","2"
"T",33,29,7000000,"1","2","6","3","1","1","3","3","5","2","2"
"N",69,60,800000,"1","2","2","3","1","4","1","1","2","0","0"
"T",24,17,50000,"1","2","1","3","2","6","1","1","1","0","0"
"T",17,18,104166,"1","2","1","3","2","4","1","1","1","0","0"
"T",54,46,17266666,"1","2","6","3","1","1","3","3","4","2","2"
"T",30,31,1303125,"1","2","2","3","1","4","1","1","2","0","0"
"N",65,70,166666,"1","2","2","3","4","4","1","1","2","0","0"
"T",44,46,853116,"1","2","2","3","1","4","1","1","2","0","0"
"T",49,26,1275000,"1","2","2","3","1","4","1","1","1","0","2"
"N",76,67,0,"1","2","6","3","4","4","1","1","2","0","0"
"T",25,24,908333,"2","1","2","3","4","1","1","1","1","2","0"
"T",43,54,500000,"2","1","2","3","4","1","1","1","2","0","0"
"N",58,67,383333,"2","1","2","3","4","1","1","1","1","0","0"
"T",20,20,992782,"1","2","2","3","1","3","1","3","1","2","2"
"T",24,18,608341,"1","2","2","3","1","4","3","1","1","2","2"
"N",55,34,850000,"1","2","2","3","1","4","1","1","1","0","0"
"T",39,31,400008,"1","2","2","3","1","4","0","1","1","0","0"
"T",22,23,600114,"1","2","1","3","1","1","1","1","2","2","2"
"N",76,59,1241666,"1","2","2","3","4","4","0","1","1","0","0"
"N",62,52,1500000,"1","2","2","3","1","4","3","1","1","0","0"
"T",32,22,824000,"1","2","2","3","1","4","1","1","1","0","0"
"N",78,73,41666,"1","2","6","3","4","4","1","1","1","0","0"
"T",72,63,300008,"1","2","6","3","1","4","1","0","1","0","0"
"T",47,42,160008,"1","2","6","3","1","4","1","1","1","0","0"
"N",63,58,785000,"1","2","6","3","1","4","1","1","1","0","0"
"T",64,53,1094200,"1","2","2","3","1","1","1","1","2","2","0"
"N",61,79,370000,"2","1","6","3","4","5","1","1","2","0","0"
"T",70,41,1776400,"1","2","2","3","5","1","1","1","2","0","0"
"N",62,52,6300000,"1","2","6","3","5","1","3","3","2","2","2"
"N",62,50,1700000,"1","2","2","3","1","2","1","1","2","0","0"
"N",79,82,400000,"2","1","2","3","4","4","1","1","2","0","0"
"T",58,58,5545833,"1","2","6","3","1","1","3","3","2","2","2"
"T",65,59,828116,"1","2","2","3","1","4","0","1","2","0","0"
"T",37,39,1129367,"1","2","6","3","1","4","1","1","1","2","2"
"T",25,37,2317990,"1","2","1","3","1","1","3","3","3","2","2"
"T",61,59,5625000,"1","2","6","3","1","4","1","3","4","2","2"
"T",51,37,828116,"1","2","2","3","1","4","1","1","1","0","0"
