"Hijos","Edad.Jefe","Edad.Conyuge","Ingresos.totales","Sexo.Jefe","Sexo.Conyuge","Tipo.Union","Region","Trabajo.Jefe","Trabajo.conyuge","Edu.Jefe","Edu.Conyuge","Estrato.vivienda","Uso.tecnologia.Jefe","Uso.tecnologia.conyuge"
"T",25,28,300000,"1","2","2","9","1","4","1","1","2","0","0"
"T",69,66,900000,"1","2","2","9","4","4","1","1","3","0","0"
"T",38,38,700000,"1","2","2","9","1","4","1","1","1","0","0"
"T",49,30,1116000,"1","2","2","9","5","4","3","1","3","0","0"
"T",32,20,2900000,"1","2","2","9","1","4","3","1","3","2","2"
"T",58,55,0,"1","2","6","9","5","4","1","1","1","0","0"
"T",32,24,300000,"1","2","2","9","1","4","1","1","2","2","2"
"T",45,45,1400000,"1","2","2","9","1","1","1","1","0","0","0"
"T",36,31,820000,"2","1","2","9","4","1","1","1","1","0","0"
"T",36,36,2000000,"1","2","6","9","1","4","3","3","3","2","2"
"T",61,59,816000,"1","2","2","9","1","4","1","1","2","0","0"
"N",46,53,900000,"1","2","2","9","1","4","1","0","0","0","0"
"T",34,23,825000,"1","2","2","9","1","4","1","1","2","1","0"
"T",45,52,3300000,"2","1","2","9","1","1","3","1","2","2","2"
"T",45,42,814166,"1","2","2","9","1","1","1","1","1","0","0"
"N",23,21,940000,"1","2","2","9","1","4","1","3","1","2","0"
"T",62,56,0,"1","2","6","9","4","4","1","1","1","0","0"
"T",39,21,0,"1","2","2","9","4","4","1","1","1","0","0"
"N",20,19,800000,"1","2","1","9","1","3","3","3","1","1","2"
"T",37,38,3079166,"1","2","2","9","1","1","3","3","1","2","2"
"T",39,34,3291666,"1","2","2","9","1","1","3","3","1","2","2"
"T",34,27,4500000,"1","2","2","9","1","1","1","1","1","2","2"
"T",58,52,4152666,"1","2","2","9","1","1","3","3","1","2","2"
"N",76,66,0,"1","2","2","9","4","4","1","1","1","0","0"
"T",56,64,2723500,"1","2","2","9","1","1","1","1","1","0","0"
"T",28,36,4000000,"2","1","2","9","1","1","3","3","1","2","2"
"T",64,51,2200000,"1","2","2","9","4","1","3","3","1","2","2"
"T",36,34,1300000,"1","2","2","9","1","1","1","1","1","2","2"
"T",54,47,5658333,"1","2","2","9","1","1","1","3","1","2","2"
"T",78,65,990000,"1","2","6","9","4","4","1","1","1","2","0"
"N",60,61,12500,"1","2","6","9","6","4","1","1","1","0","0"
"T",51,49,7583332,"1","2","6","9","1","1","3","3","1","2","2"
"T",56,28,7000000,"1","2","2","9","1","4","3","3","1","2","2"
"T",28,23,1000000,"1","2","2","9","1","4","1","1","1","2","2"
"T",56,57,100000,"1","2","1","9","4","1","1","1","1","0","0"
"T",51,49,300000,"1","2","2","9","2","1","1","1","1","0","0"
"N",46,46,6000000,"1","2","6","9","1","4","3","3","2","2","2"
"T",28,43,500000,"2","1","2","9","4","1","1","1","1","0","0"
"T",40,37,4300000,"1","2","6","9","1","1","3","3","3","2","2"
"T",37,31,2050000,"1","2","6","9","1","1","3","3","2","2","2"
"T",52,48,5660000,"1","2","2","9","1","1","3","3","2","2","2"
"N",73,73,600000,"1","2","6","9","4","4","1","1","2","2","2"
"T",47,43,16666,"1","2","6","9","1","4","1","1","1","0","0"
"T",54,44,400000,"1","2","2","9","1","4","0","1","1","0","0"
"T",19,17,300000,"1","2","2","9","1","4","1","1","1","0","2"
"T",33,35,0,"2","1","2","9","4","2","1","1","1","0","0"
"N",73,65,600000,"2","1","2","9","4","1","1","1","1","0","0"
"N",21,20,1800000,"1","2","2","9","1","4","3","1","1","2","2"
"T",41,31,2166666,"1","2","6","9","1","4","3","1","1","2","2"
"T",27,26,2336666,"1","2","6","9","1","4","3","3","1","2","2"
"T",30,24,1500000,"1","2","2","9","1","3","1","3","1","2","2"
"T",37,24,1000000,"1","2","2","9","1","4","3","1","1","2","0"
"T",59,52,350000,"2","1","2","9","4","1","1","0","1","0","0"
"N",61,59,0,"1","2","6","9","4","4","1","1","1","0","0"
"N",42,37,1883333,"1","2","2","9","1","4","3","1","1","2","2"
"T",27,49,1200000,"2","1","2","9","1","2","1","1","1","2","2"
"T",35,31,2270000,"1","2","2","9","1","1","1","1","1","2","2"
"T",33,22,100000,"1","2","2","9","1","4","1","1","1","2","0"
"T",30,29,120000,"1","2","2","9","1","4","1","1","1","2","2"
"T",52,46,0,"1","2","2","9","1","4","1","1","1","0","0"
"T",38,44,250000,"1","2","2","9","1","4","1","3","1","0","0"
"N",38,38,750000,"1","2","2","9","6","1","1","1","1","2","0"
"T",37,43,950000,"1","2","2","9","1","4","1","1","1","2","2"
"T",30,33,2400000,"1","2","2","9","1","1","3","3","1","2","2"
"T",23,21,650000,"1","2","2","9","1","1","1","1","1","0","0"
"T",38,36,750000,"1","2","2","9","1","1","1","1","1","0","2"
"N",57,51,1200000,"2","1","2","9","5","1","1","1","1","0","0"
"T",53,47,600000,"1","2","2","9","1","4","1","1","1","2","2"
"T",32,29,4000000,"1","2","2","9","1","4","3","3","1","2","2"
"T",53,50,2802500,"1","2","2","9","1","4","1","1","1","0","0"
"T",48,43,50000,"2","1","2","9","4","2","1","1","1","0","0"
"T",61,53,0,"1","2","2","9","4","4","1","1","1","0","0"
"N",27,23,200000,"1","2","2","9","1","4","1","1","1","0","0"
"T",21,20,1600000,"1","2","2","9","1","4","1","1","1","2","2"
"N",36,35,1600000,"1","2","2","9","2","1","3","3","1","2","2"
"T",52,39,1070000,"1","2","2","9","2","1","1","1","1","0","2"
"T",41,45,1500000,"1","2","6","9","1","4","1","1","0","0","0"
"T",37,31,4600000,"2","1","2","9","1","1","1","3","1","2","2"
"N",68,65,100000,"1","2","2","9","1","4","1","1","1","0","0"
"T",31,35,0,"1","2","2","9","2","4","1","3","1","0","2"
"T",38,35,830000,"2","1","2","9","5","1","1","3","1","2","2"
"N",68,59,700000,"1","2","6","9","1","4","1","1","1","0","0"
"T",53,58,1000000,"2","1","6","9","4","1","0","0","1","0","0"
"T",39,40,850000,"2","1","6","9","1","1","1","1","1","2","1"
"N",58,23,700000,"1","2","2","9","1","1","1","3","1","2","0"
"T",35,31,0,"1","2","2","9","2","4","1","1","1","0","0"
"T",62,57,4400000,"2","1","2","9","1","1","3","3","2","2","2"
"T",37,36,1900000,"1","2","2","9","1","4","1","3","2","2","2"
"T",20,41,4861666,"2","1","2","9","4","1","1","3","2","2","2"
"T",66,51,600000,"1","2","6","9","1","4","1","1","2","0","0"
"N",67,72,530000,"1","2","2","9","4","4","1","0","1","0","0"
"N",24,20,828000,"1","2","2","9","1","4","3","3","1","2","2"
"T",31,23,870000,"1","2","6","9","1","4","1","1","1","2","2"
"N",54,54,0,"1","2","2","9","2","4","1","1","2","0","0"
"T",24,24,1715800,"1","2","2","9","1","4","1","3","2","2","2"
"T",28,46,1328116,"2","1","2","9","1","1","3","1","1","2","0"
"T",36,28,3793333,"1","2","6","9","1","1","3","2","1","2","2"
"T",44,28,1800000,"1","2","2","9","1","1","0","3","1","0","0"
"T",46,51,2791666,"1","2","2","9","1","4","1","1","0","0","0"
"N",57,58,1949999,"1","2","6","9","1","1","1","1","0","0","0"
"T",53,39,1039666,"1","2","1","1","1","4","1","1","1","0","1"
"T",36,39,858166,"2","1","2","1","4","1","1","0","1","0","0"
"N",51,39,824000,"1","2","1","1","1","4","0","1","1","0","0"
"N",56,61,800000,"2","1","6","1","4","1","0","0","1","0","0"
"N",54,39,862899,"1","2","1","1","1","4","1","1","1","0","2"
"T",64,53,6649999,"1","2","6","1","1","1","3","3","1","2","2"
"T",72,36,3600000,"1","2","2","1","4","4","3","3","1","0","2"
"T",34,57,850000,"2","1","2","1","4","1","1","1","1","0","0"
"T",47,37,1251833,"1","2","2","1","1","1","1","3","1","2","2"
"T",45,44,850000,"2","1","2","1","4","1","1","0","1","0","0"
"T",48,31,1025000,"1","2","1","1","1","4","1","0","1","0","0"
"T",74,72,41666,"1","2","1","1","1","4","0","0","1","0","0"
"T",70,69,45832,"1","2","6","1","1","4","0","1","0","0","0"
"T",53,45,1495000,"1","2","2","1","1","4","1","1","1","0","0"
"T",53,58,3133333,"1","2","6","1","1","1","1","3","1","0","2"
"T",57,53,258333,"1","2","6","1","1","4","1","1","1","0","0"
"N",79,75,425000,"1","2","6","1","1","4","1","1","1","0","0"
"T",45,45,2674900,"1","2","2","1","1","1","3","1","1","2","2"
"T",70,53,483333,"1","2","2","1","1","4","1","1","1","0","0"
"T",61,68,1040500,"2","1","6","1","1","4","1","1","1","0","0"
"T",43,54,1509166,"2","1","6","1","5","1","1","1","1","0","0"
"N",74,69,194166,"1","2","1","1","4","1","1","1","1","0","0"
"T",79,82,1166666,"2","1","6","1","4","1","1","1","1","0","0"
"N",49,46,3466666,"1","2","6","1","1","3","3","1","1","2","2"
"N",64,65,650000,"1","2","2","1","5","4","1","1","1","0","0"
"T",34,36,1023833,"2","1","2","1","1","1","1","1","1","0","0"
"N",51,42,3699999,"1","2","2","1","1","1","1","3","1","2","2"
"N",53,46,1045833,"1","2","2","1","1","4","0","1","1","0","0"
"N",67,70,729999,"1","2","1","1","1","4","1","0","1","0","0"
"T",38,33,955166,"1","2","2","1","1","4","1","1","1","0","0"
"T",41,32,1968333,"2","1","2","1","4","1","1","1","1","2","0"
"T",57,60,1193333,"2","1","6","1","4","1","0","1","1","0","0"
"T",37,31,1266666,"2","1","2","1","4","1","1","1","1","1","2"
"T",34,29,1737916,"1","2","1","1","1","1","1","1","1","0","2"
"T",48,45,3016666,"1","2","6","1","1","1","1","1","1","0","0"
"T",35,28,1907500,"1","2","1","1","1","4","1","1","1","0","0"
"T",47,49,1516666,"2","1","2","1","4","1","1","1","1","0","0"
"T",45,27,1870833,"1","2","1","1","1","4","1","1","1","0","0"
"T",25,26,975000,"2","1","2","1","4","1","1","1","1","2","2"
"T",43,39,1750832,"1","2","6","1","1","1","1","1","1","0","0"
"T",25,30,913333,"2","1","2","1","4","1","1","1","0","0","2"
"T",35,41,1593333,"2","1","1","1","1","1","1","0","1","0","0"
"T",62,43,949999,"1","2","2","1","1","4","0","0","1","0","0"
"T",46,43,730000,"1","2","2","1","1","4","0","1","1","0","0"
"N",35,33,880833,"1","2","6","1","1","1","1","3","1","0","0"
"T",21,22,1103333,"2","1","2","1","4","1","0","1","1","0","0"
"T",28,37,1200000,"2","1","6","1","4","1","3","3","3","2","2"
"T",39,29,100000,"1","2","2","1","2","4","0","1","1","0","0"
"N",62,52,1432666,"1","2","2","1","1","4","1","1","1","0","2"
"T",29,27,800000,"1","2","2","1","1","4","0","1","1","0","0"
"T",34,27,1000000,"1","2","2","1","1","4","1","1","1","2","2"
"T",58,58,400000,"1","2","6","1","1","4","1","1","1","0","2"
"T",60,61,220000,"1","2","6","1","1","4","1","1","1","2","0"
"T",31,30,700000,"1","2","6","1","1","1","1","1","1","0","2"
"N",63,57,600000,"1","2","2","1","1","4","1","1","1","0","0"
"T",49,44,1021000,"1","2","2","1","1","4","1","1","1","2","2"
"T",49,57,2450000,"1","2","2","1","1","1","1","1","1","0","0"
"T",46,35,660000,"1","2","2","1","1","4","1","3","1","2","2"
"T",61,60,750000,"1","2","6","1","1","4","1","1","1","1","2"
"T",53,44,866666,"1","2","6","1","1","4","1","1","1","0","0"
"T",49,38,1900000,"1","2","6","1","2","4","3","1","1","2","2"
"T",79,76,133333,"1","2","6","1","6","4","1","1","3","0","0"
"T",68,62,600000,"1","2","6","1","1","4","0","0","1","0","0"
"T",48,42,1600000,"1","2","6","1","1","4","1","1","0","0","2"
"T",38,41,750000,"2","1","6","1","4","1","1","1","0","2","0"
"T",47,69,600000,"2","1","2","1","4","4","1","1","0","0","0"
"N",63,60,3766666,"1","2","6","1","1","4","3","3","1","2","2"
"T",71,60,106,"1","2","6","1","1","4","1","0","1","0","0"
"N",53,63,500000,"1","2","6","1","6","4","1","1","1","0","0"
"N",35,48,800000,"1","2","2","1","1","4","1","1","1","0","0"
"N",60,52,808333,"1","2","2","1","4","1","0","0","1","0","0"
"T",45,40,1400000,"1","2","2","1","1","4","1","1","1","2","0"
"T",59,26,2072999,"1","2","2","1","1","4","1","1","1","0","2"
"N",31,23,880008,"1","2","2","1","1","1","3","1","0","2","0"
"T",54,42,1250000,"1","2","2","1","1","4","1","1","1","2","2"
"T",19,19,750000,"1","2","2","1","1","4","1","1","1","0","0"
"T",31,34,2716666,"2","1","2","1","1","1","1","1","1","0","2"
"N",66,67,4099999,"1","2","6","1","1","1","1","1","2","0","0"
"T",29,26,1650000,"1","2","2","1","1","4","1","3","1","2","2"
"N",78,71,329166,"1","2","6","1","5","4","1","1","1","0","0"
"T",40,32,913333,"1","2","6","1","1","4","1","2","1","2","2"
"T",37,33,1478000,"1","2","6","1","1","4","3","1","1","2","2"
"T",45,35,866666,"1","2","2","1","1","4","1","1","2","0","0"
"T",61,53,0,"1","2","6","1","2","4","0","1","1","0","0"
"T",38,38,3600000,"1","2","2","1","1","4","3","3","2","2","2"
"N",50,53,1150000,"1","2","2","1","1","1","1","0","2","0","0"
"T",55,55,1350000,"1","2","2","1","1","4","1","1","2","0","0"
"T",59,48,250000,"1","2","2","1","1","4","0","0","2","0","0"
"T",36,39,1297032,"2","1","2","1","4","1","1","1","2","0","0"
"N",50,57,140000,"2","1","6","1","4","1","1","1","1","0","0"
"T",31,32,900000,"1","2","2","1","1","1","1","1","1","2","2"
"T",63,46,300000,"1","2","2","1","1","4","0","1","1","0","0"
"N",54,57,480000,"1","2","6","1","1","4","1","1","1","0","0"
"T",30,19,630000,"1","2","2","1","1","3","1","1","0","0","0"
"T",61,50,300000,"1","2","6","1","2","1","1","1","1","0","0"
"T",50,28,400000,"1","2","1","1","1","4","1","1","1","2","2"
"N",32,34,490000,"1","2","2","1","1","4","1","1","0","0","0"
"T",31,30,600000,"1","2","2","1","1","4","1","1","1","0","0"
"N",52,44,2272000,"2","1","6","1","1","2","3","1","1","2","2"
"T",80,74,270000,"1","2","6","1","1","4","0","0","1","0","0"
"T",57,57,4775841,"1","2","6","1","1","1","3","2","2","2","2"
"T",50,66,4395666,"2","1","2","1","1","4","3","3","2","2","2"
"T",53,45,8750000,"1","2","6","1","1","4","3","3","4","2","2"
"T",40,39,2100000,"1","2","6","1","2","4","2","3","2","2","2"
"T",37,33,3811615,"1","2","2","1","1","1","3","3","2","2","2"
"N",61,60,2308333,"1","2","2","1","1","4","2","1","3","2","2"
"N",62,57,1088537,"1","2","6","1","4","4","1","3","2","0","2"
"T",55,58,1700000,"2","1","6","1","1","1","3","3","2","2","2"
"T",41,38,600000,"1","2","2","1","1","4","1","1","1","0","2"
"T",47,44,800000,"2","1","2","1","4","1","1","1","1","2","1"
"T",44,43,600000,"1","2","2","1","1","4","1","1","1","0","0"
"T",47,41,1177400,"1","2","6","1","1","4","1","1","1","2","2"
"T",30,45,550000,"2","1","1","1","4","1","1","1","1","2","2"
"T",59,57,566666,"1","2","6","1","1","1","1","1","1","0","0"
"T",30,24,1570000,"1","2","2","1","1","4","1","1","1","2","2"
"T",33,40,1083123,"1","2","2","1","1","4","1","1","1","2","2"
"T",34,32,350000,"2","1","2","1","5","1","1","1","1","0","2"
"T",47,36,1232645,"1","2","6","1","1","4","1","1","1","2","2"
"T",36,37,1530000,"1","2","2","1","2","4","1","1","1","2","2"
"T",28,30,2088750,"1","2","2","1","1","1","3","1","2","2","2"
"T",30,29,4129000,"1","2","2","1","1","1","1","3","2","2","2"
"T",24,57,106,"2","1","2","1","4","1","2","1","1","2","2"
"N",87,87,106,"1","2","6","1","1","5","0","0","1","0","0"
"N",86,64,683332,"1","2","2","1","6","4","1","1","1","0","0"
"T",36,32,548333,"1","2","2","1","1","1","0","1","1","2","2"
"T",33,31,685000,"1","2","2","1","1","4","1","1","1","0","2"
"T",39,30,308333,"1","2","2","1","6","4","1","1","1","2","2"
"N",33,30,968000,"2","1","2","1","1","1","1","1","1","2","2"
"T",37,35,2497333,"1","2","6","1","1","4","3","3","1","2","2"
"T",43,29,600000,"1","2","2","1","1","4","1","1","0","0","0"
"T",46,40,800000,"1","2","2","1","1","4","1","1","0","0","0"
"T",36,37,600000,"1","2","6","1","1","4","1","1","0","0","0"
"N",22,17,600000,"1","2","1","1","1","4","1","1","0","0","2"
"N",51,52,2020000,"1","2","2","1","1","1","1","1","0","0","0"
"N",73,69,41666,"1","2","2","1","6","4","1","1","2","0","0"
"T",51,41,2093083,"1","2","2","1","1","4","1","3","2","2","2"
"T",42,37,2605365,"1","2","2","1","1","4","1","1","2","2","2"
"N",50,66,1633333,"1","2","6","1","1","4","1","2","2","0","0"
"T",51,54,3836250,"2","1","2","1","4","1","0","1","2","0","2"
"T",30,28,952616,"1","2","2","1","1","2","1","3","2","2","2"
"T",36,23,2320000,"1","2","2","1","1","4","3","1","2","2","2"
"T",34,30,2083333,"1","2","2","1","1","1","3","3","2","0","1"
"T",34,39,2750000,"1","2","2","1","1","4","3","3","2","2","2"
"T",39,24,833333,"1","2","2","1","1","4","1","1","2","2","2"
"T",75,68,1066666,"1","2","2","1","1","6","0","0","1","0","0"
"T",75,64,400000,"1","2","2","1","2","4","1","1","2","0","2"
"T",44,36,1237500,"1","2","2","1","1","4","1","1","1","0","2"
"T",21,18,717500,"1","2","2","1","1","4","1","3","1","2","2"
"T",55,49,150000,"1","2","2","1","1","4","1","0","1","0","0"
"T",24,22,733000,"1","2","2","1","1","4","1","1","1","2","2"
"T",49,57,1300000,"1","2","6","1","2","4","1","0","1","0","0"
"T",29,24,1758333,"1","2","2","1","1","4","1","3","1","2","2"
"N",83,73,16666,"1","2","2","1","5","4","1","0","1","0","0"
"T",19,30,1370000,"2","1","2","1","1","1","2","1","0","2","2"
"T",68,62,1408333,"1","2","2","1","4","4","1","1","2","0","2"
"T",26,35,500000,"2","1","2","1","4","1","1","1","1","2","2"
"T",55,42,2100000,"1","2","6","1","1","4","3","2","1","2","1"
"T",78,59,750000,"1","2","6","1","1","4","1","1","1","0","0"
"T",54,47,350000,"1","2","2","1","1","4","1","0","1","0","0"
"T",63,69,845833,"2","1","6","1","4","1","1","0","1","0","0"
"T",62,57,970000,"1","2","6","1","1","4","1","1","1","0","0"
"T",57,60,2700000,"1","2","6","1","1","1","1","1","2","2","0"
"T",42,43,500000,"1","2","2","1","1","4","1","1","1","0","0"
"N",49,60,140000,"2","1","2","1","4","4","1","0","1","2","0"
"T",46,46,0,"2","1","2","1","4","4","0","0","1","0","0"
"T",29,24,105000,"1","2","2","1","1","4","1","1","1","0","0"
"T",60,40,730833,"1","2","2","1","1","4","1","1","1","0","0"
"T",35,47,500000,"2","1","2","1","4","1","1","1","1","0","0"
"T",40,40,420000,"2","1","6","1","4","1","1","1","1","2","2"
"T",90,79,0,"1","2","2","1","5","5","0","1","1","0","0"
"T",50,60,836666,"2","1","2","1","4","1","3","1","1","0","0"
"T",37,40,3566666,"2","1","2","3","1","1","3","3","2","2","2"
"T",33,27,300000,"1","2","6","3","1","4","1","1","2","0","0"
"T",62,69,80000,"1","2","2","3","5","4","1","1","1","0","0"
"N",82,63,6500000,"1","2","6","3","1","4","3","1","2","0","0"
"T",50,47,700000,"2","1","2","3","4","1","1","1","2","0","1"
"T",66,52,758333,"1","2","2","3","1","4","1","1","1","0","0"
"T",56,55,550000,"1","2","6","3","1","4","1","0","8","0","0"
"N",61,49,6046666,"1","2","6","3","1","4","1","3","1","0","2"
"T",29,28,900000,"1","2","2","3","1","4","1","1","1","2","2"
"T",56,35,982500,"1","2","2","3","1","4","1","1","1","0","0"
"N",57,57,1529166,"1","2","2","3","2","4","1","1","1","0","2"
"N",21,21,925000,"1","2","2","3","1","4","3","3","1","2","2"
"T",62,52,11994999,"1","2","2","3","1","1","3","3","1","2","2"
"T",64,55,33333,"1","2","6","3","2","4","1","1","1","0","0"
"N",54,57,11633332,"1","2","2","3","1","1","3","3","2","2","2"
"T",54,43,400000,"2","1","2","3","4","1","0","1","1","0","0"
"T",57,40,832000,"1","2","2","3","1","4","1","3","2","2","2"
"T",35,33,4375000,"1","2","6","3","1","6","3","3","2","2","2"
"T",30,32,2700000,"1","2","2","3","1","1","1","1","2","2","2"
"N",75,68,933333,"1","2","6","3","1","4","1","1","1","0","0"
"T",43,48,928332,"1","2","6","3","1","4","1","1","1","0","0"
"T",48,41,916666,"1","2","6","3","1","4","1","1","1","0","0"
"T",33,29,600000,"1","2","2","3","1","4","1","1","1","0","0"
"T",51,45,1004166,"1","2","6","3","1","4","1","1","1","0","0"
"T",58,55,141666,"1","2","6","3","1","4","1","1","1","0","0"
"N",61,60,1076000,"1","2","6","3","1","1","0","1","1","0","0"
"T",35,34,300000,"1","2","2","3","1","4","1","1","2","0","0"
"T",67,63,3600000,"1","2","6","3","1","4","1","1","1","0","0"
"N",71,67,7333333,"1","2","6","3","1","4","1","3","1","0","2"
"T",42,35,1300000,"1","2","2","3","1","4","1","1","1","2","2"
"T",44,35,1300000,"1","2","6","3","1","4","3","3","1","2","2"
"T",42,39,2700000,"1","2","6","3","1","1","1","1","1","2","2"
"T",53,54,1037000,"1","2","6","3","1","4","1","1","2","0","2"
"T",30,27,3500000,"1","2","2","3","1","1","3","1","2","2","2"
"T",46,40,1160000,"1","2","2","3","6","4","0","1","1","0","2"
"T",45,46,1235000,"2","1","2","3","1","1","3","1","2","0","0"
"T",46,37,760000,"1","2","2","3","1","1","1","1","2","2","2"
"T",46,35,600000,"1","2","6","3","1","4","0","1","1","0","0"
"T",29,22,2600000,"1","2","2","3","1","4","1","1","1","0","0"
"T",38,35,1296000,"1","2","2","3","1","1","1","1","1","0","0"
"N",48,45,1503333,"1","2","2","3","1","4","1","1","1","0","0"
"T",32,26,1345833,"1","2","2","3","1","4","1","1","1","2","2"
"N",56,49,2208333,"1","2","6","3","1","4","1","1","1","0","0"
"T",53,46,1558333,"1","2","2","3","1","4","1","1","1","2","0"
"N",62,48,800000,"1","2","2","3","1","4","1","1","1","0","0"
"T",21,30,1078116,"1","2","2","3","1","1","1","1","1","0","0"
"T",28,27,1125000,"1","2","6","3","1","4","1","1","1","0","0"
"T",38,26,1141666,"1","2","2","3","1","4","1","1","1","0","0"
"N",74,70,2900000,"1","2","6","2","6","5","1","1","4","2","0"
"N",32,31,4900000,"2","1","2","2","1","1","3","3","4","2","2"
"T",46,53,3000000,"2","1","6","2","4","1","3","3","4","2","2"
"T",41,39,991880,"1","2","2","2","1","1","1","1","2","2","2"
"T",35,35,1212116,"1","2","6","2","1","1","1","1","1","0","0"
"T",76,74,836000,"1","2","6","2","6","4","1","1","1","0","0"
"N",23,21,1100000,"1","2","2","2","1","1","1","2","1","0","2"
"T",25,29,1366798,"1","2","2","2","1","1","1","1","1","2","0"
"T",31,29,1638333,"1","2","2","2","1","1","1","1","1","2","0"
"N",60,61,45833,"1","2","6","2","4","4","1","1","2","0","0"
"T",43,47,1197125,"1","2","2","2","1","1","1","1","3","2","2"
"T",52,50,630000,"1","2","6","2","1","4","1","1","3","0","0"
"T",31,28,2540000,"2","1","2","2","1","1","1","1","3","2","2"
"T",67,37,500000,"1","2","2","2","1","4","1","1","3","0","0"
"T",42,36,950000,"1","2","2","2","1","1","0","1","3","0","0"
"N",71,60,2000000,"1","2","2","2","1","1","1","1","3","2","2"
"N",82,56,3700000,"1","2","6","2","5","4","0","1","3","0","0"
"T",28,43,1200000,"2","1","2","2","4","1","3","1","2","2","2"
"T",48,34,700000,"1","2","2","2","1","1","1","1","2","2","0"
"T",33,30,700000,"1","2","1","2","1","1","1","1","2","0","2"
"N",56,54,500000,"1","2","6","2","1","4","1","1","2","0","0"
"T",71,62,250000,"1","2","2","2","4","4","1","1","2","0","0"
"N",66,64,950000,"1","2","6","2","4","4","1","1","2","0","0"
"T",22,16,908116,"1","2","2","2","1","4","1","1","2","2","2"
"T",42,50,600000,"1","2","6","2","1","4","1","1","2","0","0"
"T",31,29,600000,"1","2","2","2","1","1","1","1","2","2","2"
"T",46,46,500000,"1","2","6","2","1","4","1","1","2","0","0"
"T",35,34,800000,"1","2","6","2","1","4","1","1","2","0","0"
"T",43,32,900000,"1","2","2","2","1","4","1","1","2","0","0"
"T",68,34,1250000,"1","2","2","2","1","1","1","1","2","2","2"
"N",23,28,1928000,"2","1","2","2","1","1","3","3","3","2","2"
"N",57,64,941000,"1","2","6","2","5","4","1","1","3","2","2"
"T",84,81,58332,"1","2","6","2","6","4","1","1","1","0","0"
"T",43,27,3000000,"1","2","2","2","1","4","1","1","2","2","2"
"T",30,33,2895833,"1","2","2","2","1","1","3","3","3","2","2"
"T",52,48,4810000,"1","2","2","2","1","1","3","3","2","2","2"
"T",42,40,995981,"2","1","2","2","1","2","1","1","1","2","0"
"T",46,28,916666,"2","1","1","2","4","1","1","1","2","2","2"
"N",67,63,1594000,"1","2","6","2","1","4","1","1","3","0","0"
"T",54,44,2150000,"1","2","6","2","1","4","1","1","2","2","0"
"N",53,52,1420000,"2","1","2","2","1","1","1","1","2","2","2"
"T",28,23,1711500,"1","2","6","2","1","1","1","2","2","1","2"
"T",43,56,2328116,"1","2","2","2","1","1","1","1","3","2","2"
"T",47,41,1080833,"1","2","6","2","1","4","1","1","2","2","0"
"T",35,34,1889583,"1","2","2","2","1","4","1","3","2","2","0"
"N",71,68,3279166,"1","2","6","2","6","4","3","1","3","2","2"
"T",50,43,6900000,"1","2","6","2","1","1","3","3","3","2","2"
"T",47,45,5500000,"1","2","6","2","1","1","3","3","3","2","2"
"T",42,30,6000000,"1","2","2","2","1","1","3","3","2","2","2"
"T",33,35,1300000,"1","2","2","2","1","1","1","1","1","0","2"
"T",37,34,200000,"1","2","2","2","2","4","1","1","1","2","0"
"T",49,43,1900000,"1","2","6","2","1","4","1","1","2","2","2"
"N",54,53,500000,"1","2","2","2","1","4","1","1","2","0","2"
"T",28,21,2633333,"1","2","2","2","1","1","1","1","1","2","2"
"T",35,34,897125,"1","2","2","2","2","6","1","1","1","2","1"
"T",58,45,2340791,"1","2","2","2","1","1","2","3","1","2","2"
"T",39,40,300000,"1","2","2","2","2","1","1","1","1","2","2"
"T",38,35,2000000,"1","2","6","2","1","4","1","1","1","2","2"
"T",46,39,500000,"1","2","2","2","1","1","0","1","2","0","0"
"T",46,48,887500,"1","2","2","2","1","4","1","3","1","0","2"
"T",34,27,1259616,"1","2","6","2","1","1","2","1","1","2","1"
"N",36,24,1400000,"1","2","2","2","1","1","1","1","2","2","2"
"N",39,51,41666,"2","1","2","2","4","2","1","1","2","2","2"
"T",21,25,2395833,"2","1","6","2","4","1","1","3","1","2","2"
"T",50,43,1116666,"1","2","2","2","1","4","0","1","1","2","0"
"T",58,41,400000,"1","2","2","2","1","4","1","1","1","0","2"
"T",54,52,2166666,"2","1","2","2","1","1","1","1","1","0","0"
"N",64,60,250000,"1","2","2","2","4","1","1","1","1","0","0"
"T",65,50,1083333,"1","2","6","2","1","4","0","1","1","0","0"
"N",36,37,440000,"1","2","2","2","1","6","1","1","2","0","2"
"T",33,38,8290833,"1","2","2","2","1","1","3","3","2","2","2"
"T",33,24,1112500,"1","2","6","2","1","4","1","2","1","0","2"
"T",22,21,830000,"1","2","2","2","1","4","1","1","1","2","1"
"T",25,20,2023166,"1","2","2","2","1","4","1","1","1","2","2"
"T",44,49,1166666,"1","2","2","2","1","4","1","1","1","0","0"
"T",55,47,795000,"1","2","6","2","1","1","0","1","1","0","0"
"T",25,25,1370833,"1","2","2","2","1","4","3","2","1","2","2"
"T",38,39,2210416,"1","2","2","2","1","4","1","3","1","0","2"
"T",31,28,4251166,"1","2","2","2","1","6","1","1","1","2","2"
"N",28,42,3489583,"1","2","1","2","1","1","3","3","1","2","2"
"T",65,59,1145833,"1","2","6","2","1","4","1","0","1","2","0"
"T",21,23,850000,"1","2","1","2","1","1","1","1","1","2","2"
