"Hijos","Edad.Jefe","Ingresos.totales","Sexo.Jefe","Region","Trabajo.Jefe","Edu.Jefe","Uso.tecnologia.Jefe","Estrato.vivienda","Tipo.Union"
"N",31,300000,"2","2","1","1","2","3","5"
"T",37,1800000,"2","2","1","1","0","3","4"
"T",58,300000,"2","2","1","1","2","3","4"
"N",50,2000000,"1","2","1","1","0","3","6"
"N",51,300000,"1","2","1","1","0","3","4"
"T",38,400000,"2","2","1","1","2","3","5"
"N",69,250000,"2","2","4","1","0","3","3"
"T",24,800000,"2","2","1","3","2","3","5"
"T",38,600000,"2","2","1","1","2","2","5"
"N",58,300000,"2","2","4","1","2","2","4"
"N",62,400000,"2","2","4","0","0","2","6"
"N",46,500000,"2","2","1","0","0","2","1"
"N",57,600000,"1","2","1","1","2","2","6"
"N",29,800000,"1","2","1","1","2","2","5"
"N",34,566666,"2","2","1","1","0","2","5"
"T",32,700000,"2","2","1","1","2","2","4"
"T",20,700000,"2","2","1","1","0","2","4"
"N",78,200000,"2","2","4","0","0","2","3"
"N",51,516666,"2","2","1","1","0","2","4"
"N",61,500000,"1","2","4","1","0","2","4"
"T",52,0,"2","2","4","1","2","3","3"
"T",53,16666,"2","2","4","1","0","2","4"
"T",50,856000,"2","2","1","1","2","1","4"
"T",31,125000,"2","2","4","3","2","2","6"
"T",37,1308333,"2","2","1","3","2","1","4"
"T",59,16666,"2","2","4","1","0","2","4"
"T",44,987699,"2","2","1","3","2","3","4"
"N",41,1380000,"1","2","1","1","2","1","4"
"N",80,375000,"1","2","1","1","0","1","6"
"N",57,350000,"2","2","1","1","0","0","4"
"N",57,500000,"2","2","4","1","0","3","3"
"T",61,350000,"2","2","4","1","2","2","4"
"T",44,0,"2","2","6","1","2","2","4"
"T",27,1010000,"2","2","1","3","2","2","4"
"T",49,650000,"2","2","1","1","2","2","3"
"T",41,0,"2","2","4","1","2","3","6"
"N",35,525000,"2","2","1","3","2","2","5"
"N",34,1500000,"1","2","1","1","2","2","2"
"N",29,250000,"1","2","2","3","2","2","5"
"T",41,500000,"2","2","1","1","2","2","4"
"N",37,1205000,"1","2","1","3","2","2","5"
"N",61,900000,"1","2","1","1","2","2","4"
"N",62,33333,"2","2","6","1","1","1","3"
"T",60,800000,"1","2","1","1","0","0","4"
"N",54,1340000,"1","2","1","1","2","1","4"
"T",36,400000,"2","2","1","1","2","1","4"
"N",76,4166,"1","2","6","1","0","1","4"
"T",40,430000,"2","2","1","3","2","1","4"
"N",33,3000379,"1","2","1","1","2","1","5"
"T",36,1400000,"2","2","6","2","2","1","4"
"T",33,1000000,"2","2","4","1","0","1","2"
"N",82,897000,"2","2","4","1","0","1","3"
"N",57,925116,"1","2","1","1","0","1","4"
"T",40,2000000,"2","2","4","2","2","2","6"
"T",59,1386666,"2","2","4","1","2","2","4"
"N",54,460000,"2","2","1","1","2","2","2"
"T",36,320000,"2","2","2","1","2","1","4"
"T",44,772500,"2","2","4","1","2","2","2"
"T",27,1200000,"2","2","1","3","2","2","2"
"T",42,4145833,"2","2","1","3","2","2","4"
"N",70,200000,"1","2","4","0","0","1","3"
"N",32,2701666,"1","2","1","1","2","2","6"
"N",21,1800000,"2","2","1","3","2","1","5"
"T",42,2140666,"2","2","6","3","2","1","4"
"N",50,3597127,"2","2","1","3","2","2","5"
"T",39,1007500,"2","2","1","1","2","1","3"
"N",40,1500000,"2","2","1","1","2","1","4"
"N",44,900000,"1","2","1","1","2","1","5"
"N",40,800000,"1","2","1","0","0","1","5"
"N",59,700000,"2","2","1","1","0","1","6"
"N",22,1295833,"1","2","1","1","2","1","4"
"N",17,800000,"1","2","1","1","0","1","5"
"N",49,700000,"2","2","1","1","2","1","4"
"T",53,550000,"2","2","1","1","0","1","4"
"T",70,1200000,"1","2","1","1","0","1","2"
"T",68,150000,"1","2","1","1","0","1","3"
"N",42,850000,"1","2","1","1","0","1","4"
"N",51,1130500,"1","2","1","1","0","1","6"
"N",24,1920833,"1","2","1","3","2","1","4"
"N",63,1400000,"1","2","4","1","0","8","4"
"T",39,51000,"2","2","4","1","2","2","2"
"N",19,988000,"2","2","1","1","2","1","5"
"T",52,500000,"2","2","1","1","0","2","4"
"N",66,58333,"2","2","4","1","0","2","3"
"N",54,66666,"2","2","4","1","2","2","5"
"N",26,2264666,"1","2","1","2","2","2","5"
"N",57,600000,"2","2","1","1","0","2","4"
"N",60,600000,"2","2","4","1","0","2","4"
"T",45,400000,"2","2","1","1","0","2","4"
"T",33,80000,"2","2","1","1","2","1","6"
"N",66,16666,"2","2","4","1","0","1","3"
"T",49,0,"2","2","4","1","0","2","4"
"T",34,16666,"2","2","4","1","0","2","4"
"N",80,16666,"2","2","5","1","0","2","3"
"N",23,961333,"1","2","1","1","2","2","5"
"N",80,975000,"1","2","6","1","0","1","3"
"T",49,0,"2","2","4","1","0","1","2"
"T",54,0,"2","2","4","0","0","1","4"
"N",50,1456000,"1","2","1","1","2","2","2"
"N",45,1182666,"1","2","1","1","2","2","2"
"N",66,866666,"1","2","1","1","0","2","4"
"N",47,1771666,"1","2","1","1","2","1","5"
"T",22,865333,"2","2","1","1","2","1","4"
"N",70,25000,"2","2","4","1","0","1","3"
"T",53,0,"2","2","4","1","2","1","4"
"N",65,400000,"1","2","1","1","0","8","5"
"N",43,956583,"2","2","1","1","2","2","5"
"T",42,1025333,"2","2","1","1","0","2","5"
"T",73,0,"2","2","6","1","0","2","4"
"T",66,0,"2","2","4","1","0","2","3"
"N",41,1633333,"1","2","1","1","0","1","4"
"N",62,825000,"2","2","4","1","2","1","5"
"T",57,1079583,"1","2","1","1","2","2","4"
"T",56,0,"2","2","4","1","0","1","6"
"N",70,828116,"2","2","4","1","2","2","3"
"N",57,33333,"2","2","4","1","0","3","5"
"T",46,2083333,"2","2","1","3","2","3","4"
"T",57,5981250,"2","2","1","3","2","2","4"
"T",55,3466666,"2","2","1","3","2","2","4"
"N",86,0,"2","2","6","0","0","2","3"
"N",41,4500000,"1","2","1","3","2","2","4"
"T",44,5150318,"1","2","1","3","2","3","4"
"N",50,4275000,"2","2","1","3","2","2","4"
"T",49,3412500,"2","2","1","3","2","2","4"
"T",75,910000,"1","2","4","1","0","3","4"
"T",37,1257032,"2","2","1","3","2","2","4"
"N",51,2300000,"1","2","1","1","0","1","5"
"T",44,826000,"2","2","1","1","2","2","6"
"N",68,25000,"2","2","4","1","0","2","3"
"N",88,0,"2","2","4","0","0","1","3"
"T",45,550000,"1","2","1","1","2","1","4"
"T",59,0,"2","2","4","1","0","1","3"
"N",67,191666,"2","2","4","1","0","1","3"
"N",65,12500,"1","2","5","1","0","1","5"
"N",48,366666,"1","2","1","1","0","2","5"
"T",70,0,"2","2","4","1","0","1","3"
"N",61,500000,"1","2","1","1","0","1","2"
"T",49,300000,"2","2","1","1","0","1","4"
"T",39,870000,"2","2","4","3","2","2","4"
"T",44,0,"2","2","4","0","0","1","3"
"T",36,2093333,"2","2","1","3","2","1","4"
"N",74,1083333,"1","2","6","1","2","4","3"
"N",53,66666,"2","2","4","1","2","2","4"
"N",79,897125,"2","2","6","0","0","2","3"
"T",62,450000,"2","2","4","1","2","3","3"
"T",42,2000000,"1","2","1","1","2","3","5"
"T",43,500000,"1","2","2","1","2","2","4"
"T",81,1300000,"2","2","4","0","0","2","3"
"T",38,1028333,"2","2","1","1","2","2","3"
"T",51,0,"2","2","4","1","0","2","4"
"T",57,700000,"2","2","1","1","0","2","3"
"T",60,379166,"2","2","4","1","0","2","3"
"T",75,670000,"1","2","1","1","0","2","4"
"N",61,30000,"2","2","1","0","0","2","3"
"T",64,50000,"2","2","4","0","0","2","3"
"N",59,5400000,"1","2","2","0","0","2","3"
"T",42,550000,"2","2","1","1","2","2","4"
"T",51,90000,"2","7","6","0","0","1","4"
"T",31,1608333,"2","7","4","3","2","1","4"
"T",60,330000,"1","7","1","1","0","1","4"
"T",52,7000000,"2","7","1","3","2","5","4"
"N",28,1500000,"1","7","1","3","2","5","5"
"T",62,900000,"2","7","1","3","2","4","4"
"T",67,862620,"2","7","4","1","0","1","4"
"T",31,400000,"1","7","1","0","0","8","4"
"T",71,897125,"1","7","6","1","0","1","3"
"N",79,250000,"2","7","5","1","0","1","3"
"T",29,700000,"2","7","4","1","2","1","2"
"T",39,1000000,"2","7","4","3","2","2","6"
"N",44,350000,"2","4","4","1","0","1","5"
"T",34,600000,"2","4","1","1","0","1","5"
"T",52,500000,"2","4","1","1","0","2","5"
"N",78,100000,"2","4","4","1","0","1","3"
"N",55,400000,"2","4","4","1","0","1","6"
"N",76,910000,"2","4","1","0","0","2","3"
"N",89,25000,"2","4","4","0","0","1","5"
"T",35,500000,"2","4","1","1","2","2","6"
"N",78,208333,"2","4","4","0","0","1","4"
"T",47,932833,"2","4","1","1","2","1","5"
"N",68,83333,"1","4","4","1","0","1","4"
"N",44,312500,"2","4","1","1","2","1","3"
"T",38,400000,"2","4","4","1","0","1","5"
"N",62,200000,"2","4","4","1","0","1","4"
"T",35,780000,"2","4","1","1","2","1","5"
"T",40,300000,"2","4","4","1","2","1","2"
"N",62,932750,"2","4","4","1","2","2","3"
"T",74,0,"2","4","4","3","2","1","4"
"N",67,280000,"1","4","1","1","0","1","3"
"T",46,2178666,"2","4","1","3","2","1","4"
"N",70,83333,"1","4","4","1","0","1","2"
"N",69,200000,"2","4","4","1","0","1","3"
"N",57,900000,"1","4","1","1","0","1","4"
"N",63,150000,"2","4","4","1","0","1","5"
"T",62,250000,"2","4","1","1","0","1","5"
"N",59,416666,"2","4","4","1","0","1","5"
"N",72,591666,"1","4","1","1","0","1","5"
"N",78,100000,"2","4","4","1","0","2","5"
"N",25,500000,"1","4","1","1","2","1","5"
"T",41,493333,"2","4","4","1","2","1","6"
"T",32,920833,"2","4","1","1","2","1","4"
"T",72,76666,"2","4","4","1","0","1","3"
"N",41,540000,"1","4","1","1","0","1","6"
"N",68,63333,"2","4","4","1","0","1","3"
"N",69,275000,"1","4","4","1","0","1","5"
"N",80,50000,"2","4","4","1","0","1","5"
"N",72,16666,"2","4","4","0","0","1","4"
"T",60,20000,"2","4","4","1","0","1","3"
"T",34,60833,"2","4","4","1","0","1","5"
"T",48,300000,"2","4","4","1","0","1","5"
"T",35,320833,"2","4","1","1","2","1","2"
"T",71,530000,"2","4","4","1","0","1","3"
"T",41,200000,"2","4","1","1","0","1","5"
"T",99,100000,"2","4","6","1","0","1","3"
"N",45,216666,"1","4","1","1","0","1","5"
"N",90,133333,"2","4","6","1","0","1","3"
"T",52,400000,"2","4","1","1","2","1","5"
"T",49,300000,"1","4","1","1","2","1","4"
"N",65,300000,"1","4","1","1","0","1","6"
"T",57,500000,"2","4","1","1","2","2","5"
"T",58,2430000,"2","4","6","3","2","4","3"
"T",71,1650000,"2","4","4","1","2","5","3"
"N",51,881250,"1","4","1","3","2","4","4"
"N",22,37500,"1","4","3","3","2","4","5"
"T",40,400000,"2","4","1","1","2","1","5"
"T",47,460000,"2","3","1","1","1","2","4"
"N",55,216666,"1","3","2","1","0","2","5"
"N",68,16666,"2","3","4","1","0","1","5"
"T",36,1600000,"2","3","1","3","0","1","5"
"T",89,525000,"2","3","5","1","0","2","3"
"N",75,100000,"2","3","4","1","0","1","3"
"N",51,933333,"2","3","1","1","0","1","5"
"N",18,411666,"1","3","1","3","0","2","5"
"N",32,1873316,"1","3","1","3","2","1","5"
"T",55,391666,"2","3","1","1","0","2","4"
"N",75,836449,"2","3","4","0","0","2","3"
"N",30,3075000,"1","3","1","1","2","2","5"
"N",84,400000,"1","3","5","1","0","2","3"
"N",18,1242283,"1","3","1","1","0","2","5"
"N",59,828200,"1","3","1","1","0","2","5"
"N",65,2400000,"1","3","1","1","0","2","4"
"T",65,1100000,"2","6","1","1","0","2","3"
"T",57,1780000,"2","6","1","1","0","2","5"
"T",66,0,"2","6","4","1","0","3","4"
"T",62,0,"2","6","4","1","0","3","3"
"N",72,2016666,"2","6","4","1","0","5","3"
"N",53,1297000,"1","6","1","1","2","1","5"
"T",51,0,"2","6","4","1","1","1","4"
"T",39,900000,"2","6","1","1","0","2","5"
"T",50,0,"2","6","4","1","0","1","5"
"T",56,0,"2","6","4","1","2","3","3"
"N",79,0,"2","6","4","1","0","3","5"
"N",81,900000,"1","6","5","1","2","2","5"
"T",56,0,"2","6","4","1","2","2","3"
"T",59,3700000,"2","6","1","3","2","2","5"
"N",68,0,"2","6","4","1","0","2","5"
"T",56,0,"2","6","4","0","0","1","4"
"T",46,900000,"2","6","1","1","2","4","4"
"T",42,800000,"2","6","1","1","2","1","5"
"T",37,99,"2","6","1","1","2","1","5"
"T",42,925000,"2","6","1","1","2","2","5"
"T",65,0,"2","6","5","1","2","3","5"
"T",24,900000,"2","6","1","1","2","1","4"
"T",48,0,"2","6","4","1","2","1","5"
"T",52,0,"2","6","4","1","2","1","3"
"T",48,900000,"2","6","1","1","2","1","5"
"T",55,99,"2","6","1","1","2","1","3"
"N",59,4491666,"2","6","1","3","2","1","4"
"T",64,6666,"2","6","4","1","0","2","3"
"T",34,12500,"2","6","4","0","0","2","5"
"N",45,0,"2","6","4","1","0","1","5"
"N",52,204166,"2","6","4","0","0","1","5"
"N",32,931631,"1","6","1","1","2","2","5"
"T",68,12500,"2","6","4","0","0","1","3"
"N",61,1586333,"1","6","1","1","2","2","6"
"T",40,735833,"2","6","4","1","2","2","5"
"N",77,20833,"2","6","5","0","0","8","3"
"T",46,1600000,"1","6","1","1","2","2","4"
"N",48,800000,"2","6","1","1","2","2","5"
"N",53,246666,"2","6","1","1","2","2","4"
"N",29,1500000,"1","6","1","1","2","2","5"
"T",34,150099,"2","6","1","2","2","2","5"
"T",65,758333,"2","6","4","1","0","2","4"
"N",51,12500,"2","6","4","1","0","2","4"
"N",60,29166,"2","6","4","1","0","2","3"
"N",68,66666,"2","6","4","0","0","2","3"
"N",44,1000000,"1","6","1","1","2","2","5"
"T",43,0,"2","6","4","1","2","2","4"
"N",50,408333,"2","6","1","1","0","1","5"
"T",53,828116,"1","6","1","1","0","2","4"
"N",56,975000,"2","6","1","1","0","2","5"
"N",45,620000,"2","6","1","1","2","2","5"
"N",53,0,"1","6","2","1","0","2","5"
"T",44,41764,"2","6","1","1","2","3","5"
"N",58,600000,"2","6","4","1","0","2","5"
"N",70,900000,"2","6","4","3","2","2","4"
"N",83,0,"2","6","4","1","0","3","3"
"T",59,0,"2","6","4","1","0","2","4"
"T",79,8333,"2","6","4","0","0","2","3"
"N",38,800000,"1","6","1","1","2","1","5"
"N",46,3116666,"1","6","1","1","0","2","5"
"N",71,91666,"2","6","5","0","0","2","5"
"T",58,2500000,"2","6","1","3","2","2","5"
"T",50,6305000,"2","6","1","3","2","2","5"
"T",75,0,"1","6","6","1","0","2","3"
"T",77,2300000,"2","6","1","1","0","3","3"
"N",32,611666,"1","1","1","1","0","1","4"
"N",20,1000000,"1","1","1","1","2","1","5"
"T",34,1316666,"2","1","1","1","2","1","4"
"T",56,0,"2","1","4","0","0","0","4"
"T",27,106,"2","1","1","1","0","0","4"
"T",38,261666,"2","1","4","0","0","0","4"
"T",41,858333,"2","1","1","1","2","1","4"
"T",28,372500,"2","1","1","1","0","0","4"
"T",24,366666,"2","1","4","1","2","1","6"
"N",66,488333,"1","1","1","0","0","0","3"
"N",54,70833,"2","1","4","1","0","0","3"
"N",70,8333,"2","1","4","0","0","0","3"
"T",75,108333,"2","1","4","1","0","0","3"
"N",60,20000,"1","1","1","1","0","1","4"
"T",87,41666,"1","1","6","1","0","1","3"
"T",39,711666,"1","1","1","1","0","1","4"
"T",59,50000,"2","1","4","3","2","1","4"
"T",44,1672032,"2","1","1","3","2","1","5"
"T",49,2440616,"2","1","1","3","2","1","4"
"T",50,600000,"2","1","4","1","2","1","4"
"N",59,200000,"1","1","1","1","0","1","4"
"N",65,487500,"2","1","1","1","0","1","3"
"N",61,1400000,"1","1","1","1","0","1","4"
"N",63,963333,"1","1","1","0","0","0","2"
"T",37,800000,"2","1","1","1","2","1","1"
"N",38,250000,"2","1","4","1","2","0","4"
"T",29,400000,"2","1","4","3","2","1","6"
"T",26,900000,"2","1","4","1","2","1","6"
"N",41,110000,"1","1","1","1","1","1","2"
"T",78,0,"2","1","4","0","0","1","4"
"N",37,300000,"1","1","1","1","2","1","4"
"N",71,340000,"2","1","4","1","0","1","4"
"N",70,336666,"2","1","4","1","0","1","3"
"T",43,400000,"2","1","1","1","2","1","4"
"T",78,375000,"2","1","1","0","0","1","3"
"T",47,328333,"2","1","1","1","0","2","4"
"T",35,850000,"2","1","1","1","2","1","4"
"T",50,0,"2","1","4","1","0","2","4"
"N",29,400000,"1","1","1","3","2","2","5"
"N",60,100000,"2","1","4","1","0","1","4"
"T",31,300000,"2","1","4","3","2","2","4"
"T",62,910250,"2","1","1","3","2","2","4"
"T",55,150000,"2","1","4","1","0","1","4"
"T",40,316666,"2","1","4","1","0","1","4"
"N",71,66666,"2","1","4","1","0","1","4"
"T",55,1694166,"2","1","1","3","0","1","4"
"T",31,2687500,"2","1","1","3","2","1","4"
"T",65,100000,"2","1","4","0","0","0","4"
"N",27,0,"1","1","4","1","0","1","5"
"N",71,491666,"2","1","4","1","0","1","3"
"T",35,583333,"2","1","4","1","0","1","4"
"N",67,900000,"2","1","1","1","0","1","3"
"N",54,1283333,"1","1","1","1","0","1","4"
"T",69,450000,"2","1","4","1","0","1","4"
"N",65,283333,"2","1","4","1","0","1","3"
"T",32,206666,"2","1","1","1","0","1","4"
"T",48,358333,"2","1","1","1","0","1","4"
"T",62,450000,"2","1","1","1","0","1","4"
"T",38,150000,"2","1","1","2","0","1","4"
"T",29,800000,"2","1","1","3","2","1","4"
"N",61,783333,"2","1","4","1","0","1","4"
"T",67,150000,"2","1","4","1","0","1","4"
"T",25,766666,"1","1","1","1","2","1","4"
"N",40,2083333,"2","1","1","3","2","1","5"
"N",20,400000,"2","1","1","1","2","2","4"
"N",57,460000,"2","1","1","1","0","1","4"
"T",54,1160000,"2","1","1","1","0","1","3"
"T",47,572500,"2","1","1","1","2","0","4"
"T",85,16666,"1","1","4","0","0","1","4"
"T",70,70833,"2","1","4","0","0","1","4"
"T",57,641666,"1","1","1","0","0","1","3"
"T",81,2000000,"1","1","4","1","0","0","4"
"N",61,300008,"1","1","1","1","0","1","4"
"N",70,314916,"1","1","1","0","0","1","4"
"T",63,450000,"1","1","1","1","0","1","4"
"N",75,880000,"1","1","1","1","2","1","4"
"T",62,304166,"2","1","4","1","0","0","4"
"N",84,54166,"2","1","4","0","0","0","3"
"T",72,0,"2","1","4","1","0","0","4"
"N",83,43333,"2","1","4","0","0","0","2"
"N",87,295416,"1","1","4","0","0","1","3"
"T",81,0,"2","1","4","0","0","1","4"
"T",68,0,"2","1","4","0","0","1","3"
"T",54,897500,"2","1","1","3","2","1","4"
"N",56,250000,"2","1","4","0","0","1","3"
"N",52,480000,"1","1","1","1","0","1","4"
"N",23,100000,"1","1","2","1","2","1","5"
"T",20,308333,"2","1","4","1","2","0","1"
"T",51,433333,"2","1","1","1","2","1","6"
"T",56,2600000,"1","1","1","1","0","1","6"
"T",54,0,"2","1","4","1","0","1","4"
"N",67,500000,"2","1","4","1","2","1","3"
"T",62,400000,"2","1","4","1","0","1","4"
"N",28,193333,"1","1","1","1","0","0","5"
"N",64,200000,"2","1","1","1","0","1","4"
"T",55,897000,"2","1","4","1","2","1","3"
"N",61,2275000,"2","1","6","3","2","1","3"
"N",52,240000,"1","1","1","0","0","1","4"
"N",55,250000,"1","1","1","1","0","0","5"
"T",40,300000,"2","1","4","1","2","1","5"
"N",49,200000,"1","1","1","1","0","1","4"
"T",54,1400000,"2","1","1","3","2","1","4"
"T",49,180000,"2","1","1","1","0","1","4"
"N",36,230000,"1","1","1","1","0","1","4"
"N",65,2666666,"1","1","1","1","0","0","3"
"N",70,256666,"1","1","1","1","0","1","3"
"T",51,0,"2","1","4","1","0","1","4"
"T",33,500000,"2","1","4","1","0","1","2"
"T",34,170000,"2","1","4","1","0","1","4"
"N",73,0,"2","1","4","0","0","0","4"
"T",51,66666,"2","1","4","0","0","1","2"
"T",47,165000,"2","1","4","1","1","1","4"
"N",63,125000,"2","1","4","0","0","1","3"
"T",88,0,"2","1","4","0","0","1","3"
"N",59,300000,"1","1","1","0","0","1","4"
"N",52,1500000,"2","1","1","0","0","1","3"
"T",36,1500000,"1","1","2","1","2","1","4"
"N",64,250000,"2","1","4","0","0","1","4"
"T",38,1100000,"2","1","4","3","2","1","4"
"T",80,183333,"2","1","4","0","0","1","3"
"N",56,733333,"1","1","1","0","0","1","4"
"N",43,0,"1","9","2","1","0","1","4"
"N",55,400000,"2","9","1","1","0","1","4"
"T",32,300000,"2","9","2","1","0","1","4"
"N",34,0,"1","9","2","1","2","1","4"
"T",52,400000,"2","9","1","1","2","1","4"
"T",25,12500,"2","9","4","1","2","1","4"
"N",83,0,"2","9","4","0","0","1","4"
"N",56,0,"2","9","4","1","0","1","5"
"T",38,450000,"2","9","4","3","2","1","3"
"T",75,25000,"2","9","4","0","0","1","6"
"N",51,0,"2","9","6","1","0","0","4"
"T",39,300000,"1","9","1","1","0","0","3"
"T",46,0,"1","9","6","1","0","0","4"
"N",66,0,"2","9","4","0","0","0","4"
"N",62,0,"1","9","6","0","0","0","4"
"N",53,0,"1","9","6","3","2","1","5"
"T",43,0,"2","9","4","1","2","1","3"
"T",41,375000,"2","9","1","1","1","1","5"
"T",46,0,"2","9","4","1","0","1","3"
"N",52,3683333,"2","9","1","3","2","1","5"
"T",84,0,"2","9","4","0","0","1","3"
"N",75,50000,"2","9","4","1","0","2","4"
"N",71,0,"2","9","6","1","0","2","3"
"N",61,300000,"1","9","1","1","0","0","5"
"T",56,36333,"2","9","1","0","0","0","3"
"N",27,108333,"2","9","1","1","0","1","5"
"T",47,0,"2","9","2","1","0","1","4"
"N",74,0,"1","9","2","0","0","1","3"
"T",50,0,"2","9","2","1","0","1","4"
"T",21,0,"2","9","2","3","0","1","4"
"T",59,250000,"2","9","1","1","0","1","4"
"T",32,850000,"2","9","1","1","0","1","4"
"T",34,840000,"1","9","1","1","0","1","2"
"N",19,670000,"2","9","1","1","2","1","5"
"N",45,330000,"1","9","1","1","0","1","2"
"N",33,106,"1","9","1","1","2","1","4"
"N",50,200000,"2","9","1","1","0","1","2"
"N",23,106,"1","9","3","3","2","8","5"
"T",55,666666,"1","9","1","1","0","8","4"
"N",51,19166,"2","9","4","1","0","8","3"
"N",43,1625000,"2","9","1","3","0","8","5"
"N",30,900000,"1","9","1","3","2","1","5"
"N",73,2000000,"1","9","1","2","2","2","2"
"T",50,0,"2","9","4","0","0","1","5"
"N",35,0,"2","9","4","1","2","1","5"
"N",26,3116666,"2","9","1","3","2","2","5"
"T",31,740000,"2","9","1","1","2","1","5"
"N",29,2391333,"2","9","1","3","2","2","2"
"N",28,2050000,"1","9","1","3","2","2","5"
"N",55,4687000,"1","9","1","3","2","2","5"
"T",39,5942983,"2","9","1","3","2","3","4"
"T",33,250000,"2","9","1","1","0","2","5"
"N",39,2216666,"2","9","1","1","2","2","5"
"T",42,600000,"2","9","1","1","0","1","5"
"T",53,0,"2","9","4","1","0","1","4"
"N",72,463333,"1","9","1","0","0","1","4"
"N",38,4406666,"1","9","1","1","2","2","5"
"T",45,1200000,"2","1","1","1","2","2","2"
"N",67,0,"1","1","4","1","0","2","4"
"T",36,30000,"2","1","4","1","2","1","2"
"T",72,0,"1","1","4","1","0","1","6"
"T",30,300000,"2","1","4","3","1","1","2"
"N",56,80000,"2","1","1","0","0","1","4"
"N",60,300000,"1","1","1","1","0","1","4"
"T",86,450000,"2","1","4","1","2","4","5"
"T",48,12500,"2","1","4","1","1","1","3"
"N",78,828116,"2","1","4","1","0","1","5"
"T",80,8333,"2","1","4","1","0","2","3"
"N",54,10000000,"1","1","1","3","2","5","4"
"T",58,2000000,"1","1","4","3","2","5","4"
"T",82,8333,"2","1","4","0","0","1","3"
"T",78,6000000,"2","1","4","3","0","5","3"
"N",79,0,"2","1","4","1","0","1","3"
"T",44,175000,"1","1","2","3","2","1","4"
"T",62,0,"2","1","4","1","0","1","3"
"T",40,0,"2","1","4","1","0","2","4"
"T",43,3650000,"2","1","1","3","2","2","4"
"T",88,414200,"2","1","4","1","0","1","3"
"N",64,130000,"2","1","4","0","0","1","3"
"T",87,0,"2","1","4","1","0","5","4"
"T",27,600000,"2","1","4","1","2","1","4"
"T",52,1500000,"1","1","1","1","0","1","4"
"T",57,150000,"2","1","1","1","0","1","3"
"N",83,100000,"2","1","4","1","0","2","3"
"N",78,8,"2","1","4","1","0","5","3"
"N",71,291666,"2","1","5","1","0","2","3"
"T",58,0,"2","1","4","1","2","1","4"
"T",55,0,"2","1","4","1","2","3","4"
"T",41,894782,"2","1","1","3","2","3","4"
"T",39,1340824,"2","1","1","3","2","3","4"
"T",48,250000,"2","1","2","3","2","3","4"
"T",73,16666,"2","1","4","1","0","3","3"
"T",57,120000,"2","1","2","3","2","3","4"
"T",39,894782,"2","1","1","1","2","1","4"
"N",72,1400000,"1","1","1","1","2","1","4"
"T",21,1150000,"2","1","4","1","2","1","4"
"N",39,828116,"2","1","1","3","2","1","5"
"T",52,1600000,"2","1","1","3","2","1","4"
"T",47,8333,"2","1","4","1","0","1","3"
"N",46,1500000,"1","1","1","1","2","1","6"
"T",81,75000,"2","1","5","1","2","2","3"
"T",79,0,"2","1","4","1","0","2","4"
"T",47,318,"2","1","1","3","2","2","4"
"T",40,850000,"2","1","1","3","2","1","6"
"T",51,500000,"1","1","1","1","1","1","4"
"N",64,16666,"2","1","4","0","0","8","3"
"T",26,6666,"2","1","4","1","0","1","4"
"N",79,4166,"2","1","4","1","0","0","3"
"T",75,92500,"2","1","1","0","0","1","4"
"N",54,280000,"2","1","1","0","0","1","4"
"N",23,3100000,"2","1","1","3","2","2","5"
"T",48,2331000,"2","1","1","3","2","2","4"
"T",56,2730666,"2","1","1","2","2","2","4"
"T",23,924000,"2","1","1","3","0","2","4"
"N",32,2500000,"1","1","1","1","2","2","4"
"N",61,450000,"2","1","4","1","0","2","4"
"N",74,4204333,"1","1","4","1","0","2","3"
"T",21,50000,"2","1","4","1","2","1","1"
"T",84,700000,"2","1","1","0","0","1","3"
"N",50,12500,"2","1","4","0","0","1","3"
"T",67,500000,"2","1","4","1","0","1","4"
"T",30,220000,"2","1","1","1","1","1","4"
"T",61,41666,"1","1","6","1","0","1","2"
"T",24,660000,"2","1","1","1","1","1","4"
"T",28,780000,"2","1","1","3","2","1","4"
"T",28,480000,"2","1","1","1","0","1","4"
"T",23,1600000,"2","1","1","1","2","1","2"
"N",26,679166,"2","1","3","3","2","1","2"
"T",76,0,"2","1","5","0","0","1","3"
"T",75,200000,"1","1","2","1","0","1","4"
"N",47,450000,"1","1","1","0","0","0","5"
"N",33,225000,"1","1","1","1","1","1","1"
"N",73,0,"1","1","5","1","0","0","3"
"T",51,270000,"2","1","1","1","0","1","4"
"N",58,600000,"1","8","1","1","0","1","5"
"T",53,1348000,"2","8","1","1","2","2","5"
"T",54,1551166,"2","8","1","1","2","2","4"
"N",42,1684666,"1","8","1","1","2","2","5"
"T",39,1300000,"1","8","1","3","0","2","6"
"T",30,1058000,"2","8","1","1","2","2","5"
"T",58,1063185,"2","8","1","3","2","3","5"
"T",32,1500000,"2","8","1","3","2","2","5"
"T",25,1800000,"2","8","1","3","2","3","5"
"T",55,925166,"1","8","1","1","0","1","4"
"T",40,925000,"2","8","1","1","0","1","5"
"T",61,3000000,"1","8","4","1","0","2","4"
"T",53,800000,"1","8","1","1","0","1","5"
"T",52,1665333,"1","8","1","1","2","2","4"
"N",62,1000000,"2","8","4","1","0","2","3"
"N",61,491666,"2","8","4","1","2","3","4"
"N",57,900000,"1","8","1","1","0","3","5"
