Codigo;Hijos;Sexo Jefe;Tipo Union;Edad Jefe;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Ingresos totales;Uso tecnologia Jefe;Edu Jefe;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7227843-1;1;2;4;67;3;2;1;4;2450000;2;1;1;3;2;32000;1
7227845-1;2;2;5;42;3;3;3;1;1764225;2;3;1;4;2;45000;2
7227846-1;1;2;4;57;3;3;4;2;4280000;2;3;1;5;3;100000;1
7227849-1;0;2;3;80;3;1;4;6;4200000;2;3;1;3;1;46000;1
7227857-1;0;2;3;69;3;1;1;1;1060000;0;1;1;3;1;5300;1
7227859-1;1;2;3;85;3;3;4;6;6392500;2;1;1;4;3;130000;1
7227860-1;0;2;5;69;3;2;5;1;9920459;2;3;1;5;2;110000;2
7227863-1;0;2;5;52;3;2;5;4;2656232;2;3;1;4;2;70000;1
7227865-1;0;2;3;57;3;2;1;1;1066109;0;1;1;3;2;19000;1
7227866-1;0;1;4;53;3;1;5;1;6333333;2;3;1;3;1;80000;1
7227868-1;2;2;6;69;3;4;5;4;3463000;2;1;1;5;3;75000;2
7227869-1;1;2;4;54;3;3;3;1;4662559;2;1;1;4;3;164000;2
7227873-1;0;2;3;75;3;1;5;6;3266666;2;3;1;3;1;85000;2
7227874-1;0;2;3;71;3;3;5;4;7133333;2;3;1;4;3;108000;2
7227876-1;0;2;5;27;3;1;5;1;2000000;2;3;1;2;1;65000;0
7227877-1;0;2;5;28;3;1;4;1;2200000;2;3;1;3;1;65000;2
7227879-1;1;2;4;72;3;2;5;1;4209000;2;1;1;4;2;74000;2
7227881-1;0;2;6;63;3;2;5;6;3219000;2;3;1;4;1;71100;1
7227883-1;1;2;5;53;3;2;5;1;4421666;2;3;1;4;2;84000;1
7227886-1;0;2;5;23;3;1;5;1;2055433;2;3;1;3;1;38000;1
7227887-1;0;1;5;43;3;1;3;1;1813766;2;3;1;1;1;26800;1
7227890-1;0;1;4;37;3;1;3;1;883333;2;3;1;3;1;31000;1
7227891-1;0;1;5;66;3;1;3;1;12700000;0;3;1;3;1;32000;0
7227892-1;0;1;4;41;3;2;1;1;1790000;0;1;2;5;2;62000;0
7227897-1;0;1;3;79;3;1;5;1;4200000;2;1;1;4;1;80000;1
7227898-1;0;1;4;71;3;1;5;4;4483333;2;3;1;4;1;85000;1
7227899-1;0;1;5;32;3;1;5;1;12000000;2;1;1;3;1;100000;2
7227901-1;0;2;3;57;3;1;1;4;362500;0;1;2;3;1;30000;1
7227905-1;0;1;4;60;3;1;3;1;1000000;0;1;1;1;1;5000;0
7227907-1;0;2;4;51;3;1;2;1;1000000;0;3;1;4;1;18700;1
7227908-1;1;2;3;72;3;3;1;4;1060000;0;1;1;4;3;11000;0
7227912-1;0;2;3;72;3;1;3;6;3633333;2;1;1;3;1;90000;1
7227913-1;0;1;4;61;3;1;4;1;30000000;2;3;1;3;1;70000;1
7227917-1;0;2;4;68;3;2;2;4;2183575;2;1;1;4;2;100000;2
7227918-1;0;1;5;34;3;1;2;1;1600000;2;3;1;3;1;98000;0
7227919-1;1;2;2;50;3;2;2;4;587500;0;1;1;4;2;45000;1
7227922-1;0;1;4;36;3;2;1;1;1083518;0;1;1;3;2;35000;1
7227923-1;0;2;3;72;3;1;2;4;260000;0;0;1;2;1;34880;0
7227925-1;0;2;5;20;3;5;2;3;655000;2;3;1;4;3;58000;1
7227938-1;0;1;5;22;3;3;4;6;83333;2;1;1;4;3;98500;2
7227939-1;0;1;4;46;3;1;3;1;950000;2;2;2;2;1;0;0
7227940-1;0;1;4;56;3;1;4;1;3633333;2;3;1;3;1;85000;1
7227942-1;0;2;4;50;3;1;4;1;1457032;2;3;1;3;1;80000;1
7227943-1;0;2;5;25;3;1;4;3;933333;2;3;1;3;1;35000;2
7227944-1;0;1;5;33;3;1;1;1;853116;2;3;1;3;1;25000;2
7227945-1;0;1;5;46;3;1;2;1;600000;2;1;1;2;1;27000;0
7227947-1;0;1;4;79;3;1;1;1;550000;0;1;1;3;1;0;0
7227948-1;0;2;4;63;3;1;3;6;1228116;0;3;1;4;1;21000;2
7227949-1;1;2;4;41;3;3;2;1;1257500;2;3;1;4;3;54000;1
7227950-1;0;2;4;54;3;1;3;1;850000;2;2;1;3;1;0;2
7227951-1;0;1;6;64;3;1;4;1;5000000;2;3;1;4;1;130000;2
7227953-1;0;2;5;58;3;1;4;4;3450000;2;3;1;4;1;50000;1
7227954-1;0;1;5;24;3;1;2;1;1200000;2;1;1;1;1;25000;1
7227955-1;0;2;6;35;3;1;2;1;985148;2;3;1;3;1;30000;1
7227964-1;2;2;6;58;3;6;2;4;2061666;0;1;1;3;2;112000;2
7227965-1;2;2;4;48;3;3;1;4;260000;0;1;1;2;1;30000;0
7227968-1;2;2;4;45;3;4;2;1;683333;0;1;1;4;3;56000;1
7227975-1;0;1;5;29;3;1;2;1;250000;2;1;1;3;1;35000;0
7227978-1;0;1;5;46;3;1;2;1;808000;0;1;1;2;1;20000;0
7227982-1;1;2;3;85;3;2;2;5;214166;0;0;1;2;1;17000;0
7227983-1;0;2;3;67;3;1;2;4;1108750;0;1;1;1;1;20000;0
7227984-1;0;2;3;67;3;1;1;4;120833;0;1;1;3;1;18000;0
7227986-1;0;1;5;81;3;1;1;4;220833;0;1;1;3;1;6000;0
7227987-1;0;1;3;68;3;1;1;4;146666;0;0;1;1;1;15000;0
7227989-1;0;1;5;62;3;3;3;1;1045416;0;1;1;4;4;98000;0
7227991-1;0;1;3;87;3;1;1;4;258750;0;1;1;3;1;2000;0
7227992-1;0;1;5;66;3;1;1;4;170833;0;1;1;1;1;20000;0
7227993-1;0;1;5;63;3;1;1;1;1160000;0;1;1;2;1;0;0
7227996-1;1;2;4;65;3;2;2;1;1750000;2;1;1;3;2;68000;0
7227998-1;0;1;4;72;3;1;1;4;2166666;0;3;1;1;1;46000;1
7228001-1;0;2;5;74;3;2;1;1;420833;0;1;1;2;2;50000;0
7228002-1;0;1;5;67;3;1;2;2;825416;0;1;1;2;1;17000;0
7228003-1;0;2;3;71;3;1;1;4;96666;0;1;1;3;1;50000;1
7228005-1;0;1;4;77;3;1;1;1;300000;0;1;1;3;1;6000;0
7228006-1;0;2;5;58;3;5;1;4;770000;1;1;1;4;2;62000;2
7228008-1;0;2;5;55;3;2;2;4;258333;0;1;1;3;2;43000;1
7228009-1;0;2;3;79;3;2;2;4;1113792;0;1;1;3;1;38000;0
7228010-1;0;1;5;22;3;1;1;1;500000;2;1;1;2;1;15000;0
7228011-1;3;1;4;48;3;4;2;1;710000;2;1;1;3;2;47000;0
7228013-1;0;1;3;83;3;1;2;5;175416;0;0;1;2;1;46000;0
7228014-1;0;2;3;90;3;1;2;5;275416;0;0;1;2;1;20000;0
7228016-1;1;2;2;45;3;2;1;1;805833;0;1;1;3;2;25000;1
7228018-1;3;1;4;50;3;4;1;1;1080000;0;1;1;3;2;25000;0
7228021-1;0;2;3;63;3;1;1;4;308333;0;1;1;3;1;35000;1
7228022-1;0;1;5;54;3;1;1;1;800000;2;1;1;3;1;33000;1
7228025-1;0;1;6;52;3;1;1;6;0;2;3;1;3;1;35000;1
7228029-1;0;1;4;65;3;1;2;1;475000;0;1;1;3;1;25000;0
7228031-1;1;1;4;41;3;2;2;1;300000;1;1;1;2;2;20000;0
7228032-1;0;1;4;45;3;1;2;1;780000;2;1;1;2;1;17000;0
7228034-1;0;2;4;67;3;3;2;4;356666;0;1;1;2;2;62000;0
7228035-1;0;1;5;60;3;1;1;1;100000;0;0;1;2;1;18000;0
7228039-1;0;2;4;50;3;1;1;4;500000;0;1;1;2;1;0;0
7228040-1;1;2;3;82;3;2;2;4;1025000;0;1;1;3;2;10000;1
7228043-1;1;2;4;47;3;2;2;4;540000;0;1;1;2;1;28400;0
7228044-1;0;1;4;65;3;1;2;4;83333;0;1;1;2;1;25000;0
7228051-1;0;2;4;61;3;1;1;1;350000;0;1;2;2;1;8000;0
7228052-1;0;2;3;68;3;1;1;4;308333;0;1;1;1;1;25000;0
7228055-1;0;1;3;71;3;1;1;1;925416;0;0;1;2;1;0;0
7228056-1;0;2;5;51;3;2;1;4;175416;0;1;1;3;2;0;0
7228057-1;0;2;3;81;3;1;1;4;191666;0;0;1;2;1;12000;0
7228059-1;0;1;4;56;3;1;1;1;870000;0;1;1;2;1;28000;0
7228061-1;0;1;4;53;3;1;1;1;4166666;0;1;1;2;1;15000;0
7228066-1;0;2;4;60;3;1;2;4;1357125;0;1;1;3;1;38000;1
7228067-1;0;2;5;54;3;1;1;1;650000;2;1;1;2;1;29000;0
7228068-1;1;2;3;53;3;2;1;1;550000;2;1;1;2;2;40000;0
7228069-1;1;2;2;60;3;2;1;6;9180000;0;1;1;3;2;51000;2
7228070-1;0;1;5;60;3;1;1;1;1225248;0;0;1;1;1;25000;0
7228071-1;0;1;4;63;3;1;2;1;1650000;0;1;1;2;1;43000;0
7228074-1;0;1;2;55;3;1;1;1;500000;0;1;1;2;1;25000;0
7228075-1;0;1;4;69;3;1;2;6;3016666;0;1;1;4;1;12000;2
7228076-1;1;2;4;46;3;2;2;1;1233333;2;1;1;3;2;18000;2
7228077-1;1;2;4;61;3;4;1;4;1019166;0;1;1;4;3;39100;0
7228078-1;0;1;5;25;3;1;1;1;1181250;2;1;1;3;1;12000;2
7228079-1;0;2;3;69;3;1;1;4;410000;0;1;1;3;1;22143;1
7228080-1;1;2;2;21;3;2;1;4;650000;0;1;1;4;1;11500;1
7228082-1;0;2;3;82;3;1;1;4;449166;0;1;1;3;1;11000;0
7228084-1;0;2;4;53;3;2;1;1;950000;0;1;1;3;2;15000;0
7228085-1;0;2;4;55;3;1;1;1;883333;2;1;1;4;1;14000;1
7228086-1;1;1;4;49;3;2;1;1;928333;0;1;1;3;2;25000;0
7228091-1;1;2;3;62;3;4;2;4;1013333;0;1;1;4;3;28500;2
7228098-1;3;2;3;52;3;6;2;4;1140000;0;0;1;3;2;8500;0
7228099-1;0;2;3;72;3;1;2;4;520416;0;1;1;4;1;18000;0
7228105-1;0;2;3;81;3;1;1;4;790833;0;1;1;4;1;5000;0
7228106-1;0;1;4;63;3;2;2;6;2739166;0;1;1;6;2;25000;1
7228108-1;2;2;3;69;3;6;2;4;3875833;0;1;1;2;2;27000;2
7228111-1;0;2;4;57;3;1;1;1;1080833;2;1;1;3;1;0;2
7228114-1;0;1;3;59;3;1;1;4;266666;0;1;1;2;1;12000;0
7228119-1;0;1;4;58;3;1;1;1;550000;0;1;1;1;1;25000;0
7228121-1;0;1;4;48;3;1;2;1;600000;1;1;1;1;1;19000;0
7228125-1;0;1;4;80;3;2;2;1;550000;0;1;1;3;2;90000;0
7228126-1;1;1;4;42;3;3;2;1;600000;1;1;1;2;2;0;0
7228130-1;2;1;4;45;3;3;2;1;500000;0;1;1;2;2;34000;0
7228137-1;0;1;3;64;3;1;2;1;200000;0;1;1;2;1;15000;0
7228139-1;0;1;4;58;3;1;1;1;350000;0;1;2;2;1;6000;0
7228140-1;0;1;4;56;3;1;2;1;866666;2;1;2;2;1;15000;0
7228148-1;0;1;4;49;3;2;2;1;680000;0;0;1;3;2;12000;0
7228152-1;0;1;4;72;3;1;2;1;420000;0;0;2;3;1;10000;1
7228156-1;2;2;4;36;3;3;2;4;1395000;0;1;1;3;2;23000;3
7228160-1;1;2;3;64;3;4;2;4;1070000;0;1;1;3;3;15000;0
7228161-1;1;2;4;58;3;3;2;1;3070000;2;1;1;2;2;20000;0
7228164-1;0;2;4;75;3;1;2;4;897125;0;1;1;2;1;18000;1
7228166-1;0;2;6;81;3;1;2;4;121666;0;1;1;1;1;6000;0
7228168-1;2;2;4;49;3;3;2;4;353333;2;1;1;2;2;33000;1
7228169-1;0;2;5;53;3;1;2;1;600000;0;1;1;3;1;15000;0
7228170-1;0;1;4;69;3;2;2;5;1217500;0;1;1;2;2;39000;0
7228171-1;1;2;4;43;3;2;2;4;383666;2;3;1;2;1;22000;0
7228172-1;0;1;5;27;3;1;2;1;1150000;2;1;1;1;1;0;1
7228173-1;0;2;3;68;3;1;2;1;708333;2;1;1;3;1;22000;1
7228176-1;0;1;5;57;3;1;1;1;500000;0;1;1;3;2;14000;0
7228180-1;0;2;4;51;3;1;3;1;3000000;2;3;1;2;1;78000;2
7228181-1;0;1;4;74;3;1;2;5;0;2;2;1;3;1;17000;1
7228191-1;0;1;2;49;3;1;1;1;1000000;0;1;1;3;1;25000;0
7228192-1;0;2;3;72;3;1;1;1;700000;0;0;1;3;1;15000;0
7228203-1;0;1;3;45;3;1;2;1;1050000;0;1;1;2;1;17000;0
7228204-1;0;2;4;46;3;1;2;1;700000;0;1;1;2;1;9000;1
7228212-1;0;1;5;77;3;1;3;4;80000;0;1;1;1;1;0;0
7228213-1;1;2;5;47;3;3;3;1;1895148;2;1;1;2;1;40000;1
7228214-1;0;1;3;76;3;1;1;4;1050000;0;1;1;3;1;35000;1
7228222-1;0;1;4;41;3;1;2;1;1000000;0;1;1;2;1;22000;0
7228223-1;2;2;4;58;3;4;3;1;5187500;2;3;1;6;4;45000;2
7228225-1;1;2;4;63;3;3;3;4;2068666;2;1;1;2;2;0;0
7228229-1;3;2;6;48;3;4;2;4;1293333;0;1;1;4;3;36000;0
7228233-1;2;2;2;38;3;3;1;1;656250;0;1;1;3;2;20000;2
7228240-1;0;2;4;59;3;3;2;6;936833;0;0;1;2;2;30000;0
7228242-1;1;2;5;42;3;2;2;1;1550000;2;3;1;3;2;41000;0
7228247-1;1;1;3;78;3;7;2;1;5470180;0;1;1;8;6;53000;1
7228247-2;0;1;5;24;3;1;2;1;828000;2;1;2;1;1;0;0
7228262-1;3;1;4;51;3;4;1;1;2613333;2;1;1;4;3;40000;2
7228263-1;1;2;4;50;3;2;3;4;950000;2;1;1;3;2;35000;1
7228266-1;0;1;5;22;3;1;3;1;350000;2;1;1;3;1;25000;0
7228271-1;0;2;4;34;3;2;2;1;2380000;2;3;1;4;2;43000;1
7228273-1;1;2;3;51;3;2;2;4;897000;2;3;1;3;2;25000;1
7228291-1;1;2;4;50;3;2;3;1;1619500;2;1;1;3;2;38000;1
7228301-1;0;2;4;33;3;1;5;1;3618583;2;3;1;3;1;40000;1
7228319-1;0;1;5;60;3;1;3;1;550000;0;1;1;1;1;15000;0
7228323-1;1;2;4;38;3;2;2;4;1325148;2;1;1;2;2;60000;2
7228324-1;1;2;4;36;3;2;2;1;1080000;2;1;1;3;2;50000;2
7228341-1;0;1;4;55;3;1;3;1;966666;2;1;1;2;1;32000;0
7228345-1;0;1;5;25;3;1;3;1;950000;2;1;2;1;1;22000;0
7228347-1;0;1;4;31;3;1;3;1;1380116;2;1;1;2;1;27000;1
7228357-1;0;1;5;16;3;1;5;3;79166;2;3;1;1;1;25000;0
7228364-1;0;1;4;54;3;1;6;1;11800000;2;3;1;3;1;83000;1
7228369-1;0;1;5;62;3;1;1;1;700000;2;1;1;2;1;20000;0
7228373-1;0;1;6;63;3;1;3;1;1200000;0;1;1;2;1;20000;1
7228374-1;0;2;5;28;3;1;3;1;1716666;2;3;1;2;1;25000;1
7228376-1;0;2;6;23;3;1;3;1;1100000;2;3;1;2;1;50000;0
7228382-1;1;2;5;37;3;2;2;1;1196666;2;1;1;2;1;50000;0
7228396-1;0;2;4;34;3;1;3;1;900000;2;1;2;1;1;42000;0
7228404-1;0;2;5;22;3;1;3;1;1425148;2;3;1;2;1;30000;0
7228409-1;4;2;5;46;3;7;1;1;950000;0;1;1;5;4;0;0
7228410-1;2;2;3;46;3;3;1;4;730000;0;1;1;3;2;32500;0
7228429-1;3;2;5;41;6;3;1;1;2808333;2;1;1;3;2;80000;0
7228430-1;1;2;3;68;6;2;4;4;2697000;2;1;1;4;2;35000;3
7228432-1;0;2;6;78;6;1;4;4;1783333;0;1;1;3;1;105000;2
7228433-1;0;2;5;61;6;2;4;4;2783750;2;1;1;5;1;210000;2
7228435-1;3;1;3;71;6;4;4;4;11778260;2;1;1;6;4;100000;1
7228438-1;0;1;4;59;6;2;5;1;1541666;1;2;1;3;2;120000;2
7228440-1;0;1;5;35;6;1;2;1;900000;2;3;1;3;2;55000;1
7228444-1;2;2;3;87;6;3;3;4;1764166;2;1;1;2;1;85000;2
7228455-1;1;2;4;60;6;2;2;1;12583;2;0;2;3;2;80000;1
7228456-1;2;2;3;85;6;3;3;4;1210000;0;1;1;4;3;40000;1
7228525-1;1;2;4;37;6;2;2;1;4100000;2;3;1;3;2;56000;1
7228526-1;0;1;5;40;6;1;2;1;2083333;2;3;1;4;1;41000;0
7228527-1;1;2;4;51;6;2;2;4;1180000;0;1;1;3;2;75000;2
7228529-1;0;1;4;42;6;1;2;1;2123333;2;3;1;3;1;28000;0
7228534-1;2;2;5;55;6;3;1;1;1500000;2;1;1;3;2;65000;3
7228536-1;0;1;5;68;6;1;1;1;825000;0;1;1;1;1;2725;0
7228537-1;1;2;4;35;6;2;2;1;1920833;2;0;1;4;2;40000;2
7228539-1;0;2;5;24;6;1;2;4;500000;2;1;1;2;1;80000;0
7228540-1;0;1;6;36;6;1;2;1;2984000;2;2;1;1;1;38000;0
7228541-1;0;2;3;65;6;1;2;1;616666;0;1;1;3;1;22000;1
7228545-1;0;1;5;44;6;1;2;1;925148;2;1;1;2;1;21596;0
7228546-1;0;1;4;57;6;1;2;1;500000;2;1;1;4;1;22150;3
7228547-1;1;1;3;78;6;3;2;6;450000;0;1;1;3;2;48000;0
7228548-1;2;2;4;31;6;3;2;1;1438032;2;3;1;4;2;65000;2
7228549-1;0;1;5;41;6;1;2;1;2510000;2;1;1;3;2;27500;0
7228550-1;2;2;5;31;6;3;2;1;1049750;2;1;1;3;2;56000;2
7228551-1;1;2;4;50;6;3;1;1;2612500;2;1;1;3;2;190000;1
7228552-1;0;2;4;60;6;1;2;6;500000;2;1;1;3;2;40000;0
7228553-1;0;2;4;37;6;1;2;1;2591666;2;3;1;2;1;39000;0
7228555-1;0;2;3;87;6;1;1;4;310000;0;0;1;2;1;20000;0
7228557-1;2;1;4;37;6;3;1;1;2420666;2;1;1;3;2;35000;0
7228562-1;0;1;6;49;6;1;1;1;6200000;2;1;1;3;1;18333;0
7228563-1;0;2;4;62;6;1;1;1;6200000;0;1;1;2;1;45600;0
7228564-1;0;1;4;77;6;1;1;4;1315000;0;1;1;2;1;15000;0
7228567-1;0;1;5;34;6;2;0;1;800000;2;3;1;4;3;0;0
7228569-1;1;2;3;82;6;2;1;4;480000;0;1;1;2;2;16000;0
7228570-1;1;2;4;36;6;2;1;4;235000;0;1;1;3;3;15000;0
7228572-1;2;2;4;59;6;3;1;4;490000;0;1;1;4;3;15000;0
7228574-1;1;1;4;56;6;3;1;1;1850000;0;1;1;5;2;13333;0
7228575-1;2;2;4;38;6;3;1;4;600000;2;1;1;4;3;15000;2
7228576-1;0;1;5;59;6;3;1;1;700000;0;1;1;4;3;18333;0
7228611-1;0;1;5;65;6;1;3;6;29500000;2;3;1;3;1;230000;1
7228616-1;1;2;5;47;6;2;3;1;1224750;2;1;1;4;2;67000;1
7228617-1;0;2;5;73;6;2;3;4;2192583;0;1;1;5;2;68000;1
7228618-1;0;2;5;66;6;1;3;4;483333;0;1;1;4;1;68000;2
7228619-1;1;2;4;76;6;2;3;4;930000;0;1;1;4;2;110000;1
7228621-1;0;1;5;62;6;4;3;1;1296000;0;1;1;6;4;94000;1
7228624-1;0;1;5;35;6;1;4;1;1200000;0;1;1;2;1;80000;0
7228625-1;0;1;5;61;6;1;4;1;1350000;0;1;1;2;1;120000;0
7228629-1;0;2;3;54;1;1;3;1;7900000;2;1;1;3;1;250000;1
7228631-1;1;2;5;36;1;3;3;1;16250000;2;3;1;4;3;213000;2
7228633-1;2;2;4;48;1;3;4;1;5276666;2;3;1;3;3;160000;3
7228634-1;0;2;6;56;1;1;4;1;5500000;2;3;1;3;1;210000;2
7228638-1;0;1;5;23;1;2;1;3;0;2;3;1;2;1;250000;1
7228639-1;0;1;4;50;1;1;2;1;1200000;2;2;1;4;1;95000;0
7228640-1;0;1;3;50;1;2;1;5;1350000;0;1;1;5;2;60000;1
7228641-1;2;1;2;39;1;3;1;1;1200000;2;3;1;3;1;95000;1
7228644-1;1;2;5;43;1;2;2;1;1500000;2;2;1;4;2;160000;2
7228646-1;2;2;5;45;1;3;2;1;1500000;2;3;1;4;3;80000;2
7228649-1;0;2;5;55;1;2;3;4;2841666;2;3;2;6;2;210000;2
7228650-1;0;1;5;42;1;1;2;1;800000;2;1;2;3;2;85000;0
7228653-1;4;2;2;43;1;5;1;4;770000;0;0;1;2;2;6100;0
7228654-1;6;2;3;58;1;11;1;4;1917500;0;1;1;4;4;10000;0
7228655-1;2;2;3;54;1;9;1;4;1175000;0;0;1;3;2;10000;0
7228660-1;3;1;4;60;1;4;1;1;880000;0;0;1;1;1;0;0
7228662-1;1;2;3;66;1;3;1;4;795000;0;0;1;3;2;10540;0
7228687-1;0;1;4;60;4;1;8;6;119166;0;1;1;3;1;0;0
7228690-1;1;1;3;90;4;2;8;6;62500;0;0;1;3;2;0;0
7228696-1;5;2;4;40;4;6;8;4;0;0;0;1;1;1;0;0
7228698-1;0;1;4;59;4;1;8;4;10000;0;1;1;1;1;0;0
7228701-1;0;1;5;24;4;1;8;4;20000;0;0;1;1;1;0;0
7228704-1;0;1;4;57;4;1;8;4;0;0;0;1;1;1;0;0
7228705-1;0;2;3;55;4;1;8;4;0;0;0;1;1;1;0;0
7228727-1;2;2;3;31;4;3;8;4;10000;0;1;1;1;1;0;0
7228740-1;0;2;4;57;4;2;8;4;65000;0;1;1;6;2;0;0
7228743-1;1;2;3;47;4;2;8;1;287500;0;1;1;4;2;13000;0
7228745-1;5;2;4;31;4;6;8;4;313333;0;1;1;4;3;0;0
7228747-1;0;2;4;50;4;1;8;4;183333;0;0;1;2;1;0;0
7228750-1;0;1;3;50;4;1;8;6;142500;0;0;1;2;1;0;0
7228752-1;1;2;4;55;4;3;8;1;260166;0;1;1;2;1;0;2
7228761-1;0;2;3;67;4;2;8;1;295833;0;1;1;3;2;0;0
7228763-1;0;2;4;60;4;5;8;1;561666;0;1;1;7;5;0;0
7228765-1;4;2;2;26;4;5;8;1;995833;0;1;1;3;2;0;0
7228782-1;1;1;4;65;4;2;8;4;0;0;0;1;1;1;0;0
7228783-1;0;1;3;60;4;1;8;6;30000;0;0;1;1;1;0;0
7228784-1;1;2;3;23;4;2;8;4;30000;0;0;1;1;1;0;0
7228785-1;1;2;2;19;4;2;8;4;0;0;0;1;1;1;0;0
7228787-1;0;1;5;31;4;1;8;4;0;0;0;1;1;1;0;0
7228791-1;0;1;3;70;4;1;8;4;110000;0;0;1;3;1;0;0
7228794-1;0;1;4;50;4;1;8;1;230000;0;0;1;2;1;0;0
7228796-1;1;2;4;39;4;2;8;1;240000;0;1;1;2;1;0;0
7228797-1;0;1;4;47;4;1;8;1;241000;2;1;1;3;1;0;0
7228802-1;3;2;4;35;4;3;8;4;60000;0;0;1;1;1;0;0
7228803-1;1;1;4;20;4;2;8;4;20000;0;0;1;1;1;0;0
7228828-1;1;2;5;34;4;3;1;4;266500;2;3;1;5;3;77000;0
7228836-1;0;1;5;53;4;1;0;1;350000;0;0;1;3;1;0;0
7228838-1;0;2;3;60;4;1;0;1;400000;0;0;1;3;1;0;0
7228842-1;2;2;4;49;4;3;0;1;256000;0;1;1;4;3;0;0
7228843-1;0;2;5;40;4;1;0;4;210000;0;1;1;3;1;0;0
7228849-1;1;2;2;38;4;2;0;1;243000;0;1;1;2;1;0;0
7228851-1;0;2;2;51;4;1;0;1;1800000;0;3;1;3;1;0;3
7228852-1;3;2;2;35;4;4;0;4;751000;0;1;1;4;3;0;3
7228858-1;2;2;4;49;4;3;0;1;253000;0;1;1;3;2;0;0
7228859-1;0;1;3;79;4;1;0;4;137500;0;0;1;2;1;0;0
7228862-1;1;2;4;30;4;2;0;1;3000;0;1;1;2;1;0;1
7228866-1;2;2;5;23;4;3;0;4;516666;0;1;1;3;2;0;3
7228869-1;2;2;2;55;4;3;0;4;1700000;0;1;1;3;1;0;0
7228879-1;3;2;4;57;4;4;0;1;830000;0;1;1;3;2;15000;0
7228880-1;0;1;4;39;4;1;0;1;350000;0;1;1;2;1;0;0
7228882-1;0;1;2;31;4;1;1;1;2346000;2;3;1;3;1;25000;0
7228890-1;1;2;5;38;4;6;1;4;44000;0;1;1;3;2;30000;0
7228892-1;0;1;2;47;4;1;1;1;1800000;2;3;1;3;1;27000;0
7228896-1;5;2;2;42;4;7;1;1;923000;2;1;1;5;4;80000;0
7228898-1;0;1;5;40;4;1;0;1;800000;2;1;1;3;1;30000;0
7228900-1;1;2;4;77;4;3;0;6;1256000;0;1;2;4;2;35000;0
7228912-1;1;2;4;43;4;2;1;1;1050000;2;1;1;4;3;90000;0
7228920-1;0;1;4;69;4;1;1;2;250000;0;1;1;4;1;52000;0
7228922-1;1;2;2;48;4;3;1;4;3000;2;1;1;5;3;30000;0
7228926-1;1;2;2;29;4;3;1;4;503000;0;1;1;3;2;35000;1
7228936-1;1;2;3;82;4;2;1;4;116666;0;0;1;4;2;15000;0
7228946-1;0;2;5;37;4;2;1;4;10000000;0;1;1;3;2;10000;0
7228948-1;0;2;5;74;4;1;1;1;245000;0;1;1;3;1;27300;2
7228968-1;0;1;5;29;4;2;1;1;4100000;2;3;1;3;2;54000;0
7228970-1;0;2;4;49;4;1;1;1;700000;2;1;2;3;1;40000;1
7228972-1;0;2;3;75;4;3;1;4;241583;0;1;1;5;2;30000;1
7228982-1;0;2;2;44;4;1;1;1;600000;0;1;1;2;1;5000;0
7228984-1;0;2;3;61;4;3;1;4;100000;0;1;1;6;3;50000;0
7228987-1;0;2;3;96;4;1;1;4;83333;0;0;1;3;1;10000;0
7228989-1;0;1;4;75;4;1;1;4;120833;0;0;1;3;1;12000;0
7228990-1;2;1;2;49;4;4;1;1;300000;0;0;1;2;1;15000;0
7228994-1;0;1;2;66;4;1;1;1;280000;0;1;1;3;1;15000;0
7229001-1;0;1;2;21;4;1;1;2;50000;0;0;2;2;1;10000;0
7229011-1;3;2;2;36;4;4;1;4;180000;0;1;1;5;4;18000;0
7229013-1;5;2;2;48;4;6;1;4;1115000;0;1;1;4;3;10000;0
7229015-1;0;1;3;82;4;1;1;4;0;0;0;1;4;1;10000;0
7229016-1;1;2;3;74;4;2;1;6;579166;0;0;1;4;3;30000;0
7229018-1;2;2;3;89;4;3;1;4;165000;0;0;2;5;4;18000;0
7229019-1;2;1;2;51;4;3;1;4;100000;0;1;2;5;3;15000;0
7229021-1;4;2;4;37;4;6;1;1;297666;0;1;1;3;2;16000;0
7229023-1;0;1;4;72;4;1;1;6;10007500;0;0;1;2;1;15000;0
7229024-1;1;1;2;38;4;2;1;1;246000;0;1;2;3;2;12000;0
7229025-1;1;2;2;34;4;2;1;4;147833;0;1;1;3;1;14000;0
7229028-1;2;2;2;41;4;3;1;4;665000;0;1;1;3;2;12000;0
7229029-1;2;2;5;49;4;3;1;1;442000;0;1;1;4;3;15000;3
7229031-1;0;2;2;47;4;1;1;4;1560000;2;3;1;4;1;25000;2
7229032-1;0;2;4;29;4;1;1;2;100000;0;1;1;2;1;10000;0
7229034-1;0;1;4;36;4;2;1;1;303000;0;1;1;3;2;12000;0
7229035-1;0;1;4;45;4;1;1;1;300000;0;1;1;2;1;11000;0
7229038-1;0;2;3;76;4;1;1;4;129166;0;0;1;3;1;10000;0
7229040-1;5;2;4;37;4;6;1;6;200000;0;1;1;4;2;15000;1
7229042-1;0;1;5;18;4;3;1;3;615833;0;3;1;2;1;10000;0
7229046-1;0;2;3;64;4;1;1;4;375000;0;0;1;3;1;20000;0
7229047-1;2;2;2;40;4;3;1;4;8474000;0;1;1;3;2;20000;0
