Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Energia;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;
7142040-1;3;1;1;2;2;2;42;41;2;1;2;1;4;0;0;1;1;
7142041-1;3;1;1;2;2;6;40;36;2;1;2;1;4;2;2;1;1;
7142042-1;0;1;1;;;4;24;;2;1;2;1;;2;;1;;
7142043-1;0;1;1;2;2;2;45;37;2;1;2;1;1;0;0;1;1;
7142043-2;0;1;1;;;5;38;;2;1;2;1;;2;;1;;
7142044-1;2;1;2;;;5;26;;2;1;2;1;;2;;1;;
7142045-1;3;1;1;2;2;6;33;30;2;1;2;1;4;2;2;1;1;
7142046-1;0;1;1;;;4;53;;2;1;2;6;;2;;1;;
7142047-1;0;1;1;;;5;24;;2;1;1;1;;2;;1;;
7142048-1;0;1;1;;;5;22;;2;1;1;1;;2;;3;;
7142049-1;2;1;1;2;2;6;39;28;2;1;2;1;1;2;2;1;3;
7142050-1;1;1;1;2;2;6;62;51;2;1;1;1;6;0;0;1;1;
7142052-1;1;1;2;;;5;62;;3;1;1;1;;0;;1;;
7142053-1;3;1;2;2;1;2;39;43;3;1;1;1;2;2;1;1;1;
7142054-1;2;1;2;;;6;43;;3;1;1;4;;2;;1;;
7142055-1;0;1;1;2;2;2;37;33;3;1;2;1;4;0;2;1;1;
7142057-1;0;1;2;;;5;36;;3;1;3;1;;2;;3;;
7142058-1;0;1;1;2;2;2;33;48;3;1;3;1;1;2;2;1;1;
7142059-1;0;1;2;;;5;67;;3;1;3;1;;2;;1;;
7142060-1;4;1;1;2;2;2;40;43;3;1;1;1;1;0;0;1;1;
7142061-1;0;1;1;;;5;43;;3;1;3;1;;0;;1;;
7142062-1;2;1;2;2;1;2;41;43;3;1;1;1;1;0;0;1;1;
7142063-1;1;1;1;2;2;1;26;20;3;1;1;1;1;2;2;0;1;
7142065-1;2;1;2;2;1;2;36;36;3;1;1;4;1;2;2;1;1;
7142066-1;0;1;1;;;4;80;;3;1;1;1;;0;;1;;
7142067-1;1;1;1;2;2;6;80;64;3;1;1;4;4;0;0;0;1;
7142068-1;2;1;2;2;1;2;25;26;3;1;1;1;1;2;2;1;1;
7142069-1;4;1;1;2;2;2;47;29;3;1;1;1;4;0;2;1;1;
7142070-1;1;1;2;;;5;43;;3;1;2;1;;2;;1;;
7142071-1;0;1;1;;;5;48;;3;1;2;1;;0;;1;;
7142072-1;2;1;1;2;2;6;49;39;3;1;2;2;4;2;2;1;1;
7142073-1;0;1;1;;;5;58;;3;1;2;1;;0;;1;;
7142074-1;2;1;1;2;2;2;53;47;3;1;2;1;4;0;0;0;1;
7142076-1;2;1;1;2;2;2;32;21;3;1;2;1;4;2;2;1;1;
7142078-1;1;1;2;;;2;58;;3;1;2;1;;0;;1;;
7142079-1;2;1;1;2;2;2;35;33;3;1;1;1;1;0;0;1;1;
7142080-1;3;1;1;2;2;6;62;49;3;1;2;1;4;2;2;3;1;
7142081-1;2;1;2;;;5;26;;3;1;1;1;;2;;1;;
7142082-1;1;1;2;;;4;58;;3;1;1;4;;0;;1;;
7142083-1;3;1;2;2;1;2;33;28;3;1;1;1;1;2;0;1;1;
7142084-1;1;1;1;2;2;6;72;78;3;1;1;4;4;0;0;1;0;
7142085-1;2;1;2;;;3;51;;3;1;1;4;;2;;1;;
7142087-1;3;1;1;2;2;2;30;29;3;1;1;1;1;2;2;1;1;
7142088-1;4;1;1;2;2;2;30;46;3;1;1;1;1;0;0;1;1;
7142089-1;0;1;2;2;1;2;64;54;3;1;1;1;1;0;0;1;1;
7142090-1;0;1;1;;;5;31;;3;1;3;6;;2;;3;;
7142091-1;1;1;2;;;3;84;;3;1;3;4;;0;;1;;
7142093-1;0;1;1;;;5;30;;3;1;2;1;;2;;1;;
7142094-1;1;1;1;2;2;2;41;31;3;1;3;1;4;2;2;1;3;
7142096-1;5;1;1;2;2;2;38;34;3;1;3;1;4;2;2;1;1;
7142097-1;1;1;1;2;2;6;55;45;3;1;3;1;4;2;2;1;1;
7142097-2;3;1;1;2;2;2;30;28;3;1;3;1;1;2;2;1;1;
7142097-3;2;1;2;;;5;33;;3;1;3;1;;0;;1;;
7142098-1;0;1;1;2;1;2;42;32;3;1;2;1;1;2;2;3;1;
7142099-1;3;1;2;2;1;2;43;43;3;1;2;1;1;2;2;1;2;
7142100-1;0;1;1;2;2;6;45;44;3;1;2;1;4;2;2;3;3;
7142101-1;2;1;2;;;4;57;;3;1;1;4;;0;;1;;
7142102-1;0;1;1;;;5;19;;3;1;2;2;;2;;1;;
7142104-1;1;1;2;;;5;34;;3;1;1;1;;2;;1;;
7142105-1;1;1;2;;;4;45;;3;1;2;1;;2;;1;;
7142106-1;1;1;1;2;2;2;30;37;3;1;2;1;4;2;2;1;1;
7142107-1;0;1;2;;;3;67;;3;1;1;4;;0;;1;;
7142110-1;3;1;1;2;2;2;43;41;3;1;1;1;4;0;0;0;1;
7142112-1;2;1;1;2;2;2;33;31;3;2; ;1;4;0;0;1;1;
7142113-1;1;1;1;2;2;1;59;36;3;2; ;1;4;0;0;1;1;
7142115-1;2;1;1;2;2;2;47;47;3;1;8;1;4;0;0;1;1;
7142117-1;2;1;2;2;1;6;51;51;3;2; ;4;1;0;0;1;1;
7142118-1;0;1;2;;;5;21;;3;1;8;1;;0;;1;;
7142119-1;1;1;1;2;2;2;48;50;3;1;8;1;4;0;0;1;1;
7142122-1;3;1;1;2;2;6;52;39;3;1;8;5;4;0;0;1;1;
7142123-1;0;1;2;;;3;60;;3;2; ;1;;0;;1;;
7142124-1;1;1;1;2;2;2;31;24;3;1;8;1;4;0;0;1;1;
7142126-1;1;1;1;2;2;2;26;22;3;2; ;1;4;0;0;1;1;
7142127-1;0;1;1;;;4;78;;3;1;8;1;;0;;0;;
7142128-1;0;1;1;;;3;88;;3;2; ;1;;0;;1;;
7142129-1;2;1;1;2;2;2;23;21;3;1;8;1;4;0;0;1;1;
7142132-1;0;1;1;;;5;55;;3;1;8;1;;0;;1;;
7142134-1;2;1;1;2;2;2;45;32;3;1;1;1;1;0;2;0;1;
7142135-1;2;1;2;;;5;31;;3;1;1;1;;0;;1;;
7142138-1;0;1;1;2;2;6;42;53;3;1;1;1;1;0;0;1;1;
7142139-1;0;1;1;2;2;2;46;60;3;1;1;2;4;0;0;0;1;
7142140-1;0;1;1;2;2;6;43;39;3;1;1;1;4;0;0;1;3;
7142141-1;0;1;1;2;2;2;19;22;3;1;1;1;4;0;0;1;1;
7142142-1;1;1;1;;;6;82;;3;1;1;1;;0;;1;;
7142143-1;0;1;1;;;4;47;;3;1;1;1;;2;;1;;
7142145-1;2;1;1;2;2;2;29;25;3;1;1;1;4;0;0;1;1;
7142146-1;1;1;2;2;1;2;45;27;3;1;1;1;4;2;2;3;1;
7142147-1;0;1;1;;;5;45;;3;1;1;1;;0;;1;;
7142148-1;0;1;1;;;4;58;;3;1;1;1;;0;;1;;
7142149-1;0;1;1;;;6;76;;3;1;1;1;;0;;1;;
7142150-1;0;1;1;;;2;43;;3;1;1;1;;0;;1;;
7142151-1;1;1;1;2;2;6;77;70;3;1;1;5;4;0;0;1;1;
7142152-1;3;1;1;2;2;6;37;34;3;1;1;1;4;0;2;1;1;
7142153-1;1;1;1;2;2;6;46;39;3;1;1;1;3;0;2;1;1;
7142154-1;0;1;1;;;4;27;;3;1;1;1;;2;;1;;
7142155-1;0;1;1;2;2;1;47;19;3;1;1;1;4;0;1;1;3;
7142157-1;1;1;2;2;1;2;47;48;3;1;1;1;1;0;0;1;1;
7142158-1;2;1;1;2;2;2;41;33;3;1;1;1;4;0;0;1;1;
7142159-1;3;1;1;2;2;6;51;45;3;1;1;1;4;0;0;1;1;
7142160-1;0;1;1;;;6;72;;3;1;1;1;;0;;1;;
7142161-1;1;1;1;2;2;2;43;43;3;1;1;1;4;0;0;1;1;
7142162-1;1;1;1;2;2;6;87;75;3;1;1;1;4;0;0;0;1;
7142163-1;2;1;1;2;2;6;34;26;3;2; ;1;4;0;0;1;1;
7142166-1;1;1;1;2;2;2;35;45;3;1;1;1;4;0;0;1;1;
7142167-1;3;1;1;2;2;2;37;37;3;1;1;1;4;0;0;1;1;
7142169-1;1;1;1;2;2;6;57;52;3;1;1;1;4;0;0;1;1;
7142170-1;1;1;1;2;2;1;50;41;3;1;1;1;4;0;0;1;1;
7142171-1;2;1;1;2;2;2;26;20;3;1;1;1;4;0;0;1;1;
7142172-1;0;1;1;2;2;2;56;52;3;1;1;1;1;0;0;1;1;
7142174-1;2;1;1;2;2;2;22;18;3;1;1;1;4;0;0;1;1;
7142175-1;0;1;2;;;2;43;;3;1;1;1;;0;;1;;
7142176-1;0;1;1;2;2;6;25;20;3;1;2;1;1;2;2;1;2;
7142177-1;1;1;1;2;2;6;64;51;3;1;2;6;4;2;2;1;3;
7142178-1;1;1;2;;;6;40;;3;1;2;1;;2;;2;;
7142179-1;2;1;1;2;2;2;34;27;3;1;2;1;1;2;2;3;3;
7142180-1;4;1;1;2;2;6;41;34;3;1;2;4;4;2;2;1;1;
7142183-1;1;1;1;2;2;6;66;69;3;1;2;1;4;0;0;1;1;
7142184-1;1;1;2;2;1;2;48;48;3;1;1;4;2;2;0;1;0;
7142187-1;0;1;1;;;5;29;;2;1;1;1;;2;;3;;
7142189-1;0;1;2;2;1;6;57;62;2;1;3;4;1;0;0;1;1;
7142190-1;2;1;1;2;2;6;46;41;2;1;2;1;1;2;2;3;1;
7142192-1;0;1;1;;;5;22;;2;1;2;3;;2;;3;;
7142193-1;1;1;1;2;2;6;40;34;2;1;3;2;1;2;2;3;3;
7142194-1;2;1;2;;;4;35;;2;1;2;1;;2;;3;;
7142196-1;3;1;1;2;2;6;46;44;2;1;3;1;1;0;2;3;3;
7142197-1;1;1;1;2;2;2;44;43;2;1;3;1;5;2;2;3;3;
7142198-1;2;1;2;2;1;6;49;52;2;1;3;1;1;2;0;3;1;
7142199-1;0;1;2;;;4;41;;2;1;3;2;;0;;1;;
7142200-1;2;1;2;;;4;43;;2;1;3;1;;2;;3;;
7142201-1;2;1;1;2;2;2;32;31;2;1;3;6;1;2;2;3;3;
7142202-1;1;1;1;2;2;6;57;55;2;1;3;1;1;2;2;1;3;
7142203-1;2;1;1;2;2;2;59;57;2;1;3;1;1;2;2;1;1;
7142204-1;2;1;1;2;2;6;52;48;2;1;3;1;4;0;2;1;1;
7142205-1;1;1;1;2;2;2;33;34;2;1;3;1;1;2;2;3;3;
7142206-1;1;1;1;2;2;2;38;26;2;1;2;1;4;2;2;1;1;
7142207-1;1;1;2;;;3;59;;2;1;2;4;;0;;1;;
7142208-1;2;1;2;;;4;42;;2;1;1;4;;2;;1;;
7142209-1;1;1;2;;;4;40;;2;1;2;1;;2;;3;;
7142210-1;0;1;2;2;1;2;50;51;2;1;4;1;1;2;2;3;3;
7142211-1;2;1;2;2;1;6;41;44;2;1;2;1;1;2;0;1;1;
7142212-1;0;1;2;2;1;2;38;40;2;1;2;2;1;2;2;1;1;
7142213-1;2;1;2;;;3;63;;2;1;2;4;;0;;1;;
7142214-1;1;1;2;;;4;58;;2;1;2;1;;0;;1;;
7142215-1;0;1;1;2;2;6;51;60;2;1;1;1;4;0;0;1;1;
7142216-1;0;1;2;2;1;2;49;32;2;1;1;4;1;2;0;1;1;
7142217-1;1;1;2;;;4;51;;2;1;1;1;;2;;1;;
7142218-1;2;1;1;2;2;2;30;20;2;1;1;1;4;0;0;1;3;
7142219-1;1;1;1;2;2;2;66;63;2;1;1;1;4;0;0;1;1;
7142220-1;1;1;1;2;2;6;56;53;2;1;3;1;1;2;2;1;1;
7142221-1;1;1;2;2;1;6;42;45;2;1;3;1;1;2;2;3;3;
7142222-1;2;1;2;;;4;52;;2;1;3;1;;2;;3;;
7142223-1;2;1;1;2;2;2;27;23;2;1;3;1;1;2;2;3;3;
7142224-1;1;1;2;2;1;2;34;26;2;1;2;4;1;2;2;3;3;
7142225-1;3;1;1;2;2;2;28;34;2;1;2;1;2;2;2;1;1;
7142226-1;0;1;2;;;5;26;;2;1;3;1;;2;;3;;
7142227-1;2;1;1;2;2;6;42;38;2;1;3;1;4;2;2;1;3;
7142228-1;0;1;2;;;3;73;;2;1;3;6;;2;;1;;
7142229-1;1;1;2;;;3;52;;2;1;2;1;;0;;1;;
7142230-1;1;1;1;;;4;58;;2;1;1;1;;0;;1;;
7142231-1;2;1;1;2;2;6;35;32;2;1;1;2;4;2;2;3;3;
7142232-1;1;1;2;;;4;48;;2;1;1;1;;2;;3;;
7142233-1;3;1;1;2;2;2;55;56;2;1;1;2;4;2;2;1;1;
7142234-1;0;1;1;2;2;2;38;35;2;2; ;1;4;0;0;1;1;
7142235-1;2;1;1;2;2;2;40;28;2;1;1;1;4;0;0;0;1;
7142236-1;0;1;1;;;3;62;;2;2; ;1;;0;;0;;
7142237-1;1;1;1;2;2;2;56;53;2;1;1;1;4;0;0;0;1;
7142239-1;0;1;1;2;2;6;51;47;2;1;1;1;4;2;2;1;1;
7142240-1;0;1;2;;;4;43;;2;1;1;1;;0;;1;;
7142241-1;2;1;1;2;2;2;30;33;2;1;1;1;1;1;2;1;1;
7142242-1;0;1;1;;;5;53;;2;1;1;1;;0;;0;;
7142243-1;1;1;2;;;4;71;;2;1;1;5;;0;;0;;
7142244-1;0;1;1;2;2;2;25;28;2;1;1;1;4;2;1;1;1;
7142245-1;0;1;2;;;4;63;;2;1;1;4;;2;;1;;
7142246-1;2;1;1;2;2;6;50;45;2;1;1;1;4;2;2;1;1;
7142247-1;2;1;2;;;3;81;;2;1;3;4;;0;;1;;
7142248-1;2;1;1;;;3;68;;2;1;3;1;;2;;1;;
7142250-1;2;1;2;;;5;38;;2;1;3;1;;2;;2;;
7142251-1;1;1;1;2;2;6;57;41;2;1;3;1;1;2;2;1;1;
7142252-1;1;1;2;;;4;62;;2;1;2;4;;0;;1;;
7142253-1;2;1;1;2;2;2;47;34;2;1;1;1;4;2;2;1;1;
7142253-2;1;1;1;2;2;6;67;27;2;1;1;1;1;1;1;3;3;
7142254-1;2;1;1;2;2;2;32;25;2;1;2;1;4;0;0;1;1;
7142254-2;1;1;2;;;5;39;;2;1;2;1;;2;;1;;
7142254-3;3;1;1;2;2;6;48;45;2;1;2;1;4;0;0;1;1;
7142254-4;3;1;1;;;5;58;;2;1;2;1;;0;;1;;
7142255-1;0;1;1;;;5;50;;2;1;1;1;;2;;1;;
7142256-1;0;1;1;;;5;71;;2;1;4;4;;2;;3;;
7142257-1;2;1;2;;;6;41;;2;1;6;1;;2;;3;;
7142258-1;1;1;1;2;2;6;36;32;2;1;5;1;1;2;2;3;3;
7142259-1;2;1;1;2;2;6;78;78;2;1;2;1;4;0;0;1;0;
7142260-1;2;1;1;;;4;62;;2;1;5;1;;2;;1;;
7142261-1;1;1;1;2;2;2;48;47;2;1;4;1;4;2;2;3;1;
7142262-1;2;1;1;2;2;6;36;34;2;1;4;1;1;2;2;1;3;
7142263-1;1;1;1;2;2;2;37;34;2;1;4;1;4;2;2;1;1;
7142264-1;2;1;1;2;2;6;40;40;2;1;2;1;1;2;2;3;3;
7142265-1;1;1;1;2;2;6;75;66;2;1;3;6;4;0;0;1;1;
7142266-1;4;1;1;2;2;6;43;38;2;1;3;1;4;0;2;1;1;
7142267-1;0;1;1;2;2;6;64;64;2;1;4;1;4;0;0;1;1;
7142268-1;0;1;1;2;2;2;69;61;2;1;4;1;1;2;2;3;3;
7142269-1;2;1;1;2;2;6;38;38;2;1;4;1;1;2;2;3;3;
7142270-1;4;1;1;2;2;6;54;45;2;1;4;1;4;2;2;3;3;
7142271-1;2;1;2;;;6;60;;2;1;3;1;;2;;1;;
7142272-1;1;1;1;2;2;6;62;56;2;1;4;4;6;2;2;3;3;
7142273-1;3;1;1;2;2;6;53;54;2;1;4;1;4;2;2;3;1;
7142274-1;2;1;1;2;2;2;36;28;2;1;2;1;4;0;2;1;1;
7142276-1;1;1;2;;;5;32;;2;1;2;2;;2;;3;;
7142277-1;1;1;2;;;4;50;;2;1;1;1;;2;;1;;
7142278-1;1;1;1;;;4;34;;2;1;1;1;;2;;1;;
7142279-1;1;1;1;2;2;6;60;57;2;1;1;4;4;0;0;1;1;
7142280-1;0;1;2;;;3;53;;2;1;1;1;;1;;1;;
7142281-1;0;1;1;2;2;6;61;58;2;1;4;6;4;0;0;1;1;
7142282-1;0;1;2;;;4;64;;2;1;4;1;;2;;3;;
7142283-1;1;1;1;;;6;56;;2;1;4;1;;2;;3;;
7142284-1;1;1;1;2;2;2;53;56;2;1;2;1;1;2;0;1;3;
7142285-1;2;1;2;;;5;32;;2;1;2;2;;2;;3;;
7142286-1;0;1;1;;;4;66;;7;1;2;6;;0;;1;;
7142287-1;0;1;2;;;5;58;;7;1;2;4;;0;;1;;
7142288-1;0;1;1;2;2;2;50;48;7;1;2;5;6;0;2;1;3;
7142289-1;0;1;2;;;4;65;;7;1;2;1;;0;;1;;
7142290-1;2;1;2;;;4;41;;7;1;2;1;;2;;3;;
7142291-1;2;1;2;;;5;50;;7;1;2;1;;2;;1;;
7142292-1;2;1;1;2;2;2;52;58;7;1;2;1;1;2;2;1;1;
7142294-1;0;1;1;;;4;58;;4;1;1;1;;0;;1;;
7142295-1;0;1;2;2;1;6;53;54;4;1;1;4;1;2;0;1;1;
7142296-1;1;1;1;2;2;1;58;50;4;1;1;1;4;0;0;1;1;
7142297-1;3;1;1;2;2;2;54;43;4;1;1;1;4;0;0;1;1;
7142298-1;1;1;1;2;2;2;47;44;4;1;1;1;1;0;0;1;1;
7142299-1;2;1;1;2;2;2;59;57;4;1;1;1;1;0;0;1;0;
7142300-1;1;1;2;;;5;32;;4;1;1;1;;2;;3;;
7142301-1;0;1;1;2;2;6;63;54;4;1;1;1;4;0;0;1;1;
7142302-1;0;1;1;2;2;6;51;48;4;1;1;1;1;2;0;1;1;
7142303-1;0;1;2;;;5;67;;4;1;1;1;;0;;1;;
7142304-1;0;1;2;2;1;2;49;57;4;1;1;1;2;2;0;3;1;
7142305-1;2;1;2;;;6;53;;4;1;1;4;;2;;1;;
7142306-1;0;1;2;;;5;37;;4;1;1;1;;2;;1;;
7142307-1;2;1;1;2;2;6;40;38;4;1;1;1;1;0;0;1;1;
7142307-2;0;1;2;;;4;75;;4;1;1;4;;0;;1;;
7142308-1;2;1;2;;;6;40;;4;1;1;4;;2;;1;;
7142309-1;0;1;1;;;4;44;;4;1;1;4;;2;;3;;
7142310-1;0;1;2;;;4;54;;4;1;1;1;;0;;1;;
7142311-1;0;1;1;;;4;68;;4;1;1;2;;0;;1;;
7142312-1;0;1;2;;;3;87;;4;1;1;4;;0;;1;;
7142313-1;0;1;1;2;2;6;68;66;4;1;1;6;4;0;0;1;1;
7142314-1;2;1;1;2;2;6;40;33;4;1;2;1;4;2;2;3;1;
7142315-1;0;1;2;;;3;77;;4;1;2;4;;0;;1;;
7142316-1;0;1;2;;;3;77;;4;1;2;4;;0;;1;;
7142317-1;2;1;2;;;5;45;;4;1;2;1;;0;;1;;
7142318-1;0;1;1;;;4;49;;4;1;2;1;;2;;3;;
7142319-1;0;1;2;;;6;49;;4;1;2;1;;2;;1;;
7142320-1;0;1;2;;;5;71;;4;1;2;4;;0;;1;;
7142321-1;1;1;1;2;2;6;71;64;4;1;2;1;1;0;2;1;1;
7142322-1;0;1;2;;;4;56;;4;1;2;1;;2;;1;;
7142323-1;1;1;1;2;2;6;53;53;4;1;2;1;4;2;2;1;1;
7142324-1;0;1;2;;;5;36;;4;1;2;1;;0;;1;;
7142325-1;1;1;1;2;2;6;40;37;4;1;2;1;1;2;2;3;3;
7142325-2;1;1;2;;;5;20;;4;1;2;1;;2;;1;;
7142326-1;0;1;2;;;5;54;;4;1;1;1;;2;;3;;
7142327-1;0;1;2;;;2;30;;4;1;1;1;;2;;3;;
7142328-1;1;1;2;;;5;44;;4;1;1;1;;2;;1;;
7142329-1;3;1;1;2;2;6;43;38;4;1;1;1;4;0;0;1;1;
7142330-1;0;1;2;;;4;59;;4;1;1;6;;0;;3;;
7142331-1;0;1;2;;;3;68;;4;1;1;4;;0;;1;;
7142332-1;2;1;1;2;2;2;53;37;4;1;1;1;4;0;0;1;1;
7142333-1;0;1;1;;;4;45;;4;1;1;1;;0;;1;;
7142334-1;2;1;1;2;2;2;33;31;4;1;1;1;1;2;0;1;1;
7142336-1;0;1;1;;;4;47;;4;1;1;1;;2;;1;;
7142337-1;0;1;2;;;5;69;;4;1;1;1;;0;;1;;
7142338-1;1;1;1;2;2;2;62;67;4;1;1;1;4;0;0;1;0;
7142339-1;2;1;2;;;4;25;;4;1;1;1;;2;;1;;
7142340-1;1;1;1;2;2;6;40;41;4;1;1;1;4;2;2;3;3;
7142341-1;1;1;1;2;2;2;57;50;4;1;1;1;1;2;0;1;1;
7142343-1;0;1;1;;;5;49;;4;1;1;1;;0;;1;;
7142344-1;1;1;2;2;1;1;47;39;4;1;1;4;1;2;2;1;1;
7142345-1;0;1;1;2;2;6;64;71;4;1;1;1;4;0;0;0;1;
7142347-1;0;1;2;;;5;45;;4;1;1;1;;2;;1;;
7142348-1;1;1;2;;;5;49;;4;1;1;1;;0;;1;;
7142349-1;1;1;1;2;2;6;52;42;4;1;1;1;1;0;2;1;1;
7142350-1;3;1;2;;;4;37;;4;1;1;1;;2;;1;;
7142351-1;1;1;1;2;2;2;36;34;4;1;1;1;1;0;2;1;1;
7142352-1;1;1;2;2;1;6;44;46;4;1;1;1;1;0;0;1;1;
7142353-1;1;1;2;;;4;58;;4;1;1;1;;0;;0;;
7142354-1;0;1;2;;;5;51;;4;1;1;4;;0;;0;;
7142355-1;0;1;2;;;3;76;;4;1;1;4;;0;;0;;
7142356-1;0;1;1;;;3;63;;4;1;1;1;;0;;0;;
7142357-1;3;1;1;2;2;2;39;31;4;1;1;1;4;0;2;1;1;
7142358-1;1;1;2;;;3;75;;4;1;1;4;;0;;0;;
7142359-1;1;1;2;;;3;79;;4;1;1;4;;0;;1;;
7142360-1;1;1;1;2;2;6;42;41;4;1;1;1;4;2;2;1;1;
7142361-1;2;1;1;2;2;2;27;35;4;1;1;1;4;0;0;1;1;
7142362-1;1;1;1;2;2;6;56;42;4;1;1;1;1;0;0;1;1;
7142363-1;2;1;1;2;2;2;35;29;4;1;1;1;4;0;0;1;1;
7142364-1;0;1;1;2;2;6;55;53;4;1;1;1;1;0;0;1;1;
7142365-1;0;1;1;;;5;85;;4;1;1;6;;0;;1;;
7142366-1;0;1;1;2;2;6;45;44;4;1;1;1;1;0;2;1;3;
7142368-1;1;1;1;2;2;2;25;25;4;1;1;1;4;0;0;1;1;
7142369-1;3;1;1;;;3;95;;4;1;1;6;;0;;1;;
7142370-1;4;1;1;2;2;6;38;38;4;1;1;1;1;0;0;1;1;
7142372-1;0;1;1;2;2;6;67;65;4;1;1;6;4;0;0;1;1;
7142373-1;2;1;2;;;4;23;;4;1;1;1;;2;;1;;
7142374-1;0;1;1;;;5;52;;4;1;1;1;;0;;0;;
7142375-1;1;1;1;2;2;6;65;64;4;1;1;1;4;0;0;1;1;
7142376-1;1;1;1;2;2;6;52;50;4;1;1;1;1;0;0;1;1;
7142377-1;0;1;1;2;2;6;74;72;4;1;1;6;1;0;0;1;1;
7142377-2;1;1;2;;;5;45;;4;1;1;1;;0;;1;;
7142378-1;0;1;1;2;2;2;79;76;4;1;1;1;4;0;0;1;1;
7142379-1;2;1;1;2;2;6;58;55;4;1;1;1;4;0;0;1;0;
7142380-1;0;1;1;2;2;6;67;61;4;1;1;1;1;0;0;1;1;
7142381-1;1;1;2;;;5;75;;4;1;1;4;;0;;1;;
7142383-1;2;1;1;2;2;2;36;34;4;1;1;1;4;2;2;1;1;
7142384-1;0;1;1;;;3;89;;4;1;1;4;;0;;0;;
7142385-1;2;1;1;2;2;2;58;48;4;1;1;1;4;0;0;1;1;
7142386-1;1;1;1;2;2;2;40;45;4;1;1;1;1;2;2;1;1;
7142387-1;0;1;1;2;2;2;41;47;4;1;1;1;4;0;0;1;1;
7142388-1;2;1;1;2;2;2;41;31;4;1;1;1;4;0;2;0;1;
7142389-1;0;1;2;;;3;68;;4;1;1;4;;0;;1;;
7142391-1;1;1;1;2;2;6;66;67;4;1;1;1;4;0;0;1;1;
7142392-1;1;1;1;;;4;48;;4;1;1;1;;0;;1;;
7142393-1;2;1;2;;;4;33;;4;1;1;4;;0;;1;;
7142394-1;0;1;1;;;6;53;;4;1;1;1;;2;;1;;
7142395-1;0;1;1;2;2;6;61;48;4;1;1;6;1;0;0;1;1;
7142396-1;1;1;1;2;2;6;62;68;4;1;1;1;1;0;0;1;1;
7142397-1;1;1;2;;;3;83;;4;1;1;4;;0;;0;;
7142398-1;0;1;1;2;2;6;57;63;4;1;1;1;1;0;0;1;3;
7142399-1;0;1;1;;;5;83;;4;1;1;6;;0;;1;;
7142400-1;1;1;2;;;4;47;;4;1;1;1;;0;;1;;
7142401-1;1;1;2;;;4;39;;4;1;1;4;;2;;1;;
7142403-1;1;1;1;2;2;2;32;29;4;1;1;1;1;0;2;1;3;
7142404-1;1;1;1;2;2;6;33;31;4;1;1;1;1;0;2;1;1;
7142406-1;2;1;2;;;4;50;;4;1;1;1;;0;;1;;
7142407-1;1;1;1;2;2;6;66;65;4;1;1;6;1;0;0;1;1;
7142408-1;0;1;2;;;4;65;;4;1;1;1;;0;;1;;
7142409-1;0;1;1;2;2;6;53;49;4;1;1;1;4;0;0;1;1;
7142410-1;1;1;1;2;2;2;37;38;4;1;1;1;1;0;0;1;1;
7142411-1;2;1;2;;;4;54;;4;1;1;4;;0;;1;;
7142412-1;0;1;1;2;2;6;77;74;4;1;1;4;1;0;0;1;1;
7142414-1;2;1;1;2;2;2;38;33;4;1;1;1;1;2;2;1;1;
7142415-1;0;1;1;2;2;6;63;60;4;1;1;1;4;0;0;1;1;
7142416-1;1;1;1;2;2;2;26;22;4;1;1;1;4;0;0;1;1;
7142419-1;1;1;2;2;1;2;36;34;4;1;1;4;1;2;2;3;3;
7142420-1;1;1;2;;;5;40;;4;1;1;1;;2;;1;;
7142421-1;3;1;2;;;4;45;;4;1;1;1;;0;;1;;
7142422-1;1;1;1;2;2;2;60;49;4;1;1;1;4;2;0;1;1;
7142423-1;1;1;2;;;4;61;;4;1;1;1;;2;;1;;
7142424-1;1;1;2;;;4;40;;4;1;1;1;;2;;3;;
7142425-1;1;1;2;;;5;39;;4;1;1;1;;2;;3;;
7142426-1;0;1;1;2;2;2;34;25;4;1;1;1;1;2;2;1;3;
7142427-1;3;1;1;2;2;6;37;37;4;1;1;1;4;2;2;1;1;
7142428-1;2;1;1;2;2;2;26;21;4;1;1;1;4;2;2;1;1;
7142430-1;1;1;2;;;5;38;;4;1;1;3;;2;;3;;
7142431-1;0;1;2;;;5;51;;4;1;1;1;;0;;1;;
7142432-1;1;1;2;;;4;47;;4;1;1;1;;2;;1;;
7142433-1;2;1;1;2;2;6;30;30;4;1;1;1;4;2;2;1;1;
7142434-1;0;1;1;;;5;25;;4;1;1;1;;2;;3;;
7142435-1;0;1;1;;;4;39;;4;1;1;1;;2;;3;;
7142436-1;0;1;2;;;5;30;;4;1;1;1;;2;;3;;
7142438-1;0;1;1;2;2;6;69;42;4;1;1;1;1;2;0;3;1;
7142439-1;0;1;1;2;2;2;51;43;4;1;1;1;4;0;0;1;1;
7142440-1;0;1;1;;;5;30;;4;1;1;1;;2;;1;;
7142441-1;0;1;1;2;2;6;74;73;4;1;2;1;4;0;0;1;1;
7142442-1;1;1;1;2;2;2;43;42;4;1;2;1;4;0;0;1;1;
