Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Energia;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;
7188839-1;1;1;2;;;3;45;;9;1;1;1;;2;;1;;
7188840-1;2;1;1;2;2;2;23;22;9;1;1;1;1;2;2;1;1;
7188841-1;0;1;1;;;5;59;;9;1;1;1;;0;;1;;
7188842-1;0;1;1;2;2;2;65;59;9;1;1;1;4;0;0;1;1;
7188843-1;0;1;1;2;2;2;64;57;9;2; ;1;4;0;0;1;1;
7188844-1;0;1;2;2;1;2;53;48;9;1;1;6;1;0;0;1;1;
7188845-1;0;1;1;;;5;21;;9;1;1;1;;2;;1;;
7188846-1;0;1;2;;;5;29;;9;1;1;1;;0;;1;;
7188847-1;2;1;2;;;4;43;;9;1;1;1;;0;;1;;
7188848-1;0;1;1;;;3;80;;9;1;1;5;;0;;0;;
7188849-1;2;1;1;2;2;6;36;36;9;1;1;2;1;0;0;1;0;
7188850-1;1;1;1;2;2;2;35;23;9;1;1;1;4;0;0;1;1;
7188851-1;2;1;1;2;2;2;40;33;9;1;1;1;4;0;2;1;1;
7188852-1;0;1;1;;;4;42;;9;1;1;1;;2;;3;;
7188854-1;0;1;1;2;2;2;25;25;9;1;1;1;4;0;0;1;1;
7188855-1;3;1;2;;;5;30;;9;1;1;2;;2;;1;;
7188856-1;3;1;1;2;2;2;56;37;9;1;1;1;4;0;0;1;1;
7188857-1;4;1;1;2;2;6;57;44;9;1;1;1;4;0;2;1;1;
7188858-1;0;1;1;;;1;20;;9;1;1;1;;0;;1;;
7188859-1;1;1;1;;;5;49;;9;1;1;1;;0;;1;;
7188860-1;2;1;1;2;2;2;34;41;9;1;1;2;1;0;0;1;1;
7188861-1;0;1;1;;;3;81;;9;1;1;4;;0;;1;;
7188862-1;0;1;2;;;3;69;;9;1;1;4;;0;;0;;
7188863-1;3;1;1;2;2;2;39;32;9;1;1;1;4;0;0;1;1;
7188864-1;2;1;1;2;2;2;39;36;9;1;1;2;4;0;0;1;1;
7188865-1;0;1;1;2;2;6;49;42;9;1;1;1;4;2;2;3;1;
7188866-1;2;1;2;;;4;39;;9;1;1;1;;0;;1;;
7188867-1;0;1;1;;;5;23;;9;1;1;2;;2;;3;;
7188868-1;1;1;1;2;2;2;29;26;9;1;1;1;4;0;1;1;3;
7188869-1;0;1;1;;;5;58;;9;1;1;1;;0;;1;;
7188870-1;0;1;1;2;2;2;58;63;9;1;8;1;1;0;0;1;1;
7188871-1;0;1;1;;;6;74;;9;1;1;5;;0;;0;;
7188872-1;0;1;1;;;5;42;;9;1;0;1;;2;;3;;
7188873-1;0;1;1;;;5;25;;9;1;2;1;;2;;1;;
7188874-1;0;1;2;;;3;53;;9;1;2;1;;0;;1;;
7188875-1;0;1;1;;;4;57;;9;2; ;1;;0;;1;;
7188876-1;0;1;1;2;2;2;50;49;9;1;1;1;4;0;2;1;1;
7188877-1;0;1;1;;;5;24;;9;1;8;1;;0;;1;;
7188879-1;0;1;1;2;2;6;68;52;9;2; ;1;4;0;1;1;1;
7188881-1;0;1;1;;;5;18;;9;2; ;3;;2;;3;;
7188882-1;1;1;1;2;2;2;51;59;9;2; ;1;4;0;1;1;1;
7188884-1;1;1;1;2;2;2;49;48;9;1;8;1;4;0;0;1;1;
7188887-1;0;1;1;;;4;44;;9;2; ;1;;0;;1;;
7188888-1;2;1;2;;;4;28;;9;2; ;1;;1;;1;;
7188890-1;2;1;1;2;2;2;43;38;9;1;8;2;4;0;0;0;1;
7188891-1;0;1;1;;;5;69;;9;2; ;2;;0;;1;;
7188892-1;1;1;2;;;4;20;;9;2; ;2;;0;;1;;
7188893-1;0;1;1;;;4;55;;9;2; ;1;;0;;1;;
7188896-1;1;1;2;;;4;19;;9;2; ;2;;0;;1;;
7188898-1;0;1;1;;;4;70;;9;2; ;1;;0;;1;;
7188899-1;2;1;1;2;2;2;35;26;9;1;8;1;4;2;2;3;1;
7188901-1;3;1;2;;;2;37;;9;2; ;1;;2;;1;;
7188902-1;2;1;1;2;2;2;36;35;9;2; ;1;4;0;0;1;1;
7188903-1;0;1;1;;;2;46;;9;2; ;4;;0;;1;;
7188904-1;0;1;2;;;3;78;;9;2; ;4;;0;;0;;
7188905-1;1;1;1;2;2;2;37;22;9;2; ;1;4;0;0;1;1;
7188906-1;0;1;1;;;2;42;;9;2; ;1;;2;;1;;
7188908-1;0;1;1;;;4;66;;9;1;8;1;;0;;1;;
7188909-1;3;1;2;2;1;2;38;57;9;2; ;4;1;0;0;0;1;
7188910-1;1;1;2;;;4;19;;9;2; ;4;;0;;1;;
7188911-1;0;1;1;;;3;61;;9;2; ;1;;0;;0;;
7188912-1;0;1;1;;;3;73;;9;2; ;2;;0;;0;;
7188913-1;0;1;2;;;4;64;;9;1;8;1;;0;;1;;
7188914-1;1;1;1;2;2;2;53;51;9;1;8;1;4;0;0;1;1;
7188915-1;0;1;2;;;4;20;;9;2; ;1;;0;;1;;
7188916-1;4;1;1;2;2;2;49;45;9;1;8;1;4;2;0;3;1;
7188918-1;1;1;1;2;2;2;34;24;9;1;8;1;4;2;2;3;3;
7188919-1;1;1;1;2;2;2;25;26;9;2; ;1;4;0;0;1;1;
7188920-1;3;1;1;2;2;2;38;23;9;2; ;1;4;0;0;0;0;
7188921-1;0;1;2;;;4;44;;9;2; ;2;;0;;1;;
7188922-1;2;1;2;;;4;44;;9;1;8;1;;2;;3;;
7188923-1;2;1;1;2;2;2;23;19;9;2; ;1;4;0;0;0;0;
7188925-1;0;1;1;2;2;2;66;56;9;1;8;1;1;2;2;1;1;
7188926-1;2;1;1;;;2;74;;9;2; ;2;;0;;0;;
7188927-1;1;1;2;2;1;2;45;21;9;2; ;2;1;2;0;1;1;
7188928-1;0;1;1;;;4;34;;9;1;8;1;;2;;3;;
7188929-1;1;1;1;2;2;2;52;39;9;2; ;1;4;0;0;1;1;
7188930-1;1;1;2;2;1;2;29;25;9;1;8;4;1;2;2;3;1;
7188931-1;1;1;1;2;2;2;32;34;9;2; ;2;4;2;0;3;1;
7188932-1;1;1;1;2;2;2;38;43;9;1;8;1;1;2;2;1;3;
7188933-1;6;1;1;2;2;2;35;34;9;1;8;6;4;0;2;1;1;
7188934-1;1;1;2;;;4;48;;9;2; ;1;;0;;1;;
7188935-1;0;1;2;;;4;54;;9;2; ;1;;0;;1;;
7188936-1;1;1;1;2;2;2;28;23;9;1;8;1;1;2;2;1;3;
7188940-1;1;1;1;;;4;72;;9;1;8;1;;0;;1;;
7188941-1;1;1;2;;;4;41;;9;2; ;1;;0;;1;;
7188942-1;1;1;1;2;2;6;20;16;9;2; ;1;4;0;0;1;1;
7188943-1;0;1;1;2;2;2;70;66;9;1;8;1;4;0;2;0;0;
7188944-1;0;1;1;;;4;60;;9;1;8;1;;0;;1;;
7188947-1;0;1;1;;;4;64;;9;2; ;1;;0;;1;;
7188948-1;2;1;2;;;4;45;;9;2; ;1;;0;;1;;
7188951-1;2;1;1;2;2;2;43;31;9;2; ;1;4;0;0;1;1;
7188953-1;3;1;1;2;2;2;66;37;9;1;8;1;4;0;0;1;1;
7188955-1;1;1;1;2;2;2;60;34;9;2; ;1;4;0;0;1;1;
7188958-1;5;1;1;2;2;2;38;31;9;2; ;5;1;0;0;1;0;
7188959-1;0;1;1;;;4;43;;9;2; ;2;;0;;1;;
7188960-1;0;1;1;;;4;73;;9;2; ;4;;0;;1;;
7188962-1;0;1;2;;;4;63;;9;1;8;1;;0;;1;;
7188964-1;1;1;1;2;2;2;43;40;9;2; ;1;4;0;0;1;1;
7188966-1;0;1;2;;;6;53;;9;1;8;1;;0;;1;;
7188968-1;2;1;1;2;2;2;36;28;9;1;8;1;1;0;0;1;1;
7188969-1;0;1;1;;;4;53;;9;1;8;1;;0;;1;;
7188970-1;2;1;2;;;4;20;;9;2; ;1;;0;;1;;
7188971-1;0;1;1;2;2;2;63;57;9;1;8;1;1;0;0;1;1;
7188972-1;0;1;1;;;4;28;;9;1;8;1;;0;;1;;
7188973-1;1;1;2;;;4;22;;9;1;8;1;;1;;3;;
7188974-1;1;1;2;2;1;2;40;52;9;2; ;1;2;0;0;0;0;
7188975-1;1;1;1;2;2;2;26;18;9;1;8;1;1;0;0;1;3;
7188977-1;1;1;2;;;4;22;;9;1;8;1;;1;;1;;
7188978-1;2;1;1;2;2;2;41;38;9;2; ;1;4;0;0;1;1;
7188981-1;0;1;1;;;4;61;;9;2; ;1;;0;;1;;
7188986-1;1;1;1;;;4;31;;9;2; ;2;;1;;3;;
7188992-1;0;1;2;;;3;65;;9;2; ;1;;0;;0;;
7188994-1;4;1;1;2;2;2;42;33;9;2; ;1;4;0;0;1;1;
7188996-1;0;1;2;;;4;68;;9;2; ;1;;0;;1;;
7189003-1;2;1;2;;;4;49;;9;1;1;1;;2;;1;;
7189004-1;1;1;1;2;2;2;56;52;9;1;1;1;4;0;0;1;1;
7189005-1;1;1;1;2;2;2;24;29;9;1;2;1;4;2;0;2;3;
7189006-1;0;1;2;;;5;47;;9;1;1;1;;0;;1;;
7189007-1;2;1;1;2;2;6;48;48;9;1;3;1;4;2;2;3;3;
7189008-1;2;1;2;;;4;47;;9;1;2;1;;0;;0;;
7189009-1;4;1;1;2;2;2;35;22;9;1;1;1;4;0;0;1;1;
7189010-1;2;1;2;;;4;50;;9;1;1;4;;0;;1;;
7189011-1;2;1;2;;;2;55;;9;1;1;5;;0;;1;;
7189012-1;1;1;1;2;2;6;24;28;9;1;1;1;4;2;2;3;3;
7189013-1;4;1;1;2;2;2;61;29;9;1;1;1;4;0;2;1;1;
7189014-1;0;1;1;2;2;6;59;46;9;1;1;2;4;2;2;3;1;
7189015-1;2;1;1;2;2;2;41;38;9;1;2;1;4;2;0;1;3;
7189016-1;0;1;2;;;5;53;;9;1;2;1;;2;;3;;
7189017-1;1;1;2;;;4;41;;9;1;2;4;;0;;1;;
7189018-1;0;1;2;;;5;55;;9;1;1;1;;0;;1;;
7189019-1;0;1;1;;;4;53;;9;1;1;1;;0;;1;;
7189020-1;2;1;1;2;2;2;40;38;9;1;1;1;2;0;2;1;3;
7189022-1;3;1;1;2;2;2;51;38;9;1;1;2;1;0;0;1;1;
7189023-1;1;1;2;;;2;30;;9;1;1;1;;2;;1;;
7189024-1;0;1;2;;;5;58;;9;1;2;1;;2;;3;;
7189025-1;1;1;2;;;5;42;;9;1;1;1;;2;;1;;
7189026-1;0;1;2;;;2;43;;9;1;2;1;;2;;3;;
7189027-1;2;1;1;2;2;6;45;35;1;1;3;1;1;2;2;3;3;
7189028-1;2;1;1;2;2;6;58;51;1;1;5;4;1;2;2;3;3;
7189029-1;1;1;2;;;4;45;;1;1;2;1;;2;;3;;
7189030-1;3;1;2;;;4;44;;1;1;1;4;;0;;0;;
7189031-1;5;1;2;;;4;39;;1;1;1;1;;0;;1;;
7189032-1;1;1;1;2;2;6;69;61;1;1;1;1;4;0;0;1;1;
7189033-1;1;1;2;;;4;56;;1;1;1;4;;0;;1;;
7189034-1;1;1;1;2;2;2;33;24;1;1;1;1;4;2;2;3;1;
7189035-1;3;1;1;2;2;6;65;60;1;1;1;4;4;0;0;1;1;
7189036-1;1;1;2;2;1;6;53;58;1;1;1;4;4;2;0;1;1;
7189037-1;0;1;1;2;2;2;23;24;1;1;2;1;1;2;2;2;1;
7189038-1;1;1;1;2;2;2;47;30;1;1;2;1;4;2;2;3;1;
7189039-1;1;1;2;;;4;47;;1;1;2;1;;2;;3;;
7189040-1;1;1;2;2;1;6;73;70;1;1;2;4;5;0;0;0;0;
7189041-1;2;1;1;2;2;2;37;40;1;1;2;1;1;2;2;3;3;
7189042-1;0;1;1;;;3;72;;1;1;2;4;;0;;1;;
7189043-1;1;1;1;2;2;6;42;39;1;1;2;2;4;2;2;1;3;
7189044-1;1;1;1;2;2;2;54;52;1;1;1;1;4;2;0;1;1;
7189045-1;3;1;1;2;2;6;75;75;1;1;1;4;5;0;0;1;1;
7189046-1;1;1;1;2;2;2;64;63;1;1;1;1;4;0;0;1;1;
7189047-1;2;1;1;2;2;6;60;60;1;1;2;4;4;0;0;1;1;
7189048-1;0;1;1;2;2;6;67;68;1;1;2;4;4;0;0;1;1;
7189049-1;1;1;1;;;3;71;;1;1;1;5;;0;;0;;
7189050-1;0;1;1;;;5;27;;1;1;1;1;;2;;3;;
7189051-1;0;1;2;2;1;2;73;83;1;1;1;4;5;2;0;3;1;
7189053-1;1;1;1;2;2;6;74;66;1;1;1;4;4;2;2;1;1;
7189054-1;3;1;1;2;2;6;75;71;1;1;1;5;4;0;0;1;1;
7189055-1;3;1;1;2;2;2;40;42;1;1;2;1;4;2;2;1;3;
7189056-1;1;1;2;;;4;53;;1;1;1;1;;2;;3;;
7189057-1;3;1;2;;;3;61;;1;1;2;4;;0;;1;;
7189058-1;1;1;1;2;2;6;72;65;1;1;2;1;4;0;0;1;1;
7189059-1;1;1;2;;;4;24;;1;1;2;4;;2;;1;;
7189060-1;1;1;1;2;2;2;30;29;1;1;2;1;4;2;2;1;1;
7189061-1;2;1;1;2;2;6;76;71;1;1;2;1;4;0;0;1;1;
7189062-1;1;1;1;2;2;6;33;29;1;1;1;1;4;0;2;1;1;
7189063-1;2;1;1;2;2;2;52;45;1;1;1;1;4;0;0;1;1;
7189064-1;3;1;1;2;2;2;40;47;1;1;1;1;1;0;0;1;1;
7189065-1;2;1;1;2;2;2;40;39;1;1;1;1;4;0;0;1;1;
7189067-1;0;1;1;2;2;2;50;63;1;1;1;1;4;0;0;1;1;
7189068-1;1;1;2;2;1;6;59;64;1;1;3;1;4;2;2;3;3;
7189069-1;1;1;2;2;1;2;22;22;1;1;1;4;1;2;1;1;1;
7189070-1;2;1;1;2;2;2;37;42;1;1;1;1;4;2;2;1;1;
7189071-1;2;1;1;2;2;6;29;26;1;1;2;1;4;2;2;1;3;
7189072-1;1;1;1;;;4;50;;1;1;1;1;;0;;1;;
7189073-1;4;1;2;2;1;2;35;35;1;1;1;1;1;0;0;3;1;
7189074-1;1;1;2;2;1;6;44;47;1;1;1;1;1;2;2;1;1;
7189075-1;0;1;1;2;2;2;54;28;1;1;3;1;4;2;2;1;1;
7189076-1;2;1;1;2;2;2;49;41;1;1;3;1;4;1;2;1;3;
7189077-1;2;1;1;2;2;6;76;74;1;1;3;4;4;2;2;1;1;
7189078-1;4;1;2;;;4;40;;1;1;1;1;;0;;1;;
7189079-1;0;1;1;;;5;51;;1;1;1;6;;2;;1;;
7189080-1;0;1;1;2;1;2;32;49;1;1;3;1;1;2;2;1;1;
7189081-1;3;1;2;2;1;6;48;59;1;1;2;2;1;2;2;1;1;
7189082-1;2;1;1;2;2;2;26;23;1;1;3;1;4;2;2;3;3;
7189083-1;1;1;1;2;2;6;78;73;1;1;2;4;4;1;0;1;1;
7189083-2;2;1;2;;;4;49;;1;1;2;4;;2;;1;;
7189084-1;2;1;2;2;1;2;55;66;1;1;1;1;6;0;0;0;1;
7189085-1;1;1;2;2;1;2;52;55;1;1;1;1;1;0;0;1;0;
7189086-1;1;1;2;;;4;24;;1;1;1;4;;1;;1;;
7189087-1;3;1;1;2;2;2;39;40;1;1;2;1;4;0;0;1;1;
7189088-1;3;1;2;;;3;85;;1;1;2;6;;0;;1;;
7189089-1;1;1;1;2;2;2;54;43;1;1;2;1;4;0;0;1;1;
7189090-1;2;1;1;2;2;6;35;32;1;1;2;1;4;2;2;3;3;
7189091-1;2;1;2;;;3;58;;1;1;2;1;;0;;0;;
7189092-1;3;1;2;2;1;6;45;45;1;1;2;4;6;2;2;3;2;
7189093-1;0;1;1;;;4;34;;1;1;2;1;;2;;1;;
7189094-1;1;1;2;2;1;6;64;73;1;1;2;4;6;2;2;3;3;
7189095-1;0;1;1;2;2;2;64;58;1;1;1;1;4;0;0;1;1;
7189096-1;0;1;1;;;4;38;;1;1;1;1;;2;;3;;
7189097-1;0;1;2;;;3;69;;1;1;1;4;;0;;1;;
7189098-1;1;1;2;;;4;28;;1;1;1;1;;1;;1;;
7189099-1;1;1;2;2;1;2;45;39;1;1;1;4;1;2;2;1;1;
7189100-1;0;1;2;;;5;20;;1;1;1;4;;2;;1;;
7189101-1;3;1;1;2;2;2;51;28;1;1;1;1;4;0;1;1;1;
7189102-1;0;1;2;;;6;42;;1;1;2;1;;2;;3;;
7189103-1;2;1;2;2;1;6;48;53;1;1;2;1;1;2;2;2;1;
7189104-1;0;1;1;2;2;2;67;51;1;1;2;1;1;0;0;0;0;
7189105-1;1;1;2;;;2;27;;1;1;2;1;;2;;3;;
7189106-1;1;1;1;2;2;6;78;69;1;1;2;5;1;0;0;1;1;
7189107-1;0;1;1;2;2;6;73;68;1;1;2;6;6;2;2;3;3;
7189108-1;0;1;1;2;2;2;78;78;1;1;2;1;4;0;0;0;0;
7189109-1;2;1;2;;;4;42;;1;1;2;1;;2;;1;;
7189110-1;2;1;1;2;2;2;30;31;1;1;2;1;4;2;2;1;1;
7189111-1;2;1;1;2;2;6;37;39;1;1;2;1;4;0;0;1;1;
7189112-1;0;1;2;;;4;58;;1;1;2;6;;2;;3;;
7189113-1;2;1;2;2;1;2;34;35;1;1;2;1;1;2;2;1;1;
7189116-1;2;1;2;2;1;2;40;60;1;1;1;4;1;2;2;1;1;
7189117-1;2;1;1;2;2;2;56;54;1;1;1;2;4;0;0;0;1;
7189118-1;0;1;1;2;2;2;59;58;1;1;1;1;4;0;0;1;1;
7189119-1;0;1;1;;;4;28;;1;1;1;2;;2;;1;;
7189120-1;5;1;2;2;1;2;36;48;1;1;1;1;1;0;0;0;1;
7189121-1;3;1;2;;;4;46;;1;1;1;2;;1;;1;;
7189122-1;2;1;2;2;1;2;19;24;1;1;1;4;1;0;0;1;1;
7189123-1;3;1;2;;;4;28;;1;1;0;1;;2;;1;;
7189124-1;2;1;1;;;3;73;;1;1;1;5;;0;;0;;
7189125-1;2;1;1;2;2;2;37;38;1;1;1;1;4;2;1;1;1;
7189126-1;1;1;1;2;2;1;24;20;1;1;0;1;4;0;2;1;1;
7189127-1;0;1;2;;;3;75;;1;1;1;4;;0;;1;;
7189128-1;3;1;1;2;2;2;28;23;1;1;0;1;4;2;2;1;1;
7189129-1;1;1;1;2;2;6;40;42;1;1;1;1;1;2;2;1;1;
7189131-1;1;1;1;2;2;6;37;34;1;1;1;1;4;2;2;1;1;
7189132-1;0;1;2;;;3;82;;1;1;1;1;;0;;0;;
7189133-1;1;1;2;2;1;2;68;74;1;1;1;4;1;0;0;0;0;
7189134-1;0;1;1;2;2;2;46;43;1;1;1;1;1;2;2;1;1;
7189135-1;1;1;2;;;3;70;;1;1;1;4;;0;;0;;
7189136-1;0;1;1;;;6;35;;1;1;1;1;;2;;1;;
7189137-1;1;1;2;;;4;21;;1;1;1;1;;2;;1;;
7189138-1;1;1;1;2;2;6;56;58;1;1;5;1;4;2;2;1;3;
7189139-1;0;1;2;;;3;73;;1;1;1;4;;2;;3;;
7189140-1;2;1;1;2;2;2;64;63;1;1;1;1;4;0;0;1;1;
7189141-1;3;1;2;;;4;40;;1;1;1;2;;1;;1;;
7189142-1;2;1;1;2;2;2;71;66;1;1;1;1;4;0;0;1;1;
7189144-1;1;1;2;;;4;25;;1;1;1;1;;2;;1;;
7189145-1;0;1;1;2;2;2;47;29;1;1;1;2;1;2;2;1;3;
7189146-1;4;1;1;2;2;6;44;40;1;1;3;1;4;2;2;1;1;
7189147-1;3;1;1;2;2;2;39;39;1;1;1;4;4;2;2;1;1;
7189148-1;0;1;1;;;4;51;;1;1;1;1;;2;;1;;
7189149-1;0;1;1;;;4;46;;1;1;1;1;;0;;1;;
7189150-1;1;1;2;;;3;61;;1;1;2;4;;2;;1;;
7189151-1;2;1;1;2;2;2;25;24;1;1;2;1;4;2;2;1;1;
7189152-1;1;1;1;2;2;2;33;33;1;1;1;1;1;2;2;1;3;
7189153-1;1;1;1;2;2;2;34;23;1;1;1;1;1;2;2;1;1;
7189154-1;2;1;1;2;2;6;60;42;1;1;1;1;4;2;0;1;0;
7189157-1;2;1;2;2;1;2;42;39;1;1;1;4;1;0;0;1;1;
7189158-1;0;1;1;;;4;61;;1;1;1;1;;2;;1;;
7189159-1;1;1;1;2;2;2;24;29;1;1;1;1;4;2;2;1;1;
7189160-1;1;1;1;2;2;6;77;70;1;1;1;4;4;0;0;1;1;
7189161-1;6;1;2;;;4;37;;1;1;1;1;;2;;1;;
7189162-1;3;1;1;2;2;6;43;43;1;1;1;1;4;2;2;1;1;
7189163-1;1;1;2;;;4;54;;1;1;1;1;;2;;1;;
7189164-1;2;1;1;2;2;2;49;38;1;1;1;1;4;2;2;1;1;
7189165-1;0;1;2;2;1;2;47;58;1;1;1;4;2;1;0;1;1;
7189166-1;1;1;2;2;1;2;19;19;1;1;1;3;1;2;2;3;3;
7189167-1;3;1;1;2;2;2;32;30;1;1;1;1;4;2;2;1;1;
7189168-1;3;1;1;2;2;2;36;24;1;1;1;4;1;2;2;1;1;
7189169-1;2;1;1;2;2;2;34;31;1;1;1;1;4;2;2;1;1;
7189170-1;0;1;1;;;5;31;;1;1;1;1;;2;;1;;
7189171-1;4;1;1;2;2;2;52;48;1;1;1;4;4;0;0;0;0;
7189172-1;2;1;2;2;1;2;43;40;1;1;1;4;1;2;2;1;1;
7189173-1;0;1;1;2;2;2;26;19;1;1;1;1;4;2;2;3;1;
7189174-1;3;1;1;2;2;2;36;40;1;1;1;1;4;0;0;1;1;
7189175-1;0;1;1;2;2;2;61;59;1;1;1;1;4;2;2;1;1;
7189176-1;1;1;2;2;1;2;36;39;1;1;1;1;1;0;0;1;1;
7189177-1;1;1;2;;;4;48;;1;1;1;2;;2;;1;;
7189178-1;3;1;1;2;2;2;71;68;1;1;1;4;5;0;0;1;3;
7189179-1;1;1;1;2;2;2;51;50;1;1;1;2;4;2;2;1;1;
7189180-1;2;1;1;2;2;2;56;59;1;1;1;1;4;2;2;1;1;
7189181-1;2;1;2;;;4;53;;1;1;1;1;;2;;1;;
7189182-1;2;1;2;2;1;2;51;50;1;1;1;4;1;2;0;1;1;
7189183-1;3;1;2;;;4;33;;1;1;1;4;;2;;1;;
7189184-1;1;1;2;;;4;22;;1;1;1;2;;2;;3;;
7189185-1;3;1;1;2;2;6;44;32;1;1;1;1;4;0;0;1;1;
7189186-1;0;1;1;2;2;2;62;55;1;1;4;1;1;2;2;3;1;
7189187-1;0;1;1;2;2;2;31;26;1;1;4;1;4;2;2;3;3;
7189188-1;0;1;1;;;4;55;;1;1;1;1;;0;;1;;
7189189-1;1;1;2;;;4;39;;1;1;1;2;;2;;3;;
7189190-1;0;1;1;;;5;61;;1;1;2;2;;0;;1;;
7189191-1;1;1;2;;;4;66;;1;1;2;2;;2;;3;;
7189192-1;0;1;2;;;3;53;;1;1;1;2;;0;;1;;
7189194-1;1;1;1;2;2;6;47;45;1;1;0;1;4;2;0;1;1;
7189195-1;0;1;1;2;2;6;60;58;1;1;2;4;4;0;2;1;1;
7189196-1;0;1;2;;;4;76;;1;1;1;4;;0;;1;;
7189197-1;0;1;1;;;6;65;;1;1;2;6;;0;;1;;
7189198-1;0;1;1;;;4;69;;1;1;2;4;;2;;1;;
7189199-1;0;1;2;;;3;79;;1;1;2;4;;0;;1;;
7189200-1;1;1;1;2;2;2;44;48;1;1;1;4;1;2;2;1;3;
7189201-1;2;1;2;;;4;29;;1;1;1;1;;2;;3;;
7189203-1;0;1;1;;;5;16;;1;1;1;1;;2;;3;;
7189204-1;1;1;1;2;2;6;44;45;1;1;0;1;4;0;0;0;1;
7189205-1;1;1;1;2;2;2;68;64;1;1;1;1;4;0;0;1;1;
7189206-1;2;1;2;;;4;42;;1;1;1;4;;0;;1;;
7189207-1;3;1;1;2;2;2;45;37;1;1;1;1;4;0;0;1;1;
7189208-1;1;1;1;2;2;2;67;65;1;1;1;1;4;0;0;0;1;
7189209-1;2;1;1;2;2;2;76;76;1;1;1;5;5;0;0;0;0;
7189210-1;0;1;1;2;2;6;78;72;1;1;1;4;4;0;0;0;0;
7189211-1;0;1;1;;;2;42;;1;1;1;2;;0;;1;;
7189212-1;3;1;2;;;4;42;;1;1;1;1;;0;;1;;
7189213-1;0;1;1;2;2;2;63;56;1;1;1;1;4;0;0;0;1;
7189215-1;2;1;2;;;4;77;;1;1;1;5;;0;;1;;
7189216-1;2;1;1;2;2;2;70;67;1;1;1;1;4;0;0;1;1;
7189217-1;1;1;1;2;2;6;72;72;1;1;2;4;4;0;0;1;1;
7189218-1;0;1;1;;;4;64;;1;1;1;1;;0;;1;;
7189219-1;2;1;2;;;3;86;;1;1;1;4;;0;;1;;
7189220-1;3;1;1;2;2;2;70;69;1;1;1;5;5;0;0;1;1;
7189221-1;1;1;2;2;1;2;36;39;1;1;2;4;2;2;2;1;1;
7189222-1;1;1;1;;;4;47;;1;1;1;1;;0;;1;;
7189223-1;0;1;1;;;4;51;;1;1;1;6;;2;;1;;
7189224-1;1;1;2;;;4;65;;1;1;1;1;;0;;1;;
7189225-1;3;1;2;;;4;41;;1;1;1;1;;0;;1;;
7189226-1;0;1;1;2;2;2;57;57;1;1;1;1;4;0;0;1;1;
7189227-1;0;1;1;;;3;79;;1;1;1;1;;0;;0;;
7189228-1;0;1;1;2;2;2;71;71;1;1;1;5;4;0;0;0;1;
7189229-1;3;1;1;2;2;2;45;39;1;1;1;1;4;0;0;1;1;
7189230-1;1;1;2;;;3;81;;1;1;1;4;;0;;1;;
7189231-1;0;1;1;;;5;68;;1;1;1;4;;0;;1;;
7189232-1;0;1;1;;;5;36;;1;1;1;1;;2;;1;;
7189233-1;0;1;2;;;2;65;;1;1;1;4;;0;;1;;
7189234-1;2;1;1;2;2;2;52;39;1;1;1;1;1;0;0;1;1;
7189235-1;2;1;1;2;2;6;32;28;1;1;1;1;4;2;2;1;3;
7189236-1;1;1;1;2;2;2;71;77;1;1;1;1;4;0;0;1;0;
7189237-1;1;1;1;2;2;6;81;75;1;1;1;1;4;0;0;1;0;
7189238-1;3;1;2;;;4;32;;1;1;1;4;;1;;3;;
7189239-1;4;1;2;;;2;47;;1;1;1;4;;0;;1;;
7189240-1;1;1;1;;;2;68;;1;1;1;1;;0;;1;;
7189242-1;2;1;2;;;2;55;;1;1;1;4;;0;;1;;
7189243-1;1;1;1;2;2;6;65;57;1;1;1;4;4;0;0;1;1;
7189244-1;0;1;1;;;2;65;;1;2; ;1;;0;;0;;
7189245-1;2;1;2;;;4;86;;1;1;1;5;;0;;0;;
7189246-1;1;1;2;;;3;56;;1;1;1;1;;0;;1;;
7189248-1;1;1;1;2;2;2;68;18;1;1;1;1;4;1;1;1;1;
7189249-1;0;1;1;;;6;50;;1;1;1;1;;0;;1;;
7189250-1;0;1;1;;;4;73;;1;1;1;1;;0;;0;;
7189252-1;0;1;2;2;1;2;45;53;1;1;1;1;1;0;0;3;1;
7189253-1;0;1;2;;;5;67;;1;1;1;4;;0;;1;;
7189254-1;0;1;2;;;4;68;;1;1;1;1;;0;;1;;
7189255-1;0;1;2;;;4;66;;1;1;1;4;;0;;1;;
7189256-1;0;1;2;;;3;76;;1;1;1;4;;0;;1;;
7189257-1;2;1;2;2;1;2;45;44;1;1;1;1;2;2;0;1;1;
7189258-1;0;1;1;2;2;6;75;75;1;1;1;5;4;0;0;0;1;
7189261-1;0;1;1;2;2;2;79;73;1;1;1;1;4;0;0;0;0;
7189262-1;2;1;1;2;2;2;30;37;1;1;1;1;4;0;0;1;1;
7189263-1;3;1;1;2;2;2;45;37;1;1;1;6;1;0;0;1;1;
7189264-1;0;1;1;;;2;78;;1;1;1;5;;0;;0;;
7189265-1;1;1;1;2;2;2;31;29;1;1;1;1;4;2;2;1;1;
