Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Tipo Union;Edad Jefe;Region;Energia;Estrato vivienda;Trabajo Jefe;Uso tecnologia Jefe;Edu Jefe;;;
7167186-1;1;1;2;2;39;4;1;0;1;2;3;;;
7167188-1;0;1;1;5;33;4;1;2;1;2;1;;;
7167191-1;0;1;1;4;41;4;1;2;1;2;1;;;
7167193-1;0;1;1;4;49;4;1;1;1;0;1;;;
7167194-1;2;1;2;4;31;4;1;2;1;2;3;;;
7167196-1;2;1;2;4;29;4;1;2;2;2;1;;;
7167199-1;0;1;1;5;58;4;1;2;1;0;1;;;
7167200-1;0;1;1;4;51;4;1;2;1;2;3;;;
7167201-1;0;1;2;4;46;4;1;2;2;2;1;;;
7167205-1;0;1;1;5;26;4;1;2;1;2;1;;;
7167207-1;0;1;2;4;77;4;1;1;4;0;0;;;
7167208-1;0;1;1;4;38;4;1;1;1;2;1;;;
7167216-1;0;1;1;3;85;4;1;1;1;0;0;;;
7167217-1;0;1;2;2;27;4;1;1;4;0;1;;;
7167219-1;0;1;1;2;39;4;1;1;1;2;3;;;
7167224-1;0;1;2;3;76;4;1;2;1;2;3;;;
7167227-1;0;1;1;5;50;4;1;1;1;2;3;;;
7167231-1;0;1;1;5;29;4;1;2;1;0;1;;;
7167233-1;0;1;2;4;52;4;1;2;1;0;1;;;
7167235-1;0;1;1;5;55;4;1;2;1;2;1;;;
7167237-1;0;1;2;5;50;4;1;2;1;2;3;;;
7167238-1;2;1;2;3;72;4;1;2;4;0;1;;;
7167239-1;0;1;2;4;60;4;1;2;2;2;3;;;
7167241-1;0;1;2;5;59;4;1;2;1;2;3;;;
7167245-1;0;1;2;4;56;4;1;1;4;0;0;;;
7167246-1;4;1;2;4;51;4;1;1;1;0;1;;;
7167248-1;3;1;2;4;33;4;1;1;4;2;1;;;
7167255-1;0;1;2;3;74;4;1;1;4;0;1;;;
7167258-1;0;1;2;5;32;4;1;1;1;0;1;;;
7167262-1;0;1;1;5;49;4;1;1;1;2;1;;;
7167265-1;3;1;2;2;25;4;1;1;1;2;1;;;
7167267-1;1;1;2;6;49;4;1;1;4;2;1;;;
7167273-1;0;1;1;2;34;4;1;1;1;0;1;;;
7167275-1;0;1;2;2;58;4;1;1;1;0;1;;;
7167277-1;0;1;1;4;51;4;1;1;1;0;1;;;
7167283-1;0;1;1;5;60;4;1;1;1;0;1;;;
7167285-1;1;1;2;5;45;4;1;1;1;2;1;;;
7167287-1;0;1;1;5;72;4;1;1;1;0;1;;;
7167289-1;0;1;1;3;91;4;1;1;5;0;0;;;
7167292-1;0;1;1;4;71;4;1;1;4;0;0;;;
7167296-1;0;1;1;2;45;4;1;1;1;0;0;;;
7167297-1;0;1;2;3;71;4;1;1;1;0;0;;;
7167301-1;6;1;2;4;33;4;1;1;4;0;1;;;
7167305-1;0;1;2;3;75;4;1;1;4;0;0;;;
7167306-1;2;1;2;4;22;4;1;1;4;0;1;;;
7167307-1;3;1;2;4;31;4;1;1;1;0;1;;;
7167309-1;0;1;1;5;20;4;1;1;1;0;1;;;
7167311-1;0;1;2;4;63;4;1;1;1;0;1;;;
7167314-1;1;1;2;6;47;4;1;2;1;2;3;;;
7167316-1;3;1;2;4;26;4;1;8;1;0;1;;;
7167317-1;0;1;1;2;49;4;1;8;1;0;1;;;
7167318-1;0;1;1;5;43;4;1;8;1;0;1;;;
7167323-1;0;1;2;4;46;4;1;8;1;0;0;;;
7167328-1;1;1;2;2;22;4;1;8;4;2;1;;;
7167330-1;1;1;2;4;25;4;1;8;1;0;1;;;
7167331-1;1;1;2;4;54;4;1;8;1;0;1;;;
7167336-1;4;1;2;4;36;4;1;8;1;2;1;;;
7167337-1;3;1;2;4;33;4;1;8;1;0;1;;;
7167342-1;0;1;1;2;36;4;1;8;1;0;1;;;
7167343-1;0;1;1;4;80;4;1;8;1;0;0;;;
7167353-1;0;1;1;2;79;4;2; ;1;0;0;;;
7167355-1;1;1;1;3;68;4;2; ;1;0;0;;;
7167357-1;0;1;1;2;44;4;2; ;1;0;0;;;
7167359-1;0;1;1;5;29;4;2; ;1;0;1;;;
7167364-1;0;1;2;3;85;4;2; ;4;0;0;;;
7167379-1;0;1;1;2;49;4;1;1;1;1;1;;;
7167380-1;0;1;1;3;72;4;1;1;2;0;1;;;
7167381-1;0;1;2;5;42;4;1;1;1;2;1;;;
7167384-1;3;1;2;4;36;4;1;1;1;0;1;;;
7167394-1;1;1;2;4;44;4;1;2;1;2;3;;;
7167397-1;2;1;2;3;75;9;1;1;4;0;1;;;
7167400-1;0;1;1;5;27;9;1;1;1;2;1;;;
7167402-1;0;1;2;4;66;9;2; ;5;0;0;;;
7167405-1;1;1;2;4;67;9;1;1;4;0;0;;;
7167412-1;0;1;2;4;70;9;1;1;4;0;1;;;
7167419-1;3;1;2;4;40;9;1;1;2;2;1;;;
7167426-1;0;1;1;4;49;9;1;1;1;0;1;;;
7167428-1;1;1;1;4;81;9;1;1;4;0;1;;;
7167430-1;0;1;1;4;33;9;1;1;1;0;1;;;
7167431-1;1;1;2;4;35;9;1;1;4;2;1;;;
7167432-1;0;1;1;3;86;9;2; ;5;0;1;;;
7167433-1;0;1;1;4;65;9;2; ;1;0;1;;;
7167438-1;2;1;2;4;59;9;1;0;5;0;1;;;
7167440-1;0;1;1;4;66;9;1;0;2;0;1;;;
7167448-1;0;1;1;4;61;9;1;1;1;0;0;;;
7167450-1;1;1;2;3;76;9;1;1;4;0;1;;;
7167452-1;0;1;1;4;53;9;1;1;1;0;1;;;
7167455-1;1;1;1;4;44;9;1;1;1;0;1;;;
7167456-1;0;1;1;3;50;9;1;1;5;0;1;;;
7167457-1;1;1;1;4;40;9;1;1;1;0;1;;;
7167462-1;1;1;2;4;19;9;1;1;1;0;1;;;
7167466-1;0;1;1;4;61;9;1;1;1;0;1;;;
7167467-1;1;1;2;4;47;9;1;1;1;0;1;;;
7167468-1;0;1;2;3;79;9;1;1;5;0;1;;;
7167469-1;0;1;1;4;63;9;1;0;1;0;1;;;
7167474-1;0;1;2;3;56;9;1;1;1;2;1;;;
7167475-1;1;1;2;4;31;9;1;1;4;0;1;;;
7167477-1;2;1;2;4;41;9;1;1;1;2;1;;;
7167481-1;1;1;1;4;54;9;1;1;1;0;1;;;
7167482-1;0;1;1;4;46;9;1;1;1;0;1;;;
7167483-1;0;1;1;5;28;9;1;1;1;2;1;;;
7167484-1;0;1;1;4;60;9;1;1;1;0;1;;;
7167487-1;1;1;2;4;24;9;1;1;4;2;1;;;
7167490-1;0;1;2;4;60;9;1;0;4;0;1;;;
7167496-1;1;1;2;4;53;9;1;1;4;0;1;;;
7167497-1;0;1;2;3;62;9;1;1;4;0;1;;;
7167498-1;0;1;2;4;55;9;1;1;1;0;1;;;
7167503-1;0;1;2;3;53;9;1;1;4;0;1;;;
7167504-1;1;1;1;3;66;9;1;1;5;0;1;;;
7167507-1;0;1;2;4;71;9;1;1;1;0;0;;;
7167508-1;1;1;2;3;47;9;1;1;1;2;1;;;
7167509-1;0;1;1;4;55;9;1;1;4;2;3;;;
7167510-1;1;1;2;4;47;9;1;1;4;2;1;;;
7167511-1;0;1;2;5;44;9;1;1;1;2;1;;;
7167512-1;1;1;2;4;24;9;1;1;1;2;1;;;
7167514-1;0;1;2;4;68;9;1;1;4;0;1;;;
7167515-1;2;1;2;4;36;9;1;1;1;2;0;;;
7167516-1;2;1;2;2;21;9;1;1;4;0;1;;;
7167517-1;2;1;1;4;57;9;1;1;1;0;1;;;
7167519-1;0;1;1;5;19;9;1;1;3;2;3;;;
7167528-1;2;1;2;3;35;9;1;1;5;2;1;;;
7167531-1;0;1;2;3;80;9;1;1;5;0;0;;;
7167534-1;2;1;2;2;29;9;1;1;1;2;1;;;
7167536-1;1;1;2;4;69;9;1;1;4;0;1;;;
7167540-1;3;1;2;4;30;9;1;1;4;0;1;;;
7167546-1;0;1;2;3;59;9;1;1;1;0;1;;;
7167547-1;1;1;2;4;59;9;1;1;4;0;1;;;
7167549-1;1;1;2;4;33;9;1;1;1;2;1;;;
7167551-1;0;1;2;4;69;9;1;1;4;0;1;;;
7167555-1;1;1;2;4;21;9;1;1;4;2;1;;;
7167556-1;2;1;2;4;29;9;1;1;1;0;1;;;
7167557-1;0;1;2;4;70;9;1;1;4;0;1;;;
7167558-1;2;1;2;4;39;9;1;1;4;0;1;;;
7167559-1;0;1;2;4;53;9;1;1;4;0;1;;;
7167561-1;0;1;2;3;55;9;1;1;4;0;1;;;
7167562-1;1;1;1;4;34;9;1;1;1;2;1;;;
7167563-1;2;1;2;4;52;9;1;1;1;0;1;;;
7167572-1;0;1;1;5;27;9;1;1;1;2;3;;;
7167576-1;0;1;1;5;31;9;1;2;1;2;2;;;
7167580-1;0;1;2;5;36;9;1;2;1;2;1;;;
7167581-1;3;1;2;5;41;9;1;1;1;2;1;;;
7167582-1;2;1;2;5;55;9;1;1;1;2;1;;;
7167584-1;0;1;2;5;22;9;1;2;1;2;3;;;
7167585-1;2;1;2;4;53;9;1;2;1;0;1;;;
7167586-1;0;1;2;4;27;9;1;2;1;2;3;;;
7167588-1;1;1;2;4;47;9;1;1;1;2;1;;;
7167589-1;0;1;1;5;24;9;1;2;1;2;1;;;
7167590-1;0;1;1;4;49;9;1;2;1;2;1;;;
7167591-1;0;1;2;5;22;9;1;2;1;2;3;;;
7167594-1;0;1;2;5;29;9;1;1;1;2;1;;;
7167596-1;2;1;2;4;51;9;1;2;1;2;1;;;
7167597-1;0;1;1;5;35;9;1;1;1;2;1;;;
7167599-1;0;1;1;5;26;9;1;1;1;2;1;;;
7167600-1;0;1;1;5;27;9;1;2;1;2;3;;;
7167605-1;0;1;1;4;48;9;1;1;1;2;1;;;
7167606-1;0;1;2;5;42;9;1;1;1;2;3;;;
7167607-1;1;1;2;4;56;9;1;1;4;0;1;;;
7167608-1;0;1;1;5;50;9;1;2;1;2;3;;;
7167609-1;0;1;2;5;27;9;1;2;1;2;3;;;
7167612-1;0;1;2;4;44;9;2; ;1;0;1;;;
7167613-1;0;1;1;5;37;9;1;2;1;2;3;;;
7167616-1;0;1;1;5;22;9;1;1;1;2;1;;;
7167617-1;1;1;2;4;38;9;1;2;1;2;1;;;
7167618-1;0;1;2;5;21;9;1;1;1;2;1;;;
7167621-1;0;1;2;5;29;9;1;2;1;2;3;;;
7167622-1;2;1;2;4;42;9;1;1;1;2;3;;;
7167626-1;0;1;2;5;35;9;1;1;1;2;3;;;
7167629-1;0;1;2;5;59;9;1;2;1;0;3;;;
7167635-1;2;1;2;4;67;9;1;2;4;0;3;;;
7167636-1;0;1;1;5;71;9;1;1;1;0;3;;;
7167641-1;0;1;1;5;46;9;1;2;1;2;1;;;
7167642-1;0;1;2;5;37;9;1;2;4;0;1;;;
7167643-1;1;1;1;4;26;9;1;1;1;2;3;;;
7167644-1;0;1;1;5;42;9;1;2;1;0;1;;;
7167645-1;0;1;1;5;20;9;1;2;4;0;1;;;
7167646-1;0;1;1;5;51;9;1;1;2;0;1;;;
7167647-1;0;1;2;3;84;9;1;1;4;0;0;;;
7167648-1;0;1;2;5;33;9;1;2;1;0;1;;;
7167649-1;1;1;2;4;43;9;1;1;1;2;2;;;
7167652-1;0;1;1;5;33;9;1;2;1;2;3;;;
7167653-1;0;1;2;5;65;9;1;2;4;0;1;;;
7167654-1;2;1;1;3;41;9;1;2;1;2;1;;;
7167655-1;0;1;2;5;83;9;1;3;4;0;1;;;
7167657-1;0;1;1;5;52;9;1;3;1;2;3;;;
7167658-1;0;1;2;4;52;9;1;3;4;2;1;;;
7167659-1;0;1;2;5;38;9;1;3;1;0;1;;;
7167660-1;1;1;2;5;30;9;1;2;1;2;1;;;
7167661-1;0;1;2;3;71;9;1;3;4;0;1;;;
7167663-1;0;1;2;5;30;9;1;1;1;0;1;;;
7167666-1;0;1;2;5;27;9;1;2;1;2;1;;;
7167667-1;0;1;1;5;32;9;2; ;1;0;1;;;
7167668-1;1;1;2;5;48;9;1;3;1;0;1;;;
7167670-1;2;1;1;5;44;9;1;2;1;0;1;;;
7167672-1;1;1;2;3;64;9;1;1;4;0;1;;;
7167673-1;2;1;2;4;33;9;1;1;1;2;3;;;
7167675-1;1;1;2;5;29;9;1;1;1;2;3;;;
7167676-1;1;1;2;5;47;9;1;2;4;0;1;;;
7167678-1;1;1;2;3;61;9;1;1;2;0;1;;;
7167680-1;0;1;1;5;38;9;1;3;2;2;1;;;
7167681-1;0;1;1;5;46;9;1;3;1;2;1;;;
7167682-1;1;1;1;5;51;9;1;2;4;2;1;;;
7167684-1;2;1;2;5;33;9;2; ;4;1;1;;;
7167685-1;1;1;2;2;56;9;1;1;4;0;1;;;
7167687-1;0;1;1;2;25;9;1;0;1;0;1;;;
7167688-1;0;1;1;4;36;9;1;2;1;2;1;;;
7167689-1;0;1;2;4;57;9;1;2;1;2;1;;;
7167691-1;0;1;1;5;26;9;1;2;1;2;1;;;
7167692-1;1;1;2;5;31;9;1;3;4;0;1;;;
7167694-1;0;1;1;5;24;9;1;2;1;2;1;;;
7167695-1;0;1;1;5;46;9;1;3;1;0;1;;;
7167700-1;0;1;2;5;56;9;1;3;1;0;1;;;
7167701-1;0;1;2;5;50;9;1;3;4;0;1;;;
7167702-1;0;1;1;5;27;9;1;3;1;0;1;;;
7167703-1;0;1;1;5;34;9;1;3;1;0;1;;;
7167704-1;0;1;2;5;24;9;1;1;1;0;1;;;
7167705-1;0;1;2;4;44;9;1;2;1;0;1;;;
7167706-1;0;1;2;5;28;9;1;3;1;2;3;;;
7167708-1;1;1;2;4;32;9;1;0;1;0;1;;;
7167709-1;0;1;1;4;35;9;1;1;1;0;1;;;
7167710-1;0;1;1;4;31;9;1;0;1;0;1;;;
7167712-1;1;1;1;4;47;9;1;0;1;0;0;;;
7167713-1;0;1;1;4;36;9;1;1;1;0;1;;;
7167714-1;0;1;1;5;27;9;1;1;1;0;1;;;
7167716-1;1;1;1;4;57;9;1;1;1;0;1;;;
7167718-1;0;1;1;5;23;9;1;0;1;1;3;;;
7167721-1;0;1;1;5;29;9;1;1;1;0;1;;;
7167725-1;0;1;1;4;20;9;1;1;1;0;1;;;
7167729-1;0;1;1;4;49;9;1;0;1;0;1;;;
7167731-1;0;1;1;5;23;9;1;0;1;0;1;;;
7167732-1;1;1;2;4;22;9;1;1;1;2;1;;;
7167734-1;0;1;2;5;29;9;1;1;1;2;1;;;
7167735-1;0;1;1;4;48;9;1;0;1;0;1;;;
7167739-1;0;1;1;4;44;9;1;1;1;0;1;;;
7167740-1;0;1;1;5;23;9;1;1;1;0;1;;;
7167741-1;0;1;1;4;43;9;1;0;1;2;3;;;
7167743-1;0;1;2;3;71;9;1;1;1;0;1;;;
7167744-1;0;1;1;3;72;9;2; ;1;0;1;;;
7167749-1;2;1;2;4;47;9;2; ;1;0;1;;;
7167751-1;0;1;1;5;29;9;2; ;1;0;0;;;
7167752-1;0;1;2;3;80;9;1;1;4;0;1;;;
7167757-1;0;1;1;4;70;9;1;1;4;0;1;;;
7167759-1;3;1;2;3;56;9;1;1;1;0;1;;;
7167761-1;3;1;2;6;53;9;1;1;1;0;1;;;
7167763-1;1;1;2;3;52;9;1;1;1;2;1;;;
7167765-1;2;1;2;4;40;9;1;1;1;0;1;;;
7167768-1;0;1;1;5;41;9;1;1;2;0;1;;;
7167773-1;1;1;2;3;64;9;1;1;4;0;1;;;
7167788-1;1;1;2;4;40;9;1;1;1;0;1;;;
7167791-1;0;1;1;5;32;9;1;1;1;2;1;;;
7167792-1;0;1;2;5;22;9;1;1;1;2;1;;;
7167795-1;0;1;1;5;57;9;1;1;1;0;0;;;
7167804-1;2;1;2;4;38;9;1;1;6;1;3;;;
7167806-1;3;1;2;4;53;9;1;1;2;0;1;;;
7167807-1;0;1;1;5;66;9;1;1;1;0;1;;;
7167813-1;0;1;2;5;45;9;1;1;1;2;1;;;
7167814-1;3;1;2;4;27;9;1;1;1;0;1;;;
7167815-1;2;1;2;4;42;9;1;1;1;1;3;;;
7167818-1;1;1;2;5;27;9;1;1;5;0;1;;;
7167829-1;1;1;2;5;43;9;1;1;1;0;1;;;
7167830-1;0;1;1;3;82;9;1;2;4;0;0;;;
7167834-1;3;1;2;4;37;9;1;1;1;2;1;;;
7167835-1;2;1;2;4;60;9;1;2;4;2;3;;;
7167839-1;2;1;2;5;49;9;1;2;1;0;1;;;
7167840-1;0;1;1;5;58;9;1;1;1;1;3;;;
7167841-1;1;1;2;4;48;9;1;2;1;2;1;;;
7167842-1;0;1;2;3;86;9;1;2;4;0;1;;;
7167851-1;0;1;1;2;27;9;1;2;1;2;3;;;
7167852-1;0;1;1;4;22;9;1;1;1;2;1;;;
7167853-1;0;1;1;5;23;9;1;1;1;2;3;;;
7167855-1;1;1;2;4;47;9;1;1;1;2;3;;;
7167856-1;1;1;2;4;52;9;1;1;4;0;1;;;
7167857-1;1;1;2;4;47;9;1;1;1;0;1;;;
7167857-2;2;1;2;4;27;9;1;1;1;0;1;;;
7167858-1;0;1;1;5;61;9;1;2;1;0;3;;;
7167860-1;2;1;2;4;61;9;1;1;4;0;1;;;
7167861-1;1;1;2;4;34;9;1;1;1;2;3;;;
7167862-1;1;1;2;4;64;9;1;1;4;0;1;;;
7167864-1;1;1;2;4;44;9;1;1;1;0;1;;;
7167865-1;1;1;2;4;69;9;1;1;4;0;1;;;
7167867-1;1;1;2;4;36;9;1;1;1;0;1;;;
7167873-1;0;1;2;3;61;9;1;0;4;0;0;;;
7167875-1;0;1;2;4;47;9;1;1;1;0;1;;;
7167879-1;0;1;1;4;49;9;2; ;1;2;3;;;
7167881-1;3;1;2;4;32;9;2; ;1;0;1;;;
7167891-1;0;1;1;3;65;9;2; ;1;0;0;;;
7167892-1;0;1;1;5;24;9;2; ;2;0;1;;;
7167898-1;0;1;1;4;51;9;2; ;1;0;1;;;
7167899-1;0;1;2;4;43;9;2; ;1;0;1;;;
7167899-2;2;1;2;2;28;9;2; ;6;2;1;;;
7167903-1;0;1;1;4;65;9;2; ;4;0;1;;;
7167906-1;1;1;2;4;56;9;1;8;4;0;1;;;
7167907-1;1;1;2;2;26;9;1;8;4;0;1;;;
7167908-1;1;1;2;6;51;9;2; ;4;0;1;;;
7167912-1;0;1;1;5;35;9;1;8;1;2;1;;;
7167920-1;0;1;2;4;50;9;2; ;4;0;1;;;
7167921-1;0;1;2;4;54;9;2; ;4;0;1;;;
7167923-1;0;1;1;3;73;9;2; ;1;0;0;;;
7167924-1;2;1;2;6;28;9;1;8;1;2;1;;;
7167928-1;0;1;1;4;49;9;2; ;1;0;1;;;
7167929-1;1;1;1;4;50;9;2; ;1;0;1;;;
7167930-1;0;1;1;4;54;9;2; ;1;0;1;;;
7167933-1;0;1;1;6;71;9;2; ;1;0;1;;;
7167938-1;0;1;2;4;53;9;2; ;4;1;1;;;
7167939-1;0;1;1;2;62;9;2; ;1;0;1;;;
7167944-1;0;1;1;6;42;9;2; ;1;0;1;;;
7167945-1;0;1;1;5;22;9;1;0;1;2;1;;;
7167946-1;0;1;1;4;66;9;1;8;1;0;1;;;
7167947-1;0;1;2;4;43;9;2; ;4;0;1;;;
7167950-1;0;1;1;5;70;9;2; ;6;0;0;;;
7167951-1;1;1;2;3;41;9;1;8;4;0;1;;;
7167971-1;2;1;2;3;65;1;1;0;4;0;1;;;
7167973-1;1;1;2;4;56;1;1;1;1;0;1;;;
7167975-1;1;1;2;4;52;1;1;2;1;2;1;;;
7167977-1;1;1;2;3;71;1;1;2;1;0;1;;;
7167984-1;0;1;2;4;51;1;1;1;4;2;1;;;
7167986-1;3;1;2;4;30;1;1;1;1;0;1;;;
7167991-1;3;1;1;3;56;1;1;1;2;0;1;;;
7167998-1;2;1;2;4;50;1;1;2;1;2;3;;;
7167999-1;0;1;1;3;76;1;1;2;4;2;3;;;
7168001-1;4;1;1;4;50;1;1;2;1;2;1;;;
7168004-1;0;1;1;5;35;1;1;1;1;0;1;;;
7168005-1;0;1;2;3;80;1;1;1;4;0;1;;;
7168013-1;2;1;2;4;32;1;1;1;1;2;3;;;
7168014-1;3;1;2;4;50;1;1;1;1;2;1;;;
7168017-1;0;1;1;5;27;1;1;2;1;2;3;;;
7168018-1;3;1;1;3;66;1;1;1;1;0;1;;;
7168023-1;1;1;2;4;71;1;1;2;4;2;1;;;
7168025-1;2;1;2;5;88;1;1;2;4;0;1;;;
7168026-1;0;1;2;4;64;1;1;2;4;0;1;;;
7168030-1;2;1;2;3;82;1;1;2;4;0;1;;;
7168031-1;1;1;2;5;43;1;1;1;1;2;1;;;
7168032-1;2;1;2;6;46;1;1;2;1;2;3;;;
7168034-1;1;1;1;4;38;1;1;1;1;2;1;;;
7168046-1;1;1;2;4;52;1;1;1;4;0;1;;;
7168063-1;0;1;1;2;59;1;1;1;1;0;1;;;
7168067-1;0;1;1;2;53;1;1;2;1;2;2;;;
7168069-1;3;1;2;3;68;1;1;2;5;0;1;;;
7168078-1;0;1;2;6;66;1;1;1;4;0;1;;;
7168085-1;2;1;2;4;58;1;1;1;4;2;1;;;
7168089-1;0;1;2;4;60;1;1;4;4;2;3;;;
7168092-1;0;1;1;4;71;1;1;4;1;2;3;;;
7168093-1;1;1;2;4;49;1;1;1;1;0;1;;;
7168094-1;2;1;2;4;61;1;1;1;4;0;0;;;
7168096-1;3;1;2;4;43;1;1;1;1;2;1;;;
7168099-1;2;1;2;4;43;1;1;2;1;2;1;;;
7168102-1;0;1;1;5;68;1;1;1;1;1;1;;;
7168104-1;1;1;2;4;58;1;1;1;4;0;1;;;
7168106-1;1;1;2;4;28;1;1;1;1;2;1;;;
7168107-1;3;1;2;4;43;1;1;1;1;2;1;;;
7168109-1;1;1;2;4;48;1;1;1;4;0;1;;;
7168113-1;1;1;2;4;61;1;1;2;4;2;1;;;
7168117-1;1;1;2;4;50;1;1;2;2;2;1;;;
7168118-1;1;1;2;3;82;1;1;3;4;0;1;;;
7168119-1;0;1;2;3;70;1;1;3;4;0;1;;;
7168123-1;2;1;1;4;52;1;1;3;1;2;1;;;
7168125-1;0;1;2;1;26;1;1;1;1;2;1;;;
7168126-1;0;1;1;4;32;1;1;1;1;0;1;;;
7168130-1;2;1;2;3;60;1;1;1;4;0;1;;;
7168131-1;0;1;2;3;68;1;1;1;5;0;1;;;
7168132-1;1;1;2;4;41;1;1;0;1;2;3;;;
7168134-1;3;1;2;4;36;1;1;1;1;2;1;;;
7168138-1;0;1;2;3;72;1;1;1;4;0;1;;;
7168138-2;1;1;2;3;60;1;1;1;4;0;1;;;
7168144-1;1;1;2;3;61;1;1;1;4;0;0;;;
7168151-1;1;1;2;4;63;1;1;1;6;0;1;;;
7168152-1;0;1;1;4;69;1;1;1;1;0;1;;;
7168155-1;0;1;1;4;50;1;1;1;1;0;0;;;
7168160-1;2;1;2;3;66;1;1;1;4;0;1;;;
7168162-1;0;1;1;4;50;1;1;1;1;0;0;;;
7168163-1;2;1;2;6;46;1;1;1;1;0;1;;;
7168169-1;2;1;2;4;24;1;1;2;1;0;1;;;
7168174-1;1;1;1;3;60;1;1;2;1;0;1;;;
7168179-1;2;1;2;4;42;1;1;1;1;0;1;;;
7168181-1;0;1;1;5;32;1;1;1;1;2;1;;;
7168182-1;0;1;1;4;67;1;1;1;1;0;1;;;
7168183-1;0;1;2;4;68;1;1;1;5;0;1;;;
7168194-1;1;1;1;4;27;1;1;1;1;0;1;;;
7168196-1;1;1;1;2;67;1;1;0;1;0;1;;;
7168204-1;0;1;1;4;51;1;1;0;1;0;1;;;
7168206-1;0;1;1;4;59;1;2; ;1;0;1;;;
7168213-1;0;1;1;4;38;1;2; ;1;0;0;;;
7168228-1;0;1;1;5;41;8;1;2;1;2;3;;;
7168239-1;0;1;1;4;68;1;1;1;1;0;0;;;
7168242-1;0;1;1;4;42;1;1;8;1;0;1;;;
7168243-1;1;1;1;4;85;1;1;8;1;0;1;;;
7168244-1;0;1;1;4;60;1;1;8;1;0;1;;;
7168247-1;0;1;1;5;33;1;2; ;1;0;1;;;
7168248-1;0;1;1;2;54;1;2; ;1;0;1;;;
7168250-1;1;1;2;4;59;1;2; ;4;0;1;;;
7168251-1;0;1;1;4;30;1;2; ;1;0;1;;;
7168254-1;0;1;1;5;37;1;2; ;1;2;0;;;
7168259-1;0;1;1;3;67;1;1;0;1;0;0;;;
7168260-1;0;1;1;2;47;1;2; ;1;0;1;;;
7168266-1;0;1;1;2;72;1;1;8;1;0;0;;;
7168272-1;2;1;2;4;48;1;1;1;4;0;0;;;
7168274-1;0;1;1;5;31;1;1;1;1;0;1;;;
7168275-1;0;1;2;3;75;1;1;1;4;0;0;;;
7168277-1;0;1;1;3;66;1;1;1;1;0;1;;;
7168278-1;1;1;2;4;38;1;1;1;1;2;1;;;
7168285-1;0;1;1;4;51;1;1;2;1;2;3;;;
7168286-1;0;1;2;5;62;1;1;1;1;2;3;;;
7168294-1;1;1;2;3;77;1;1;1;4;0;0;;;
7168297-1;1;1;1;2;86;1;1;1;4;0;0;;;
7168298-1;0;1;2;4;55;1;1;1;1;0;1;;;
7168303-1;1;1;1;4;49;1;1;1;1;0;1;;;
7168304-1;1;1;2;3;50;1;1;1;4;0;1;;;
7168306-1;3;1;2;3;59;1;1;1;1;0;1;;;
7168313-1;4;1;2;4;41;1;1;1;1;0;1;;;
7168315-1;5;1;2;4;41;1;1;1;1;0;0;;;
7168318-1;1;1;2;4;52;1;1;1;1;2;1;;;
7168325-1;2;1;1;6;33;1;1;1;1;2;1;;;
7168328-1;0;1;2;4;45;1;1;1;4;0;1;;;
7168331-1;3;1;2;4;62;1;1;1;1;0;1;;;
7168334-1;3;1;2;3;58;1;1;1;1;0;1;;;
7168342-1;5;1;1;4;52;1;1;0;1;0;1;;;
7168346-1;0;1;2;3;66;1;1;1;4;0;1;;;
7168351-1;1;1;2;4;68;1;1;1;4;0;0;;;
7168352-1;0;1;1;4;66;1;1;1;1;0;1;;;
7168355-1;2;1;2;4;49;1;1;1;4;0;1;;;
7168360-1;1;1;2;4;25;1;1;1;1;0;1;;;
7168361-1;6;1;2;4;29;1;1;1;4;0;1;;;
7168363-1;3;1;2;4;38;1;1;1;4;1;1;;;
7168366-1;0;1;2;3;73;1;1;1;4;0;0;;;
7168369-1;1;1;2;3;72;1;1;1;4;0;1;;;
7168370-1;0;1;1;4;55;1;1;1;4;0;1;;;
7168372-1;2;1;2;4;60;1;1;1;4;0;0;;;
7168372-2;4;1;2;4;39;1;1;1;1;0;1;;;
7168373-1;0;1;2;3;59;1;1;1;4;0;0;;;
7168373-2;2;1;2;4;29;1;1;1;4;2;1;;;
7168381-1;1;1;2;4;43;1;1;1;4;0;1;;;
7168384-1;1;1;1;3;58;1;1;1;1;1;1;;;
7168384-2;3;1;2;4;37;1;1;1;1;2;3;;;
7168385-1;0;1;1;4;73;1;1;1;4;0;0;;;
7168389-1;0;1;1;2;29;1;2; ;1;2;1;;;
7168391-1;2;1;1;3;45;1;2; ;1;0;1;;;
7168395-1;1;1;1;4;44;1;2; ;1;0;1;;;
7168397-1;1;1;1;4;39;1;1;8;1;0;0;;;
7168399-1;0;1;1;4;56;1;1;0;1;0;1;;;
7168400-1;0;1;1;4;65;1;2; ;1;0;1;;;
7168401-1;4;1;2;4;30;1;2; ;1;0;1;;;
7168402-1;0;1;1;5;26;1;1;8;1;1;3;;;
7168403-1;0;1;1;4;51;1;1;0;1;0;1;;;
7168405-1;2;1;2;4;27;1;1;1;1;1;1;;;
7168406-1;0;1;1;5;25;1;1;0;1;0;1;;;
7168408-1;1;1;2;4;56;1;1;1;1;0;1;;;
7168415-1;1;1;1;5;46;1;1;2;1;0;1;;;
7168419-1;3;1;2;4;28;1;1;1;1;0;1;;;
7168431-1;3;1;2;4;37;1;1;1;1;2;3;;;
