Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Tipo Union;Edad Jefe;Region;Energia;Estrato vivienda;Trabajo Jefe;Uso tecnologia Jefe;Edu Jefe;;;
7168434-1;2;1;2;4;45;1;1;1;4;2;3;;;
7168435-1;0;1;2;3;48;1;1;1;4;0;3;;;
7168441-1;0;1;2;3;63;1;1;1;4;2;3;;;
7168443-1;1;1;2;4;60;1;1;1;1;2;3;;;
7168445-1;2;1;2;2;24;1;1;1;4;2;3;;;
7168450-1;2;1;2;2;40;1;1;2;1;2;1;;;
7168455-1;0;1;2;3;66;1;1;1;1;0;1;;;
7168459-1;3;1;2;2;39;1;1;1;1;0;1;;;
7168460-1;2;1;2;4;30;1;1;1;1;1;1;;;
7168461-1;1;1;2;5;32;1;1;0;1;0;1;;;
7168462-1;1;1;2;4;57;1;1;1;4;0;0;;;
7168464-1;2;1;1;4;35;1;1;1;1;0;1;;;
7168468-1;0;1;1;2;24;1;2; ;1;0;1;;;
7168469-1;0;1;1;4;42;1;2; ;1;0;0;;;
7168470-1;0;1;1;5;32;1;2; ;1;0;1;;;
7168471-1;0;1;1;2;54;1;2; ;1;0;0;;;
7168473-1;0;1;2;2;30;1;2; ;1;1;1;;;
7168475-1;0;1;1;2;43;1;2; ;1;0;0;;;
7168476-1;0;1;1;2;51;1;1;1;1;0;0;;;
7168477-1;0;1;1;6;35;1;2; ;1;0;1;;;
7168479-1;1;1;2;2;21;1;1;0;1;2;1;;;
7168480-1;1;1;2;3;68;1;1;0;4;0;0;;;
7168486-1;1;1;2;5;24;1;1;0;4;2;1;;;
7168553-1;0;1;2;4;73;2;1;2;1;0;1;;;
7168559-1;0;1;2;6;56;2;1;2;1;0;1;;;
7168571-1;0;1;2;3;66;2;1;2;4;0;1;;;
7168573-1;0;1;1;5;35;2;1;2;1;2;1;;;
7168574-1;0;1;1;5;32;2;1;2;1;0;1;;;
7168576-1;0;1;2;3;67;2;1;2;5;0;1;;;
7168581-1;0;1;1;5;50;2;1;2;1;2;1;;;
7168583-1;1;1;1;4;41;2;1;2;1;0;1;;;
7168589-1;1;1;2;4;26;2;1;2;1;0;1;;;
7168591-1;1;1;2;5;30;2;1;2;1;0;1;;;
7168596-1;3;1;1;3;84;2;1;2;5;0;1;;;
7168598-1;2;1;1;3;70;2;1;2;4;0;1;;;
7168600-1;3;1;2;3;67;2;1;2;4;0;1;;;
7168605-1;2;1;2;3;89;2;1;2;5;0;1;;;
7168606-1;1;1;2;3;74;2;1;2;4;0;1;;;
7168607-1;2;1;2;3;74;2;1;2;5;0;1;;;
7168708-1;1;1;2;3;73;2;1;3;4;0;1;;;
7168710-1;3;1;2;4;38;2;1;2;1;2;1;;;
7168714-1;0;1;2;5;56;2;1;3;1;2;1;;;
7168715-1;3;1;2;4;35;2;1;2;4;0;1;;;
7168718-1;1;1;2;4;46;2;1;2;1;2;1;;;
7168719-1;0;1;1;5;32;2;1;2;2;2;2;;;
7168725-1;4;1;1;3;60;2;1;2;1;2;1;;;
7168726-1;2;1;2;4;35;2;1;2;1;2;1;;;
7168727-1;0;1;1;5;67;2;1;2;6;2;1;;;
7168731-1;1;1;2;4;55;2;1;2;1;0;1;;;
7168732-1;0;1;2;5;46;2;1;2;1;2;1;;;
7168733-1;0;1;1;4;68;2;1;2;1;0;1;;;
7168734-1;0;1;1;5;73;2;1;2;4;0;1;;;
7168737-1;1;1;2;3;51;2;1;2;4;0;1;;;
7168739-1;0;1;2;5;33;2;1;2;1;2;1;;;
7168742-1;0;1;2;5;27;2;1;2;1;2;3;;;
7168747-1;3;1;2;4;27;2;1;2;4;2;1;;;
7168750-1;1;1;2;3;85;2;1;2;5;0;0;;;
7168757-1;0;1;1;5;28;2;1;2;1;2;3;;;
7168760-1;0;1;1;5;21;2;1;2;1;2;3;;;
7168765-1;2;1;1;3;59;2;1;3;4;0;1;;;
7168775-1;4;1;2;4;38;2;1;2;1;2;3;;;
7168777-1;2;1;2;4;29;2;1;2;1;2;1;;;
7168779-1;0;1;1;5;51;2;1;2;1;2;1;;;
7168780-1;1;1;2;4;42;2;1;2;1;2;3;;;
7168784-1;0;1;1;5;39;2;1;3;1;2;1;;;
7168785-1;0;1;1;4;53;2;1;3;1;2;1;;;
7168787-1;1;1;2;4;54;2;1;3;4;2;1;;;
7168789-1;1;1;2;4;35;2;1;2;1;2;1;;;
7168792-1;0;1;1;5;28;2;1;2;1;2;3;;;
7168795-1;0;1;1;4;49;2;1;3;1;1;1;;;
7168796-1;0;1;1;5;26;2;1;2;1;2;3;;;
7168906-1;1;1;2;4;46;2;1;2;1;2;3;;;
7168908-1;0;1;1;3;61;2;1;2;5;0;3;;;
7168910-1;1;1;1;3;58;2;1;2;1;2;3;;;
7168915-1;2;1;2;4;50;2;1;2;4;0;1;;;
7168917-1;0;1;1;3;54;2;1;2;1;2;1;;;
7168921-1;1;1;1;4;62;2;1;2;1;0;1;;;
7168925-1;1;1;2;3;66;2;1;3;4;2;1;;;
7168932-1;3;1;2;5;38;2;1;2;2;0;3;;;
7168936-1;1;1;2;3;87;2;1;2;4;0;0;;;
7168942-1;2;1;2;5;58;2;1;2;4;1;1;;;
7168953-1;2;1;2;5;39;2;1;2;1;0;1;;;
7168958-1;0;1;2;3;76;2;1;2;4;0;0;;;
7168959-1;0;1;2;3;84;2;1;2;4;0;0;;;
7168963-1;0;1;2;4;28;2;1;2;1;2;1;;;
7168965-1;0;1;2;4;57;2;1;2;4;0;1;;;
7168972-1;0;1;1;5;29;2;1;3;1;2;1;;;
7168974-1;1;1;1;3;63;2;1;3;1;2;1;;;
7168977-1;1;1;2;3;66;2;1;3;4;2;3;;;
7168980-1;0;1;2;5;44;2;1;2;1;2;3;;;
7168981-1;0;1;1;5;38;2;1;2;1;1;3;;;
7168982-1;0;1;1;5;48;2;1;2;1;0;1;;;
7168988-1;3;1;2;4;38;2;1;2;1;2;1;;;
7168990-1;1;1;2;3;53;2;1;2;4;2;1;;;
7168991-1;1;1;2;3;58;2;1;2;4;0;1;;;
7169002-1;0;1;1;4;57;2;1;4;1;2;3;;;
7169069-1;0;1;2;4;38;2;1;2;1;2;1;;;
7169073-1;0;1;1;4;63;2;1;2;1;0;1;;;
7169081-1;1;1;2;5;57;2;1;2;1;0;1;;;
7169087-1;0;1;2;3;77;2;1;2;6;0;1;;;
7169092-1;0;1;1;5;59;2;1;2;1;0;1;;;
7169119-1;0;1;1;5;61;2;1;2;1;0;1;;;
7169126-1;1;1;2;3;73;2;1;2;5;0;0;;;
7169132-1;0;1;2;3;81;2;1;2;4;0;1;;;
7169137-1;0;1;2;3;78;2;1;4;5;2;1;;;
7169139-1;0;1;1;4;36;2;1;3;1;2;3;;;
7169141-1;0;1;1;5;24;2;1;3;1;2;3;;;
7169147-1;1;1;2;3;76;2;1;4;4;0;1;;;
7169151-1;1;1;2;5;22;2;1;2;2;0;1;;;
7169153-1;0;1;2;4;54;2;1;2;4;2;1;;;
7169157-1;0;1;1;4;44;2;1;3;1;2;3;;;
7169158-1;0;1;2;5;58;2;1;3;1;0;1;;;
7169168-1;0;1;2;5;63;2;1;3;6;2;1;;;
7169265-1;0;1;2;3;73;2;1;1;4;0;0;;;
7169266-1;0;1;1;5;25;2;1;1;1;2;1;;;
7169269-1;0;1;2;5;24;2;1;1;1;2;1;;;
7169274-1;1;1;2;3;61;2;1;1;4;2;1;;;
7169277-1;2;1;2;5;34;2;1;1;1;2;1;;;
7169279-1;0;1;1;5;42;2;1;2;1;2;1;;;
7169280-1;0;1;2;4;53;2;1;1;4;0;1;;;
7169283-1;1;1;2;5;61;2;1;2;4;2;3;;;
7169286-1;0;1;2;5;26;2;1;3;1;2;1;;;
7169287-1;0;1;2;5;58;2;1;3;1;2;2;;;
7169290-1;3;1;2;3;63;2;1;3;4;2;1;;;
7169291-1;2;1;2;3;56;2;1;3;4;2;1;;;
7169292-1;1;1;2;4;33;2;1;2;1;2;3;;;
7169294-1;2;1;2;3;42;2;1;2;1;2;1;;;
7169295-1;1;1;2;4;26;2;1;2;1;2;1;;;
7169296-1;1;1;2;5;40;2;1;2;1;2;1;;;
7169297-1;0;1;1;5;35;2;1;2;1;2;3;;;
7169300-1;2;1;2;5;34;2;1;2;1;2;1;;;
7169301-1;1;1;1;5;24;2;1;2;1;2;1;;;
7169302-1;1;1;2;5;53;2;1;2;1;2;1;;;
7169304-1;1;1;2;4;23;2;1;2;4;2;1;;;
7169308-1;2;1;1;4;56;2;1;2;1;2;1;;;
7169309-1;0;1;2;4;32;2;1;2;1;2;3;;;
7169314-1;2;1;2;5;42;2;1;3;1;2;3;;;
7169315-1;0;1;1;5;45;2;1;3;1;2;3;;;
7169316-1;3;1;2;4;39;2;1;3;2;2;3;;;
7169317-1;0;1;2;4;55;2;1;3;2;2;3;;;
7169317-2;0;1;1;5;24;2;1;3;3;2;3;;;
7169320-1;2;1;2;4;44;2;1;3;1;2;1;;;
7169321-1;0;1;2;5;54;2;1;3;4;2;3;;;
7169322-1;0;1;1;4;59;2;1;1;1;2;1;;;
7169323-1;1;1;2;4;66;2;1;2;4;2;1;;;
7169324-1;1;1;2;4;27;2;1;1;4;2;1;;;
7169326-1;0;1;1;5;37;2;1;1;2;2;3;;;
7169328-1;0;1;2;5;73;2;1;2;4;0;1;;;
7169331-1;0;1;2;3;53;2;1;1;1;2;1;;;
7169333-1;0;1;1;4;50;2;1;2;1;0;1;;;
7169334-1;0;1;2;3;56;2;1;2;1;2;1;;;
7169335-1;2;1;2;5;48;2;1;2;1;2;1;;;
7169340-1;1;1;2;5;18;2;1;2;1;2;1;;;
7169354-1;0;1;2;3;50;2;1;2;4;2;1;;;
7169355-1;1;1;2;4;73;2;1;2;4;0;1;;;
7169356-1;0;1;2;3;57;2;1;2;4;2;1;;;
7169358-1;0;1;2;4;50;2;1;2;1;0;1;;;
7169359-1;0;1;2;5;77;2;1;3;4;0;1;;;
7169362-1;0;1;2;3;69;2;1;3;4;0;1;;;
7169363-1;1;1;1;3;36;2;1;3;1;2;3;;;
7169365-1;1;1;2;4;66;2;1;2;4;2;3;;;
7169366-1;0;1;2;5;78;2;1;2;4;0;0;;;
7169368-1;2;1;2;2;25;2;1;2;1;2;1;;;
7169374-1;0;1;1;5;57;2;1;1;1;0;1;;;
7169377-1;0;1;1;4;60;2;1;2;1;0;1;;;
7169378-1;2;1;2;4;20;2;1;2;4;2;1;;;
7169379-1;0;1;2;5;41;2;1;2;1;2;1;;;
7169390-1;0;1;1;6;74;2;1;1;1;0;1;;;
7169392-1;2;1;1;4;53;2;1;1;1;0;1;;;
7169394-1;0;1;1;4;30;2;1;1;1;2;1;;;
7169397-1;2;1;2;4;39;2;1;0;2;2;1;;;
7169404-1;0;1;1;5;30;2;1;2;2;2;1;;;
7169407-1;2;1;2;3;63;2;1;0;4;0;0;;;
7169411-1;0;1;1;4;42;2;1;2;1;2;1;;;
7169411-2;0;1;1;5;20;2;1;2;1;2;1;;;
7169414-1;0;1;1;4;55;2;1;3;1;2;1;;;
7169421-1;2;1;2;5;43;2;1;2;2;2;3;;;
7169425-1;1;1;2;5;28;2;1;2;1;2;1;;;
7169427-1;1;1;2;4;56;2;1;2;1;2;1;;;
7169428-1;0;1;2;5;67;2;1;2;4;0;1;;;
7169429-1;3;1;2;6;33;2;1;3;4;2;1;;;
7169432-1;1;1;2;4;52;2;1;2;1;2;3;;;
7169434-1;0;1;1;4;48;2;1;2;1;0;1;;;
7169438-1;2;1;2;4;56;2;1;3;4;0;1;;;
7169439-1;0;1;1;4;68;2;1;2;6;2;1;;;
7169442-1;2;1;2;4;25;2;1;3;1;2;3;;;
7169443-1;0;1;2;3;83;2;1;2;6;0;1;;;
7169444-1;1;1;2;4;56;2;1;2;1;2;3;;;
7169446-1;0;1;1;5;30;2;1;1;1;0;1;;;
7169458-1;0;1;2;5;63;2;1;2;4;0;1;;;
7169461-1;0;1;1;5;55;2;1;1;1;0;1;;;
7169467-1;1;1;2;5;45;2;1;2;1;2;1;;;
7169468-1;2;1;2;3;71;2;1;2;6;2;1;;;
7169469-1;2;1;2;4;33;2;1;1;2;2;1;;;
7169472-1;0;1;1;4;53;2;1;2;1;2;2;;;
7169483-1;0;1;1;4;63;2;1;1;1;0;1;;;
7169485-1;1;1;2;5;49;2;1;1;5;2;1;;;
7169488-1;2;1;1;4;52;2;1;2;1;0;1;;;
7169490-1;0;1;1;4;57;2;1;1;1;0;1;;;
7169491-1;1;1;1;5;35;2;1;0;1;0;1;;;
7169511-1;0;1;1;3;68;2;1;4;1;0;1;;;
7169514-1;0;1;1;3;87;2;1;3;5;0;1;;;
7169516-1;0;1;2;4;64;2;1;3;4;2;1;;;
7169517-1;1;1;2;5;51;2;1;3;2;2;3;;;
7169518-1;0;1;2;3;84;2;1;3;4;0;1;;;
7169519-1;0;1;2;3;83;2;1;3;5;2;1;;;
7169595-1;1;1;2;3;90;2;1;2;4;0;1;;;
7169597-1;1;1;2;4;48;2;1;2;1;2;3;;;
7169606-1;0;1;1;5;40;2;1;2;1;0;1;;;
7169607-1;0;1;1;2;50;2;1;2;1;0;1;;;
7169608-1;1;1;2;3;62;2;1;2;1;0;1;;;
7169610-1;0;1;1;5;46;2;1;2;1;2;1;;;
7169615-1;0;1;2;3;83;2;1;2;4;0;1;;;
7169620-1;0;1;1;5;56;2;2; ;1;0;1;;;
7169624-1;0;1;2;3;77;2;1;1;4;0;1;;;
7169633-1;2;1;2;5;37;2;1;8;2;2;3;;;
7169634-1;0;1;2;2;52;2;1;8;4;0;1;;;
7169635-1;1;1;2;3;64;2;1;8;4;0;1;;;
7169639-1;0;1;1;5;41;2;1;8;1;2;3;;;
7169640-1;0;1;1;4;32;2;1;0;1;0;1;;;
7169642-1;0;1;1;5;19;2;1;8;1;0;1;;;
7169644-1;0;1;2;5;27;2;1;2;1;2;3;;;
7169645-1;0;1;2;5;22;2;1;2;1;2;3;;;
7169646-1;2;1;2;2;37;2;1;2;1;2;2;;;
7169648-1;0;1;1;4;50;2;1;2;1;0;1;;;
7169650-1;1;1;2;5;57;2;1;2;1;0;1;;;
7169654-1;1;1;2;4;60;2;1;2;1;0;1;;;
7169657-1;0;1;1;5;37;2;1;2;1;0;1;;;
7169659-1;1;1;2;5;26;2;1;2;1;2;3;;;
7169661-1;1;1;2;5;30;2;1;1;6;0;1;;;
7169662-1;1;1;2;3;84;2;1;1;5;0;1;;;
7169663-1;1;1;1;3;73;2;1;1;1;0;1;;;
7169664-1;0;1;2;3;80;2;1;2;5;0;1;;;
7169666-1;2;1;2;3;63;2;1;1;4;0;1;;;
7169667-1;1;1;2;4;30;2;1;2;1;2;3;;;
7169668-1;0;1;2;5;61;2;1;2;1;0;1;;;
7169671-1;1;1;2;4;63;2;1;2;4;0;1;;;
7169672-1;1;1;2;4;57;2;1;2;1;2;1;;;
7169673-1;2;1;1;3;54;2;1;1;1;0;1;;;
7169675-1;0;1;1;6;43;2;1;2;1;2;3;;;
7169677-1;0;1;1;4;39;2;1;2;1;2;3;;;
7169678-1;0;1;1;5;38;2;1;2;1;2;1;;;
7169680-1;1;1;2;4;52;2;1;2;4;0;1;;;
7169685-1;1;1;1;4;61;2;1;2;1;2;1;;;
7169686-1;0;1;2;5;63;2;1;2;4;0;1;;;
7169687-1;0;1;2;3;68;2;1;2;4;0;1;;;
7169689-1;2;1;2;4;37;3;1;3;1;2;3;;;
7169690-1;0;1;2;3;62;3;1;2;4;0;1;;;
7169695-1;0;1;2;3;56;3;1;2;1;0;1;;;
7169696-1;0;1;2;5;20;3;1;1;1;2;1;;;
7169697-1;0;1;1;5;26;3;1;2;1;0;1;;;
7169698-1;0;1;1;5;21;3;1;2;1;2;3;;;
7169701-1;0;1;2;5;27;3;1;2;1;2;3;;;
7169702-1;1;1;1;4;47;3;1;1;1;0;1;;;
7169703-1;3;1;2;5;32;3;1;1;1;0;3;;;
7169704-1;0;1;2;5;59;3;1;3;1;0;1;;;
7169708-1;0;1;2;5;26;3;1;1;2;2;1;;;
7169709-1;2;1;2;5;24;3;1;1;1;2;3;;;
7169710-1;1;1;2;3;86;3;1;1;5;0;0;;;
7169712-1;1;1;2;3;68;3;1;1;5;0;1;;;
7169714-1;0;1;2;4;51;3;1;1;1;1;1;;;
7169715-1;1;1;2;4;55;3;1;1;4;0;1;;;
7169718-1;0;1;1;5;18;3;1;1;3;2;3;;;
7169720-1;0;1;1;5;38;3;1;1;1;2;2;;;
7169725-1;0;1;1;5;27;3;1;1;2;2;1;;;
7169726-1;0;1;2;2;27;3;1;1;1;2;1;;;
7169729-1;0;1;1;5;61;3;2; ;1;0;1;;;
7169730-1;2;1;2;2;32;3;1;1;4;0;1;;;
7169732-1;2;1;2;4;49;3;1;1;1;0;0;;;
7169735-1;0;1;1;4;75;3;1;1;4;0;1;;;
7169740-1;3;1;2;4;42;3;1;2;2;0;1;;;
7169743-1;3;1;2;4;39;3;1;1;1;2;1;;;
7169753-1;2;1;2;4;33;3;1;2;2;0;1;;;
7169761-1;1;1;2;3;70;3;1;2;1;0;1;;;
7169763-1;1;1;2;4;65;3;1;2;4;0;1;;;
7169765-1;2;1;2;4;50;3;1;1;1;2;1;;;
7169786-1;1;1;2;3;60;3;1;1;4;0;1;;;
7169788-1;2;1;1;4;58;3;1;2;1;0;0;;;
7169797-1;1;1;2;4;55;3;1;2;1;0;1;;;
7169812-1;1;1;2;4;32;3;1;2;1;2;3;;;
7169814-1;3;1;2;4;27;3;1;0;4;0;1;;;
7169815-1;0;1;1;4;62;3;1;1;2;0;0;;;
7169818-1;0;1;1;3;89;3;1;1;5;0;1;;;
7169822-1;0;1;1;4;51;3;1;1;1;0;1;;;
7169824-1;0;1;1;6;46;3;1;1;1;0;1;;;
7169825-1;2;1;2;3;87;3;1;2;5;0;1;;;
7169829-1;1;1;2;5;65;2;1;1;6;0;1;;;
7169834-1;1;1;2;5;64;2;1;2;1;0;1;;;
7169837-1;2;1;2;5;42;2;1;2;1;0;1;;;
7169838-1;2;1;2;4;32;2;1;2;1;2;1;;;
7169839-1;3;1;2;4;45;2;1;2;1;0;0;;;
7169843-1;0;1;1;5;24;2;1;3;3;2;3;;;
7169846-1;0;1;1;4;47;2;1;2;1;0;1;;;
7169848-1;0;1;2;5;24;2;1;2;1;2;3;;;
7169857-1;0;1;2;3;81;2;1;2;4;0;0;;;
7169859-1;0;1;1;3;72;2;1;1;1;0;0;;;
7169861-1;0;1;1;5;38;2;1;2;1;0;1;;;
7169862-1;1;1;1;4;47;2;1;1;1;0;1;;;
7169863-1;1;1;1;3;61;2;1;2;1;0;1;;;
7169865-1;1;1;2;5;35;2;1;2;1;2;3;;;
7169867-1;0;1;1;6;48;2;1;2;1;2;3;;;
7169868-1;0;1;2;4;53;2;1;2;1;2;3;;;
7169869-1;2;1;2;5;51;2;1;2;1;2;1;;;
7169870-1;1;1;2;3;64;2;1;2;5;0;1;;;
7169873-1;2;1;2;4;30;2;1;2;1;2;3;;;
7169875-1;0;1;2;5;34;2;1;2;1;0;1;;;
7169876-1;0;1;1;5;45;2;1;2;1;2;3;;;
7169877-1;2;1;2;5;31;2;1;2;4;2;1;;;
7169878-1;2;1;2;2;32;2;1;2;4;0;1;;;
7169879-1;2;1;2;6;24;2;1;2;4;2;1;;;
7169881-1;2;1;2;5;53;2;1;2;4;0;1;;;
7169884-1;0;1;2;3;85;2;1;2;5;0;1;;;
7169888-1;2;1;2;4;44;2;1;2;1;2;1;;;
7169889-1;0;1;1;4;47;2;1;2;2;2;2;;;
7169892-1;0;1;1;5;40;2;1;1;4;0;1;;;
7169893-1;0;1;2;5;64;2;1;1;1;2;1;;;
7169894-1;3;1;2;3;87;2;1;3;5;0;1;;;
7169895-1;2;1;2;5;49;2;1;4;1;2;3;;;
7169897-1;0;1;1;5;27;2;1;5;1;2;3;;;
7169898-1;0;1;2;3;69;2;1;3;1;2;1;;;
7169902-1;0;1;1;5;58;2;1;6;1;0;1;;;
7169905-1;1;1;1;4;54;2;1;6;1;2;1;;;
7169909-1;0;1;2;5;44;2;1;2;4;2;3;;;
7169915-1;0;1;2;5;49;2;1;3;4;0;1;;;
7169930-1;5;1;2;4;42;2;1;1;1;2;1;;;
7169937-1;2;1;2;2;29;2;1;1;4;2;1;;;
7169939-1;2;1;2;5;51;2;1;1;1;0;0;;;
7169941-1;0;1;2;4;46;2;1;1;1;2;3;;;
7169943-1;0;1;1;3;79;2;1;1;5;0;1;;;
7169948-1;0;1;1;4;68;2;1;1;1;0;1;;;
7169949-1;0;1;1;5;53;2;1;1;1;0;1;;;
7169950-1;1;1;2;3;64;2;1;1;4;0;1;;;
7169951-1;2;1;2;4;50;2;1;1;1;2;3;;;
7169953-1;0;1;2;4;59;2;1;1;1;0;1;;;
7169954-1;0;1;1;4;43;2;1;1;1;0;1;;;
7169958-1;2;1;2;4;42;2;1;1;4;2;1;;;
7169959-1;1;1;1;4;77;2;1;1;6;0;1;;;
7169959-2;2;1;2;4;41;2;1;1;1;0;1;;;
7169965-2;0;1;2;3;67;2;1;2;4;0;0;;;
7169966-2;0;1;2;3;89;2;1;2;4;0;0;;;
7169967-1;2;1;2;5;56;2;1;2;1;0;1;;;
7169970-1;0;1;2;2;27;2;1;2;1;2;3;;;
7169971-1;0;1;1;3;70;2;1;2;1;0;1;;;
7169973-1;0;1;2;5;22;2;1;2;3;2;3;;;
7169974-1;1;1;2;4;50;2;1;2;1;2;3;;;
7169975-1;0;1;1;5;63;2;1;2;1;0;1;;;
7169982-1;0;1;1;5;22;2;1;1;1;0;1;;;
7169985-1;3;1;2;5;51;2;1;3;1;2;1;;;
7169989-1;0;1;1;5;33;2;1;2;4;2;3;;;
7169995-1;0;1;2;3;65;2;1;2;4;0;1;;;
7169996-1;0;1;1;5;63;2;1;2;1;0;1;;;
7170002-1;0;1;1;5;34;2;1;3;1;2;3;;;
7170003-1;0;1;1;5;41;2;1;2;1;2;3;;;
7170005-1;6;1;2;4;41;2;1;1;1;0;1;;;
7170006-1;0;1;2;6;61;2;1;3;1;2;3;;;
7170008-1;1;1;2;4;38;2;1;1;1;2;3;;;
7170009-1;0;1;2;3;45;2;1;1;1;0;1;;;
7170013-1;0;1;1;4;77;2;1;1;4;0;1;;;
7170014-1;3;1;2;3;82;2;1;1;4;0;1;;;
7170025-1;1;1;2;5;84;2;1;1;4;0;1;;;
7170026-1;2;1;1;4;39;2;1;2;1;2;1;;;
7170027-1;0;1;2;5;64;2;1;2;4;0;1;;;
7170032-1;2;1;2;5;65;2;1;2;1;0;1;;;
7170035-1;0;1;2;3;71;7;1;6;4;2;1;;;
7170037-1;1;1;2;4;49;7;1;4;1;2;3;;;
7170038-1;0;1;1;5;26;7;1;4;2;2;3;;;
7170043-1;1;1;2;4;29;7;1;3;1;2;3;;;
7170045-1;0;1;2;4;57;7;1;3;6;0;3;;;
7170050-1;1;1;2;4;46;7;1;1;1;0;1;;;
7170051-1;0;1;1;4;64;7;1;1;1;2;1;;;
7170054-1;3;1;2;4;58;7;1;1;1;0;0;;;
7170055-1;1;1;2;5;50;7;1;1;1;2;1;;;
7170056-1;2;1;2;4;30;7;1;1;2;2;3;;;
7170059-1;3;1;2;4;36;4;1;1;1;0;1;;;
7170060-1;1;1;2;5;43;4;1;1;4;0;1;;;
7170062-1;1;1;2;4;26;4;1;1;1;0;1;;;
7170067-1;1;1;2;3;86;4;1;1;4;0;1;;;
7170068-1;0;1;2;5;41;4;1;1;2;2;1;;;
7170070-1;0;1;2;5;54;4;1;1;4;0;1;;;
7170073-1;0;1;1;6;69;4;1;1;4;2;2;;;
7170074-1;2;1;2;6;53;4;1;1;4;0;1;;;
7170075-1;0;1;1;5;35;4;1;1;1;2;1;;;
7170077-1;1;1;2;4;59;4;1;1;4;2;1;;;
7170079-1;2;1;2;5;36;4;1;1;1;0;1;;;
7170080-1;0;1;2;5;76;4;1;1;4;0;1;;;
7170082-1;0;1;1;5;55;4;1;2;1;0;1;;;
7170083-1;1;1;2;3;55;4;1;6;6;2;3;;;
7170093-1;0;1;2;3;63;4;1;0;1;0;1;;;
7170096-1;0;1;2;3;87;4;1;1;5;0;1;;;
7170099-1;2;1;2;4;31;4;1;1;1;0;1;;;
7170100-1;0;1;1;5;23;4;1;1;1;2;1;;;
7170102-1;0;1;2;4;49;4;1;1;4;2;1;;;
7170103-1;0;1;1;5;21;4;1;2;1;2;1;;;
7170105-1;2;1;2;4;23;4;1;1;1;2;3;;;
7170115-1;1;1;1;4;55;4;1;1;1;0;1;;;
7170117-1;0;1;2;5;54;4;1;2;1;2;3;;;
7170118-1;3;1;2;4;30;4;1;0;1;0;1;;;
7170119-1;0;1;1;4;61;4;1;2;1;0;1;;;
7170124-1;2;1;2;3;57;4;1;0;1;0;1;;;
7170125-1;0;1;1;4;55;4;1;1;1;0;1;;;
7170129-1;3;1;2;4;37;4;1;0;1;2;1;;;
7170133-1;2;1;2;5;57;4;1;1;4;0;1;;;
7170134-1;4;1;2;4;45;4;1;1;1;0;1;;;
7170135-1;1;1;2;4;50;4;1;1;5;0;1;;;
7170137-1;0;1;2;3;83;4;1;1;5;0;1;;;
7170138-1;0;1;1;5;44;4;1;1;1;1;1;;;
7170140-1;3;1;2;5;26;4;1;1;1;0;1;;;
7170143-1;2;1;1;3;96;4;1;1;5;0;1;;;
7170144-1;0;1;1;5;33;4;1;0;1;0;1;;;
7170147-1;0;1;1;4;58;4;1;1;1;0;1;;;
7170149-1;0;1;1;4;79;4;1;1;1;0;0;;;
7170152-1;1;1;2;3;71;4;1;1;1;0;1;;;
7170153-1;0;1;2;5;63;4;1;0;4;0;1;;;
7170155-1;1;1;2;3;70;4;1;0;4;0;1;;;
7170161-1;3;1;2;5;73;4;1;0;4;0;1;;;
7170163-1;0;1;2;5;47;4;1;0;1;0;1;;;
7170164-1;1;1;1;4;70;4;1;0;1;0;1;;;
7170165-1;2;1;2;3;57;4;1;1;1;0;1;;;
7170167-1;0;1;2;3;59;4;1;2;1;2;1;;;
7170170-1;0;1;1;4;50;4;1;2;1;2;3;;;
7170173-1;3;1;2;5;35;3;1;2;4;0;1;;;
7170174-1;1;1;2;4;45;3;1;1;4;2;1;;;
7170175-1;0;1;1;5;69;3;1;1;2;0;0;;;
7170177-1;2;1;2;4;48;3;1;2;1;2;1;;;
7170178-1;1;1;2;4;54;3;1;1;4;0;1;;;
7170184-1;0;1;1;4;33;3;1;2;1;2;3;;;
7170190-1;1;1;2;5;56;3;1;2;4;2;3;;;
7170191-1;0;1;2;3;65;3;1;1;6;0;1;;;
7170192-1;2;1;2;4;43;3;1;3;1;2;1;;;
7170196-1;0;1;2;3;70;3;1;3;1;0;1;;;
7170197-1;0;1;1;5;23;3;1;3;1;2;3;;;
7170198-1;0;1;1;5;20;3;1;3;3;2;3;;;
7170199-1;0;1;2;3;77;3;1;4;5;0;2;;;
7170209-1;0;1;1;4;56;3;1;1;1;0;0;;;
7170210-1;1;1;1;3;59;3;1;2;1;0;1;;;
7170213-1;0;1;1;5;66;3;1;2;1;0;1;;;
7170220-1;3;1;2;3;72;3;1;2;4;0;1;;;
7170222-1;3;1;1;3;46;3;1;2;1;0;1;;;
7170224-1;1;1;2;3;67;3;1;2;4;0;1;;;
7170225-1;0;1;2;5;22;3;1;1;4;0;1;;;
7170227-1;0;1;2;3;87;3;1;1;4;0;1;;;
7170228-1;0;1;1;4;75;3;1;3;1;0;1;;;
7170246-1;1;1;2;4;26;3;1;3;4;2;1;;;
7170248-1;2;1;2;4;27;3;1;2;1;2;1;;;
7170252-1;0;1;2;1;21;3;1;2;1;2;3;;;
7170258-1;0;1;1;3;68;3;1;1;1;2;3;;;
7170267-1;0;1;2;4;53;3;1;1;4;1;1;;;
7170271-1;0;1;2;3;78;3;1;1;4;0;0;;;
