Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge
7162353-1;4;1;1;2;2;6;43;44
7162354-1;0;1;1;2;2;2;53;47
7162355-1;0;1;1;2;2;6;68;66
7162356-1;2;1;1;2;2;2;30;24
7162357-1;2;1;1;2;2;2;54;50
7162358-1;0;1;1;2;2;2;59;59
7162359-1;4;1;1;2;2;6;42;47
7162360-1;1;1;2;2;1;6;61;64
7162361-1;2;1;1;2;2;2;27;22
7162362-1;1;1;1;2;2;6;60;59
7162363-1;2;1;1;2;2;2;36;30
7162364-1;0;1;1;2;2;6;76;74
7162365-1;1;1;1;2;2;2;48;23
7162366-1;2;1;1;2;2;6;47;46
7162367-1;1;1;1;2;2;6;83;80
7162374-1;0;1;1;2;2;2;80;82
7162375-1;1;1;1;2;2;1;29;23
7162376-1;1;1;1;2;2;2;34;31
7162377-1;0;1;1;2;2;2;29;24
7162378-1;2;1;1;2;2;2;35;34
7162379-1;2;1;1;2;2;2;33;34
7162380-1;1;1;1;2;2;2;56;51
7162381-1;0;1;1;;;5;33;
7162382-1;1;1;1;2;2;2;39;28
7162383-1;1;1;2;2;1;2;27;32
7162384-1;0;1;2;;;5;21;
7162385-1;2;1;1;2;2;2;49;34
7162386-1;0;1;1;;;4;67;
7162387-1;0;1;2;;;3;87;
7162388-1;1;1;1;2;2;6;40;44
7162389-1;1;1;2;;;4;19;
7162390-1;1;1;2;;;3;64;
7162391-1;1;1;2;;;2;26;
7162392-1;3;1;1;2;2;2;28;27
7162393-1;3;1;1;2;2;2;34;26
7162394-1;4;1;1;2;2;2;43;36
7162395-1;0;1;2;;;4;74;
7162396-1;4;1;1;2;2;2;62;56
7162397-1;2;1;1;2;2;2;43;43
7162398-1;2;1;1;;;4;49;
7162399-1;1;1;1;2;2;1;25;16
7162400-1;2;1;1;2;2;2;39;29
7162401-1;0;1;1;;;5;34;
7162402-1;4;1;2;;;2;32;
7162403-1;0;1;1;;;5;23;
7162404-1;0;1;1;;;5;29;
7162405-1;0;1;1;;;2;49;
7162406-1;0;1;1;;;2;36;
7162407-1;0;1;2;;;5;59;
7162408-1;0;1;1;;;5;30;
7162409-1;0;1;2;;;4;62;
7162410-1;2;1;1;;;4;39;
7162411-1;0;1;1;;;2;58;
7162412-1;2;1;2;;;5;33;
7162413-1;0;1;1;;;5;32;
7162414-1;0;1;1;;;5;27;
7162415-1;1;1;2;;;4;18;
7162416-1;0;1;1;;;5;34;
7162417-1;1;1;2;;;4;38;
7162418-1;0;1;2;;;4;59;
7162419-1;0;1;1;;;4;19;
7162420-1;1;1;1;2;2;2;36;20
7162421-1;0;1;1;2;2;6;82;83
7162422-1;0;1;1;2;2;6;58;57
7162423-1;0;1;1;2;2;6;64;78
7162424-1;0;1;2;;;3;50;
7162425-1;0;1;1;;;5;32;
7162426-1;1;1;1;2;2;2;39;39
7162427-1;5;1;1;2;2;2;38;33
7162428-1;2;1;1;2;2;6;33;31
7162429-1;2;1;1;2;2;2;42;37
7162430-1;0;1;1;;;5;31;
7162431-1;1;1;1;2;2;6;65;56
7162433-1;0;1;2;;;5;25;
7162434-1;0;1;2;;;5;23;
7162435-1;1;1;2;;;5;49;
7162436-1;2;1;2;;;4;47;
7162438-1;2;1;1;2;2;2;34;27
7162439-1;1;1;2;;;4;46;
7162441-1;0;1;1;2;2;2;24;23
7162442-1;1;1;1;2;2;2;31;31
7162443-1;2;1;2;;;5;39;
7162444-1;0;1;1;;;5;55;
7162445-1;0;1;1;;;5;41;
7162446-1;0;1;1;2;2;2;33;20
7162447-1;0;1;1;;;5;37;
7162448-1;1;1;1;2;2;6;38;28
7162450-1;1;1;2;;;5;43;
7162451-1;2;1;2;;;3;69;
7162452-1;2;1;2;;;4;74;
7162453-1;2;1;1;2;2;2;44;40
7162454-1;0;1;1;2;2;6;49;47
7162456-1;2;1;1;2;2;2;52;56
7162458-1;0;1;1;;;5;26;
7162459-1;1;1;1;2;2;6;41;39
7162460-1;0;1;2;;;3;55;
7162460-2;1;1;1;2;2;2;22;21
7162461-1;2;1;1;2;2;2;29;28
7162462-1;2;1;2;;;3;54;
7162464-1;1;1;1;2;2;6;73;63
7162465-1;2;1;1;2;2;2;56;49
7162468-1;1;1;1;;;4;64;
7162469-1;1;1;1;;;3;80;
7162470-1;4;1;2;2;1;6;62;66
7162471-1;1;1;2;2;1;2;82;75
7162473-1;1;1;1;2;2;6;59;56
7162474-1;0;1;2;;;6;67;
7162475-1;1;1;2;2;1;2;32;32
7162476-1;1;1;2;;;4;48;
7162477-1;1;1;2;;;3;64;
7162477-2;1;1;1;2;2;2;30;25
7162478-1;0;1;1;;;4;62;
7162479-1;1;1;2;;;5;49;
7162480-1;2;1;1;2;2;6;50;41
7162481-1;3;1;1;2;2;6;55;48
7162482-1;3;1;1;2;2;6;45;38
7162483-1;0;1;2;;;3;63;
7162484-1;0;1;1;;;4;40;
7162485-1;4;1;1;2;2;2;31;32
7162486-1;0;1;1;2;2;2;28;29
7162488-1;2;1;1;2;2;2;38;31
7162489-1;2;1;2;;;5;42;
7162490-1;2;1;1;2;2;6;61;56
7162491-1;2;1;1;2;2;2;63;39
7162492-1;3;1;1;2;2;2;57;55
7162493-1;1;1;1;2;2;2;65;63
7162494-1;3;1;2;;;4;47;
7162495-1;5;1;2;;;4;43;
7162498-1;2;1;2;;;4;51;
7162499-1;2;1;1;;;3;69;
7162500-1;0;1;1;2;2;6;83;79
7162501-1;1;1;1;2;2;6;50;53
7162502-1;2;1;2;;;4;50;
7162503-1;0;1;2;;;3;78;
7162504-1;1;1;1;2;2;6;63;53
7162505-1;0;1;1;;;3;90;
7162506-1;0;1;1;2;2;6;78;73
7162507-1;2;1;1;2;2;6;59;59
7162508-1;1;1;2;;;4;31;
7162509-1;0;1;1;;;5;27;
7162510-1;1;1;1;2;2;6;43;47
7162512-1;0;1;2;;;6;25;
7162513-1;2;1;1;2;2;2;28;24
7162514-1;1;1;2;;;3;62;
7162515-1;0;1;1;;;3;67;
7162516-1;2;1;1;2;2;2;34;29
7162517-1;0;1;2;2;1;6;69;74
7162518-1;1;1;1;2;2;2;40;39
7162520-1;3;1;1;2;2;2;33;32
7162521-1;1;1;2;;;4;37;
7162522-1;2;1;2;;;3;83;
7162523-1;3;1;2;2;1;6;46;48
7162525-1;0;1;1;2;2;6;47;49
7162526-1;2;1;1;2;2;6;55;43
7162527-1;2;1;1;2;2;2;34;35
7162528-1;2;1;2;;;3;69;
7162529-1;1;1;2;2;1;6;60;62
7162530-1;1;1;1;2;2;6;60;57
7162532-1;2;1;1;;;5;58;
7162533-1;1;1;1;;;6;41;
7162534-1;2;1;1;2;2;2;33;43
7162537-1;0;1;1;2;2;1;35;32
7162538-1;4;1;2;2;1;2;42;46
7162539-1;2;1;1;2;2;6;48;56
7162540-1;3;1;2;;;4;54;
7162541-1;3;1;1;2;2;6;47;39
7162542-1;1;1;1;2;2;2;29;22
7162543-1;1;1;2;;;4;40;
7162544-1;0;1;1;2;2;2;50;49
7162545-1;2;1;2;;;4;43;
7162546-1;0;1;2;2;1;2;50;56
7162547-1;0;1;1;2;2;2;23;21
7162548-1;4;1;1;2;2;2;44;32
7162549-1;2;1;1;2;2;6;30;30
7162550-1;3;1;2;;;4;63;
7162551-1;2;1;1;2;2;2;36;31
7162552-1;1;1;2;;;4;75;
7162553-1;0;1;2;2;1;2;26;45
7162554-1;0;1;1;;;5;31;
7162555-1;0;1;1;;;4;24;
7162556-1;1;1;1;;;4;40;
7162557-1;1;1;2;2;1;2;38;40
7162558-1;1;1;1;2;2;2;41;37
7162559-1;1;1;1;2;2;2;58;52
7162560-1;2;1;2;2;1;2;42;41
7162562-1;2;1;1;2;2;6;29;29
7162563-1;2;1;1;2;2;2;56;47
7162564-1;0;1;2;;;5;67;
7162565-1;2;1;1;2;2;6;62;60
7162566-1;1;1;2;;;3;63;
7162567-1;2;1;1;2;2;2;57;43
7162569-1;2;1;1;2;2;2;51;49
7162570-1;3;1;1;2;2;6;53;38
7162571-1;1;1;2;;;3;84;
7162572-1;0;1;1;2;2;6;49;48
7162573-1;4;1;1;2;2;2;58;43
7162574-1;2;1;2;;;2;33;
7162575-1;1;1;2;;;3;69;
7162576-1;1;1;1;2;2;6;61;56
7162577-1;1;1;2;2;1;2;47;49
7162578-1;1;1;1;2;2;2;38;31
7162579-1;3;1;1;2;2;6;54;51
7162580-1;2;1;1;;;4;48;
7162581-1;3;1;1;2;2;1;35;34
7162582-1;2;1;1;2;2;2;27;24
7162583-1;6;1;2;;;4;28;
7162584-1;1;1;1;2;2;6;61;60
7162585-1;2;1;1;2;2;6;53;52
7162586-1;0;1;2;2;1;2;64;65
7162587-1;0;1;1;2;2;6;79;77
7162588-1;3;1;1;2;2;2;38;34
7162589-1;1;1;1;2;2;6;92;84
7162590-1;6;1;1;2;2;2;30;32
7162591-1;0;1;1;2;2;6;68;59
7162592-1;2;1;1;2;2;2;38;29
7162593-1;2;1;1;2;2;1;32;38
7162594-1;1;1;1;2;2;6;50;47
7162595-1;0;1;2;;;3;81;
7162596-1;2;1;2;;;3;73;
7162597-1;1;1;1;2;2;1;65;58
7162598-1;0;1;1;;;2;49;
7162599-1;1;1;1;;;2;48;
7162600-1;0;1;1;2;2;1;46;50
7162601-1;0;1;1;2;2;2;41;30
7162602-1;2;1;1;2;2;6;52;47
7162603-1;1;1;1;2;2;2;51;55
7162604-1;0;1;1;2;2;2;49;49
7162605-1;1;1;2;2;1;2;20;23
7162606-1;5;1;1;2;2;6;44;41
7162607-1;2;1;1;2;2;1;47;49
7162608-1;1;1;1;2;2;1;35;29
7162609-1;0;1;1;;;5;38;
7162610-1;0;1;1;2;2;1;67;53
7162611-1;1;1;1;2;2;2;53;48
7162612-1;1;1;2;2;1;6;51;58
7162613-1;1;1;1;2;2;2;68;67
7162614-1;3;1;1;2;2;1;43;30
7162615-1;3;1;2;2;1;2;29;36
7162616-1;0;1;2;;;4;67;
7162617-1;0;1;1;2;2;2;74;84
7162618-1;4;1;1;;;1;50;
7162619-1;1;1;2;2;1;2;59;55
7162620-1;2;1;2;;;3;61;
7162621-1;1;1;2;;;3;84;
7162622-1;1;1;1;;;5;64;
7162623-1;1;1;1;2;2;2;53;50
7162624-1;1;1;1;2;2;1;50;54
7162626-1;2;1;1;2;2;2;27;28
7162627-1;2;1;1;2;2;6;58;47
7162629-1;0;1;1;2;2;1;63;27
7162630-1;2;1;1;2;2;6;32;29
7162631-1;2;1;2;;;4;58;
7162632-1;1;1;2;2;1;6;40;53
7162633-1;1;1;1;2;2;2;68;62
7162634-1;0;1;2;;;3;67;
7162635-1;2;1;1;2;2;6;43;44
7162636-1;1;1;2;2;1;2;50;82
7162637-1;0;1;2;2;1;2;49;52
7162638-1;0;1;2;2;1;1;68;64
7162639-1;0;1;1;;;3;73;
7162640-1;2;1;2;;;6;42;
7162641-1;4;1;2;;;3;91;
7162642-1;1;1;1;2;2;2;73;66
7162643-1;2;1;2;2;1;2;49;38
7162644-1;3;1;1;2;2;6;74;73
7162645-1;0;1;1;;;3;79;
7162646-1;0;1;1;2;2;6;28;27
7162647-1;1;1;1;2;2;6;51;53
7162648-1;1;1;2;;;4;71;
7162649-1;2;1;1;2;2;2;52;53
7162650-1;2;1;2;2;1;6;44;50
7162651-1;3;1;1;2;2;2;46;45
7162652-1;1;1;2;;;3;81;
7162654-1;0;1;2;2;1;2;55;56
7162655-1;0;1;1;2;2;6;56;55
7162656-1;1;1;1;2;2;2;29;18
7162657-1;2;1;1;2;2;2;33;30
7162658-1;1;1;1;2;2;2;87;71
7162659-1;2;1;1;2;2;2;47;45
7162660-1;0;1;1;2;2;2;53;50
7162661-1;0;1;1;;;4;25;
7162662-1;0;1;1;2;2;6;78;75
7162663-1;4;1;1;2;2;2;83;49
7162664-1;0;1;1;2;2;2;58;57
7162665-1;2;1;1;;;6;44;
7162666-1;0;1;1;2;2;2;46;62
7162667-1;5;1;1;2;2;1;41;26
7162668-1;1;1;1;2;2;2;32;39
7162669-1;2;1;2;2;1;2;24;25
7162670-1;0;1;1;2;2;2;49;58
7162671-1;0;1;1;;;2;48;
7162672-1;6;1;1;2;2;2;46;43
7162673-1;0;1;1;2;2;2;42;35
7162674-1;0;1;1;2;2;1;33;41
7162675-1;1;1;1;2;2;2;29;28
7162676-1;1;1;1;2;2;2;21;16
7162677-1;1;1;2;2;1;6;42;44
7162678-1;1;1;1;2;2;2;28;26
7162679-1;0;1;1;2;2;6;48;45
7162680-1;0;1;1;;;4;66;
7162681-1;1;1;1;2;2;1;32;41
7162682-1;0;1;1;;;5;23;
7162683-1;0;1;1;2;2;6;41;45
7162684-1;1;1;1;2;2;2;42;30
7162685-1;0;1;2;;;4;53;
7162686-1;2;1;1;2;2;2;41;41
7162687-1;1;1;2;;;4;58;
7162688-1;0;1;1;;;4;52;
7162691-1;1;1;1;2;2;6;56;57
7162692-1;1;1;2;2;1;2;57;59
7162693-1;0;1;1;2;2;6;69;67
7162694-1;0;1;1;2;2;6;77;74
7162695-1;1;1;1;2;2;6;60;48
7162698-1;0;1;1;2;2;2;35;30
7162699-1;1;1;2;2;1;6;74;74
7162702-1;2;1;1;2;2;2;30;26
7162703-1;0;1;1;;;6;70;
7162704-1;0;1;1;2;2;2;57;47
7162705-1;0;1;1;2;2;6;63;54
7162706-1;2;1;1;2;2;2;54;46
7162707-1;2;1;1;2;2;6;24;21
7162708-1;2;1;2;;;4;47;
7162709-1;1;1;1;2;2;6;46;49
7162710-1;0;1;1;;;4;44;
7162711-1;2;1;1;2;2;1;19;22
7162712-1;4;1;1;2;2;2;34;33
7162713-1;3;1;1;2;2;2;48;24
7162714-1;2;1;2;;;3;56;
7162715-1;1;1;1;2;2;2;54;56
7162716-1;2;1;1;2;2;2;69;61
7162717-1;1;1;2;;;4;39;
7162718-1;1;1;2;;;1;29;
7162719-1;3;1;2;;;4;44;
7162720-1;6;1;1;2;2;2;46;37
7162721-1;1;1;2;;;4;37;
7162723-1;3;1;2;;;4;52;
7162724-1;3;1;1;2;2;6;48;43
7162725-1;2;1;1;2;2;2;46;39
7162726-1;2;1;2;;;4;64;
7162727-1;1;1;1;2;2;2;77;66
7162728-1;2;1;1;2;2;6;41;36
7162729-1;1;1;2;;;4;21;
7162730-1;2;1;2;;;4;39;
7162731-1;3;1;1;2;2;6;49;40
7162732-1;2;1;2;;;4;42;
7162733-1;2;1;2;;;4;52;
7162734-1;2;1;2;2;1;2;51;49
7162735-1;1;1;2;2;1;6;56;63
7162736-1;0;1;1;2;2;6;62;52
7162737-1;0;1;1;2;2;6;32;29
7162738-1;0;1;1;2;2;6;26;22
7162739-1;1;1;1;2;2;6;28;28
7162740-1;1;1;1;2;2;6;53;44
7162741-1;2;1;1;2;2;1;44;30
7162742-1;0;1;1;;;5;47;
7162753-1;1;1;1;;;4;43;
7162754-1;3;1;1;2;2;2;45;35
7162755-1;2;1;2;;;4;39;
7162756-1;0;1;2;;;5;23;
7162757-1;0;1;1;;;4;49;
7162758-1;0;1;2;;;4;53;
7162759-1;1;1;2;;;5;38;
7162760-1;1;1;2;2;1;6;28;34
7162761-1;2;1;2;;;4;32;
7162762-1;4;1;1;2;2;2;42;33
7162763-1;2;1;1;2;2;6;38;36
7162764-1;0;1;2;2;1;2;21;30
7162765-1;2;1;2;;;2;37;
7162766-1;3;1;1;2;2;2;29;23
7162767-1;0;1;2;;;4;60;
7162768-1;0;1;2;;;4;63;
7162769-1;1;1;2;;;2;20;
7162770-1;0;1;1;;;4;42;
7162771-1;4;1;2;;;4;41;
7162772-1;1;1;1;2;2;2;32;31
7162773-1;2;1;2;;;3;32;
7162774-1;1;1;1;2;2;2;18;26
7162775-1;4;1;2;;;4;41;
7162776-1;1;1;2;;;4;40;
7162777-1;1;1;1;2;2;2;36;24
7162778-1;4;1;2;;;4;49;
7162779-1;2;1;1;2;2;2;33;29
7162780-1;1;1;1;2;2;6;44;45
7162781-1;0;1;2;;;4;70;
7162782-1;0;1;2;2;1;2;49;40
7162783-1;4;1;2;2;1;2;37;34
7162784-1;3;1;1;2;2;2;56;54
7162785-1;2;1;1;2;2;2;27;28
7162786-1;1;1;2;;;4;67;
7162787-1;2;1;2;;;3;45;
7162788-1;2;1;1;2;2;6;31;28
7162789-1;1;1;1;2;2;2;22;19
7162790-1;2;1;2;;;4;39;
7162791-1;4;1;1;2;2;2;60;27
7162792-1;0;1;1;2;2;2;46;55
7162793-1;2;1;1;2;2;2;46;32
7162794-1;0;1;2;;;4;48;
7162796-1;3;1;2;;;4;50;
7162797-1;0;1;1;;;2;38;
7162798-1;2;1;1;2;2;2;48;55
7162799-1;0;1;1;;;5;70;
7162800-1;0;1;2;;;4;70;
7162801-1;5;1;1;2;2;2;34;28
7162802-1;1;1;1;2;2;2;34;33
7162803-1;0;1;2;2;1;2;62;75
7162804-1;0;1;2;;;3;83;
7162805-1;0;1;1;;;4;60;
7162806-1;2;1;1;2;2;2;45;51
7162807-1;3;1;2;;;2;53;
7162808-1;1;1;2;;;2;20;
7162809-1;3;1;2;;;2;25;
7162810-1;2;1;2;;;4;30;
7162811-1;2;1;2;;;4;23;
7162812-1;1;1;1;2;2;1;25;21
7162813-1;0;1;2;;;5;21;
7162814-1;4;1;1;2;2;2;49;55
7162815-1;2;1;2;;;4;26;
7162816-1;0;1;2;;;4;60;
7162817-1;0;1;1;2;2;2;53;31
7162818-1;3;1;1;2;2;6;46;45
7162819-1;1;1;1;2;2;2;23;23
7162820-1;0;1;2;;;3;76;
7162821-1;1;1;1;2;2;2;67;55
7162822-1;0;1;1;2;2;2;51;50
7162823-1;2;1;1;2;2;1;22;17
7162824-1;1;1;2;2;1;6;18;25
7162825-1;0;1;1;2;2;2;26;34
7162826-1;3;1;1;2;2;2;27;21
7162827-1;3;1;1;2;2;2;53;45
7162828-1;0;1;1;;;5;47;
7162829-1;2;1;1;2;2;2;32;29
7162830-1;0;1;1;;;5;17;
7162831-1;0;1;1;2;2;2;76;78
7162832-1;0;1;1;2;2;2;81;57
7162833-1;2;1;1;2;2;2;21;17
7162834-1;0;1;1;;;5;43;
7162835-1;2;1;2;2;1;2;43;41
7162836-1;0;1;1;;;5;21;
7162837-1;0;1;1;;;5;23;
7162838-1;0;1;1;;;4;63;
7162839-1;0;1;1;;;4;45;
7162840-1;0;1;1;;;6;30;
7162841-1;4;1;2;;;4;36;
7162842-1;0;1;1;;;3;93;
7162843-1;0;1;2;;;5;25;
7162844-1;0;1;1;2;2;6;30;25
7162845-1;3;1;2;;;4;35;
7162846-1;2;1;1;2;2;2;26;23
7162847-1;0;1;1;;;2;40;
7162848-1;0;1;1;;;5;85;
7162849-1;0;1;1;2;2;2;24;21
7162850-1;2;1;1;2;2;1;51;25
7162851-1;1;1;1;2;2;2;50;57
7162852-1;0;1;1;;;4;57;
7162853-1;1;1;1;2;2;2;50;38
7162854-1;2;1;1;2;2;2;39;34
7162855-1;0;1;1;;;5;44;
7162856-1;1;1;2;;;4;24;
7162857-1;0;1;1;;;5;23;
7162858-1;1;1;1;2;2;1;39;16
7162859-1;6;1;2;;;4;27;
7162860-1;0;1;1;;;5;38;
7162861-1;0;1;2;;;4;47;
7162862-1;2;1;1;2;2;2;31;27
7162863-1;0;1;2;2;1;6;18;25
7162864-1;3;1;1;2;2;2;46;50
7162865-1;0;1;1;;;4;69;
7162866-1;0;1;1;;;6;20;
7162867-1;3;1;2;;;4;38;
7162868-1;0;1;1;;;5;46;
7162869-1;1;1;2;2;1;2;17;20
7162870-1;0;1;1;2;2;2;44;66
7162871-1;1;1;1;2;2;2;44;40
7162872-1;2;1;1;2;2;2;65;53
7162873-1;2;1;2;;;4;31;
7162874-1;1;1;2;;;4;35;
7162875-1;1;1;1;2;2;2;32;34
7162876-1;0;1;1;;;4;32;
7162877-1;2;1;1;2;2;2;43;36
7162878-1;0;1;1;;;5;43;
7162879-1;0;1;1;;;4;76;
7162880-1;4;1;2;;;4;40;
7162881-1;0;1;1;2;2;2;67;59
7162882-1;2;1;1;2;2;2;44;20
7162883-1;1;1;1;2;2;1;25;20
7162884-1;0;1;1;;;5;24;
7162885-1;2;1;2;;;2;26;
7162886-1;0;1;1;;;4;72;
7162887-1;1;1;1;2;2;1;18;18
7162888-1;1;1;1;;;4;39;
7162889-1;0;1;1;;;4;34;
7162890-1;3;1;1;2;2;1;38;29
7162891-1;1;1;2;;;4;55;
7162892-1;1;1;2;;;4;34;
7162893-1;0;1;1;;;5;25;
7162894-1;2;1;2;;;3;78;
7162895-1;0;1;1;2;2;2;56;48
7162896-1;0;1;2;;;4;54;
7162897-1;1;1;2;;;4;26;
7162898-1;1;1;2;;;3;81;
7162899-1;1;1;1;2;2;6;88;75
7162900-1;0;1;1;;;4;77;
7162901-1;2;1;2;;;5;37;
7162902-1;1;1;1;2;2;1;28;32
7162903-1;0;1;2;;;4;27;
7162904-1;0;1;2;;;3;63;
7162905-1;0;1;1;;;4;34;
7162906-1;2;1;1;2;2;6;66;56
7162907-1;1;1;2;2;1;2;35;37
7162908-1;0;1;1;;;3;37;
7162909-1;3;1;1;2;2;1;23;37
7162910-1;2;1;2;;;2;38;
7162911-1;2;1;2;;;4;37;
7162912-1;0;1;1;;;4;76;
7162913-1;0;1;2;;;3;56;
7162914-1;0;1;1;;;4;70;
7162915-1;3;1;2;;;2;36;
7162916-1;0;1;2;;;4;68;
7162917-1;2;1;1;;;6;65;
7162918-1;2;1;2;2;1;1;35;45
7162919-1;2;1;1;2;2;6;59;60
7162920-1;1;1;1;2;2;6;29;27
7162921-1;2;1;1;2;2;2;40;37
7162922-1;2;1;1;2;2;6;48;47
7162923-1;2;1;2;;;6;43;
7162924-1;2;1;2;2;1;6;66;70
7162925-1;1;1;1;2;2;2;62;59
7162926-1;1;1;1;2;2;2;27;24
7162927-1;0;1;1;2;2;6;70;66
7162928-1;0;1;1;2;2;6;66;64
7162929-1;0;1;1;;;2;36;
7162930-1;0;1;2;2;1;2;67;66
7162931-1;2;1;2;2;1;2;49;53
7162932-1;2;1;2;;;4;29;
7162933-1;1;1;1;2;2;6;90;93
7162934-1;0;1;2;;;3;58;
7162935-1;0;1;1;;;5;43;
7162936-1;0;1;2;2;1;1;30;29
7162937-1;0;1;1;;;5;50;
7162938-1;0;1;1;2;2;6;91;87
7162939-1;3;1;1;2;2;6;47;45
7162940-1;3;1;1;2;2;2;43;43
7162941-1;1;1;1;2;2;2;55;58
7162942-1;1;1;2;;;3;63;
7162943-1;1;1;2;;;2;44;
7162944-1;0;1;1;;;4;65;
7162945-1;0;1;1;2;2;6;90;86
7162946-1;6;1;2;;;4;34;
7162947-1;0;1;1;;;6;52;
7162948-1;0;1;2;;;3;72;
7162949-1;0;1;1;;;4;69;
7162950-1;1;1;1;2;2;2;72;52
7162951-1;0;1;1;;;4;60;
7162952-1;1;1;2;;;4;36;
7162953-1;0;1;1;;;4;51;
7162954-1;0;1;1;;;4;68;
7162955-1;0;1;1;;;4;53;
7162956-1;0;1;1;;;4;48;
7162957-1;0;1;1;;;5;45;
7162958-1;0;1;1;;;2;62;
7162959-1;1;1;1;2;2;1;22;17
7162960-1;0;1;1;;;5;33;
7162961-1;0;1;1;;;5;54;
7162962-1;0;1;1;;;4;73;
7162963-1;1;1;2;;;3;92;
7162964-1;1;1;2;;;4;57;
7162965-1;0;1;1;2;2;1;28;27
7162966-1;0;1;2;;;3;70;
7162967-1;1;1;2;;;5;55;
7162968-1;0;1;1;;;5;59;
7162969-1;0;1;1;;;5;35;
7162970-1;0;1;1;;;4;67;
7162971-1;2;1;2;2;1;6;60;59
7162972-1;2;1;2;2;1;6;51;53
7162973-1;0;1;2;;;3;89;
7162974-1;1;1;1;2;2;6;48;44
7162975-1;0;1;1;;;6;54;
7162976-1;0;1;1;;;6;43;
7162978-1;0;1;1;2;2;6;66;54
7162979-1;0;1;1;;;4;57;
7162980-1;4;1;2;2;1;6;45;45
7162981-1;0;1;1;2;2;6;50;43
7162982-1;1;1;2;;;3;47;
7162983-1;1;1;2;2;1;2;44;44
7162984-1;0;1;2;;;4;53;
7162985-1;0;1;1;;;4;54;
7162986-1;0;1;1;;;6;52;
7162987-1;1;1;1;2;2;2;47;43
7162988-1;0;1;1;;;3;77;
7162989-1;2;1;1;2;2;6;35;32
7162990-1;2;1;1;2;2;6;37;31
7162991-1;2;1;1;2;2;6;48;35
7162992-1;0;1;2;;;5;54;
7162993-1;2;1;1;2;2;1;38;38
7162994-1;1;1;1;2;2;6;37;34
7162995-1;0;1;1;2;2;2;37;44
7162996-1;1;1;1;2;2;2;33;31
7162997-1;2;1;2;;;5;36;
7162998-1;0;1;2;2;1;2;86;86
7162999-1;3;1;1;2;2;2;36;27
7163000-1;1;1;1;2;2;6;59;59
7163001-1;1;1;2;;;5;56;
7163002-1;0;1;2;;;4;68;
7163003-1;0;1;1;;;4;27;
7163004-1;1;1;2;;;4;65;
7163005-1;1;1;1;2;2;2;58;57
7163006-1;0;1;1;2;2;6;68;65
7163007-1;2;1;2;;;4;56;
7163008-1;0;1;1;2;2;6;68;68
7163009-1;1;1;1;2;2;6;51;47
7163010-1;1;1;2;;;3;71;
7163011-1;2;1;1;2;2;2;41;39
7163013-1;1;1;2;2;1;6;43;47
7163015-1;0;1;2;2;1;2;61;58
7163016-1;0;1;2;;;5;63;
7163017-1;0;1;1;2;2;2;64;58
7163018-1;0;1;1;2;2;2;60;59
7163019-1;0;1;2;;;4;77;
7163020-1;1;1;1;2;2;2;46;48
7163021-1;0;1;1;;;3;54;
7163022-1;2;1;2;;;5;45;
7163023-1;1;1;2;;;3;71;
7163024-1;2;1;1;2;2;6;37;41
7163025-1;0;1;2;;;5;62;
7163026-1;1;1;1;2;2;2;47;41
7163027-1;0;1;1;2;2;2;62;70
7163028-1;2;1;1;2;2;2;32;28
7163030-1;0;1;1;;;5;57;
7163031-1;1;1;1;2;2;6;51;55
7163033-1;0;1;1;2;2;2;45;55
7163034-1;1;1;2;2;1;6;63;63
7163035-1;1;1;2;;;5;38;
7163036-1;0;1;1;2;2;2;54;43
7163037-1;1;1;2;;;4;52;
7163038-1;0;1;2;;;5;54;
7163039-1;2;1;2;;;4;69;
7163040-1;2;1;1;2;2;2;48;47
7163041-1;0;1;1;;;4;47;
7163042-1;1;1;2;;;5;51;
7163043-1;1;1;2;;;3;67;
7163044-1;2;1;2;;;4;61;
7163045-1;1;1;1;2;2;6;58;55
7163046-1;0;1;1;2;2;2;36;28
7163047-1;1;1;1;2;2;2;48;35
7163048-1;0;1;1;2;2;2;53;57
7163049-1;0;1;2;2;1;6;53;59
7163050-1;3;1;2;2;1;2;47;49
7163051-1;0;1;1;2;2;2;56;56
7163052-1;0;1;1;2;2;2;58;59
7163053-1;0;1;2;;;5;68;
7163055-1;2;1;2;2;1;6;36;33
7163056-1;0;1;1;2;2;6;65;65
7163057-1;1;1;2;2;1;2;55;54
7163059-1;0;1;2;;;5;76;
7163060-1;0;1;1;2;2;2;54;50
7163061-1;0;1;1;2;2;2;68;61
7163062-1;0;1;1;;;6;46;
7163063-1;1;1;1;2;2;6;41;44
7163064-1;1;1;1;2;2;2;55;50
7163065-1;2;1;1;2;2;6;49;50
7163066-1;2;1;1;2;2;2;40;38
7163068-1;0;1;1;2;2;6;67;72
7163069-1;0;1;1;2;2;6;54;50
7163070-1;1;1;2;2;1;2;54;65
7163071-1;1;1;2;;;4;44;
7163072-1;0;1;1;2;2;6;54;54
7163073-1;0;1;1;2;2;6;59;52
7163075-1;2;1;1;2;2;2;33;36
7163076-1;1;1;2;;;4;49;
7163077-1;1;1;2;;;3;70;
7163078-1;0;1;2;;;4;59;
7163079-1;2;1;2;2;1;2;54;53
