Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge
7161497-1;3;1;1;2;2;6;38;40
7161498-1;2;1;1;2;2;2;19;19
7161499-1;1;1;1;2;2;2;23;25
7161500-1;1;1;1;2;2;2;22;21
7161502-1;2;1;1;2;2;2;30;28
7161503-1;2;1;1;2;2;6;49;37
7161504-1;1;1;2;;;4;37;
7161505-1;2;1;1;2;2;6;93;88
7161506-1;0;1;1;2;2;6;79;75
7161508-1;1;1;1;2;2;6;64;58
7161509-1;5;1;1;2;2;2;53;48
7161511-1;2;1;2;;;2;28;
7161512-1;2;1;2;;;3;75;
7161514-1;1;1;1;2;2;6;56;44
7161515-1;0;1;1;2;2;2;64;60
7161516-1;1;1;1;2;2;6;52;55
7161517-1;1;1;1;2;2;6;51;51
7161518-1;0;1;1;2;2;6;55;50
7161519-1;0;1;1;2;2;6;70;69
7161521-1;0;1;2;;;3;77;
7161523-1;2;1;1;2;2;6;37;33
7161524-1;2;1;1;2;2;6;61;56
7161525-1;1;1;1;2;2;2;38;21
7161526-1;0;1;1;;;5;79;
7161527-1;3;1;1;2;2;2;52;49
7161529-1;1;1;1;2;2;6;64;52
7161531-1;0;1;1;2;2;2;52;49
7161532-1;2;1;2;;;5;24;
7161533-1;0;1;1;2;2;2;24;23
7161535-1;1;1;1;2;2;6;65;64
7161536-1;1;1;2;;;6;48;
7161537-1;1;1;1;2;2;6;62;57
7161538-1;3;1;1;2;2;2;40;38
7161539-1;0;1;1;2;2;6;68;64
7161540-1;0;1;2;;;5;37;
7161558-1;1;1;2;;;4;56;
7161559-1;0;1;1;;;4;47;
7161560-1;0;1;1;2;2;6;79;71
7161561-1;2;1;1;2;2;6;31;23
7161562-1;0;1;1;2;2;2;74;73
7161563-1;0;1;1;2;2;2;27;29
7161564-1;1;1;1;2;2;6;39;34
7161565-1;1;1;2;;;3;76;
7161566-1;2;1;2;;;4;42;
7161567-1;2;1;1;2;2;2;44;38
7161568-1;2;1;1;2;2;6;36;36
7161569-1;0;1;1;2;2;6;73;71
7161570-1;4;1;2;2;1;2;38;56
7161572-1;0;1;2;;;4;41;
7161573-1;1;1;2;;;4;38;
7161574-1;0;1;2;;;4;72;
7161575-1;0;1;1;;;5;21;
7161577-1;0;1;1;;;5;59;
7161578-1;0;1;1;;;4;39;
7161580-1;1;1;1;2;2;6;60;49
7161581-1;0;1;1;2;2;2;56;54
7161582-1;0;1;1;;;4;72;
7161583-1;0;1;1;;;4;60;
7161584-1;1;1;1;;;4;57;
7161585-1;3;1;1;2;2;2;59;47
7161586-1;0;1;1;2;2;6;58;47
7161587-1;1;1;1;2;2;2;24;20
7161588-1;1;1;1;2;2;2;56;35
7161589-1;1;1;2;2;1;2;29;46
7161590-1;0;1;1;;;4;60;
7161591-1;2;1;1;2;2;2;45;21
7161592-1;3;1;1;2;2;2;39;40
7161593-1;1;1;1;;;4;75;
7161595-1;2;1;2;;;4;36;
7161596-1;1;1;2;;;4;37;
7161597-1;3;1;1;2;2;2;81;79
7161598-1;6;1;2;;;6;34;
7161599-1;0;1;2;;;5;26;
7161600-1;0;1;2;;;5;22;
7161601-1;0;1;1;2;2;6;69;64
7161602-1;0;1;1;2;2;6;42;42
7161603-1;0;1;2;;;5;39;
7161604-1;0;1;2;;;5;59;
7161608-1;0;1;1;;;4;42;
7161610-1;1;1;1;2;2;6;42;39
7161611-1;1;1;1;2;2;6;54;54
7161612-1;2;1;1;2;2;2;46;32
7161613-1;4;1;1;2;2;2;43;47
7161614-1;2;1;2;2;1;2;23;36
7161615-1;2;1;1;2;2;2;24;23
7161616-1;3;1;1;2;2;2;32;24
7161617-1;0;1;1;2;2;2;21;20
7161618-1;1;1;1;2;2;2;25;27
7161619-1;1;1;1;2;2;1;29;44
7161620-1;2;1;1;2;2;2;46;58
7161621-1;2;1;1;2;2;2;32;24
7161622-1;0;1;1;2;2;6;37;34
7161623-1;1;1;2;;;3;76;
7161624-1;1;1;1;2;2;6;43;34
7161625-1;1;1;2;;;3;70;
7161626-1;3;1;1;2;2;2;47;47
7161627-1;1;1;1;;;3;89;
7161629-1;1;1;2;2;1;2;45;56
7161630-1;1;1;2;;;4;29;
7161631-1;1;1;1;2;2;2;55;59
7161632-1;0;1;1;2;2;2;52;44
7161633-1;0;1;1;;;5;53;
7161634-1;2;1;1;2;2;6;45;45
7161635-1;0;1;2;2;1;2;55;70
7161636-1;2;1;1;2;2;2;36;27
7161637-1;0;1;1;;;5;34;
7161638-1;0;1;1;2;2;2;34;35
7161639-1;2;1;2;;;4;57;
7161640-1;3;1;1;2;2;6;63;56
7161641-1;3;1;2;;;4;45;
7161642-1;0;1;1;2;2;2;39;37
7161643-1;3;1;2;2;1;2;39;34
7161644-1;3;1;1;2;2;2;50;48
7161645-1;1;1;2;;;4;59;
7161646-1;1;1;2;;;5;55;
7161648-1;3;1;2;;;4;46;
7161649-1;2;1;1;2;2;6;27;24
7161650-1;0;1;2;2;1;6;54;53
7161651-1;0;1;2;;;5;49;
7161652-1;2;1;1;2;2;2;32;31
7161653-1;0;1;2;;;4;70;
7161655-1;3;1;1;2;2;2;45;39
7161656-1;1;1;1;2;2;2;35;26
7161657-1;0;1;1;;;4;42;
7161658-1;3;1;1;2;2;6;39;47
7161659-1;0;1;1;;;4;63;
7161660-1;1;1;1;2;2;6;51;51
7161661-1;0;1;2;;;3;71;
7161662-1;3;1;1;2;2;2;37;39
7161663-1;2;1;2;;;4;55;
7161664-1;2;1;2;;;4;44;
7161665-1;0;1;1;2;2;2;45;27
7161666-1;1;1;1;2;2;2;46;44
7161667-1;1;1;1;2;2;2;47;39
7161668-1;2;1;1;2;2;6;75;65
7161669-1;0;1;1;;;3;62;
7161670-1;0;1;1;;;3;62;
7161671-1;0;1;1;;;3;77;
7161672-1;2;1;2;;;3;58;
7161673-1;2;1;2;;;2;37;
7161674-1;1;1;1;2;2;2;30;29
7161675-1;4;1;1;2;2;2;67;45
7161676-1;0;1;1;2;2;6;49;36
7161677-1;1;1;1;2;2;6;34;21
7161678-1;0;1;1;;;4;56;
7161679-1;5;1;1;2;2;2;35;36
7161680-1;0;1;2;;;3;68;
7161681-1;2;1;1;2;2;6;52;41
7161682-1;0;1;1;2;2;6;70;67
7161683-1;1;1;1;2;2;2;20;16
7161684-1;4;1;1;2;2;2;50;34
7161685-1;0;1;1;2;2;2;37;38
7161686-1;0;1;1;;;5;71;
7161687-1;2;1;1;2;2;6;53;45
7161688-1;1;1;1;2;2;2;48;35
7161689-1;1;1;2;;;3;70;
7161690-1;1;1;1;2;2;6;38;38
7161691-1;0;1;1;2;2;6;61;53
7161692-1;1;1;1;2;2;6;70;63
7161693-1;3;1;1;2;2;2;33;28
7161694-1;0;1;1;;;4;58;
7161695-1;2;1;1;2;2;2;52;45
7161695-2;2;1;1;2;2;2;23;21
7161696-1;2;1;1;2;2;2;41;34
7161697-1;2;1;1;2;2;2;38;41
7161698-1;1;1;1;2;2;2;65;48
7161699-1;1;1;1;2;2;2;32;30
7161700-1;1;1;1;2;2;2;42;40
7161701-1;0;1;1;2;2;6;54;47
7161703-1;1;1;2;2;1;2;28;27
7161704-1;4;1;1;2;2;6;76;66
7161705-1;4;1;2;;;4;36;
7161706-1;0;1;1;2;2;2;82;75
7161707-1;1;1;1;2;2;6;48;45
7161708-1;0;1;2;;;5;42;
7161709-1;0;1;1;;;5;42;
7161709-2;0;1;1;;;5;27;
7161710-1;2;1;1;2;2;2;36;37
7161711-1;0;1;2;;;5;33;
7161712-1;0;1;2;;;5;62;
7161713-1;1;1;2;;;4;54;
7161714-1;0;1;1;2;2;6;21;20
7161714-2;2;1;1;2;2;6;50;49
7161715-1;3;1;2;;;4;44;
7161716-1;3;1;1;2;2;2;33;30
7161717-1;0;1;1;2;2;6;55;53
7161718-1;1;1;1;2;2;6;64;55
7161719-1;1;1;1;2;2;2;30;28
7161720-1;0;1;2;;;4;57;
7161721-1;0;1;1;2;2;6;71;73
7161723-1;3;1;1;2;2;6;43;39
7161724-1;0;1;2;;;4;30;
7161725-1;0;1;1;;;6;57;
7161727-1;1;1;1;2;2;6;39;32
7161728-1;0;1;1;;;3;84;
7161729-1;1;1;1;2;2;2;39;44
7161729-2;0;1;1;;;5;47;
7161730-1;1;1;1;2;2;2;53;52
7161731-1;0;1;2;;;3;66;
7161732-1;2;1;1;2;2;6;61;57
7161733-1;0;1;1;2;2;6;73;70
7161734-1;1;1;1;2;2;6;50;41
7161735-1;0;1;1;2;2;6;57;59
7161736-1;2;1;1;2;2;2;53;47
7161736-2;2;1;1;2;2;2;24;27
7161737-1;0;1;2;;;5;58;
7161738-1;3;1;2;2;1;1;28;24
7161739-1;1;1;1;2;2;2;48;48
7161740-1;1;1;2;;;3;65;
7161742-1;3;1;2;;;4;49;
7161743-1;3;1;2;;;4;52;
7161744-1;0;1;1;2;2;2;90;67
7161745-1;4;1;2;2;1;2;42;43
7161746-1;0;1;1;;;5;17;
7161747-1;3;1;1;2;2;2;56;51
7161749-1;0;1;2;;;5;33;
7161750-1;0;1;2;;;4;70;
7161751-1;0;1;1;;;3;86;
7161752-1;0;1;2;;;5;28;
7161753-1;0;1;1;2;2;2;69;61
7161755-1;0;1;1;;;4;23;
7161756-1;2;1;2;;;4;39;
7161757-1;2;1;2;2;1;2;28;37
7161758-1;2;1;2;;;4;34;
7161759-1;0;1;1;2;2;6;88;71
7161760-1;0;1;1;;;5;46;
7161761-1;1;1;1;2;2;2;33;29
7161762-1;0;1;1;;;4;52;
7161763-1;0;1;1;;;5;25;
7161764-1;1;1;1;2;2;2;31;30
7161765-1;1;1;1;;;2;36;
7161767-1;0;1;1;;;4;62;
7161768-1;0;1;1;;;4;51;
7161769-1;1;1;1;2;2;2;64;41
7161777-1;3;1;1;2;2;6;46;46
7161778-1;0;1;2;;;4;75;
7161779-1;3;1;2;;;3;74;
7161781-1;0;1;1;2;2;6;70;69
7161782-1;1;1;2;2;1;2;47;60
7161783-1;3;1;2;2;1;2;40;36
7161784-1;3;1;1;2;2;2;36;37
7161785-1;2;1;2;;;5;20;
7161786-1;5;1;1;2;2;2;77;50
7161787-1;1;1;1;;;3;66;
7161788-1;2;1;2;;;3;71;
7161789-1;1;1;1;2;2;2;50;40
7161790-1;1;1;2;2;1;2;35;50
7161791-1;1;1;1;2;2;2;50;43
7161792-1;0;1;1;;;2;65;
7161793-1;0;1;1;;;5;51;
7161794-1;1;1;2;;;6;33;
7161795-1;2;1;1;2;2;2;39;39
7161796-1;1;1;1;2;2;6;40;38
7161797-1;2;1;1;;;4;71;
7161798-1;5;1;2;;;3;64;
7161799-1;0;1;1;2;2;6;47;55
7161801-1;2;1;1;2;2;6;55;48
7161802-1;0;1;2;;;5;38;
7161803-1;1;1;2;;;3;90;
7161804-1;2;1;1;2;2;6;65;61
7161805-1;0;1;1;2;2;2;44;46
7161806-1;0;1;2;2;1;6;24;34
7161807-1;2;1;2;2;1;6;38;41
7161808-1;0;1;1;;;5;29;
7161809-1;1;1;2;;;4;30;
7161810-1;0;1;1;2;2;6;23;27
7161811-1;0;1;1;2;2;6;63;62
7161812-1;1;1;1;2;2;6;61;60
7161813-1;0;1;1;2;2;6;78;73
7161815-1;2;1;1;2;2;6;70;73
7161816-1;1;1;2;2;1;6;21;27
7161817-1;2;1;2;2;1;6;42;49
7161818-1;0;1;1;2;2;6;70;64
7161819-1;4;1;2;;;3;54;
7161821-1;3;1;2;;;3;76;
7161822-1;0;1;1;2;2;6;66;58
7161823-1;1;1;1;2;2;2;43;30
7161824-1;0;1;2;;;3;70;
7161825-1;1;1;2;2;1;2;40;40
7161826-1;1;1;2;;;5;32;
7161827-1;0;1;2;;;5;54;
7161828-1;0;1;1;2;2;6;46;45
7161829-1;2;1;2;;;3;70;
7161831-1;0;1;1;;;5;63;
7161832-1;0;1;2;;;3;63;
7161833-1;1;1;1;2;2;6;56;43
7161834-1;0;1;1;2;2;2;60;56
7161835-1;0;1;2;;;5;63;
7161836-1;1;1;1;2;2;1;39;39
7161837-1;0;1;1;2;2;6;64;84
7161838-1;1;1;2;;;4;61;
7161839-1;0;1;1;2;2;6;57;56
7161840-1;1;1;1;2;2;2;53;57
7161841-1;1;1;1;2;2;2;47;40
7161842-1;0;1;1;;;5;61;
7161843-1;1;1;1;2;2;6;64;58
7161844-1;0;1;1;2;2;6;51;45
7161845-1;0;1;1;2;2;6;52;55
7161846-1;1;1;1;;;4;65;
7161847-1;0;1;2;;;4;51;
7161848-1;0;1;1;;;5;53;
7161849-1;1;1;1;;;6;62;
7161850-1;2;1;1;2;2;2;47;36
7161851-1;1;1;1;2;2;2;57;56
7161852-1;0;1;1;;;4;74;
7161853-1;1;1;1;;;3;86;
7161854-1;2;1;1;2;2;2;26;28
7161855-1;1;1;1;2;2;6;52;50
7161856-1;0;1;1;2;2;6;75;65
7161857-1;1;1;1;;;3;82;
7161858-1;0;1;1;2;2;6;78;77
7161859-1;0;1;1;2;2;6;64;59
7161860-1;0;1;2;2;1;2;36;50
7161861-1;1;1;2;;;3;91;
7161862-1;0;1;1;2;2;2;55;53
7161863-1;1;1;2;;;4;52;
7161864-1;0;1;1;;;3;70;
7161865-1;3;1;1;2;2;2;56;55
7161867-1;1;1;2;;;4;54;
7161868-1;1;1;2;;;5;64;
7161869-1;0;1;1;2;2;2;73;67
7161871-1;1;1;2;;;3;80;
7161872-1;0;1;1;2;2;2;63;66
7161873-1;1;1;2;;;3;64;
7161874-1;0;1;1;;;3;58;
7161875-1;2;1;2;;;3;92;
7161876-1;1;1;1;2;2;6;61;51
7161877-1;2;1;1;2;2;2;27;25
7161878-1;1;1;2;;;6;34;
7161879-1;5;1;2;;;3;38;
7161880-1;1;1;2;;;5;28;
7161881-1;2;1;1;2;2;2;32;26
7161883-1;1;1;1;2;2;2;56;49
7161884-1;1;1;1;2;2;2;22;19
7161885-1;5;1;1;2;2;2;32;23
7161886-1;1;1;1;2;2;6;57;56
7161888-1;2;1;1;2;2;6;45;44
7161889-1;0;1;1;2;2;1;39;26
7161891-1;1;1;2;;;3;67;
7161892-1;2;1;2;;;3;44;
7161893-1;1;1;1;2;2;2;26;21
7161894-1;1;1;1;2;2;6;51;45
7161895-1;1;1;2;;;4;50;
7161896-1;2;1;1;2;2;6;59;48
7161897-1;0;1;1;2;2;6;57;55
7161898-1;1;1;2;;;4;29;
7161899-1;1;1;1;2;2;2;70;65
7161900-1;0;1;2;;;4;54;
7161901-1;2;1;1;2;2;6;60;58
7161902-1;1;1;1;2;2;6;61;48
7161903-1;1;1;1;2;2;2;26;27
7161904-1;1;1;1;2;2;2;60;57
7161905-1;0;1;1;2;2;2;52;51
7161906-1;0;1;1;2;2;2;60;62
7161908-1;0;1;1;2;2;6;62;62
7161909-1;2;1;1;2;2;6;42;39
7161910-1;1;1;2;;;3;46;
7161911-1;1;1;2;;;4;49;
7161912-1;1;1;2;;;3;81;
7161913-1;1;1;2;2;1;6;50;48
7161914-1;2;1;1;2;2;6;91;74
7161915-1;1;1;1;2;2;6;59;65
7161916-1;4;1;1;2;2;6;41;35
7161917-1;1;1;1;2;2;1;34;39
7161918-1;3;1;1;2;2;1;41;33
7161920-1;0;1;1;2;2;1;56;59
7161921-1;2;1;1;2;2;6;64;53
7161923-1;0;1;1;2;2;2;52;45
7161925-1;1;1;1;2;2;2;48;44
7161926-1;0;1;1;2;2;2;30;32
7161927-1;3;1;2;;;4;48;
7161928-1;0;1;1;2;2;1;83;76
7161931-1;0;1;1;2;2;6;77;70
7161932-1;1;1;2;;;3;53;
7161933-1;2;1;2;2;1;6;34;40
7161934-1;1;1;1;2;2;2;53;55
7161935-1;0;1;1;2;2;6;80;62
7161936-1;1;1;1;2;2;2;63;47
7161937-1;1;1;1;2;2;6;66;56
7161938-1;3;1;1;2;2;2;50;35
7161939-1;2;1;1;2;2;6;59;60
7161941-1;2;1;1;2;2;2;44;42
7161942-1;2;1;1;2;2;6;42;41
7161943-1;0;1;1;2;2;6;47;42
7161944-1;2;1;1;2;2;6;51;48
7161945-1;0;1;1;2;2;6;92;79
7161946-1;3;1;2;;;4;40;
7161947-1;1;1;1;2;2;6;38;32
7161948-1;1;1;2;;;3;54;
7161949-1;1;1;1;2;2;6;64;55
7161950-1;0;1;1;;;4;62;
7161951-1;2;1;2;;;4;30;
7161952-1;2;1;2;;;4;54;
7161953-1;2;1;1;2;2;6;56;61
7161954-1;1;1;1;2;2;6;47;45
7161955-1;1;1;2;2;1;6;39;39
7161956-1;1;1;2;;;4;46;
7161958-1;0;1;1;2;2;6;82;76
7161959-1;0;1;1;2;2;6;53;49
7161960-1;0;1;2;;;3;84;
7161961-1;3;1;2;;;2;44;
7161962-1;1;1;1;;;4;50;
7161963-1;0;1;2;;;5;27;
7161964-1;0;1;1;;;4;47;
7161965-1;0;1;2;;;5;25;
7161967-1;1;1;1;;;5;61;
7161968-1;0;1;1;2;2;6;56;51
7161969-1;3;1;2;;;2;47;
7161970-1;1;1;2;2;1;2;27;27
7161971-1;3;1;2;2;1;2;41;41
7161972-1;1;1;1;2;2;6;55;41
7161973-1;1;1;1;2;2;6;88;76
7161974-1;1;1;2;2;1;2;63;51
7161975-1;2;1;2;;;3;59;
7161976-1;3;1;1;2;2;2;46;49
7161977-1;0;1;1;;;5;55;
7161978-1;1;1;1;2;2;6;54;42
7161979-1;0;1;1;;;5;52;
7161980-1;0;1;1;;;6;73;
7161981-1;0;1;1;;;5;45;
7161982-1;2;1;1;2;2;6;57;55
7161983-1;0;1;2;;;5;61;
7161984-1;0;1;2;;;5;68;
7161985-1;2;1;1;2;2;2;33;31
7161986-1;1;1;1;2;2;2;40;45
7161987-1;1;1;2;;;4;47;
7161988-1;1;1;2;2;1;6;69;75
7161989-1;0;1;1;;;5;29;
7161991-1;3;1;2;2;1;6;52;48
7161992-1;1;1;1;2;2;2;40;49
7161993-1;2;1;2;2;1;2;26;28
7162001-1;0;1;1;2;2;2;64;59
7162002-1;2;1;1;2;2;2;49;57
7162003-1;2;1;2;;;5;44;
7162004-1;2;1;2;;;4;41;
7162005-1;2;1;1;2;2;2;37;31
7162006-1;2;1;1;2;2;6;44;43
7162007-1;1;1;2;;;3;78;
7162008-1;0;1;1;;;4;41;
7162009-1;1;1;1;2;2;2;26;24
7162010-1;1;1;1;2;2;2;29;46
7162011-1;3;1;2;;;4;56;
7162012-1;0;1;1;2;2;2;60;48
7162013-1;3;1;1;2;2;6;40;28
7162013-2;3;1;1;2;2;6;35;31
7162014-1;2;1;1;2;2;2;35;28
7162015-1;1;1;2;;;4;37;
7162016-1;0;1;2;;;5;34;
7162017-1;2;1;1;;;2;58;
7162018-1;5;1;1;2;2;2;42;43
7162020-1;0;1;1;;;5;23;
7162021-1;2;1;2;;;4;58;
7162022-1;0;1;2;;;4;39;
7162023-1;2;1;1;2;2;2;40;37
7162024-1;0;1;1;;;5;29;
7162025-1;0;1;2;;;5;39;
7162026-1;0;1;2;;;5;29;
7162028-1;0;1;2;;;2;67;
7162029-1;0;1;1;;;5;22;
7162030-1;0;1;1;2;2;2;64;65
7162031-1;2;1;1;2;2;2;56;34
7162033-1;1;1;2;;;5;49;
7162035-1;0;1;1;;;5;28;
7162037-1;3;1;2;;;5;33;
7162038-1;1;1;2;2;1;1;30;39
7162040-1;2;1;2;;;4;46;
7162041-1;1;1;1;2;2;2;63;49
7162042-1;0;1;1;2;2;2;45;34
7162043-1;0;1;1;;;5;49;
7162045-1;1;1;2;2;1;6;28;28
7162051-1;1;1;2;;;5;30;
7162052-1;0;1;1;2;2;2;64;67
7162053-1;0;1;1;;;3;93;
7162056-1;0;1;2;;;3;73;
7162058-1;0;1;1;;;4;55;
7162061-1;1;1;1;2;2;2;31;23
7162063-1;3;1;1;2;2;2;37;39
7162065-1;3;1;2;;;2;36;
7162066-1;2;1;1;2;2;6;33;31
7162067-1;0;1;2;;;5;36;
7162069-1;2;1;1;2;2;2;37;34
7162071-1;1;1;2;;;3;60;
7162073-1;0;1;1;;;5;40;
7162074-1;0;1;1;2;2;6;49;39
7162075-1;2;1;1;2;2;2;41;39
7162080-1;0;1;2;;;4;56;
7162081-1;3;1;2;;;2;38;
7162082-1;0;1;2;2;1;6;56;73
7162084-1;0;1;1;;;5;26;
7162085-1;0;1;2;;;5;67;
7162086-1;0;1;1;;;5;34;
7162087-1;0;1;1;;;5;68;
7162088-1;0;1;2;;;5;35;
7162089-1;1;1;2;;;3;80;
7162090-1;3;1;1;2;2;6;45;37
7162091-1;3;1;2;2;1;2;38;36
7162093-1;2;1;2;2;1;2;47;54
7162094-1;2;1;2;;;4;54;
7162095-1;2;1;1;2;2;2;39;27
7162096-1;1;1;1;2;2;2;48;43
7162097-1;1;1;2;;;5;36;
7162098-1;0;1;1;;;5;39;
7162099-1;2;1;2;;;5;32;
7162100-1;4;1;2;;;5;41;
7162101-1;0;1;2;;;5;50;
7162102-1;0;1;2;2;1;1;50;44
7162104-1;2;1;2;;;5;41;
7162105-1;1;1;2;;;2;41;
7162106-1;4;1;1;2;2;2;60;55
7162109-1;2;1;2;;;4;54;
7162110-1;0;1;1;2;2;2;58;55
7162112-1;0;1;2;;;5;27;
7162113-1;2;1;2;2;1;2;37;43
7162114-1;1;1;1;2;2;2;61;63
7162115-1;0;1;1;2;2;6;44;37
7162116-1;2;1;1;2;2;2;55;44
7162117-1;1;1;1;;;5;50;
7162118-1;0;1;1;2;2;2;49;50
7162120-1;3;1;2;;;4;49;
7162124-1;2;1;1;2;2;2;79;70
7162130-1;0;1;2;;;4;56;
7162131-1;1;1;1;2;2;2;31;25
7162132-1;1;1;2;;;5;32;
7162133-1;0;1;1;;;4;52;
7162134-1;0;1;1;;;5;21;
7162135-1;2;1;1;2;2;2;53;38
7162136-1;0;1;1;;;5;28;
7162137-1;2;1;1;2;2;2;36;30
7162138-1;0;1;2;;;4;45;
7162139-1;1;1;1;2;2;2;52;49
7162140-1;0;1;1;;;5;46;
7162141-1;0;1;1;2;2;2;71;61
7162142-1;2;1;1;2;2;2;33;33
7162144-1;0;1;1;2;2;2;42;54
7162146-1;2;1;1;2;2;2;40;36
7162147-1;0;1;1;;;5;39;
7162151-1;0;1;2;2;1;2;68;71
7162152-1;1;1;2;2;1;2;52;41
7162153-1;2;1;2;;;4;57;
7162155-1;1;1;1;2;2;2;61;38
7162156-1;1;1;2;2;1;2;24;19
7162157-1;3;1;2;;;4;36;
7162158-1;1;1;1;2;2;6;66;68
7162159-1;2;1;1;;;5;58;
7162160-1;2;1;1;2;2;6;31;24
7162161-1;0;1;2;;;5;25;
7162162-1;0;1;1;;;4;53;
7162163-1;1;1;1;2;2;2;23;20
7162164-1;1;1;1;2;2;2;36;36
7162165-1;1;1;1;2;2;2;52;40
7162168-1;0;1;1;;;5;24;
7162169-1;1;1;1;2;2;2;39;34
7162170-1;0;1;1;2;2;2;29;22
7162172-1;1;1;2;2;1;1;19;21
7162173-1;0;1;2;2;1;2;34;29
7162174-1;1;1;1;2;2;2;26;23
7162175-1;2;1;1;2;2;2;36;32
7162176-1;3;1;1;2;2;2;42;45
7162177-1;0;1;2;;;5;19;
7162178-1;1;1;1;2;2;2;53;41
7162179-1;0;1;1;;;5;34;
7162180-1;1;1;2;;;4;59;
7162181-1;0;1;1;;;4;69;
7162182-1;1;1;2;;;5;21;
7162184-1;2;1;2;2;1;2;40;38
7162186-1;0;1;2;;;5;30;
7162192-1;0;1;2;;;4;47;
7162193-1;2;1;2;;;5;50;
7162194-1;0;1;1;2;2;2;56;56
7162195-1;1;1;2;2;1;2;32;32
7162196-1;1;1;1;2;2;6;33;34
7162199-1;0;1;1;;;4;54;
7162200-1;1;1;1;2;2;2;75;62
7162201-1;0;1;1;;;5;29;
7162202-1;0;1;1;2;2;2;22;21
7162203-1;1;1;2;2;1;1;23;24
7162205-1;0;1;1;2;2;2;31;29
7162206-1;2;1;1;2;2;6;32;30
7162207-1;0;1;1;2;2;2;60;60
7162209-1;2;1;1;2;2;2;63;51
7162210-1;2;1;2;;;4;30;
7162211-1;1;1;1;2;2;2;44;26
7162214-1;2;1;1;2;2;2;69;43
7162215-1;3;1;1;2;2;2;33;26
7162216-1;2;1;1;2;2;2;40;48
7162217-1;2;1;1;2;2;2;28;29
7162218-1;2;1;1;2;2;2;46;34
7162219-1;0;1;2;2;1;1;21;26
7162220-1;0;1;1;;;5;31;
7162221-1;1;1;2;;;5;29;
7162222-1;2;1;1;2;2;2;21;21
7162223-1;0;1;2;;;5;31;
7162224-1;0;1;2;;;5;21;
7162225-1;0;1;1;;;5;23;
7162226-1;2;1;1;;;4;40;
7162227-1;1;1;1;2;2;2;33;24
7162228-1;2;1;2;;;4;27;
7162229-1;1;1;2;2;1;2;18;21
7162230-1;0;1;2;2;1;2;47;26
7162231-1;3;1;1;2;2;6;52;48
7162233-1;0;1;1;2;2;6;70;58
7162234-1;1;1;1;;;4;42;
7162235-1;2;1;2;;;4;41;
7162236-1;1;1;1;2;2;2;65;67
7162237-1;0;1;2;;;5;35;
7162238-1;1;1;1;2;2;2;54;44
7162239-1;0;1;2;;;5;23;
7162240-1;0;1;1;2;2;2;72;59
7162247-1;1;1;1;2;2;2;62;57
7162252-1;5;1;1;2;2;2;38;37
7162275-1;3;1;2;;;5;35;
7162277-1;1;1;1;2;2;2;55;54
7162279-1;0;1;1;2;2;2;59;50
7162281-1;4;1;1;2;2;2;33;27
7162291-1;2;1;1;2;2;2;33;30
7162296-1;3;1;1;2;2;2;59;56
7162297-1;0;1;1;;;2;45;
7162298-1;1;1;1;2;2;2;30;26
7162299-1;0;1;1;;;5;17;
7162300-1;2;1;1;2;2;2;23;19
7162301-1;2;1;1;2;2;6;39;31
7162302-1;2;1;1;2;2;2;49;40
7162303-1;3;1;1;2;2;2;50;58
7162304-1;1;1;2;;;4;25;
7162305-1;2;1;1;2;2;2;50;43
7162306-1;0;1;1;;;5;28;
7162307-1;1;1;1;;;3;71;
7162308-1;1;1;1;2;2;6;51;54
7162309-1;0;1;1;;;6;44;
7162310-1;2;1;1;2;2;2;34;40
7162311-1;0;1;1;2;2;2;33;20
7162312-1;0;1;1;;;5;57;
7162313-1;2;1;1;2;2;2;35;19
7162314-1;1;1;1;2;2;2;27;21
7162315-1;1;1;1;2;2;2;33;18
7162316-1;2;1;1;2;2;2;36;21
7162317-1;7;1;1;2;2;6;46;39
7162318-1;0;1;1;;;5;33;
7162319-1;0;1;1;2;2;2;19;17
7162320-1;3;1;1;2;2;6;44;40
7162321-1;4;1;1;2;2;6;36;29
7162322-1;1;1;1;2;2;6;53;53
7162324-1;1;1;1;2;2;6;35;31
7162325-1;1;1;2;;;3;63;
7162326-1;3;1;1;2;2;6;34;23
7162327-1;6;1;1;2;2;6;41;41
7162328-1;5;1;1;2;2;6;43;41
7162329-1;2;1;1;2;2;6;29;24
7162330-1;0;1;1;;;5;38;
7162331-1;4;1;1;2;2;6;59;49
7162333-1;0;1;2;;;5;29;
7162334-1;0;1;1;2;2;6;28;24
7162335-1;3;1;1;2;2;6;53;47
7162336-1;0;1;1;;;5;32;
7162337-1;4;1;1;2;2;6;50;47
7162338-1;0;1;2;2;1;2;20;27
7162339-1;4;1;2;;;2;28;
7162340-1;0;1;1;;;5;33;
7162341-1;0;1;1;;;5;52;
7162342-1;0;1;1;2;2;6;60;60
7162343-1;1;1;1;;;5;59;
7162344-1;1;1;1;;;5;34;
7162345-1;6;1;1;2;2;2;43;38
7162346-1;2;1;1;2;2;2;26;25
7162347-1;3;1;1;2;2;6;43;33
7162348-1;2;1;2;;;3;44;
7162349-1;0;1;1;2;2;2;49;43
7162350-1;2;1;1;2;2;2;20;29
7162351-1;4;1;1;2;2;2;37;35
7162352-1;0;1;2;;;6;25;
