Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Educacion padre;Educacion madre
7168136-1;2;1;1;2;2;2;;
7168137-1;1;1;1;2;2;2;;
7168138-1;0;1;2;;;3;;
7168138-2;1;1;2;;;3;;
7168139-1;3;1;2;2;1;6;;
7168140-1;1;1;2;2;1;2;;
7168141-1;2;1;2;;;4;;
7168142-1;5;1;2;2;1;2;;
7168143-1;3;1;1;2;2;6;;
7168144-1;1;1;2;;;3;;
7168145-1;2;1;2;2;1;2;;
7168146-1;1;1;1;2;2;6;;
7168147-1;2;1;2;2;1;2;;
7168148-1;0;1;1;;;6;;
7168149-1;4;1;2;2;1;2;;
7168150-1;1;1;2;2;1;2;;
7168151-1;1;1;2;;;4;;
7168152-1;0;1;1;;;4;;
7168153-1;3;1;1;2;2;2;;
7168154-1;0;1;1;2;2;6;;
7168155-1;0;1;1;;;4;;
7168156-1;4;1;1;2;2;2;;
7168157-1;2;1;1;2;2;2;;
7168159-1;0;1;1;2;2;6;;
7168160-1;2;1;2;;;3;;
7168160-2;2;1;1;2;2;2;;
7168161-1;0;1;1;2;2;6;;
7168162-1;0;1;1;;;4;;
7168163-1;2;1;2;;;6;;
7168164-1;3;1;2;2;1;6;;
7168165-1;2;1;2;2;1;1;;
7168166-1;2;1;2;2;1;2;;
7168167-1;2;1;2;2;1;2;;
7168168-1;1;1;1;2;2;1;;
7168169-1;2;1;2;;;4;;
7168170-1;1;1;1;2;2;2;;
7168171-1;1;1;1;2;2;2;;
7168172-1;3;1;1;2;2;1;;
7168173-1;1;1;2;2;1;2;;
7168174-1;1;1;1;;;3;;
7168175-1;2;1;1;2;2;2;;
7168176-1;2;1;2;2;1;1;;
7168177-1;3;1;2;2;1;2;;
7168179-1;2;1;2;;;4;;
7168180-1;2;1;1;2;2;6;;
7168180-2;2;1;2;2;1;2;;
7168181-1;0;1;1;;;5;;
7168182-1;0;1;1;;;4;;
7168183-1;0;1;2;;;4;;
7168184-1;1;1;1;2;2;2;;
7168185-1;0;1;1;2;2;2;;
7168186-1;2;1;2;2;1;2;;
7168187-1;2;1;1;2;2;2;;
7168188-1;3;1;2;2;1;2;;
7168189-1;2;1;1;2;2;2;;
7168190-1;4;1;1;2;2;2;;
7168191-1;1;1;1;2;2;2;;
7168192-1;2;1;1;2;2;2;;
7168193-1;0;1;1;2;2;1;;
7168194-1;1;1;1;;;4;;
7168195-1;1;1;1;2;2;6;;
7168196-1;1;1;1;;;2;;
7168197-1;1;1;1;2;2;2;;
7168198-1;0;1;1;2;2;2;;
7168199-1;0;1;1;2;2;1;;
7168200-1;2;1;1;2;2;2;;
7168203-1;2;1;1;2;2;2;;
7168204-1;0;1;1;;;4;;
7168205-1;1;1;1;2;2;2;;
7168206-1;0;1;1;;;4;;
7168207-1;3;1;1;2;2;2;;
7168208-1;1;1;1;2;2;2;;
7168209-1;3;1;1;2;2;2;;
7168210-1;1;1;1;2;2;2;;
7168212-1;0;1;1;2;2;2;;
7168213-1;0;1;1;;;4;;
7168214-1;3;1;1;2;2;2;;
7168215-1;1;1;1;2;2;2;;
7168216-1;5;1;1;2;2;6;;
7168217-1;5;1;2;2;1;2;;
7168219-1;4;1;1;2;2;2;;
7168220-1;1;1;1;2;2;2;;
7168221-1;1;1;2;2;1;2;;
7168222-1;4;1;2;2;1;6;;
7168223-1;2;1;2;2;1;2;;
7168224-1;1;1;1;2;2;1;;
7168227-1;1;1;1;2;2;2;;
7168228-1;0;1;1;;;5;;
7168229-1;3;1;1;2;2;2;;
7168232-1;0;1;1;2;2;2;;
7168233-1;6;1;1;2;2;2;;
7168234-1;3;1;1;2;2;2;;
7168235-1;4;1;1;2;2;2;;
7168236-1;2;1;1;2;2;2;;
7168237-1;3;1;1;2;2;2;;
7168238-1;1;1;2;2;1;1;;
7168239-1;0;1;1;;;4;;
7168240-1;0;1;1;2;2;2;;
7168241-1;1;1;1;2;2;2;;
7168242-1;0;1;1;;;4;;
7168243-1;1;1;1;;;4;;
7168244-1;0;1;1;;;4;;
7168245-1;0;1;1;2;2;2;;
7168246-1;2;1;1;2;2;2;;
7168247-1;0;1;1;;;5;;
7168248-1;0;1;1;;;2;;
7168249-1;0;1;1;2;2;2;;
7168250-1;1;1;2;;;4;;
7168251-1;0;1;1;;;4;;
7168252-1;2;1;1;2;2;2;;
7168254-1;0;1;1;;;5;;
7168255-1;2;1;1;2;2;2;;
7168256-1;3;1;1;2;2;2;;
7168258-1;1;1;1;2;2;2;;
7168259-1;0;1;1;;;3;;
7168260-1;0;1;1;;;2;;
7168262-1;0;1;1;2;2;2;;
7168263-1;2;1;1;2;2;1;;
7168265-1;4;1;1;2;2;2;;
7168266-1;0;1;1;;;2;;
7168268-1;2;1;1;2;2;6;;
7168269-1;0;1;1;2;2;6;;
7168270-1;0;1;1;2;2;2;;
7168271-1;1;1;1;2;2;1;;
7168272-1;2;1;2;;;4;;
7168273-1;10;1;1;2;2;6;;
7168274-1;0;1;1;;;5;;
7168275-1;0;1;2;;;3;;
7168276-1;3;1;1;2;2;2;;
7168277-1;0;1;1;;;3;;
7168278-1;1;1;2;;;4;;
7168279-1;0;1;1;2;2;6;;
7168280-1;0;1;1;2;2;2;;
7168281-1;2;1;1;2;2;2;;
7168283-1;5;1;1;2;2;2;;
7168285-1;0;1;1;;;4;;
7168286-1;0;1;2;;;5;;
7168287-1;2;1;1;2;2;2;;
7168289-1;1;1;1;2;2;6;;
7168290-1;0;1;2;2;1;2;;
7168291-1;2;1;1;2;2;2;;
7168292-1;1;1;1;2;2;2;;
7168293-1;1;1;1;2;2;6;;
7168294-1;1;1;2;;;3;;
7168295-1;3;1;1;2;2;2;;
7168296-1;0;1;1;2;2;2;;
7168297-1;1;1;1;;;2;;
7168298-1;0;1;2;;;4;;
7168299-1;6;1;1;2;2;2;;
7168300-1;0;1;1;2;2;1;;
7168301-1;1;1;2;2;1;6;;
7168302-1;4;1;2;2;1;2;;
7168303-1;1;1;1;;;4;;
7168304-1;1;1;2;;;3;;
7168305-1;6;1;2;2;1;2;;
7168306-1;3;1;2;;;3;;
7168307-1;1;1;1;2;2;6;;
7168308-1;0;1;2;2;1;2;;
7168309-1;2;1;1;2;2;2;;
7168310-1;1;1;2;2;1;2;;
7168311-1;3;1;2;2;1;2;;
7168312-1;1;1;1;2;2;2;;
7168313-1;4;1;2;;;4;;
7168314-1;2;1;1;2;2;2;;
7168315-1;5;1;2;;;4;;
7168316-1;2;1;1;2;2;2;;
7168317-1;2;1;1;2;2;2;;
7168318-1;1;1;2;;;4;;
7168319-1;1;1;1;2;2;2;;
7168320-1;0;1;2;2;1;2;;
7168321-1;2;1;2;2;1;2;;
7168322-1;1;1;1;2;2;2;;
7168323-1;3;1;2;2;1;2;;
7168324-1;0;1;2;2;1;2;;
7168325-1;2;1;1;;;6;;
7168326-1;0;1;2;2;1;2;;
7168327-1;3;1;1;2;2;6;;
7168328-1;0;1;2;;;4;;
7168329-1;2;1;1;2;2;2;;
7168330-1;4;1;1;2;2;2;;
7168331-1;3;1;2;;;4;;
7168332-1;0;1;1;2;2;2;;
7168333-1;3;1;1;2;2;2;;
7168334-1;3;1;2;;;3;;
7168335-1;5;1;1;2;2;2;;
7168336-1;4;1;1;2;2;2;;
7168337-1;2;1;1;2;2;2;;
7168338-1;5;1;1;2;2;2;;
7168339-1;8;1;2;2;1;2;;
7168340-1;1;1;1;2;2;2;;
7168341-1;3;1;1;2;2;2;;
7168342-1;5;1;1;;;4;;
7168343-1;2;1;2;2;1;2;;
7168344-1;3;1;1;2;2;2;;
7168345-1;3;1;1;2;2;2;;
7168346-1;0;1;2;;;3;;
7168347-1;1;1;1;2;2;2;;
7168348-1;1;1;2;2;1;2;;
7168349-1;3;1;1;2;2;6;;
7168350-1;4;1;1;2;2;2;;
7168351-1;1;1;2;;;4;;
7168352-1;0;1;1;;;4;;
7168354-1;0;1;1;2;2;2;;
7168355-1;2;1;2;;;4;;
7168356-1;1;1;1;2;2;2;;
7168357-1;2;1;1;2;2;2;;
7168358-1;0;1;2;2;1;2;;
7168359-1;0;1;2;2;1;2;;
7168360-1;1;1;2;;;4;;
7168361-1;6;1;2;;;4;;
7168362-1;2;1;2;2;1;2;;
7168363-1;3;1;2;;;4;;
7168364-1;2;1;1;2;2;2;;
7168365-1;5;1;1;2;2;2;;
7168366-1;0;1;2;;;3;;
7168367-1;5;1;1;2;2;2;;
7168368-1;1;1;1;2;2;1;;
7168369-1;1;1;2;;;3;;
7168370-1;0;1;1;;;4;;
7168371-1;2;1;2;2;1;2;;
7168372-1;2;1;2;;;4;;
7168372-2;4;1;2;;;4;;
7168373-1;0;1;2;;;3;;
7168373-2;2;1;2;;;4;;
7168373-3;4;1;1;2;2;1;;
7168374-1;3;1;2;2;1;2;;
7168375-1;1;1;2;2;1;2;;
7168376-1;2;1;2;2;1;2;;
7168377-1;5;1;2;2;1;2;;
7168378-1;0;1;1;2;2;2;;
7168379-1;4;1;1;2;2;6;;
7168380-1;2;1;1;2;2;2;;
7168381-1;1;1;2;;;4;;
7168382-1;0;1;1;2;2;6;;
7168383-1;2;1;1;2;2;2;;
7168384-1;1;1;1;;;3;;
7168384-2;3;1;2;;;4;;
7168385-1;0;1;1;;;4;;
7168386-1;1;1;1;2;2;2;;
7168387-1;2;1;1;2;2;2;;
7168388-1;3;1;1;2;2;2;;
7168389-1;0;1;1;;;2;;
7168390-1;4;1;1;2;2;6;;
7168391-1;2;1;1;;;3;;
7168392-1;2;1;1;2;2;2;;
7168393-1;2;1;1;;;4;;
7168394-1;3;1;1;2;2;2;;
7168395-1;1;1;1;;;4;;
7168396-1;0;1;1;2;2;2;;
7168397-1;1;1;1;;;4;;
7168398-1;3;1;1;2;2;6;;
7168399-1;0;1;1;;;4;;
7168400-1;0;1;1;;;4;;
7168401-1;4;1;2;;;4;;
7168402-1;0;1;1;;;5;;
7168403-1;0;1;1;;;4;;
7168404-1;0;1;1;;;4;;
7168405-1;2;1;2;;;4;;
7168406-1;0;1;1;;;5;;
7168407-1;4;1;2;2;1;2;;
7168408-1;1;1;2;;;4;;
7168409-1;3;1;2;2;1;2;;
7168410-1;3;1;1;2;2;2;;
7168411-1;1;1;2;2;1;1;;
7168412-1;1;1;1;2;2;2;;
7168413-1;0;1;2;2;1;2;;
7168414-1;1;1;1;2;2;2;;
7168415-1;1;1;1;;;5;;
7168416-1;0;1;1;2;2;6;;
7168417-1;0;1;2;2;1;6;;
7168418-1;3;1;1;2;2;2;;
7168419-1;3;1;2;;;4;;
7168420-1;0;1;1;2;2;6;;
7168421-1;1;1;2;2;1;6;;
7168423-1;2;1;1;2;2;2;;
7168424-1;2;1;1;2;2;2;;
7168425-1;1;1;1;2;2;2;;
7168426-1;0;1;1;2;2;2;;
7168427-1;0;1;1;2;2;6;;
7168428-1;0;1;2;2;1;6;;
7168429-1;1;1;1;2;2;2;;
7168430-1;2;1;1;2;2;2;;
7168431-1;3;1;2;;;4;;
7168432-1;1;1;2;2;1;2;;
7168433-1;2;1;1;2;2;2;;
7168434-1;2;1;2;;;4;;
7168435-1;0;1;2;;;3;;
7168436-1;1;1;1;2;2;6;;
7168437-1;2;1;1;2;2;2;;
7168439-1;1;1;2;2;1;2;;
7168441-1;0;1;2;;;3;;
7168443-1;1;1;2;;;4;;
7168444-1;3;1;1;2;2;2;;
7168445-1;2;1;2;;;2;;
7168446-1;1;1;2;2;1;2;;
7168447-1;1;1;1;2;2;2;;
7168448-1;2;1;2;2;1;6;;
7168450-1;2;1;2;;;2;;
7168451-1;0;1;1;2;2;6;;
7168452-1;3;1;1;2;2;2;;
7168453-1;1;1;2;2;1;2;;
7168454-1;2;1;1;2;2;2;;
7168455-1;0;1;2;;;3;;
7168457-1;2;1;2;2;1;2;;
7168458-1;1;1;1;2;2;2;;
7168459-1;3;1;2;;;2;;
7168460-1;2;1;2;;;4;;
7168461-1;1;1;2;;;5;;
7168462-1;1;1;2;;;4;;
7168463-1;1;1;1;2;2;2;;
7168464-1;2;1;1;;;4;;
7168465-1;3;1;2;2;1;2;;
7168466-1;0;1;1;2;2;2;;
7168467-1;1;1;1;2;2;2;;
7168468-1;0;1;1;;;2;;
7168469-1;0;1;1;;;4;;
7168470-1;0;1;1;;;5;;
7168471-1;0;1;1;;;2;;
7168472-1;2;1;2;2;1;2;;
7168473-1;0;1;2;;;2;;
7168474-1;3;1;1;2;2;2;;
7168475-1;0;1;1;;;2;;
7168476-1;0;1;1;;;2;;
7168477-1;0;1;1;;;6;;
7168478-1;0;1;1;2;2;2;;
7168479-1;1;1;2;;;2;;
7168480-1;1;1;2;;;3;;
7168481-1;2;1;1;2;2;2;;
7168482-1;3;1;1;2;2;2;;
7168483-1;3;1;1;2;2;2;;
7168484-1;1;1;1;2;2;6;;
7168485-1;1;1;1;2;2;2;;
7168486-1;1;1;2;;;5;;
7168487-1;0;1;1;2;2;6;;
7168548-1;2;1;1;2;2;2;;
7168549-1;1;1;1;2;2;6;;
7168551-1;3;1;1;2;2;6;;
7168553-1;0;1;2;;;4;;
7168554-1;0;1;1;2;2;6;;
7168556-1;1;1;1;2;2;6;;
7168557-1;2;1;1;2;2;6;;
7168559-1;0;1;2;;;6;;
7168563-1;1;1;1;2;2;6;;
7168564-1;3;1;1;2;2;6;;
7168565-1;0;1;1;2;2;6;;
7168571-1;0;1;2;;;3;;
7168573-1;0;1;1;;;5;;
7168574-1;0;1;1;;;5;;
7168575-1;2;1;1;2;2;6;;
7168576-1;0;1;2;;;3;;
7168577-1;3;1;1;2;2;6;;
7168580-1;6;1;1;2;2;2;;
7168581-1;0;1;1;;;5;;
7168583-1;1;1;1;;;4;;
7168584-1;3;1;1;2;2;6;;
7168586-1;2;1;1;2;2;6;;
7168587-1;3;1;1;2;2;6;;
7168589-1;1;1;2;;;4;;
7168590-1;1;1;2;2;1;6;;
7168591-1;1;1;2;;;5;;
7168593-1;1;1;1;2;2;6;;
7168594-1;0;1;1;2;2;6;;
7168595-1;0;1;1;2;2;6;;
7168596-1;3;1;1;;;3;;
7168597-1;3;1;1;2;2;6;;
7168598-1;2;1;1;;;3;;
7168599-1;0;1;1;2;2;6;;
7168600-1;3;1;2;;;3;;
7168602-1;0;1;1;2;2;2;;
7168605-1;2;1;2;;;3;;
7168606-1;1;1;2;;;3;;
7168607-1;2;1;2;;;3;;
7168608-1;0;1;1;2;2;6;;
7168634-1;3;1;1;2;2;2;;
7168707-1;2;1;1;2;2;2;;
7168708-1;1;1;2;;;3;;
7168709-1;1;1;1;2;2;6;;
7168710-1;3;1;2;;;4;;
7168711-1;2;1;1;2;2;6;;
7168712-1;1;1;1;2;2;2;;
7168713-1;0;1;1;2;2;6;;
7168714-1;0;1;2;;;5;;
7168715-1;3;1;2;;;4;;
7168716-1;1;1;1;2;2;6;;
7168718-1;1;1;2;;;4;;
7168719-1;0;1;1;;;5;;
7168720-1;2;1;1;2;2;6;;
7168721-1;2;1;1;2;2;6;;
7168722-1;1;1;1;2;2;2;;
7168724-1;0;1;1;2;2;2;;
7168725-1;4;1;1;;;3;;
7168726-1;2;1;2;;;4;;
7168727-1;0;1;1;;;5;;
7168728-1;0;1;1;2;2;6;;
7168729-1;2;1;1;2;2;2;;
7168730-1;3;1;1;2;2;2;;
7168731-1;1;1;2;;;4;;
7168732-1;0;1;2;;;5;;
7168733-1;0;1;1;;;4;;
7168734-1;0;1;1;;;5;;
7168735-1;0;1;1;2;2;6;;
7168736-1;1;1;1;2;2;2;;
7168737-1;1;1;2;;;3;;
7168738-1;3;1;1;2;2;2;;
7168739-1;0;1;2;;;5;;
7168741-1;0;1;1;2;2;2;;
7168742-1;0;1;2;;;5;;
7168743-1;0;1;1;2;2;6;;
7168747-1;3;1;2;;;4;;
7168750-1;1;1;2;;;3;;
7168752-1;4;1;1;2;2;2;;
7168753-1;1;1;1;2;2;6;;
7168754-1;1;1;2;2;1;2;;
7168756-1;2;1;1;2;2;2;;
7168757-1;0;1;1;;;5;;
7168758-1;1;1;1;2;2;6;;
7168759-1;1;1;1;2;2;2;;
7168760-1;0;1;1;;;5;;
7168761-1;1;1;1;2;2;6;;
7168762-1;1;1;2;2;1;2;;
7168763-1;2;1;1;2;2;6;;
7168764-1;2;1;1;2;2;6;;
7168765-1;2;1;1;;;3;;
7168770-1;1;1;1;2;2;6;;
7168771-1;2;1;1;2;2;6;;
7168773-1;0;1;1;2;2;6;;
7168775-1;4;1;2;;;4;;
7168776-1;1;1;1;2;2;2;;
7168777-1;2;1;2;;;4;;
7168778-1;1;1;1;2;2;2;;
7168779-1;0;1;1;;;5;;
7168780-1;1;1;2;;;4;;
7168781-1;2;1;1;2;2;2;;
7168782-1;2;1;2;2;1;2;;
7168783-1;0;1;1;2;2;2;;
7168784-1;0;1;1;;;5;;
7168785-1;0;1;1;;;4;;
7168787-1;1;1;2;;;4;;
7168788-1;4;1;1;2;2;2;;
7168789-1;1;1;2;;;4;;
7168790-1;1;1;1;2;2;2;;
7168791-1;1;1;2;2;1;2;;
7168792-1;0;1;1;;;5;;
7168793-1;2;1;2;2;1;2;;
7168794-1;0;1;1;2;2;2;;
7168795-1;0;1;1;;;4;;
7168796-1;0;1;1;;;5;;
7168797-1;0;1;1;2;2;2;;
7168798-1;2;1;1;2;2;2;;
7168905-1;0;1;2;2;1;2;;
7168906-1;1;1;2;;;4;;
7168907-1;1;1;1;2;2;6;;
7168908-1;0;1;1;;;3;;
7168909-1;2;1;1;2;2;6;;
7168910-1;1;1;1;;;3;;
7168911-1;4;1;1;2;2;2;;
7168913-1;1;1;1;2;2;6;;
7168914-1;1;1;1;2;2;2;;
7168915-1;2;1;2;;;4;;
7168916-1;1;1;1;2;2;2;;
7168917-1;0;1;1;;;3;;
7168918-1;2;1;1;2;2;6;;
7168919-1;1;1;1;2;2;6;;
7168920-1;1;1;1;2;2;2;;
7168921-1;1;1;1;;;4;;
7168922-1;0;1;1;2;2;6;;
7168923-1;3;1;1;2;2;2;;
7168924-1;0;1;1;2;2;6;;
7168925-1;1;1;2;;;3;;
7168926-1;2;1;1;2;2;6;;
7168927-1;1;1;1;2;2;6;;
7168928-1;1;1;1;2;2;6;;
7168929-1;2;1;1;2;2;6;;
7168930-1;3;1;1;2;2;6;;
7168931-1;0;1;1;2;2;6;;
7168932-1;3;1;2;;;5;;
7168933-1;2;1;1;2;2;6;;
7168934-1;1;1;2;2;1;2;;
7168935-1;2;1;1;2;2;6;;
7168936-1;1;1;2;;;3;;
7168937-1;2;1;1;2;2;6;;
7168938-1;0;1;1;2;2;6;;
7168939-1;0;1;1;2;2;6;;
7168940-1;0;1;1;2;2;6;;
7168941-1;0;1;1;2;2;6;;
7168942-1;2;1;2;;;5;;
7168943-1;2;1;1;2;2;2;;
7168944-1;1;1;1;2;2;2;;
7168945-1;0;1;1;2;2;6;;
7168946-1;0;1;1;2;2;2;;
7168947-1;3;1;1;2;2;6;;
7168948-1;2;1;1;2;2;2;;
7168949-1;3;1;1;2;2;6;;
7168950-1;2;1;1;2;2;6;;
7168951-1;0;1;1;2;2;6;;
7168952-1;2;1;1;2;2;2;;
7168953-1;2;1;2;;;5;;
7168954-1;0;1;1;2;2;6;;
7168955-1;1;1;1;2;2;6;;
7168956-1;2;1;1;2;2;2;;
7168958-1;0;1;2;;;3;;
7168959-1;0;1;2;;;3;;
7168960-1;1;1;1;2;2;6;;
7168961-1;0;1;1;2;2;6;;
7168962-1;0;1;2;2;1;6;;
7168963-1;0;1;2;;;4;;
7168965-1;0;1;2;;;4;;
7168966-1;1;1;1;2;2;1;;
7168967-1;0;1;1;2;2;2;;
7168968-1;0;1;1;2;2;6;;
7168969-1;2;1;1;2;2;6;;
7168972-1;0;1;1;;;5;;
7168973-1;0;1;1;2;2;6;;
7168974-1;1;1;1;;;3;;
7168975-1;2;1;1;2;2;6;;
7168976-1;0;1;1;2;2;6;;
7168977-1;1;1;2;;;3;;
7168979-1;3;1;1;2;2;2;;
7168980-1;0;1;2;;;5;;
7168981-1;0;1;1;;;5;;
7168982-1;0;1;1;;;5;;
7168987-1;1;1;1;2;2;6;;
7168988-1;3;1;2;;;4;;
7168989-1;1;1;1;2;2;6;;
7168990-1;1;1;2;;;3;;
7168991-1;1;1;2;;;3;;
7168992-1;2;1;1;2;2;6;;
7168994-1;1;1;1;2;2;2;;
7168995-1;2;1;1;2;2;6;;
7168996-1;2;1;1;2;2;6;;
7168997-1;0;1;1;2;2;6;;
7169001-1;0;1;1;2;2;6;;
7169002-1;0;1;1;;;4;;
7169004-1;0;1;1;2;2;6;;
7169067-1;1;1;1;2;2;2;;
7169069-1;0;1;2;;;4;;
7169073-1;0;1;1;;;4;;
7169075-1;0;1;2;2;1;2;;
7169081-1;1;1;2;;;5;;
7169083-1;0;1;1;2;2;6;;
7169084-1;0;1;2;2;1;2;;
7169086-1;0;1;1;2;2;6;;
7169087-1;0;1;2;;;3;;
7169090-1;2;1;1;2;2;6;;
7169092-1;0;1;1;;;5;;
7169096-1;4;1;1;2;2;2;;
7169098-1;3;1;1;2;2;6;;
7169105-1;2;1;1;2;2;6;;
7169114-1;0;1;2;2;1;6;;
7169115-1;0;1;1;2;2;6;;
7169118-1;0;1;1;2;2;2;;
7169119-1;0;1;1;;;5;;
7169121-1;1;1;2;2;1;2;;
7169123-1;0;1;1;2;2;6;;
7169126-1;1;1;2;;;3;;
7169127-1;3;1;1;2;2;6;;
7169128-1;1;1;1;2;2;2;;
7169130-1;0;1;2;2;1;6;;
7169132-1;0;1;2;;;3;;
7169133-1;0;1;2;2;1;6;;
7169135-1;1;1;1;2;2;2;;
7169137-1;0;1;2;;;3;;
7169139-1;0;1;1;;;4;;
7169141-1;0;1;1;;;5;;
7169142-1;2;1;2;2;1;2;;
7169143-1;2;1;1;2;2;2;;
7169144-1;0;1;1;2;2;2;;
7169145-1;0;1;1;2;2;6;;
7169147-1;1;1;2;;;3;;
7169148-1;0;1;1;2;2;6;;
7169149-1;2;1;2;2;1;2;;
7169150-1;2;1;2;2;1;2;;
7169151-1;1;1;2;;;5;;
7169153-1;0;1;2;;;4;;
7169155-1;0;1;1;2;2;6;;
7169157-1;0;1;1;;;4;;
7169158-1;0;1;2;;;5;;
7169159-1;0;1;2;2;1;6;;
7169160-1;1;1;2;2;1;6;;
7169167-1;0;1;1;2;2;2;;
7169168-1;0;1;2;;;5;;
7169263-1;3;1;1;2;2;2;;
7169265-1;0;1;2;;;3;;
7169266-1;0;1;1;;;5;;
7169267-1;3;1;1;2;2;2;;
7169268-1;1;1;1;2;2;2;;
7169269-1;0;1;2;;;5;;
7169270-1;0;1;1;2;2;6;;
7169271-1;2;1;1;2;2;6;;
7169272-1;2;1;2;2;1;2;;
7169273-1;0;1;1;2;2;2;;
7169274-1;1;1;2;;;3;;
7169275-1;2;1;1;2;2;6;;
7169276-1;3;1;1;2;2;2;;
7169277-1;2;1;2;;;5;;
7169278-1;0;1;2;2;1;6;;
7169279-1;0;1;1;;;5;;
7169280-1;0;1;2;;;4;;
7169281-1;0;1;1;2;2;6;;
7169282-1;1;1;1;2;2;2;;
7169283-1;1;1;2;;;5;;
7169284-1;1;1;1;2;2;6;;
7169285-1;0;1;1;2;2;2;;
7169286-1;0;1;2;;;5;;
7169287-1;0;1;2;;;5;;
7169288-1;2;1;1;2;2;6;;
7169289-1;4;1;1;2;2;2;;
7169290-1;3;1;2;;;3;;
7169291-1;2;1;2;;;3;;
7169292-1;1;1;2;;;4;;
7169293-1;2;1;1;2;2;2;;
7169294-1;2;1;2;;;3;;
7169295-1;1;1;2;;;4;;
7169296-1;1;1;2;;;5;;
7169297-1;0;1;1;;;5;;
7169298-1;0;1;1;2;2;2;;
7169299-1;2;1;1;2;2;6;;
7169300-1;2;1;2;;;5;;
7169301-1;1;1;1;;;5;;
7169302-1;1;1;2;;;5;;
7169303-1;0;1;1;2;2;6;;
7169304-1;1;1;2;;;4;;
7169305-1;1;1;1;2;2;6;;
7169306-1;2;1;1;2;2;2;;
7169307-1;1;1;2;2;1;2;;
7169308-1;2;1;1;;;4;;
7169309-1;0;1;2;;;4;;
7169310-1;1;1;1;2;2;2;;
7169311-1;0;1;1;2;2;6;;
7169312-1;1;1;2;2;1;2;;
7169313-1;0;1;1;2;2;2;;
7169314-1;2;1;2;;;5;;
7169315-1;0;1;1;;;5;;
7169316-1;3;1;2;;;4;;
7169317-1;0;1;2;;;4;;
7169317-2;0;1;1;;;5;;
7169318-1;1;1;1;2;2;6;;
7169320-1;2;1;2;;;4;;
7169321-1;0;1;2;;;5;;
7169322-1;0;1;1;;;4;;
7169323-1;1;1;2;;;4;;
7169324-1;1;1;2;;;4;;
7169326-1;0;1;1;;;5;;
7169327-1;0;1;1;2;2;2;;
7169328-1;0;1;2;;;5;;
7169330-1;0;1;1;2;2;1;;
7169331-1;0;1;2;;;3;;
7169332-1;0;1;1;2;2;2;;
7169333-1;0;1;1;;;4;;
7169334-1;0;1;2;;;3;;
7169335-1;2;1;2;;;5;;
7169336-1;1;1;1;2;2;6;;
7169337-1;0;1;2;2;1;2;;
7169338-1;1;1;1;2;2;2;;
7169339-1;1;1;1;2;2;6;;
7169340-1;1;1;2;;;5;;
7169341-1;2;1;2;2;1;1;;
7169342-1;2;1;1;2;2;2;;
7169343-1;1;1;2;2;1;6;;
7169345-1;0;1;1;2;2;6;;
7169346-1;3;1;1;2;2;2;;
7169348-1;0;1;1;2;2;6;;
7169349-1;2;1;2;2;1;2;;
7169350-1;1;1;1;2;2;6;;
7169351-1;3;1;1;2;2;2;;
7169352-1;1;1;1;2;2;6;;
7169354-1;0;1;2;;;3;;
7169355-1;1;1;2;;;4;;
7169356-1;0;1;2;;;3;;
7169357-1;3;1;1;2;2;2;;
7169358-1;0;1;2;;;4;;
7169359-1;0;1;2;;;5;;
7169360-1;0;1;1;2;2;6;;
7169362-1;0;1;2;;;3;;
7169363-1;1;1;1;;;3;;
7169364-1;2;1;2;2;1;2;;
7169365-1;1;1;2;;;4;;
7169366-1;0;1;2;;;5;;
7169367-1;0;1;1;2;2;6;;
7169368-1;2;1;2;;;2;;
7169369-1;0;1;2;2;1;2;;
7169370-1;1;1;1;2;2;2;;
7169371-1;1;1;1;2;2;2;;
7169373-1;0;1;1;2;2;2;;
7169374-1;0;1;1;;;5;;
7169375-1;2;1;1;2;2;2;;
7169376-1;2;1;1;2;2;6;;
7169377-1;0;1;1;;;4;;
7169378-1;2;1;2;;;4;;
7169379-1;0;1;2;;;5;;
7169380-1;1;1;1;2;2;6;;
7169381-1;1;1;1;2;2;2;;
7169382-1;0;1;1;2;2;1;;
7169383-1;1;1;1;2;2;2;;
7169384-1;0;1;1;2;2;6;;
7169385-1;3;1;1;2;2;6;;
7169386-1;1;1;1;2;2;2;;
7169387-1;1;1;2;2;1;2;;
7169388-1;0;1;1;2;2;2;;
7169390-1;0;1;1;;;6;;
7169391-1;2;1;1;2;2;2;;
7169392-1;2;1;1;;;4;;
7169394-1;0;1;1;;;4;;
7169395-1;3;1;1;2;2;2;;
7169396-1;1;1;1;2;2;2;;
7169397-1;2;1;2;;;4;;
7169399-1;2;1;1;2;2;2;;
7169400-1;2;1;1;2;2;2;;
7169401-1;1;1;1;2;2;2;;
7169403-1;1;1;1;2;2;2;;
7169404-1;0;1;1;;;5;;
7169405-1;3;1;1;2;2;2;;
7169406-1;3;1;1;2;2;2;;
7169407-1;2;1;2;;;3;;
7169408-1;1;1;1;2;2;2;;
7169410-1;1;1;1;2;2;2;;
7169411-1;0;1;1;;;4;;
7169411-2;0;1;1;;;5;;
7169413-1;0;1;1;2;2;6;;
7169414-1;0;1;1;;;4;;
7169415-1;0;1;1;2;2;6;;
7169416-1;1;1;1;2;2;6;;
7169417-1;3;1;1;2;2;2;;
