Codigo;Hijos;Secuencia Jefe;Sexo Jefe;Secuencia Conyuge;Sexo Conyuge;Tipo Union;Educacion padre;Educacion madre
7228537-1;1;1;2;;;4;;
7228538-1;1;1;1;2;2;2;;
7228539-1;0;1;2;;;5;;
7228540-1;0;1;1;;;6;;
7228541-1;0;1;2;;;3;;
7228545-1;0;1;1;;;5;;
7228546-1;0;1;1;;;4;;
7228547-1;1;1;1;;;3;;
7228548-1;2;1;2;;;4;;
7228549-1;0;1;1;;;5;;
7228550-1;2;1;2;;;5;;
7228551-1;1;1;2;;;4;;
7228552-1;0;1;2;;;4;;
7228553-1;0;1;2;;;4;;
7228554-1;0;1;1;2;2;2;;
7228555-1;0;1;2;;;3;;
7228556-1;1;1;1;2;2;2;;
7228557-1;2;1;1;;;4;;
7228558-1;0;1;1;2;2;2;;
7228559-1;1;1;1;2;2;6;;
7228560-1;0;1;1;2;2;2;;
7228561-1;1;1;1;2;2;6;;
7228562-1;0;1;1;;;6;;
7228563-1;0;1;2;;;4;;
7228564-1;0;1;1;;;4;;
7228565-1;4;1;1;2;2;2;;
7228566-1;1;1;2;2;1;2;;
7228567-1;0;1;1;;;5;;
7228568-1;2;1;1;2;2;2;;
7228569-1;1;1;2;;;3;;
7228570-1;1;1;2;;;4;;
7228571-1;3;1;1;2;2;2;;
7228572-1;2;1;2;;;4;;
7228573-1;0;1;1;2;2;6;;
7228574-1;1;1;1;;;4;;
7228575-1;2;1;2;;;4;;
7228576-1;0;1;1;;;5;;
7228577-1;1;1;1;2;2;6;;
7228604-1;0;1;2;2;1;2;;
7228607-1;1;1;1;2;2;6;;
7228608-1;0;1;1;2;2;6;;
7228609-1;0;1;1;2;2;6;;
7228610-1;1;1;1;2;2;6;;
7228611-1;0;1;1;;;5;;
7228612-1;0;1;1;2;2;6;;
7228613-1;1;1;1;2;2;6;;
7228614-1;1;1;1;2;2;6;;
7228615-1;3;1;1;2;2;6;;
7228616-1;1;1;2;;;5;;
7228617-1;0;1;2;;;5;;
7228618-1;0;1;2;;;5;;
7228619-1;1;1;2;;;4;;
7228620-1;2;1;1;2;2;6;;
7228621-1;0;1;1;;;5;;
7228622-1;1;1;2;2;1;6;;
7228623-1;1;1;1;2;2;6;;
7228624-1;0;1;1;;;5;;
7228625-1;0;1;1;;;5;;
7228626-1;1;1;2;2;1;6;;
7228627-1;1;1;2;2;1;6;;
7228629-1;0;1;2;;;3;;
7228630-1;1;1;2;2;1;6;;
7228631-1;1;1;2;;;5;;
7228632-1;0;1;1;2;2;6;;
7228633-1;2;1;2;;;4;;
7228634-1;0;1;2;;;6;;
7228635-1;1;1;1;2;2;6;;
7228636-1;1;1;1;2;2;6;;
7228638-1;0;1;1;;;5;;
7228639-1;0;1;1;;;4;;
7228640-1;0;1;1;;;3;;
7228641-1;2;1;1;;;2;;
7228644-1;1;1;2;;;5;;
7228645-1;0;1;1;2;2;6;;
7228646-1;2;1;2;;;5;;
7228647-1;5;1;1;2;2;2;;
7228648-1;0;1;1;2;2;6;;
7228649-1;0;1;2;;;5;;
7228650-1;0;1;1;;;5;;
7228651-1;4;1;1;2;2;2;;
7228652-1;0;1;1;2;2;2;;
7228653-1;4;1;2;;;2;;
7228654-1;6;1;2;;;3;;
7228655-1;2;1;2;;;3;;
7228656-1;3;1;1;2;2;6;;
7228657-1;3;1;1;2;2;6;;
7228658-1;1;1;1;2;2;2;;
7228660-1;3;1;1;;;4;;
7228661-1;5;1;1;2;2;2;;
7228662-1;1;1;2;;;3;;
7228682-1;1;1;1;2;2;2;;
7228683-1;5;1;1;2;2;2;;
7228685-1;0;1;1;2;2;2;;
7228686-1;1;1;1;2;2;2;;
7228687-1;0;1;1;;;4;;
7228688-1;0;1;1;2;2;2;;
7228689-1;1;1;1;2;2;2;;
7228690-1;1;1;1;;;3;;
7228691-1;3;1;1;2;2;2;;
7228694-1;3;1;1;2;2;2;;
7228695-1;1;1;1;2;2;2;;
7228696-1;5;1;2;;;4;;
7228697-1;5;1;1;2;2;2;;
7228698-1;0;1;1;;;4;;
7228699-1;1;1;1;2;2;2;;
7228700-1;4;1;1;2;2;2;;
7228701-1;0;1;1;;;5;;
7228702-1;4;1;1;2;2;2;;
7228703-1;2;1;1;2;2;2;;
7228704-1;0;1;1;;;4;;
7228705-1;0;1;2;;;3;;
7228727-1;2;1;2;;;3;;
7228728-1;0;1;1;2;2;1;;
7228729-1;0;1;1;2;2;2;;
7228740-1;0;1;2;;;4;;
7228741-1;5;1;2;2;1;2;;
7228742-1;1;1;2;2;1;2;;
7228743-1;1;1;2;;;3;;
7228744-1;0;1;1;2;2;1;;
7228745-1;5;1;2;;;4;;
7228746-1;3;1;1;2;2;2;;
7228747-1;0;1;2;;;4;;
7228749-1;2;1;1;2;2;2;;
7228750-1;0;1;1;;;3;;
7228752-1;1;1;2;;;4;;
7228753-1;3;1;1;2;2;2;;
7228756-1;2;1;1;2;2;2;;
7228757-1;4;1;2;2;1;2;;
7228759-1;1;1;1;2;2;2;;
7228760-1;1;1;1;2;2;2;;
7228761-1;0;1;2;;;3;;
7228762-1;0;1;2;2;1;2;;
7228763-1;0;1;2;;;4;;
7228764-1;4;1;1;2;2;2;;
7228765-1;4;1;2;;;2;;
7228778-1;4;1;1;2;2;2;;
7228779-1;2;1;1;2;2;2;;
7228780-1;0;1;1;2;2;2;;
7228782-1;1;1;1;;;4;;
7228783-1;0;1;1;;;3;;
7228784-1;1;1;2;;;3;;
7228785-1;1;1;2;;;2;;
7228787-1;0;1;1;;;5;;
7228788-1;1;1;1;2;2;2;;
7228790-1;0;1;1;2;2;2;;
7228791-1;0;1;1;;;3;;
7228793-1;0;1;2;2;1;2;;
7228794-1;0;1;1;;;4;;
7228795-1;0;1;1;2;2;2;;
7228796-1;1;1;2;;;4;;
7228797-1;0;1;1;;;4;;
7228799-1;2;1;1;2;2;2;;
7228800-1;0;1;1;2;2;2;;
7228801-1;1;1;1;2;2;1;;
7228802-1;2;1;2;;;4;;
7228803-1;1;1;1;;;4;;
7228804-1;0;1;1;2;2;1;;
7228806-1;2;1;1;2;2;2;;
7228826-1;1;1;1;2;2;2;;
7228827-1;0;1;1;2;2;6;;
7228828-1;1;1;2;;;5;;
7228829-1;2;1;2;2;1;2;;
7228832-1;0;1;1;2;2;2;;
7228833-1;0;1;2;2;1;2;;
7228834-1;1;1;1;2;2;2;;
7228836-1;0;1;1;;;5;;
7228837-1;0;1;2;2;1;2;;
7228838-1;0;1;2;;;3;;
7228841-1;2;1;1;2;2;2;;
7228842-1;2;1;2;;;4;;
7228843-1;0;1;2;;;5;;
7228845-1;0;1;2;2;1;2;;
7228847-1;0;1;1;2;2;2;;
7228849-1;1;1;2;;;2;;
7228851-1;0;1;2;;;2;;
7228852-1;3;1;2;;;2;;
7228853-1;2;1;1;2;2;6;;
7228854-1;0;1;1;2;2;2;;
7228855-1;4;1;2;2;1;2;;
7228856-1;2;1;1;2;2;2;;
7228857-1;0;1;1;2;2;2;;
7228858-1;2;1;2;;;4;;
7228859-1;0;1;1;;;3;;
7228860-1;2;1;2;2;1;2;;
7228862-1;1;1;2;;;4;;
7228863-1;0;1;1;2;2;2;;
7228864-1;0;1;1;2;2;2;;
7228865-1;2;1;1;2;2;2;;
7228866-1;2;1;2;;;5;;
7228867-1;0;1;1;2;2;2;;
7228869-1;2;1;2;;;2;;
7228870-1;0;1;2;2;1;2;;
7228871-1;1;1;1;2;2;2;;
7228872-1;2;1;2;2;1;2;;
7228873-1;0;1;2;2;1;2;;
7228875-1;0;1;1;2;2;2;;
7228876-1;1;1;2;2;1;2;;
7228878-1;0;1;2;2;1;2;;
7228879-1;3;1;2;;;4;;
7228880-1;0;1;1;;;4;;
7228882-1;0;1;1;;;2;;
7228884-1;2;1;1;2;2;2;;
7228886-1;1;1;1;2;2;2;;
7228890-1;1;1;2;;;5;;
7228892-1;0;1;1;;;2;;
7228894-1;0;1;1;2;2;2;;
7228896-1;5;1;2;;;2;;
7228898-1;0;1;1;;;5;;
7228900-1;1;1;2;;;4;;
7228902-1;2;1;1;2;2;2;;
7228904-1;1;1;2;2;1;2;;
7228906-1;3;1;2;2;1;2;;
7228908-1;1;1;2;2;1;2;;
7228910-1;0;1;1;2;2;6;;
7228912-1;1;1;2;;;4;;
7228914-1;1;1;1;2;2;6;;
7228920-1;0;1;1;;;4;;
7228922-1;1;1;2;;;2;;
7228924-1;0;1;2;2;1;2;;
7228926-1;1;1;2;;;2;;
7228930-1;3;1;1;2;2;2;;
7228932-1;0;1;1;2;2;6;;
7228934-1;0;1;1;2;2;2;;
7228936-1;1;1;2;;;3;;
7228938-1;2;1;1;2;2;2;;
7228940-1;3;1;1;2;2;2;;
7228942-1;4;1;1;2;2;6;;
7228944-1;0;1;1;2;2;6;;
7228946-1;0;1;2;;;5;;
7228948-1;0;1;2;;;5;;
7228950-1;2;1;1;2;2;2;;
7228952-1;1;1;1;2;2;2;;
7228954-1;2;1;1;2;2;2;;
7228956-1;1;1;1;2;2;2;;
7228958-1;4;1;1;2;2;6;;
7228960-1;2;1;1;2;2;2;;
7228962-1;1;1;2;2;1;2;;
7228966-1;1;1;2;2;1;2;;
7228968-1;0;1;1;;;5;;
7228970-1;0;1;2;;;4;;
7228972-1;0;1;2;;;3;;
7228976-1;2;1;2;2;1;2;;
7228978-1;0;1;1;2;2;2;;
7228980-1;1;1;1;2;2;6;;
7228982-1;0;1;2;;;2;;
7228983-1;0;1;1;2;2;6;;
7228984-1;0;1;2;;;3;;
7228985-1;0;1;1;2;2;6;;
7228986-1;2;1;2;2;1;2;;
7228987-1;0;1;2;;;3;;
7228988-1;0;1;2;2;1;1;;
7228989-1;0;1;1;;;4;;
7228990-1;2;1;1;;;2;;
7228991-1;4;1;2;2;1;2;;
7228992-1;1;1;1;2;2;2;;
7228993-1;2;1;1;2;2;2;;
7228994-1;0;1;1;;;2;;
7228995-1;2;1;1;2;2;2;;
7228996-1;1;1;2;2;1;2;;
7228997-1;0;1;1;2;2;2;;
7228998-1;2;1;2;2;1;2;;
7228999-1;1;1;1;2;2;2;;
7229000-1;5;1;1;2;2;2;;
7229001-1;0;1;1;;;2;;
7229002-1;1;1;1;2;2;2;;
7229003-1;0;1;1;2;2;2;;
7229004-1;1;1;2;2;1;2;;
7229005-1;0;1;1;2;2;2;;
7229006-1;1;1;1;2;2;2;;
7229007-1;1;1;1;2;2;2;;
7229008-1;3;1;1;2;2;2;;
7229009-1;0;1;1;2;2;1;;
7229010-1;1;1;2;2;1;2;;
7229011-1;3;1;2;;;2;;
7229012-1;0;1;2;2;1;2;;
7229013-1;5;1;2;;;2;;
7229014-1;1;1;1;2;2;2;;
7229015-1;0;1;1;;;3;;
7229016-1;1;1;2;;;3;;
7229017-1;1;1;1;2;2;2;;
7229018-1;2;1;2;;;3;;
7229019-1;2;1;1;;;2;;
7229020-1;1;1;2;2;1;6;;
7229021-1;4;1;2;;;4;;
7229022-1;2;1;1;2;2;2;;
7229023-1;0;1;1;;;4;;
7229024-1;1;1;1;;;2;;
7229025-1;1;1;2;;;2;;
7229026-1;1;1;1;2;2;2;;
7229027-1;0;1;2;2;1;2;;
7229028-1;2;1;2;;;2;;
7229029-1;2;1;2;;;5;;
7229030-1;5;1;1;2;2;2;;
7229031-1;0;1;2;;;2;;
7229032-1;0;1;2;;;4;;
7229033-1;1;1;1;2;2;2;;
7229034-1;0;1;1;;;4;;
7229035-1;0;1;1;;;4;;
7229036-1;2;1;1;2;2;2;;
7229037-1;0;1;2;2;1;2;;
7229038-1;0;1;2;;;3;;
7229039-1;0;1;2;2;1;6;;
7229040-1;5;1;2;;;4;;
7229041-1;2;1;1;2;2;2;;
7229042-1;0;1;1;;;5;;
7229043-1;3;1;2;2;1;2;;
7229044-1;1;1;1;2;2;2;;
7229045-1;2;1;1;2;2;6;;
7229046-1;0;1;2;;;3;;
7229047-1;2;1;2;;;2;;
7229050-1;3;1;1;2;2;2;;
7229051-1;1;1;2;;;6;;
7229052-1;1;1;2;2;1;2;;
7229053-1;3;1;1;2;2;2;;
7229054-1;3;1;2;2;1;2;;
7229055-1;3;1;1;2;2;2;;
7229056-1;0;1;2;;;4;;
7229057-1;3;1;2;2;1;2;;
7229058-1;0;1;2;;;5;;
7229059-1;1;1;1;2;2;2;;
7229060-1;6;1;2;2;1;2;;
7229061-1;2;1;1;2;2;2;;
7229062-1;0;1;1;2;2;2;;
7229063-1;5;1;1;2;2;2;;
7229064-1;5;1;1;2;2;2;;
7229065-1;1;1;1;;;2;;
7229066-1;0;1;2;2;1;2;;
7229067-1;2;1;1;2;2;2;;
7229068-1;1;1;2;2;1;2;;
7229069-1;5;1;2;2;1;2;;
7229070-1;3;1;2;;;2;;
7229071-1;2;1;1;2;2;2;;
7229072-1;5;1;1;2;2;2;;
7229073-1;3;1;1;2;2;2;;
7229074-1;1;1;2;;;2;;
7229075-1;2;1;2;2;1;2;;
7229076-1;2;1;2;2;1;2;;
7229077-1;1;1;2;;;1;;
7229078-1;1;1;1;2;2;2;;
7229079-1;3;1;1;2;2;2;;
7229080-1;6;1;1;2;2;2;;
7229081-1;5;1;1;2;2;2;;
7229082-1;0;1;1;2;2;1;;
7229083-1;3;1;1;2;2;2;;
7229084-1;0;1;1;;;2;;
7229085-1;0;1;1;;;5;;
7229086-1;0;1;1;2;2;6;;
7229087-1;0;1;1;;;2;;
7229088-1;1;1;2;2;1;2;;
7229089-1;1;1;2;;;4;;
7229090-1;0;1;1;;;2;;
7229091-1;1;1;2;2;1;2;;
7229092-1;1;1;2;;;4;;
7229093-1;0;1;1;;;2;;
7229094-1;1;1;2;2;1;2;;
7229096-1;1;1;1;2;2;6;;
7229097-1;2;1;2;;;4;;
7229098-1;0;1;1;2;2;2;;
7229099-1;0;1;1;;;5;;
7229100-1;0;1;2;;;4;;
7229101-1;0;1;2;;;4;;
7229102-1;0;1;1;2;2;2;;
7229103-1;0;1;1;;;4;;
7229105-1;0;1;1;;;5;;
7229106-1;2;1;2;2;1;1;;
7229107-1;0;1;2;;;3;;
7229108-1;2;1;1;2;2;2;;
7229109-1;2;1;1;2;2;6;;
7229110-1;2;1;1;2;2;6;;
7229111-1;2;1;1;2;2;6;;
7229112-1;2;1;1;2;2;6;;
7229113-1;1;1;1;2;2;6;;
7229114-1;1;1;1;2;2;6;;
7229115-1;1;1;1;2;2;6;;
7229116-1;0;1;1;2;2;2;;
7229117-1;0;1;1;2;2;2;;
7229118-1;0;1;1;;;4;;
7229119-1;0;1;2;2;1;2;;
7229120-1;1;1;1;;;4;;
7229121-1;2;1;1;;;3;;
7229122-1;2;1;1;2;2;6;;
7229123-1;2;1;1;2;2;2;;
7229124-1;0;1;2;2;1;2;;
7229125-1;3;1;1;2;2;2;;
7229126-1;4;1;1;2;2;2;;
7229127-1;3;1;1;2;2;2;;
7229128-1;1;1;1;2;2;2;;
7229129-1;3;1;1;2;2;2;;
7229130-1;6;1;1;2;2;2;;
7229131-1;0;1;1;2;2;2;;
7229132-1;1;1;1;2;2;2;;
7229133-1;5;1;1;2;2;2;;
7229134-1;3;1;1;2;2;2;;
7229135-1;2;1;1;2;2;2;;
7229136-1;4;1;1;2;2;6;;
7229137-1;0;1;1;2;2;2;;
7229138-1;1;1;1;;;3;;
7229139-1;0;1;1;2;2;2;;
7229140-1;0;1;1;2;2;2;;
7229141-1;3;1;1;2;2;6;;
7229142-1;0;1;1;;;4;;
7229143-1;1;1;1;2;2;6;;
7229144-1;5;1;1;2;2;6;;
7229145-1;7;1;1;2;2;2;;
7229146-1;0;1;1;2;2;2;;
7229147-1;5;1;1;2;2;2;;
7229148-1;4;1;2;2;1;2;;
7229149-1;0;1;1;;;5;;
7229150-1;7;1;1;2;2;2;;
7229151-1;2;1;1;2;2;2;;
7229152-1;0;1;1;2;2;6;;
7229153-1;0;1;2;;;5;;
7229155-1;0;1;1;;;5;;
7229156-1;0;1;2;;;5;;
7229157-1;0;1;2;;;4;;
7229158-1;1;1;1;;;2;;
7229159-1;0;1;2;;;5;;
7229160-1;0;1;2;;;4;;
7229161-1;0;1;2;;;2;;
7229162-1;0;1;1;;;5;;
7229163-1;0;1;2;;;5;;
7229164-1;0;1;1;;;5;;
7229165-1;1;1;1;2;2;6;;
7229166-1;0;1;1;2;2;2;;
7229167-1;0;1;1;;;1;;
7229168-1;0;1;2;;;5;;
7229169-1;0;1;1;;;5;;
7229170-1;0;1;1;;;2;;
7229171-1;0;1;1;;;2;;
7229172-1;0;1;2;;;4;;
7229173-1;0;1;1;;;5;;
7229174-1;0;1;1;;;5;;
7229175-1;1;1;2;;;4;;
7229176-1;0;1;2;;;2;;
7229177-1;0;1;1;;;5;;
7229178-1;1;1;2;;;4;;
7229179-1;0;1;2;;;4;;
7229180-1;0;1;1;;;6;;
7229181-1;0;1;1;;;5;;
7229182-1;0;1;1;;;5;;
7229183-1;1;1;1;2;2;6;;
7229184-1;0;1;2;;;3;;
7229185-1;2;1;1;2;2;2;;
7229186-1;2;1;1;2;2;2;;
7229187-1;0;1;1;;;3;;
7229188-1;0;1;1;;;3;;
7229189-1;0;1;1;2;2;2;;
7229190-1;5;1;2;;;4;;
7229191-1;0;1;2;;;4;;
7229192-1;1;1;1;2;2;2;;
7229193-1;1;1;1;2;2;2;;
7229194-1;0;1;2;;;3;;
7229195-1;1;1;1;2;2;6;;
7229196-1;0;1;1;;;3;;
7229197-1;0;1;1;;;3;;
7229198-1;3;1;1;2;2;2;;
7229200-1;2;1;1;2;2;2;;
7229201-1;2;1;1;2;2;2;;
7229202-1;0;1;1;2;2;2;;
7229203-1;0;1;1;2;2;2;;
7229204-1;1;1;1;2;2;2;;
7229205-1;3;1;2;;;4;;
7229206-1;0;1;2;;;4;;
7229207-1;3;1;1;2;2;2;;
7229208-1;2;1;1;2;2;2;;
7229209-1;0;1;2;;;3;;
7229210-1;1;1;1;2;2;2;;
7229211-1;0;1;1;;;4;;
7229212-1;1;1;1;2;2;2;;
7229213-1;0;1;1;;;4;;
7229214-1;0;1;1;2;2;2;;
7229215-1;0;1;2;;;4;;
7229216-1;3;1;1;;;3;;
7229217-1;0;1;1;2;2;2;;
7229218-1;2;1;1;2;2;2;;
7229219-1;1;1;2;;;4;;
7229220-1;1;1;1;2;2;2;;
7229222-1;2;1;1;2;2;2;;
7229223-1;1;1;2;;;4;;
7229224-1;2;1;2;;;4;;
7229225-1;0;1;1;2;2;2;;
7229226-1;1;1;1;2;2;2;;
7229227-1;0;1;2;;;4;;
7229228-1;0;1;1;;;5;;
7229229-1;0;1;1;2;2;2;;
7229230-1;0;1;1;;;4;;
7229231-1;0;1;1;;;3;;
7229232-1;0;1;1;;;4;;
7229233-1;0;1;2;;;3;;
7229234-1;0;1;1;2;2;1;;
7229235-1;1;1;1;;;3;;
7229236-1;1;1;1;2;2;6;;
7229237-1;0;1;1;2;2;2;;
7229239-1;0;1;2;;;4;;
7229240-1;4;1;1;2;2;2;;
7229241-1;2;1;2;;;4;;
7229242-1;0;1;1;;;5;;
7229243-1;2;1;1;2;2;6;;
7229244-1;6;1;2;;;4;;
7229245-1;2;1;1;2;2;2;;
7229246-1;2;1;1;2;2;2;;
7229247-1;0;1;1;;;5;;
7229248-1;2;1;1;2;2;6;;
7229249-1;4;1;1;2;2;2;;
7229250-1;4;1;1;2;2;2;;
7229251-1;3;1;1;2;2;2;;
7229252-1;2;1;1;2;2;6;;
7229253-1;2;1;1;2;2;2;;
7229254-1;4;1;1;2;2;2;;
7229255-1;0;1;1;;;4;;
7229256-1;1;1;1;;;3;;
7229257-1;3;1;1;2;2;6;;
7229258-1;2;1;1;2;2;2;;
7229259-1;0;1;1;2;2;6;;
7229260-1;4;1;1;2;2;2;;
7229261-1;4;1;1;2;2;2;;
7229262-1;0;1;1;;;5;;
7229263-1;1;1;2;;;3;;
7229264-1;1;1;1;2;2;6;;
7229265-1;0;1;1;2;2;6;;
7229266-1;0;1;1;2;2;2;;
7229267-1;3;1;1;;;2;;
7229268-1;2;1;2;;;4;;
7229269-1;1;1;2;;;5;;
7229270-1;0;1;1;;;5;;
7229271-1;1;1;1;;;6;;
7229272-1;2;1;1;2;2;6;;
7229273-1;1;1;2;;;5;;
7229274-1;1;1;2;;;4;;
7229275-1;0;1;1;;;2;;
7229276-1;0;1;1;;;5;;
7229277-1;1;1;2;;;2;;
7229278-1;1;1;2;2;1;6;;
7229279-1;0;1;1;;;4;;
7229280-1;0;1;1;;;2;;
7229281-1;0;1;2;;;4;;
7229282-1;2;1;1;2;2;2;;
7229283-1;0;1;1;;;5;;
7229284-1;1;1;2;;;4;;
7229285-1;0;1;2;;;4;;
7229286-1;0;1;1;;;3;;
7229287-1;0;1;1;;;4;;
7229288-1;0;1;2;;;2;;
7229294-1;2;1;2;2;1;2;;
7229295-1;0;1;2;;;5;;
7229296-1;0;1;2;;;5;;
7229297-1;3;1;2;;;4;;
7229298-1;1;1;1;2;2;6;;
7229299-1;0;1;2;;;5;;
7229300-1;0;1;1;;;5;;
7229301-1;1;1;1;2;2;2;;
7229303-1;3;1;2;2;1;2;;
7229304-1;1;1;2;;;4;;
7229305-1;0;1;1;;;6;;
7229308-1;2;1;2;;;4;;
7229309-1;0;1;2;;;5;;
7229310-1;2;1;2;;;4;;
7229311-1;1;1;1;2;2;2;;
7229312-1;3;1;1;2;2;2;;
7229313-1;0;1;2;;;5;;
7229314-1;0;1;1;2;2;6;;
7229315-1;0;1;2;;;3;;
7229316-1;0;1;2;;;6;;
7229317-1;0;1;2;;;4;;
7229320-1;1;1;1;;;3;;
7229321-1;1;1;2;;;4;;
7229322-1;1;1;2;;;5;;
7229323-1;1;1;2;;;4;;
7229324-1;1;1;1;2;2;2;;
7229327-1;0;1;1;2;2;1;;
7229331-1;0;1;1;;;5;;
7229332-1;1;1;1;2;2;6;;
7229334-1;1;1;1;2;2;2;;
7229336-1;1;1;1;2;2;6;;
7229337-1;0;1;2;;;4;;
7229338-1;1;1;1;2;2;2;;
7229339-1;2;1;1;2;2;2;;
7229340-1;2;1;1;2;2;2;;
7229341-1;1;1;2;;;6;;
7229342-1;0;1;1;2;2;6;;
7229343-1;2;1;1;2;2;6;;
7229344-1;1;1;1;2;2;6;;
7229345-1;2;1;1;2;2;1;;
7229346-1;1;1;1;;;3;;
7229347-1;1;1;1;;;4;;
7229348-1;0;1;1;2;2;6;;
7229349-1;0;1;1;2;2;6;;
7229350-1;2;1;1;2;2;2;;
7229351-1;3;1;2;;;4;;
7229352-1;2;1;2;;;5;;
7229353-1;3;1;1;2;2;2;;
7229354-1;3;1;2;;;4;;
7229355-1;2;1;2;;;5;;
7229356-1;2;1;2;2;1;2;;
7229358-1;2;1;2;2;1;2;;
7229359-1;1;1;1;2;2;6;;
7229361-1;0;1;1;2;2;6;;
7229362-1;3;1;2;;;3;;
7229363-1;2;1;2;2;1;2;;
7229365-1;2;1;2;;;4;;
7229366-1;0;1;1;;;5;;
7229367-1;0;1;2;;;4;;
7229369-1;0;1;1;;;4;;
7229370-1;3;1;2;;;4;;
7229371-1;0;1;2;;;5;;
7229372-1;0;1;1;2;2;6;;
7229373-1;1;1;1;;;4;;
7229375-1;1;1;2;;;2;;
7229377-1;0;1;1;2;2;6;;
7229378-1;2;1;1;2;2;2;;
7229379-1;0;1;1;2;2;6;;
7229381-1;1;1;1;2;2;2;;
7229382-1;2;1;2;;;5;;
7229383-1;0;1;1;;;5;;
7229384-1;1;1;2;;;4;;
7229385-1;2;1;1;2;2;6;;
7229386-1;3;1;2;;;4;;
7229387-1;1;1;2;;;2;;
7229388-1;1;1;1;2;2;6;;
7229389-1;2;1;1;2;2;2;;
7229390-1;0;1;1;;;5;;
7229391-1;2;1;1;2;2;2;;
7229392-1;2;1;1;2;2;2;;
7229393-1;0;1;1;2;2;2;;
7229394-1;0;1;1;2;2;2;;
7229395-1;1;1;1;2;2;2;;
7229396-1;1;1;2;;;5;;
7229397-1;2;1;1;2;2;6;;
7229398-1;3;1;2;;;5;;
7229399-1;3;1;1;2;2;6;;
7229400-1;2;1;2;;;3;;
7229401-1;0;1;2;;;6;;
7229402-1;2;1;1;2;2;6;;
7229403-1;2;1;1;2;2;2;;
7229404-1;1;1;1;;;4;;
7229406-1;5;1;1;2;2;2;;
7229407-1;3;1;2;;;5;;
7229409-1;2;1;1;2;2;6;;
7229410-1;0;1;1;2;2;6;;
7229411-1;0;1;1;2;2;2;;
7229412-1;3;1;2;;;2;;
7229415-1;1;1;1;2;2;6;;
7229416-1;0;1;2;2;1;2;;
7229417-1;3;1;1;2;2;2;;
7229418-1;2;1;2;;;2;;
7229419-1;1;1;1;2;2;2;;
7229420-1;6;1;2;;;4;;
7229421-1;2;1;2;;;5;;
7229422-1;0;1;2;;;3;;
7229423-1;3;1;2;;;4;;
7229424-1;1;1;2;;;5;;
7229425-1;2;1;1;2;2;2;;
7229426-1;2;1;1;2;2;2;;
7229427-1;1;1;2;;;5;;
7229428-1;0;1;1;;;3;;
7229437-1;0;1;2;;;4;;
7229438-1;0;1;1;;;4;;
7229439-1;1;1;2;;;5;;
7229440-1;0;1;1;;;5;;
7229441-1;1;1;1;2;2;2;;
7229442-1;0;1;2;;;4;;
7229443-1;2;1;2;;;4;;
7229444-1;3;1;2;;;4;;
7229445-1;3;1;2;;;4;;
7229446-1;0;1;1;;;4;;
7229447-1;1;1;1;2;2;2;;
7229448-1;1;1;1;2;2;2;;
7229449-1;2;1;1;2;2;2;;
7229450-1;0;1;1;2;2;2;;
7229451-1;0;1;1;;;5;;
7229453-1;1;1;1;2;2;2;;
7229455-1;0;1;1;2;2;1;;
7229456-1;0;1;2;;;4;;
7229457-1;0;1;1;;;5;;
7229458-1;0;1;2;;;5;;
7229459-1;0;1;1;2;2;1;;
7229460-1;1;1;1;2;2;2;;
7229461-1;1;1;1;2;2;2;;
7229462-1;1;1;1;2;2;2;;
7229463-1;0;1;1;2;2;6;;
7229464-1;2;1;2;;;3;;
7229465-1;2;1;1;2;2;6;;
7229466-1;3;1;2;;;5;;
7229467-1;1;1;1;2;2;2;;
7229468-1;2;1;2;;;4;;
7229469-1;3;1;2;;;5;;
7229470-1;0;1;1;;;5;;
7229471-1;0;1;2;2;1;2;;
7229472-1;0;1;1;2;2;2;;
7229473-1;1;1;1;2;2;6;;
7229474-1;1;1;2;2;1;2;;
7229475-1;0;1;2;;;4;;
7229476-1;0;1;1;;;5;;
7229477-1;0;1;1;2;2;6;;
7229478-1;2;1;2;;;3;;
7229479-1;0;1;1;;;5;;
7229480-1;2;1;1;2;2;2;;
7229481-1;0;1;1;;;5;;
7229482-1;3;1;2;2;1;6;;
7229483-1;2;1;2;;;5;;
7229484-1;2;1;2;;;4;;
7229485-1;1;1;1;2;2;2;;
7229486-1;1;1;1;;;4;;
7229487-1;0;1;1;2;2;6;;
7229488-1;2;1;2;;;5;;
7229489-1;0;1;1;;;4;;
7229490-1;2;1;1;2;2;1;;
7229491-1;0;1;1;;;5;;
7229492-1;0;1;1;;;5;;
7229493-1;3;1;2;2;1;2;;
7229494-1;0;1;1;;;5;;
7229495-1;0;1;1;2;2;6;;
7229496-1;1;1;2;;;5;;
7229497-1;0;1;1;2;2;6;;
7229498-1;0;1;1;;;5;;
7229499-1;2;1;1;2;2;6;;
7229500-1;0;1;2;2;1;1;;
7229501-1;1;1;2;;;5;;
7229502-1;0;1;1;2;2;1;;
7229503-1;1;1;1;2;2;2;;
7229504-1;0;1;1;2;2;6;;
7229505-1;2;1;1;2;2;2;;
7229506-1;4;1;2;2;1;1;;
7229507-1;2;1;2;2;1;1;;
7229508-1;0;1;1;2;2;6;;
7229509-1;2;1;1;2;2;2;;
7229510-1;3;1;1;2;2;2;;
7229511-1;2;1;2;;;5;;
7229512-1;0;1;2;;;5;;
7229513-1;3;1;2;;;5;;
