Codigo;Hijos;Sexo Jefe;Sexo Conyuge;Tipo Union;Edad Jefe;Edad Conyuge;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Trabajo conyuge;Ingresos totales;Uso tecnologia Jefe;Uso tecnologia conyuge;Edu Jefe;Edu Conyuge;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7229027-1;0;2;1;2;27;30;4;2;1;4;1;290000;0;0;1;1;1;2;1;13000;0
7229030-1;5;1;2;2;30;33;4;7;1;3;4;212500;0;0;3;0;1;1;1;10000;0
7229033-1;1;1;2;2;24;22;4;3;1;1;4;300000;0;0;1;1;1;3;2;12000;0
7229036-1;2;1;2;2;50;48;4;4;1;1;1;100000;0;0;3;1;1;5;4;10000;0
7229037-1;0;2;1;2;47;54;4;2;1;4;1;200000;0;0;0;1;1;4;1;12000;0
7229039-1;0;2;1;6;55;57;4;2;1;1;1;1363333;0;0;1;1;1;3;1;25000;0
7229041-1;2;1;2;2;41;37;4;4;1;1;4;1040000;0;0;1;3;1;3;2;18000;0
7229043-1;3;2;1;2;51;46;4;5;1;4;1;762500;0;0;1;1;1;3;2;17000;0
7229044-1;1;1;2;2;57;58;4;3;1;1;1;483000;0;0;1;1;1;5;2;29000;2
7229045-1;3;1;2;6;42;37;4;4;1;4;4;110000;0;0;1;2;1;4;3;25000;0
7229050-1;3;1;2;2;25;28;4;5;1;1;4;965000;2;2;1;1;1;4;3;40000;4
7229052-1;1;2;1;2;60;78;4;3;1;4;1;198750;0;0;1;0;1;4;2;110122;0
7229053-1;3;1;2;2;30;29;4;5;1;1;4;485000;1;1;1;1;1;4;3;26600;3
7229054-1;3;2;1;2;40;48;4;5;8;1;1;4118333;2;2;3;1;1;4;3;20000;3
7229055-1;3;1;2;2;50;48;4;5;8;1;4;971666;0;0;1;1;1;4;3;25000;2
7229057-1;3;2;1;2;34;30;4;5;8;4;1;1200000;0;0;1;1;2;3;2;23333;0
7229059-1;1;1;2;2;47;48;4;5;8;1;4;480000;0;0;1;0;1;4;3;75440;0
7229060-1;6;2;1;2;25;49;4;8;8;1;1;980000;0;0;1;0;1;1;1;107577;0
7229061-1;3;1;2;2;30;30;4;4;8;1;1;415000;0;0;1;1;2;1;1;94877;0
7229062-1;0;1;2;2;72;82;4;2;8;1;4;20000;0;0;0;0;2;1;1;0;0
7229063-1;5;1;2;2;52;53;4;7;8;1;4;188333;0;0;1;0;1;1;1;91892;0
7229064-1;5;1;2;2;42;41;4;7;8;1;4;410000;0;0;1;0;1;1;1;106290;0
7229066-1;0;2;1;2;47;57;4;2;8;4;1;120000;1;0;1;1;1;2;1;3000;2
7229067-1;3;1;2;2;33;24;4;4;8;1;4;616666;0;0;1;1;2;2;1;5000;0
7229068-1;1;2;1;2;21;30;4;3;8;4;1;295000;0;0;1;1;1;3;2;98997;0
7229069-1;5;2;1;2;39;30;4;7;8;4;1;616666;0;0;1;1;1;4;3;5000;3
7229071-1;2;1;2;2;60;55;4;4;8;1;4;336666;0;0;1;1;1;3;2;7000;3
7229072-1;5;1;2;2;35;26;4;7;8;1;4;330000;0;0;1;1;1;4;3;64807;0
7229073-1;3;1;2;2;57;50;4;5;8;1;4;232500;0;0;1;1;1;3;2;5000;0
7229075-1;2;2;1;2;51;56;4;4;8;4;1;806666;1;0;1;1;1;4;2;7000;2
7229076-1;2;2;1;2;38;60;4;4;8;4;1;526666;0;0;3;1;1;4;3;7000;0
7229078-1;1;1;2;2;21;19;4;3;8;1;1;70000;0;0;1;0;1;1;1;5000;0
7229079-1;3;1;2;2;44;39;4;5;8;1;2;175833;0;0;1;1;1;1;1;5000;0
7229080-1;6;1;2;2;35;29;4;8;8;1;4;1488333;1;0;3;1;1;2;2;41760;0
7229081-1;5;1;2;2;37;28;4;7;8;1;4;290000;0;0;1;0;1;1;1;6000;0
7229082-1;0;1;2;1;18;20;4;2;8;1;4;300000;0;0;1;1;1;2;1;15000;0
7229083-1;3;1;2;2;35;26;4;5;8;1;4;557333;2;2;1;1;2;2;2;28000;3
7229086-1;0;1;2;6;64;62;4;2;8;1;4;460000;0;0;1;1;1;3;1;20000;0
7229088-1;1;2;1;2;23;56;4;3;8;1;1;2100000;2;2;1;1;1;4;3;53500;2
7229091-1;1;2;1;2;44;45;4;5;8;1;1;1307000;2;2;1;1;1;4;2;21000;3
7229094-1;1;2;1;2;37;36;4;3;8;4;1;812000;2;2;1;1;1;4;3;19000;3
7229096-1;1;1;2;6;54;36;9;3;2;1;1;7620000;2;2;3;3;1;5;2;90000;2
7229098-1;0;1;2;2;56;48;9;2;1;1;1;500000;0;0;1;1;1;3;1;350000;1
7229102-1;0;1;2;2;25;22;9;2;2;1;1;3358333;2;2;3;1;1;4;1;35000;1
7229106-1;2;2;1;1;34;27;9;4;1;4;1;1580000;2;2;3;3;1;3;2;50000;1
7229111-1;2;1;2;6;40;32;9;6;8;1;4;1210000;0;0;1;1;1;4;2;63409;0
7229122-1;2;1;2;6;63;58;9;5;1;6;4;670000;0;0;0;0;1;2;2;6000;0
7229123-1;2;1;2;2;31;23;9;4;1;6;4;430000;0;0;1;1;1;4;3;5400;0
7229124-1;0;2;1;2;59;49;9;2;1;1;6;1676000;0;0;1;1;1;3;2;15900;0
7229152-1;0;1;2;6;47;42;9;2;3;1;1;5179166;2;2;3;3;1;5;1;90000;2
7229165-1;1;1;2;6;37;32;9;3;2;1;4;1625000;2;2;1;2;1;4;2;60000;2
7229166-1;0;1;2;2;35;33;9;2;3;1;4;4550000;2;2;3;3;1;4;1;120000;2
7229183-1;1;1;2;6;43;32;9;3;3;4;1;4200000;2;2;3;3;1;4;2;140000;2
7229185-1;2;1;2;2;36;27;9;4;1;1;4;400000;0;0;1;1;1;3;2;29000;0
7229186-1;2;1;2;2;31;29;9;4;1;1;1;1560000;0;0;1;1;1;3;2;10400;0
7229189-1;0;1;2;2;52;50;9;2;1;1;4;212500;0;0;1;1;1;3;1;79000;0
7229192-1;1;1;2;2;22;22;9;3;1;1;1;1646250;0;0;1;1;1;4;3;52000;0
7229195-1;1;1;2;6;73;64;9;3;1;1;4;1030000;0;0;1;1;1;5;2;45000;0
7229198-1;3;1;2;2;33;29;9;5;1;1;4;1095500;0;0;1;3;1;3;2;48000;2
7229200-1;2;1;2;2;30;29;9;4;1;1;4;830000;0;0;1;1;1;4;2;39000;0
7229201-1;2;1;2;2;35;40;9;4;1;1;4;1200333;0;0;1;1;1;3;2;15000;0
7229202-1;0;1;2;2;44;52;9;2;1;1;4;890000;0;0;1;1;1;2;1;25000;0
7229203-1;0;1;2;2;60;55;9;2;1;1;1;665833;0;0;1;1;1;4;2;30000;0
7229204-1;1;1;2;2;35;34;9;3;1;1;4;930000;0;0;1;1;1;3;1;30000;0
7229207-1;3;1;2;2;32;32;9;5;1;1;4;300000;0;0;1;1;1;2;1;58000;0
7229212-1;1;1;2;2;41;26;9;3;1;1;4;405000;0;0;3;1;1;2;1;12000;0
7229214-1;0;1;2;2;70;64;9;2;0;1;4;286666;0;0;1;1;2;3;2;4458;0
7229218-1;2;1;2;2;24;20;9;4;1;1;4;1382000;2;0;1;1;1;3;2;198000;0
7229220-1;1;1;2;2;31;27;9;3;1;4;1;964250;0;0;1;1;1;3;1;37949;0
7229222-1;2;1;2;2;34;30;9;4;1;1;4;545000;0;0;2;1;1;3;2;19000;0
7229225-1;0;1;2;2;76;65;9;2;1;1;4;275000;0;0;0;0;1;2;1;21000;0
7229226-1;1;1;2;2;35;27;9;3;1;1;4;700000;0;0;1;1;1;3;1;90000;3
7229229-1;0;1;2;2;75;70;9;2;1;1;4;275000;0;0;1;1;1;2;1;45000;0
7229234-1;0;1;2;1;33;24;9;2;1;1;4;850000;0;0;1;1;2;2;1;25000;0
7229236-1;1;1;2;6;57;56;9;3;1;1;4;1433333;0;0;1;1;1;3;2;55000;0
7229237-1;0;1;2;2;57;42;9;2;1;1;4;300000;0;0;3;1;1;4;1;50000;0
7229240-1;4;1;2;2;43;35;9;6;1;6;4;1040000;0;0;1;1;1;5;3;13100;0
7229243-1;2;1;2;6;41;30;9;4;1;1;1;1260000;0;0;3;1;1;4;3;14300;0
7229245-1;2;1;2;2;26;21;9;4;1;1;3;630000;0;0;1;1;1;2;1;9800;0
7229246-1;2;1;2;2;29;24;9;4;1;4;4;180000;0;0;1;1;1;2;1;5400;0
7229248-1;2;1;2;6;53;46;9;6;1;1;4;2250000;0;0;1;1;1;5;4;6700;0
7229249-1;4;1;2;2;36;35;9;6;1;1;4;3849964;0;0;1;1;1;3;2;11400;0
7229250-1;4;1;2;2;30;26;9;6;1;1;4;735000;0;0;1;1;2;3;2;12100;0
7229251-1;3;1;2;2;33;31;9;5;1;4;4;144500;2;2;3;1;1;3;2;5500;0
7229252-1;2;1;2;6;52;46;9;5;1;1;1;3600000;2;2;3;3;1;3;2;8000;0
7229253-1;2;1;2;2;39;27;9;4;1;1;4;968158;0;0;1;1;1;3;2;68000;0
7229254-1;4;1;2;2;55;57;9;7;1;4;4;880000;0;0;1;0;1;1;1;9700;0
7229257-1;3;1;2;6;32;35;9;5;1;1;4;1570000;0;0;1;1;1;3;2;17500;0
7229258-1;2;1;2;2;44;45;9;4;1;1;4;1400000;0;0;1;1;1;3;2;35000;0
7229259-1;0;1;2;6;66;59;9;2;1;5;4;90000;0;0;1;1;1;3;2;25250;0
7229260-1;4;1;2;2;40;39;9;6;1;6;4;263333;0;0;1;1;2;3;2;2500;0
7229261-1;4;1;2;2;37;39;9;7;1;1;1;195833;2;0;1;1;1;4;3;75000;0
7229264-1;1;1;2;6;40;38;9;3;1;1;4;700000;0;0;1;1;1;4;3;7000;0
7229265-1;0;1;2;6;47;53;9;2;1;1;4;3458333;0;0;1;1;1;2;1;6000;0
7229266-1;0;1;2;2;44;42;9;2;1;1;1;3100000;0;0;3;1;1;3;1;7000;0
7229272-1;2;1;2;6;66;60;9;4;1;4;4;550000;0;0;1;1;1;5;3;8000;3
7229278-1;1;2;1;6;63;57;9;3;1;4;1;2000000;2;0;1;1;1;3;2;8000;0
7229282-1;2;1;2;2;23;24;9;4;1;4;4;300000;0;0;3;1;1;3;2;8000;0
7229294-1;2;2;1;2;30;35;9;4;1;1;6;639000;2;2;1;3;1;2;2;25000;0
7229298-1;1;1;2;6;47;42;9;3;1;1;4;200000;0;0;1;1;1;4;3;58000;0
7229301-1;1;1;2;2;30;29;9;3;1;1;4;3291666;2;2;3;3;1;3;2;23000;2
7229303-1;3;2;1;2;33;35;9;5;1;1;6;493500;2;1;1;1;1;3;2;57000;2
7229311-1;1;1;2;2;39;33;9;3;1;1;4;570000;2;2;1;1;1;1;1;25000;0
7229312-1;3;1;2;2;37;31;9;5;1;1;1;11835000;2;2;3;3;1;5;3;60000;2
7229314-1;0;1;2;6;53;50;9;3;1;1;4;2600000;2;2;1;1;1;3;2;30000;2
7229324-1;1;1;2;2;47;29;9;3;1;1;4;1325116;2;2;1;3;1;2;1;35000;0
7229327-1;0;1;2;1;24;17;9;2;1;1;4;930000;2;2;3;3;2;3;1;290000;2
7229332-1;1;1;2;6;39;39;9;3;1;1;1;1428116;2;2;3;1;1;4;2;24000;0
7229336-1;1;1;2;6;53;51;9;3;1;1;1;1700000;0;0;1;1;1;4;2;18000;0
7229338-1;1;1;2;2;27;18;9;3;1;1;4;580000;0;0;1;1;1;3;1;18000;0
7229339-1;2;1;2;2;49;37;9;4;1;1;4;498333;0;0;1;1;1;3;2;14700;2
7229340-1;3;1;2;2;29;22;9;4;1;1;4;910000;0;0;1;1;1;1;1;83531;0
7229342-1;0;1;2;6;58;59;9;2;1;1;4;210000;0;0;1;1;1;4;1;7500;0
7229343-1;2;1;2;6;36;36;9;4;1;1;4;100000;0;2;1;1;1;3;2;15000;0
7229344-1;1;1;2;6;72;63;9;3;1;5;4;540000;0;0;1;1;1;2;2;5500;0
7229345-1;2;1;2;1;45;32;9;4;1;1;1;795000;2;0;1;1;1;1;1;20000;0
7229348-1;0;1;2;6;57;55;9;3;1;1;4;3842730;2;2;3;3;1;5;2;23000;2
7229349-1;0;1;2;6;54;53;9;2;2;1;1;5450000;2;2;3;3;1;6;2;100000;2
7229350-1;2;1;2;2;26;34;9;4;1;2;2;43500;0;0;1;1;1;5;4;15000;0
7229353-1;3;1;2;2;54;35;9;5;1;1;4;3524166;2;2;3;3;1;5;3;26000;2
7229356-1;2;2;1;2;51;41;9;7;1;1;1;1266666;0;2;1;1;1;2;2;25000;1
7229358-1;2;2;1;2;42;42;9;4;1;4;1;434500;0;0;3;3;1;2;2;22000;0
7229359-1;1;1;2;6;57;52;9;3;0;2;4;1000000;0;0;3;3;1;4;3;24500;0
7229361-1;0;1;2;6;80;72;9;3;1;1;4;581666;0;0;1;1;1;5;2;18000;1
7229363-1;2;2;1;2;24;30;9;4;1;1;1;885000;1;0;1;1;1;3;2;15000;0
7229372-1;0;1;2;6;49;55;9;2;1;4;1;2300000;2;2;3;3;1;3;1;11800;1
7229377-1;0;1;2;6;86;83;9;2;1;4;4;195000;0;0;1;1;1;2;1;25000;0
7229378-1;2;1;2;2;40;27;9;4;1;1;4;280166;2;2;3;3;1;3;2;13000;0
7229379-1;0;1;2;6;83;83;9;2;1;1;4;185000;0;0;1;1;1;3;1;14000;0
7229381-1;1;1;2;2;42;49;9;3;1;1;4;855058;0;0;1;1;1;3;2;30000;0
7229385-1;2;1;2;6;44;40;9;4;1;1;3;1436666;0;2;1;3;1;4;3;26000;1
7229388-1;1;1;2;6;50;50;9;4;1;4;1;1157500;0;0;1;3;1;3;2;19470;0
7229389-1;2;1;2;2;44;36;9;4;1;1;4;520000;0;2;1;1;1;5;2;35000;0
7229391-1;2;1;2;2;36;33;9;4;1;1;4;655000;2;2;1;1;1;3;1;15000;0
7229392-1;2;1;2;2;33;26;9;4;1;1;4;723000;2;2;1;3;1;4;3;14000;0
7229393-1;0;1;2;2;27;25;9;2;1;1;4;300000;0;0;1;1;1;2;1;8000;0
7229394-1;0;1;2;2;43;43;9;2;1;1;6;300000;0;0;0;1;1;1;1;20000;0
7229395-1;1;1;2;2;66;48;9;3;1;1;4;553333;0;0;1;1;1;3;2;10700;0
7229397-1;2;1;2;6;56;58;9;5;1;2;4;748083;0;0;1;1;1;3;3;12000;0
7229399-1;3;1;2;6;40;45;9;5;1;1;1;720833;0;0;1;1;1;3;3;7000;0
7229402-1;2;1;2;6;60;57;9;6;1;1;4;1057500;0;0;1;1;1;4;2;39000;0
7229403-1;2;1;2;2;53;31;9;4;1;1;4;262500;0;0;1;1;1;4;2;8000;0
7229406-1;5;1;2;2;31;31;9;7;1;1;4;640000;0;0;1;1;1;1;1;12000;0
7229409-1;2;1;2;6;67;65;9;6;1;1;5;1025000;0;0;1;0;1;8;4;22800;0
7229410-1;0;1;2;6;70;80;9;2;1;4;4;122500;0;0;0;0;1;1;1;20000;0
7229411-1;0;1;2;2;60;70;9;3;1;1;4;233333;0;0;1;1;1;5;2;22200;0
7229415-1;1;1;2;6;32;42;9;3;1;1;1;4660833;2;2;3;3;1;3;2;20000;3
7229416-1;0;2;1;2;51;47;9;2;1;1;2;5070675;2;2;3;3;1;4;3;17000;2
7229417-1;3;1;2;2;30;24;9;5;1;1;4;132000;0;0;1;1;1;2;1;10000;0
7229419-1;1;1;2;2;39;39;9;3;1;2;1;350000;1;2;1;1;1;3;3;24000;1
7229425-1;2;1;2;2;33;28;9;4;1;1;1;2351666;2;2;1;3;1;3;2;19000;2
7229426-1;2;1;2;2;50;27;9;4;1;1;1;771666;0;1;1;1;1;3;3;16000;0
7229441-1;1;1;2;2;32;39;9;3;2;1;1;3100000;2;2;3;3;1;3;2;47000;2
7229449-1;2;1;2;2;38;38;9;4;1;1;4;842500;0;0;1;1;1;4;3;30000;0
7229450-1;0;1;2;2;26;23;9;2;1;1;4;1030000;0;0;1;1;1;5;2;15132;1
7229453-1;1;1;2;2;39;33;9;3;1;1;4;1100000;0;0;1;1;1;3;2;29000;0
7229459-1;0;1;2;1;31;29;9;3;1;1;4;3750000;2;0;3;1;1;3;2;45000;2
7229460-1;1;1;2;2;45;41;9;3;2;1;1;2550000;2;2;1;1;1;5;3;20000;0
7229461-1;1;1;2;2;50;52;9;5;1;1;4;650000;0;0;1;1;2;4;4;60000;0
7229462-1;1;1;2;2;48;45;9;4;2;1;4;484000;0;0;1;1;1;3;2;105000;0
7229463-1;0;1;2;6;54;49;9;2;1;5;1;1000000;0;0;1;1;1;2;1;53000;2
7229465-1;2;1;2;6;36;29;9;4;1;1;4;4003000;2;2;1;1;1;5;3;26000;3
7229467-1;1;1;2;2;22;23;9;3;1;1;4;616666;0;2;1;1;1;2;1;10000;0
7229471-1;0;2;1;2;27;39;9;2;1;1;1;1733333;2;2;3;1;1;3;1;10000;0
7229472-1;0;1;2;2;43;46;9;4;1;1;1;1410000;0;0;1;1;2;4;3;30000;0
7229473-1;1;1;2;6;55;50;9;3;1;1;1;372000;0;0;1;1;1;3;2;18000;0
7229474-1;1;2;1;2;27;37;9;3;1;1;2;810000;0;0;3;1;1;2;1;10000;0
7229477-1;0;1;2;6;36;40;9;2;2;1;1;4323500;2;2;3;3;1;1;1;87000;0
7229480-1;2;1;2;2;26;24;9;4;1;1;1;1050000;0;0;1;1;2;2;1;10000;0
7229482-1;3;2;1;6;30;35;9;5;1;1;1;1125000;0;0;1;1;1;3;1;20000;0
7229493-1;3;2;1;2;35;35;9;5;1;4;1;350000;0;0;1;1;1;4;3;25000;0
7229497-1;0;1;2;6;53;48;9;2;1;1;1;1036666;0;0;1;1;1;4;1;42000;0
7229499-1;2;1;2;6;52;49;9;4;1;1;4;2154166;0;0;1;1;1;5;3;12000;0
7229500-1;0;2;1;1;63;64;9;2;1;4;1;429166;0;0;0;1;1;2;1;35000;0
7229502-1;0;1;2;1;24;21;9;2;1;1;4;850000;2;2;1;1;1;3;1;40000;0
7229503-1;1;1;2;2;27;25;9;3;1;1;4;780000;2;2;1;1;1;4;2;12000;0
7229504-1;0;1;2;6;72;70;9;2;1;1;4;178333;0;0;0;0;1;3;1;25000;0
7229505-1;2;1;2;2;40;35;9;4;1;1;4;855000;0;0;1;1;1;4;3;22000;0
7229506-1;4;2;1;1;31;30;9;6;1;4;1;425333;0;0;1;1;1;4;3;15000;0
7229507-1;3;2;1;1;28;32;9;4;1;4;1;437500;0;0;1;1;1;4;2;20000;2
7229508-1;0;1;2;6;68;53;9;2;2;1;1;5808333;2;2;1;3;1;3;1;46000;2
7229509-1;2;1;2;2;42;36;9;4;1;1;1;1610000;0;0;1;1;2;3;2;20000;0
7229510-1;3;1;2;2;36;33;9;5;1;1;1;1600000;0;2;1;1;1;5;3;40000;0
7229515-1;1;1;2;6;61;62;9;3;1;1;1;700000;0;0;1;0;1;4;2;47000;0
7229516-1;2;1;2;6;48;50;9;4;1;1;4;1496083;0;0;1;1;1;4;3;35000;2
7229520-1;0;1;2;6;27;24;9;2;1;1;1;2100000;2;2;1;1;1;3;1;70000;0
7229522-1;3;1;2;2;43;36;9;5;1;1;4;366666;0;0;1;1;1;3;2;16700;0
7229523-1;0;1;2;6;51;52;9;2;2;1;4;2600000;1;2;1;1;1;3;1;150000;2
7229526-1;2;1;2;2;38;41;9;4;2;1;4;875500;0;0;0;1;1;4;2;23000;0
7229527-1;2;1;2;6;41;36;9;4;1;1;1;1870833;2;2;1;1;1;4;3;22000;2
7229528-1;2;1;2;6;33;28;9;4;1;1;4;985500;2;2;1;1;1;3;2;26000;0
7229529-1;2;1;2;6;31;25;9;4;1;1;4;1390000;2;2;1;1;1;4;3;37000;2
7229531-1;0;1;2;2;26;21;9;2;2;1;1;1050000;2;2;1;1;1;4;1;40000;1
7229532-1;2;1;2;2;34;37;9;4;1;1;4;1385416;2;2;1;3;2;4;3;30000;3
7229536-1;3;1;2;2;36;27;9;5;1;1;4;1250000;0;0;1;1;1;4;2;25000;0
7229538-1;1;2;1;2;35;40;9;4;1;1;1;950000;0;0;1;1;2;4;2;20000;0
7229544-1;2;1;2;6;38;36;9;4;1;1;4;908833;0;2;1;1;1;3;2;30000;0
7229547-1;1;2;1;2;22;28;9;3;1;4;1;200000;2;2;1;1;2;3;2;28000;0
7229549-1;1;1;2;2;69;61;9;3;1;5;4;225000;0;0;1;0;1;5;2;9000;0
7229550-1;1;1;2;6;50;41;9;3;1;1;1;4779166;2;2;3;3;1;5;3;28000;1
7229551-1;0;1;2;2;27;23;9;2;1;1;4;850000;0;2;1;1;1;2;1;57000;0
7229552-1;0;2;1;1;42;31;9;2;1;1;1;1550000;0;0;1;1;2;3;1;15000;0
7229553-1;0;1;2;6;50;55;9;2;1;1;4;720000;0;0;1;1;1;2;1;25000;0
7229554-1;2;1;2;2;36;36;9;4;1;1;4;955000;2;2;1;1;1;5;3;28500;0
7229555-1;2;1;2;2;27;32;9;4;1;1;1;1951000;0;2;1;1;1;5;3;31000;0
7229556-1;1;1;2;1;39;20;9;3;1;1;4;1100000;2;2;1;1;2;3;2;20000;0
7229557-1;2;1;2;1;18;25;9;4;1;1;1;1377000;2;2;1;3;1;3;2;20000;0
7229559-1;1;1;2;2;47;46;9;3;1;1;1;2020000;0;0;1;1;1;3;2;35000;1
7229562-1;1;1;2;2;25;23;9;2;1;1;1;1905625;2;2;3;3;1;4;2;16000;1
7229564-1;3;1;2;6;37;30;9;5;1;1;4;1280000;0;0;1;1;1;4;2;20000;0
7229565-1;0;1;2;2;56;49;9;2;1;1;4;1300000;0;0;1;1;1;5;2;38000;0
7229570-1;2;1;2;2;27;27;9;4;1;1;1;3560000;2;2;3;3;1;3;2;25000;0
7229572-1;1;1;2;2;39;37;9;3;2;1;4;1117000;2;2;1;1;1;3;2;17000;0
7229573-1;0;1;2;2;59;47;9;2;2;1;1;900000;0;2;1;1;1;2;1;45000;0
7229579-1;2;1;2;2;38;42;9;4;2;1;1;2962500;2;2;3;3;1;6;3;56000;2
7229580-1;2;1;2;2;54;34;9;4;2;1;1;2105000;2;2;3;3;1;5;3;45000;1
7229581-1;2;1;2;2;33;33;9;4;2;1;1;3280000;2;2;1;3;1;6;3;45000;0
7229585-1;1;1;2;2;45;41;9;3;2;1;1;7229166;2;2;3;3;1;4;2;58000;3
7229591-1;1;1;2;6;48;49;9;3;1;1;4;2097000;2;2;1;1;1;3;2;40000;2
7229593-1;2;1;2;2;23;24;9;4;1;1;4;475000;2;2;1;1;1;2;1;15000;0
7229594-1;1;1;2;6;44;47;9;3;1;1;4;1250000;0;0;1;1;1;3;2;10000;0
7229596-1;1;1;2;6;30;29;9;2;1;1;4;400000;0;0;1;1;1;3;1;30000;0
7229597-1;2;1;2;1;28;22;9;4;1;1;4;355000;0;2;3;3;1;3;2;16000;2
7229599-1;0;2;1;2;61;60;9;3;1;1;1;1863333;0;0;1;1;1;4;2;280000;0
7229600-1;0;1;2;6;74;75;9;2;1;1;4;800000;0;0;1;1;1;4;3;22000;0
7229602-1;0;2;1;2;61;44;9;3;1;4;1;500000;0;2;1;1;1;3;2;72000;0
7229603-1;2;2;1;2;29;26;9;5;1;4;1;889166;2;2;1;1;1;1;1;10000;0
7229604-1;2;2;1;2;28;26;9;4;1;4;1;558333;2;0;1;1;1;2;1;10000;0
7229605-1;0;1;2;2;82;72;9;3;1;1;4;605000;0;0;1;1;1;2;1;10000;0
7229606-1;0;1;2;2;64;60;9;2;1;1;1;18200000;2;2;1;1;1;4;1;210000;2
7229607-1;0;2;1;6;56;58;9;2;1;4;1;600000;0;0;1;0;1;3;1;23000;2
7229608-1;1;1;2;2;25;17;9;3;1;1;1;1000000;2;2;1;3;1;4;3;35000;0
7229612-1;2;2;1;2;33;45;9;4;1;4;2;438526;0;0;1;1;2;3;2;35000;2
7229613-1;2;2;1;2;38;48;9;4;1;4;1;1782833;0;2;1;3;1;3;2;25000;0
7229617-1;2;1;2;2;30;40;9;4;1;1;4;1140250;2;2;1;3;1;2;1;500000;2
7229620-1;1;2;1;2;42;46;9;3;1;1;2;575000;2;2;1;1;1;2;1;60000;0
7229621-1;2;2;1;6;36;46;9;4;2;4;1;2150000;2;2;3;3;1;4;3;48000;2
7229624-1;3;1;2;2;48;43;9;5;2;1;1;4130000;2;2;1;3;1;5;4;60000;2
7229626-1;1;2;1;1;29;32;9;3;1;4;1;823333;0;0;1;1;1;4;2;20000;0
7229629-1;1;1;2;6;48;55;9;5;2;1;4;3710000;2;2;1;1;1;4;3;30000;2
7229631-1;2;1;2;2;42;46;9;4;8;1;1;339500;0;0;1;1;1;3;2;75732;0
7229634-1;3;1;2;1;56;30;9;5;1;2;4;370000;2;2;1;3;1;3;2;20000;0
7229635-1;1;1;2;2;58;40;9;3;1;1;1;1037500;0;2;1;1;1;3;2;35000;2
7229636-1;2;2;1;2;32;52;9;4;1;4;1;541666;2;2;1;1;1;2;2;30000;0
7229638-1;0;1;2;2;53;55;9;2;1;1;4;2250000;1;2;1;1;1;3;2;178400;1
7229639-1;3;2;1;2;37;42;9;8;1;1;1;2650000;2;2;1;1;1;4;3;25000;0
7229640-1;0;1;2;2;27;24;9;2;1;1;1;2400000;2;2;3;3;1;3;1;40000;0
7229641-1;1;1;2;2;61;50;9;3;2;1;4;1812500;0;0;1;1;1;3;2;66000;0
7229642-1;2;1;2;2;25;17;9;3;2;1;4;1688000;2;2;1;1;1;3;1;116000;0
7229643-1;3;1;2;2;54;56;9;6;1;1;1;3988416;0;2;1;1;1;3;2;149000;2
7229644-1;2;2;1;6;59;62;9;4;1;4;1;2433666;1;2;1;1;1;2;2;97000;1
7229648-1;1;1;2;2;23;22;9;3;1;1;1;1360000;2;2;1;3;1;2;1;50000;0
7229650-1;2;2;1;2;69;61;9;6;1;5;1;670000;0;0;0;0;1;3;2;40000;0
7229652-1;2;1;2;2;36;39;9;4;2;1;1;8355333;2;2;3;3;2;4;2;408700;2
7229653-1;0;1;2;6;76;74;9;2;2;6;4;400000;0;0;0;1;1;4;1;47000;0
7229654-1;1;1;2;6;64;58;9;5;2;1;1;12313333;2;2;3;3;1;3;2;280000;3
7229655-1;2;1;2;6;42;38;9;4;1;1;4;2450000;2;0;1;1;1;5;4;102000;0
7229657-1;2;1;2;2;28;23;9;4;1;1;4;1300000;2;2;1;1;1;1;1;30000;0
7229659-1;1;2;1;2;35;48;9;3;1;1;2;775000;2;0;1;1;1;2;2;22000;0
7229662-1;0;1;2;2;57;52;9;2;2;4;4;500000;2;2;1;3;1;4;4;285000;2
7229663-1;0;1;2;6;48;46;9;2;2;1;1;5200000;2;2;3;3;1;3;3;120000;2
7229666-1;1;1;2;2;49;42;9;4;1;1;4;833000;0;0;1;1;1;3;3;33200;0
7229667-1;2;1;2;2;57;29;9;3;1;4;4;350000;2;2;3;1;1;2;2;35000;0
7229668-1;1;1;2;2;52;49;9;3;1;4;4;300000;0;0;1;1;1;3;3;56000;0
7229670-1;0;1;2;6;60;58;9;2;2;4;4;2100000;2;2;3;1;1;3;1;100000;2
7229671-1;2;1;2;2;35;35;9;4;2;1;4;3700000;2;2;3;3;1;2;2;250000;2
7229672-1;0;1;2;2;29;25;9;2;1;4;4;0;2;2;1;3;1;2;2;43000;0
7229674-1;0;1;2;2;27;23;9;3;1;1;4;1400000;2;2;3;1;1;1;1;28000;0
7229676-1;0;1;2;2;34;35;9;2;1;1;4;1900000;2;2;1;1;2;3;1;57000;2
7229679-1;0;1;2;2;22;23;9;2;1;4;4;0;2;2;1;1;2;1;1;15000;0
7229695-1;3;1;2;2;42;37;9;7;1;1;1;5451250;2;2;3;3;1;6;4;64000;3
7229699-1;1;1;2;1;54;33;9;3;1;1;1;1657000;0;0;1;1;1;2;1;13500;0
7229703-1;1;1;2;2;32;29;9;3;3;1;1;9082666;2;2;3;3;1;5;2;70000;1
