DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P784S1A3;FEX_C
7181359;2;1;2;4;152,13226256895
7181365;1;1;1;4;55,2541247621018
7181368;1;1;1;2;54,7899259159448
7181376;1;1;1;2;44,7368405637348
7181432;1;1;1;3;99,4587953767799
7181434;1;1;1;7;113,66355940421
7181448;1;1;1;3;17,0721490762365
7181450;1;1;1;3;20,9730334702174
7181475;1;1;1;3;8,02802688915883
7181475;2;1;2;4;8,02802688915883
7181528;1;1;1;4;15,5347935721244
7181548;1;1;1;3;4,5442653840498
7181555;1;1;1;3;11,9629034125937
7181571;1;1;1;2;8,76210233828721
7181572;1;1;1;3;8,74762944048551
7181572;2;1;2;4;8,74762944048551
7181596;1;1;1;3;22,34195593008
7181596;2;1;2;4;22,34195593008
7181619;1;1;1;4;32,3750941905155
7181630;1;1;1;3;4,51804360135339
7181631;1;1;1;3;5,07728857278344
7181633;1;1;1;3;8,03209872481859
7181633;2;1;2;4;8,03209872481859
7181633;3;1;3;5;8,03209872481859
7181636;1;1;1;5;6,84913374891869
7181636;2;1;2;6;6,84913374891869
7181636;3;1;3;7;6,84913374891869
7181641;1;1;1;3;4,47765226324459
7181641;2;1;2;4;4,47765226324459
7181650;1;1;1;3;6,41106279181506
7181650;2;1;2;4;6,41106279181506
7181654;1;1;1;5;12,0945596808151
7181654;2;1;2;6;12,0945596808151
7181656;1;1;1;2;8,40439518027552
7181656;2;1;2;3;8,40439518027552
7181667;1;1;1;4;5,49761738088353
7181670;1;1;1;3;6,61038749983945
7181671;1;1;1;3;6,09274628734012
7181686;1;1;1;4;6,04427668160956
7181691;1;1;1;3;5,99580707587899
7181691;2;1;2;4;5,99580707587899
7181691;3;1;3;5;5,99580707587899
7181693;1;1;1;4;10,7839687238555
7181693;2;1;2;5;10,7839687238555
7181701;2;1;2;5;10,0658619687907
7181701;1;1;1;4;10,0658619687907
7181739;1;1;1;2;164,645167285992
7181739;2;1;2;3;164,645167285992
7181781;1;1;1;3;109,783982760406
7181815;1;1;1;3;20,8177611528264
7181817;1;1;1;3;20,9032645367733
7181831;1;1;1;3;23,2276729618716
7181850;1;1;1;3;28,3401146483056
7181850;2;1;2;4;28,3401146483056
7181852;1;1;1;4;22,3085855542431
7181857;1;1;1;3;23,2276729618716
7181859;1;1;1;6;28,7596233399114
7181862;1;1;1;4;22,3085855542431
7181863;1;1;1;4;28,1482836518557
7181873;1;1;1;3;82,8060162624153
7181873;2;1;2;4;82,8060162624153
7181873;3;1;3;5;82,8060162624153
7181873;4;1;4;6;82,8060162624153
7181876;1;1;1;4;40,1033104846338
7181877;1;1;1;2;66,2088709469374
7181903;1;1;1;3;29,3105356145443
7181903;2;1;2;5;29,3105356145443
7181903;3;1;3;7;29,3105356145443
7181904;1;1;1;4;19,1079234972577
7181904;2;1;2;5;19,1079234972577
7181918;1;1;1;5;33,2328905201352
7181932;1;1;1;4;41,7486148359114
7181935;1;1;1;3;32,9739383753575
7181935;2;1;2;4;32,9739383753575
7181937;1;1;1;3;57,1973779744703
7181937;2;1;2;4;57,1973779744703
7181946;1;1;1;3;50,0075342111082
7181946;2;1;2;4;50,0075342111082
7181959;1;1;1;3;58,5053923602024
7181959;2;1;2;4;58,5053923602024
7181959;3;1;3;5;58,5053923602024
7181979;1;1;1;3;80,1625141238082
7181979;2;1;2;4;80,1625141238082
7181982;1;1;1;2;72,0018814657978
7181984;1;1;1;3;93,2144357778061
7181984;2;1;2;4;93,2144357778061
7181994;1;1;1;2;60,5984694241056
7182025;1;1;1;3;96,9935751561493
7182025;2;1;2;4;96,9935751561493
7182042;1;1;1;4;105,421801515557
7182042;2;1;2;5;105,421801515557
7182069;1;1;1;3;122,734537799273
7182088;1;1;1;3;324,568542090804
7182153;1;1;1;2;35,0637179436663
7182170;1;1;1;3;41,815537040993
7182170;2;1;2;4;41,815537040993
7182175;1;1;1;3;51,6679948418084
7182181;1;1;1;3;31,6518217224151
7182182;1;1;1;3;22,2609415314593
7182188;1;1;1;3;54,9327714727184
7182188;2;1;2;4;54,9327714727184
7182188;3;1;3;5;54,9327714727184
7182192;1;1;1;3;24,02707221089
7182197;1;1;1;3;47,2539294299133
7182200;1;1;1;3;25,7940249906483
7182200;2;1;2;4;25,7940249906483
7182208;1;1;1;3;39,0862131606599
7182208;2;1;2;4;39,0862131606599
7182208;3;1;3;5;39,0862131606599
7182209;1;1;1;5;17,1758624141291
7182209;2;1;2;6;17,1758624141291
7182210;1;1;1;4;48,548735624779
7182212;1;1;1;2;39,1555502201726
7182222;2;1;2;4;32,6496514365262
7182222;1;1;1;3;32,6496514365262
7182222;3;1;3;5;32,6496514365262
7182233;1;1;1;1;35,3880983884394
7182235;1;1;1;3;42,2213896409592
7182241;1;1;1;3;34,6036770320787
7182250;1;1;1;3;48,8018707394273
7182250;2;1;2;4;48,8018707394273
7182250;3;1;3;5;48,8018707394273
7182254;1;1;1;2;2,61856365145131
7182254;2;1;2;3;2,61856365145131
7182254;3;1;3;4;2,61856365145131
7182255;1;1;1;4;14,5410361067325
7182260;1;1;1;3;14,0181237594792
7182260;2;1;2;4;14,0181237594792
7182263;1;1;1;3;19,0242444738279
7182267;2;1;2;4;15,3533205707534
7182267;1;1;1;3;15,3533205707534
7182272;1;1;1;3;12,2461525961549
7182272;2;1;2;5;12,2461525961549
7182279;1;1;1;3;17,5530531196085
7182279;2;1;2;4;17,5530531196085
7182280;1;1;1;4;14,8364939444443
7182285;1;1;1;3;8,1769772450227
7182288;1;1;1;3;19,1166349260917
7182288;2;1;2;4;19,1166349260917
7182290;1;1;1;4;9,74055905150591
7182302;1;1;1;1;17,6805957925875
7182317;1;1;1;5;32,8671832906271
7182317;2;1;2;6;32,8671832906271
7182332;1;1;1;3;43,4386135571708
7182332;2;1;2;4;43,4386135571708
7182333;1;1;1;5;35,7061180493234
7182341;1;1;1;2;33,3269735987756
7182341;2;1;2;3;33,3269735987756
7182347;1;1;1;3;46,5833058553067
7182347;2;1;2;4;46,5833058553067
7182351;1;1;1;3;25,473754797567
7182361;1;1;1;3;40,2526165062389
7182372;1;1;1;2;8,30166720528541
7182381;1;1;1;3;57,4108912448635
7182381;2;1;2;4;57,4108912448635
7182384;1;1;1;3;9,62162682246296
7182387;1;1;1;4;12,3901785744009
7182391;1;1;1;3;10,0083002819606
7182396;1;1;1;3;7,96124332283142
7182408;1;1;1;4;9,53301217856568
7182409;1;1;1;3;8,36890509782115
7182409;2;1;2;4;8,36890509782115
7182410;1;1;1;5;10,4159620569504
7182410;2;1;2;6;10,4159620569504
7182414;1;1;1;6;10,401084966093
7182496;1;1;1;2;34,0191345573432
7182496;2;1;2;3;34,0191345573432
7182506;1;1;1;3;58,0667937213864
7182521;1;1;1;2;94,9974535291627
7182521;2;1;2;4;94,9974535291627
7182530;1;1;1;2;68,2687487193044
7182533;1;1;1;2;66,6804039810375
7182555;1;1;1;4;25,8028879799304
7182558;1;1;1;2;16,0019596825933
7182559;1;1;1;4;29,8208933358044
7182559;2;1;2;5;29,8208933358044
7182568;1;1;1;4;20,8666841539267
7182570;1;1;1;3;48,0955425316035
7182570;2;1;2;4;48,0955425316035
7182571;1;1;1;3;54,0378774981338
7182571;2;1;2;4;54,0378774981338
7182571;3;1;3;5;54,0378774981338
7182573;1;1;1;3;52,143528118112
7182577;1;1;1;3;48,1157652106536
7182577;2;1;2;4;48,1157652106536
7182584;1;1;1;3;52,143528118112
7182587;1;1;1;3;52,143528118112
7182588;1;1;1;3;63,7374498726966
7182588;2;1;2;4;63,7374498726966
7182588;3;1;3;5;63,7374498726966
7182719;1;1;1;3;22,069770555189
7182719;2;1;2;4;22,069770555189
7182730;1;1;1;2;36,8802268978101
7182730;2;1;2;3;36,8802268978101
7182735;1;1;1;2;22,403842764203
7182743;1;1;1;4;24,2844178504063
7182744;1;1;1;3;16,1322988607004
7182753;1;1;1;3;22,0772477522452
7182753;2;1;2;4;22,0772477522452
7182753;3;1;3;5;22,0772477522452
7182754;1;1;1;3;12,662122390714
7182764;2;1;2;4;25,8180113978243
7182764;3;1;3;5;25,8180113978243
7182764;1;1;1;3;25,8180113978243
7182774;1;1;1;6;120,844464547482
7182774;2;1;2;8;120,844464547482
7182776;1;1;1;2;76,2299051377796
7182776;2;1;2;3;76,2299051377796
7182824;1;1;1;2;88,0878903814342
7182825;1;1;1;2;121,680355867906
7182825;2;1;2;3;121,680355867906
7182829;1;1;1;3;107,365295782565
7182829;2;1;2;4;107,365295782565
7182832;1;1;1;1;122,52844179645
7182833;1;1;1;3;98,3712786941953
7182842;1;1;1;3;64,1305027946566
7182842;2;1;2;4;64,1305027946566
7182843;1;1;1;3;14,6167939933622
7182843;2;1;2;4;14,6167939933622
7182843;3;1;3;5;14,6167939933622
7182847;1;1;1;1;93,8131904918744
7182861;1;1;1;2;14,0786139467242
7182861;2;1;2;3;14,0786139467242
7182861;3;1;3;5;14,0786139467242
7182864;1;1;1;3;23,1751848231981
7182864;2;1;2;4;23,1751848231981
7182873;1;1;1;3;27,245383695706
7182873;2;1;2;4;27,245383695706
7182873;3;1;3;5;27,245383695706
7182875;1;1;1;3;18,4817932144717
7182875;2;1;2;4;18,4817932144717
7182875;3;1;3;5;18,4817932144717
7182884;1;1;1;5;26,5400123178029
7182884;2;1;2;6;26,5400123178029
7182884;3;1;3;7;26,5400123178029
7182885;1;1;1;3;13,4987527775989
7182885;2;1;2;4;13,4987527775989
7182918;1;1;1;3;37,6831405292123
7182918;2;1;2;4;37,6831405292123
7182921;1;1;1;3;37,6831405292123
7182921;2;1;2;4;37,6831405292123
7182926;1;1;1;3;40,3954881703748
7182939;1;1;1;3;30,5431245754895
7182941;1;1;1;2;32,7457508389379
7182947;1;1;1;3;52,5623463952849
7182947;2;1;2;4;52,5623463952849
7182955;1;1;1;3;49,2109644608097
7182955;2;1;2;4;49,2109644608097
7183014;1;1;1;2;12,6055431263799
7183014;2;1;2;3;12,6055431263799
7183014;3;1;3;3;12,6055431263799
7183134;1;1;1;9;5,43957748348883
7183136;1;1;1;3;5,43957748348883
7183136;2;1;2;4;5,43957748348883
7183138;1;1;1;5;5,43957748348883
7183141;1;1;1;4;5,43957748348883
7183149;1;1;1;5;5,43957748348883
7183154;1;1;1;3;5,43957748348883
7183154;2;1;2;4;5,43957748348883
7183165;3;1;3;5;16,9104474746758
7183165;1;1;1;3;16,9104474746758
7183165;2;1;2;4;16,9104474746758
7183229;1;1;1;3;9,03893116165048
7183229;2;1;2;4;9,03893116165048
7183241;1;1;1;3;10,6053111554292
7183241;2;1;2;4;10,6053111554292
7183244;1;1;1;2;14,9012213148116
7183244;2;1;2;3;14,9012213148116
7183248;2;1;2;4;12,2124574007419
7183248;1;1;1;3;12,2124574007419
7183248;3;1;3;5;12,2124574007419
7183248;4;1;4;6;12,2124574007419
7183251;1;1;1;3;6,15593311794865
7183262;1;1;1;2;6,48792564939913
7183262;2;1;2;3;6,48792564939913
7183262;3;1;3;4;6,48792564939913
7183263;1;1;1;4;7,01365938214281
7183268;1;1;1;3;11,0534689374826
7183268;2;1;2;4;11,0534689374826
7183271;1;1;1;3;12,1875002545699
7183274;1;1;1;3;4,44607583894873
7183274;2;1;2;4;4,44607583894873
7183279;1;1;1;3;7,97147043518059
7183279;2;1;2;4;7,97147043518059
7183279;3;1;3;5;7,97147043518059
7183285;1;1;1;3;7,97147043518059
7183285;2;1;2;4;7,97147043518059
7183285;3;1;3;5;7,97147043518059
7183293;1;1;1;4;11,5559085467692
7183293;2;1;2;5;11,5559085467692
7183293;3;1;3;6;11,5559085467692
7183293;4;1;4;7;11,5559085467692
7183294;1;1;1;3;12,4789310979626
7183294;2;1;2;4;12,4789310979626
7183294;3;1;3;5;12,4789310979626
7183295;1;1;1;3;12,2705400260434
7183295;2;1;2;4;12,2705400260434
7183295;3;1;3;5;12,2705400260434
7183295;4;1;4;6;12,2705400260434
7183296;1;1;1;3;10,6633937807307
7183296;2;1;2;4;10,6633937807307
7183296;3;1;3;5;10,6633937807307
7183309;1;1;1;4;12,6873221698818
7183314;1;1;1;4;5,73915097411016
7183314;2;1;2;5;5,73915097411016
7183314;3;1;3;6;5,73915097411016
7183314;4;1;4;7;5,73915097411016
7183323;1;1;1;3;10,6366867936441
7183323;2;1;2;4;10,6366867936441
7183323;3;1;3;5;10,6366867936441
7183327;1;1;1;3;5,61845143161493
7183327;2;1;2;4;5,61845143161493
7183330;1;1;1;2;5,35431088408447
7183330;2;1;2;3;5,35431088408447
7183331;1;1;1;3;5,93295215388759
7183331;3;1;3;5;5,93295215388759
7183331;2;1;2;4;5,93295215388759
7183333;1;1;1;3;3,02583856052226
7183333;2;1;2;4;3,02583856052226
7183335;1;1;1;3;4,94308598380902
7183335;2;1;2;4;4,94308598380902
7183335;3;1;3;5;4,94308598380902
7183335;4;1;4;6;4,94308598380902
7183337;1;1;1;2;5,32669622428864
7183337;2;1;2;3;5,32669622428864
7183356;1;1;1;4;59,3467525919122
7183356;2;1;2;5;59,3467525919122
7183358;1;1;1;6;88,7108460029636
7183386;1;1;1;2;18,7974431386486
7183462;1;1;1;2;65,0283202243404
7183462;2;1;2;3;65,0283202243404
7183464;1;1;1;2;52,8976773474272
7183464;2;1;2;3;52,8976773474272
7183470;1;1;1;5;19,8791852455859
7183471;1;1;1;5;7,76937784571135
7183471;2;1;2;7;7,76937784571135
7183473;1;1;1;3;14,2382003073405
7183473;2;1;2;4;14,2382003073405
7183485;1;1;1;3;11,4172629790646
7183488;1;1;1;7;17,7803115511914
7183489;1;1;1;2;14,9663340049378
7183492;1;1;1;3;80,3929874123644
7183493;1;1;1;3;53,3179573244767
7183498;1;1;1;3;60,2791047438278
7183501;1;1;1;2;41,8512010655826
7183503;1;1;1;5;21,7971145166418
7183510;1;1;1;2;94,4820435814387
7183510;2;1;2;3;94,4820435814387
7183510;3;1;3;5;94,4820435814387
7183510;4;1;4;6;94,4820435814387
7183520;1;1;1;2;67,1939549990302
7183520;2;1;2;3;67,1939549990302
7183520;3;1;3;4;67,1939549990302
7183527;1;1;1;2;68,7492985780976
7183529;2;1;2;6;88,88571742936
7183529;3;1;3;7;88,88571742936
7183529;1;1;1;5;88,88571742936
7183537;1;1;1;3;53,1420169012333
7183537;2;1;2;4;53,1420169012333
7183537;3;1;3;5;53,1420169012333
7183541;1;1;1;3;60,2494420988072
7183548;1;1;1;2;50,1810927693034
7183551;1;1;1;5;62,3936828248154
7183553;1;1;1;5;50,6711372770293
7183553;2;1;2;6;50,6711372770293
7183562;1;1;1;3;64,0392845059219
7183567;1;1;1;5;72,6943037930773
7183567;2;1;2;6;72,6943037930773
7183574;1;1;1;3;72,442039215704
7183586;1;1;1;2;41,3667636421701
7183589;2;1;2;4;46,5354927922848
7183589;3;1;3;6;46,5354927922848
7183589;1;1;1;3;46,5354927922848
7183591;1;1;1;2;46,1216555598957
7183595;1;1;1;3;44,9294077752857
7183595;2;1;2;4;44,9294077752857
7183596;1;1;1;3;36,7808822179639
7183596;2;1;2;4;36,7808822179639
7183599;1;1;1;3;46,3333155063247
7183599;2;1;2;4;46,3333155063247
7183607;1;1;1;3;52,6274162591312
7183607;2;1;2;4;52,6274162591312
7183614;1;1;1;2;54,3473710313984
7183614;2;1;2;3;54,3473710313984
7183614;3;1;3;4;54,3473710313984
7183618;1;1;1;4;46,0814438720879
7183623;1;1;1;3;63,4539395092508
7183638;1;1;1;4;13,486301084393
7183655;1;1;1;3;3,78018994826607
7183664;1;1;1;3;10,3740777572254
7183664;2;1;2;4;10,3740777572254
7183666;1;1;1;3;7,81470867202506
7183670;1;1;1;3;15,8565715205548
7183670;2;1;2;4;15,8565715205548
7183672;1;1;1;6;14,6951007798171
7183674;1;1;1;3;15,6092739456961
7183674;2;1;2;4;15,6092739456961
7183677;1;1;1;3;11,7268517342626
7183678;1;1;1;3;24,6880513653899
7183679;1;1;1;5;12,2503567103154
7183684;1;1;1;3;14,0824041458448
7183685;1;1;1;2;11,7046771592518
7183686;1;1;1;4;11,2326720645838
7183687;1;1;1;3;12,421380214414
7183692;1;1;1;2;15,7397335369567
7183693;1;1;1;3;19,6320296504982
7183699;1;1;1;2;10,4656731025959
7183699;2;1;2;3;10,4656731025959
7183700;1;1;1;2;19,8835649618667
7183701;1;1;1;3;17,4918522300089
7183708;1;1;1;6;12,3869649699881
7183708;2;1;2;7;12,3869649699881
7183710;1;1;1;4;9,97261284379282
7183710;2;1;2;5;9,97261284379282
7183713;1;1;1;2;10,0933947331348
7183713;2;1;2;3;10,0933947331348
7183718;3;1;3;4;3,29241602490408
7183718;1;1;1;2;3,29241602490408
7183718;2;1;2;3;3,29241602490408
7183719;1;1;1;2;9,91690304332616
7183721;1;1;1;3;5,66864995575731
7183726;1;1;1;4;7,64341632748885
7183729;1;1;1;4;6,81629892693206
7183736;1;1;1;2;9,98317077058549
7183750;1;1;1;3;4,73512154115513
7183752;1;1;1;3;3,09674124249702
7183753;1;1;1;4;10,4458874154466
7183754;1;1;1;5;8,35670993235728
7183757;1;1;1;2;6,05836373129423
7183758;1;1;1;2;3,26735518731687
7183762;1;1;1;3;10,0030093653496
7183763;1;1;1;3;4,03575976826309
7183771;1;1;1;3;5,22432117071437
7183772;1;1;1;4;3,67783020431785
7183772;2;1;2;5;3,67783020431785
7183775;1;1;1;3;5,38536773438601
7183775;2;1;2;4;5,38536773438601
7183786;1;1;1;3;3,94593461762928
7183786;2;1;2;4;3,94593461762928
7183787;1;1;1;3;7,83840005887112
7183789;1;1;1;5;4,13755897985758
7183792;1;1;1;3;5,81714568417689
7183801;1;1;1;3;10,6864187291309
7183801;2;1;2;4;10,6864187291309
7183805;1;1;1;2;7,6627217177712
7183805;2;1;2;3;7,6627217177712
7183805;3;1;3;4;7,6627217177712
7183806;1;1;1;3;5,22432117071437
7183807;1;1;1;2;4,87181996218381
7183809;1;1;1;2;9,12798273644677
7183809;2;1;2;3;9,12798273644677
7183811;1;1;1;3;3,91611995480907
7183811;2;1;2;4;3,91611995480907
7183812;1;1;1;2;2,81521931136093
7183824;1;1;1;3;5,91890192644392
7183824;2;1;2;4;5,91890192644392
7183834;1;1;1;3;7,27491590207242
7183847;1;1;1;3;11,6313164915009
7183851;1;1;1;3;5,71976797971804
7183851;2;1;2;4;5,71976797971804
7183854;1;1;1;4;8,19222151286069
7183871;1;1;1;2;10,0228290917961
7183872;1;1;1;4;13,1851326457388
7183882;1;1;1;1;27,454564037658
7183890;1;1;1;3;13,4140742007533
7183901;1;1;1;3;11,1864086834208
7183901;2;1;2;4;11,1864086834208
7183901;3;1;3;5;11,1864086834208
7183901;4;1;4;6;11,1864086834208
7183903;1;1;1;4;23,6756762597355
7183903;2;1;2;5;23,6756762597355
7183923;2;1;2;5;23,3855362325721
7183923;1;1;1;4;23,3855362325721
7183923;3;1;3;7;23,3855362325721
7183940;1;1;1;2;9,4994594819525
7183965;1;1;1;3;33,8771711836699
7183975;1;1;1;2;9,59560318581972
7183986;1;1;1;2;13,0836292438108
7183986;2;1;2;3;13,0836292438108
7183987;1;1;1;3;34,9229759576628
7183987;2;1;2;4;34,9229759576628
7183998;1;1;1;3;44,1987135746049
7183998;2;1;2;4;44,1987135746049
7184003;1;1;1;3;33,8771711836699
7184007;1;1;1;2;44,8602186814613
7184007;2;1;2;3;44,8602186814613
7184009;1;1;1;4;13,7633257831046
7184019;1;1;1;3;33,8771711836699
7184046;1;1;1;3;136,786040956216
7184046;2;1;2;4;136,786040956216
7184049;1;1;1;3;92,2410068865716
7184052;1;1;1;2;19,3634242518267
7184054;1;1;1;3;31,5172447209983
7184054;2;1;2;4;31,5172447209983
7184054;3;1;3;5;31,5172447209983
7184055;1;1;1;3;23,5598061524424
7184055;2;1;2;4;23,5598061524424
7184055;3;1;3;5;23,5598061524424
7184060;1;1;1;4;39,7907059765552
7184063;1;1;1;5;24,3758249711838
7184066;1;1;1;3;30,5395092977849
7184066;2;1;2;4;30,5395092977849
7184067;1;1;1;3;32,2009849671613
7184067;2;1;2;4;32,2009849671613
7184067;3;1;3;5;32,2009849671613
7184074;1;1;1;2;28,6400884988744
7184074;2;1;2;3;28,6400884988744
7184074;3;1;3;4;28,6400884988744
7184078;1;1;1;4;46,0092258064395
7184080;1;1;1;3;42,4534954890679
7184083;1;1;1;3;43,4862928565932
7184083;2;1;2;4;43,4862928565932
7184096;1;1;1;3;33,9490674901942
7184096;2;1;2;4;33,9490674901942
7184099;1;1;1;3;46,8321084036747
7184100;1;1;1;3;31,6614602482586
7184100;2;1;2;4;31,6614602482586
7184100;3;1;3;5;31,6614602482586
7184100;4;1;4;6;31,6614602482586
7184101;1;1;1;3;30,4668944040838
7184102;1;1;1;3;29,6777059930365
7184102;2;1;2;5;29,6777059930365
7184102;3;1;3;5;29,6777059930365
7184116;1;1;1;3;27,196325080779
7184116;2;1;2;4;27,196325080779
7184120;1;1;1;2;27,3059720515168
7184132;1;1;1;4;90,0154870956748
7184134;1;1;1;2;88,1887722439125
7184142;1;1;1;3;83,1706356670695
7184154;1;1;1;2;51,9845576625043
7184181;1;1;1;2;42,0901719377123
7184182;1;1;1;3;32,526257406689
7184184;1;1;1;4;31,4956009574234
7184195;1;1;1;3;42,6376529965951
7184195;2;1;2;4;42,6376529965951
7184199;1;1;1;3;30,1061364508461
7184200;1;1;1;3;54,7991614600407
7184200;2;1;2;4;54,7991614600407
7184206;1;1;1;3;45,4938530299023
7184206;2;1;2;4;45,4938530299023
7184213;1;1;1;3;34,0380363140305
7184217;1;1;1;3;50,1595283532482
7184217;2;1;2;4;50,1595283532482
7184220;1;1;1;2;29,2814087211598
7184220;2;1;2;3;29,2814087211598
7184236;1;1;1;3;23,5508822796194
7184246;1;1;1;2;29,8644053554088
7184256;1;1;1;3;28,3650302616921
7184268;1;1;1;4;44,5909698497804
7184268;2;1;2;5;44,5909698497804
7184293;1;1;1;4;275,597818363602
7184293;2;1;2;4;275,597818363602
7184293;3;1;3;4;275,597818363602
7184325;1;1;1;2;31,16602069529
7184325;2;1;2;3;31,16602069529
7184326;1;1;1;3;25,4022567476102
7184326;2;1;2;4;25,4022567476102
7184334;2;1;2;4;25,7162367024303
7184334;1;1;1;3;25,7162367024303
7184338;1;1;1;3;34,2572813243009
7184339;1;1;1;3;29,9629497627978
7184339;2;1;2;4;29,9629497627978
7184340;1;1;1;3;28,3979311025197
7184341;1;1;1;2;29,0205898231481
7184342;1;1;1;2;35,2096521315958
7184342;2;1;2;3;35,2096521315958
7184342;3;1;3;4;35,2096521315958
7184343;1;1;1;6;23,9401171979169
7184345;1;1;1;4;27,9689647624453
7184346;1;1;1;3;31,4404121023362
7184347;1;1;1;3;30,6847071818237
7184349;1;1;1;6;27,883172451754
7184351;1;1;1;4;38,2217452441273
7184351;2;1;2;5;38,2217452441273
7184354;1;1;1;3;28,8203777604749
7184358;1;1;1;2;34,3101448339834
7184359;1;1;1;5;28,6135669641107
7184359;2;1;2;6;28,6135669641107
7184360;1;1;1;6;18,60996930447
7184360;2;1;2;7;18,60996930447
7184368;1;1;1;4;27,5978975431124
7184369;1;1;1;3;28,7689983218526
7184376;1;1;1;3;20,1063662489883
7184385;1;1;1;4;89,8234840581075
7184391;1;1;1;3;107,228206640114
7184391;2;1;2;4;107,228206640114
7184411;1;1;1;3;23,9042382464692
7184411;2;1;2;4;23,9042382464692
7184411;3;1;3;5;23,9042382464692
7184413;1;1;1;5;27,5086968049106
7184413;2;1;2;6;27,5086968049106
7184422;1;1;1;5;8,8084666962242
7184423;1;1;1;3;10,4874806453249
7184424;1;1;1;5;8,54441990964253
7184425;1;1;1;5;10,596924257518
7184425;2;1;2;6;10,596924257518
7184439;1;1;1;1;202,18131367386
7184439;2;1;2;2;202,18131367386
7184439;3;1;3;6;202,18131367386
7184439;4;1;4;8;202,18131367386
7184462;1;1;1;5;166,257015770676
7184462;2;1;2;7;166,257015770676
7184465;1;1;1;2;160,277922176191
7184465;2;1;2;3;160,277922176191
7184465;3;1;3;6;160,277922176191
7184466;1;1;1;3;153,198042749363
7184466;2;1;2;4;153,198042749363
7184467;1;1;1;3;164,763559966402
7184467;2;1;2;4;164,763559966402
7184471;1;1;1;3;147,571553868634
7184473;1;1;1;3;187,066452634832
7184473;2;1;2;4;187,066452634832
7184474;1;1;1;3;172,945492132462
7184474;2;1;2;4;172,945492132462
7184474;3;1;3;5;172,945492132462
7184477;1;1;1;3;157,112985831046
7184477;2;1;2;4;157,112985831046
7184480;1;1;1;3;164,763559966402
7184480;2;1;2;4;164,763559966402
7184483;1;1;1;5;189,744114154088
7184483;2;1;2;7;189,744114154088
7184484;1;1;1;3;171,806642437565
7184489;1;1;1;6;233,217453368758
7184489;2;1;2;7;233,217453368758
7184489;3;1;3;8;233,217453368758
7184497;1;1;1;6;91,2883923221913
7184498;1;1;1;3;124,054739306961
7184498;2;1;2;4;124,054739306961
7184498;3;1;3;5;124,054739306961
7184499;1;1;1;3;114,155431296186
7184499;2;1;2;4;114,155431296186
7184499;3;1;3;5;114,155431296186
7184502;1;1;1;3;109,349306249022
7184502;2;1;2;4;109,349306249022
7184505;2;1;2;6;204,818433432228
7184505;1;1;1;3;204,818433432228
7184506;1;1;1;3;156,540289726896
7184506;2;1;2;4;156,540289726896
7184506;3;1;3;5;156,540289726896
7184519;1;1;1;3;46,946717993675
7184519;2;1;2;4;46,946717993675
7184527;1;1;1;3;72,6371091148419
7184527;2;1;2;4;72,6371091148419
7184528;3;1;3;5;50,6711280072378
7184528;1;1;1;3;50,6711280072378
7184528;2;1;2;4;50,6711280072378
7184528;4;1;4;6;50,6711280072378
7184533;1;1;1;3;24,9456025102551
7184534;2;1;2;5;38,2846266797688
7184534;1;1;1;4;38,2846266797688
7184540;1;1;1;3;42,6984129099046
7184540;2;1;2;4;42,6984129099046
7184541;1;1;1;3;50,2071563892876
7184541;2;1;2;4;50,2071563892876
7184541;3;1;3;5;50,2071563892876
7184541;4;1;4;6;50,2071563892876
7184545;1;1;1;3;39,4109294690717
7184545;2;1;2;4;39,4109294690717
7184557;1;1;1;2;117,249978541058
7184557;2;1;2;3;117,249978541058
7184578;1;1;1;3;238,247221773495
7184589;1;1;1;2;238,045106818581
7184591;1;1;1;6;248,493819298718
7184591;2;1;2;7;248,493819298718
7184591;3;1;3;8;248,493819298718
7184594;1;1;1;6;209,585951484591
7184600;1;1;1;3;225,350479596663
7184601;1;1;1;4;219,16898155506
7184601;2;1;2;5;219,16898155506
7184602;1;1;1;5;236,65684510714
7184606;1;1;1;3;237,688625014861
7184608;1;1;1;3;221,045319469977
7184610;1;1;1;4;232,970307814413
7184610;2;1;2;5;232,970307814413
7184612;1;1;1;4;238,56969831044
7184618;1;1;1;4;201,887395432176
7184618;2;1;2;5;201,887395432176
7184620;1;1;1;3;231,360144155621
7184620;2;1;2;4;231,360144155621
7184625;1;1;1;3;220,366577756185
7184631;1;1;1;4;66,3595843711159
7184634;1;1;1;3;70,0254457241525
7184634;2;1;2;5;70,0254457241525
7184639;1;1;1;3;75,9603298118745
7184639;2;1;2;4;75,9603298118745
7184639;3;1;3;5;75,9603298118745
7184640;1;1;1;3;64,4153037471811
7184640;2;1;2;5;64,4153037471811
7184642;1;1;1;2;67,2170373648639
7184654;1;1;1;3;70,0821061760407
7184654;2;1;2;4;70,0821061760407
7184655;1;1;1;2;69,7272178655913
7184658;2;1;2;4;70,0821061760407
7184658;1;1;1;3;70,0821061760407
7184660;1;1;1;4;70,3915365601762
7184661;1;1;1;2;73,3497465621531
7184661;2;1;2;3;73,3497465621531
7184661;3;1;3;4;73,3497465621531
7184673;1;1;1;2;52,5671704742518
7184675;1;1;1;2;53,3216031821334
7184675;2;1;2;3;53,3216031821334
7184694;1;1;1;3;22,1330345654309
7184694;2;1;2;4;22,1330345654309
